edge_index,edge_time_ps,polarity,packet_start_ps,packet_end_ps,packet_width_ps,packet_center_ps,packet_before_edge_ps,packet_after_edge_ps,raw_event_count,xor_rise_crossing_ps_by_tap,xor_fall_crossing_ps_by_tap,q_raw_tap0_to_tap29,q_raw_29_to_0,N,M,T,overlaps_adjacent_packet,recovery_complete_before_next_edge,idle_at_half_cycle_end,inter_packet_idle_ps
2,21000.5,rise,21036.48474851336,21946.614577575216,910.1298290618543,21491.549663044287,35.98474851336141,946.1145775752157,60,"[21036.48474851336, 21053.417677098434, 21070.530264649864, 21087.587550838583, 21104.47444060732, 21121.503681066486, 21138.62998207315, 21155.661363918105, 21172.58163429196, 21189.719371903906, 21206.60930228176, 21223.718013707177, 21240.71248059095, 21257.83361180752, 21274.839912159903, 21291.861458849795, 21308.90200993698, 21325.901228460018, 21342.97792765621, 21360.109437655876, 21377.01787410955, 21394.127982331247, 21411.042000236677, 21428.192325967393, 21445.21578411597, 21462.218006589253, 21479.312470882567, 21496.22400925804, 21513.253778238188, 21527.570826346135]","[21105.337886678375, 21134.364571743128, 21163.40913146346, 21192.411973004993, 21221.541520112376, 21250.504916109876, 21279.56804860253, 21308.690565857418, 21337.686904735394, 21366.749949205994, 21395.85345738738, 21424.869080766668, 21453.86957153612, 21482.93425152896, 21511.97711679859, 21541.182343994682, 21570.206885578693, 21599.409012114793, 21628.62428729504, 21657.792437306638, 21686.77724276427, 21715.947764642355, 21745.219599924672, 21774.288221829658, 21803.43287978108, 21832.44726381029, 21861.55319827269, 21890.591718573323, 21920.000388235403, 21946.614577575216]",000000000000000111111111111111,111111111111111000000000000000,15,330,1,False,True,True,9087.767730312327
