edge_index,edge_time_ps,polarity,packet_start_ps,packet_end_ps,packet_width_ps,packet_center_ps,packet_before_edge_ps,packet_after_edge_ps,raw_event_count,xor_rise_crossing_ps_by_tap,xor_fall_crossing_ps_by_tap,q_raw_tap0_to_tap29,q_raw_29_to_0,N,M,T,overlaps_adjacent_packet,recovery_complete_before_next_edge,idle_at_half_cycle_end,inter_packet_idle_ps
5,51001.5,fall,51034.38277146505,51896.29247172495,861.909700259901,51465.337621595,32.88277146504697,894.792471724948,60,"[51034.38277146505, 51052.52965369724, 51070.697648785674, 51088.783491621216, 51106.945623975436, 51125.103009704166, 51143.21156736449, 51161.46550068224, 51179.55294229566, 51197.6454051523, 51215.78087927267, 51234.0321194449, 51252.103742706706, 51270.16965266898, 51288.350226460134, 51306.58453451759, 51324.66304450551, 51342.75253781481, 51360.866533273365, 51379.04354360292, 51397.2150308274, 51415.44311972342, 51433.50828927845, 51451.60619008269, 51469.74133805894, 51487.960628668916, 51506.0683249931, 51524.22300688119, 51542.34904556039, 51558.80346395125]","[51126.04980242992, 51152.5881920599, 51179.205822522876, 51205.92261594404, 51232.56176268471, 51259.19183027277, 51285.75762784223, 51312.396181787466, 51339.00852220964, 51365.61872144714, 51392.249885076904, 51418.79098644377, 51445.38570585325, 51472.021887261784, 51498.604216849, 51525.27003698171, 51551.84839942551, 51578.60137961753, 51605.251983633825, 51631.90379968426, 51658.45304433934, 51685.05338237772, 51711.73340056001, 51738.388594565426, 51765.04303022156, 51791.71410846691, 51818.40737993125, 51845.0479877863, 51871.67607348853, 51896.29247172495]",000000000000000001111111111111,111111111111100000000000000000,13,299,1,False,True,True,9140.192235169758
