edge_index,edge_time_ps,polarity,packet_start_ps,packet_end_ps,packet_width_ps,packet_center_ps,packet_before_edge_ps,packet_after_edge_ps,raw_event_count,xor_rise_crossing_ps_by_tap,xor_fall_crossing_ps_by_tap,q_raw_tap0_to_tap29,q_raw_29_to_0,N,M,T,overlaps_adjacent_packet,recovery_complete_before_next_edge,idle_at_half_cycle_end,inter_packet_idle_ps
7,71001.5,fall,71034.38229920622,71896.41479862145,862.0324994152325,71465.39854891383,32.88229920621961,894.9147986214521,60,"[71034.38229920622, 71052.52895693897, 71070.6969814577, 71088.78316905104, 71106.99334997982, 71125.1203599484, 71143.22002287909, 71161.32601022787, 71179.53032366854, 71197.61780105699, 71215.67038017226, 71233.82048199911, 71251.95136239222, 71269.98193645838, 71288.14951635039, 71306.38644812237, 71324.4730353126, 71342.55293845056, 71360.7320950053, 71378.90276824695, 71397.04365914999, 71415.1262506977, 71433.34026528338, 71451.42546919857, 71469.4837769377, 71487.65163210421, 71505.76351165355, 71523.81561742144, 71541.96589943761, 71558.41911739713]","[71125.9905483065, 71152.61471703682, 71179.28447040012, 71205.90215153695, 71232.58233189864, 71259.16531611249, 71285.73352926252, 71312.39077463065, 71338.96577435263, 71365.56659864551, 71392.10372550506, 71418.81405702932, 71445.55544340446, 71472.1369522944, 71498.75682618404, 71525.48781906426, 71552.09056312997, 71578.71797765621, 71605.41977071163, 71632.08492593841, 71658.73070871746, 71685.36469800158, 71711.9518838674, 71738.56369138946, 71765.23944428738, 71791.89470043303, 71818.59302048568, 71845.22636432601, 71871.72944411021, 71896.41479862145]",000000000000000001111111111111,111111111111100000000000000000,13,299,1,False,True,True,
