capture_index,g_fall_ps,sample_time_ps,tail_time_ps,nearest_system_edge_ps,system_edge_polarity,time_from_nearest_system_edge_ps,designated,sample_q_raw_tap0_to_tap29,tail_q_raw_tap0_to_tap29,sample_q_raw_29_to_0,tail_q_raw_29_to_0,sample_M,tail_M,sample_N,tail_N,sample_rail_unresolved_taps,tail_rail_unresolved_taps,logic_mismatch_taps,vdd_safe_bad_taps,g_hold_bad_taps,source_free_post_close_q_events,digital_code,M,N,logical_capture_stable,digital_idle_code,old_unstable_tail_taps,old_mid_rail_taps,old_safe_supply_bad_taps,old_g_not_closed_taps,old_source_free_post_close_events
12,31534.524618567,31635.0,32535.0,31000.0,fall,534.5246185670003,True,000000000000000111111111111000,000000000000000111111111111000,000111111111111000000000000000,000111111111111000000000000000,246,246,12,12,[],[],[],[],[],"[{'time_ps': 31537.0, 'tap': 14, 'q_v': 0.474999994, 'safe_d_v': 0.0, 'g_v': 0.018869435}]",000000000000000111111111111000,246,12,False,False,[],[],[],[],[]
