capture_index,g_fall_ps,sample_time_ps,tail_time_ps,nearest_system_edge_ps,system_edge_polarity,time_from_nearest_system_edge_ps,designated,sample_q_raw_tap0_to_tap29,tail_q_raw_tap0_to_tap29,sample_q_raw_29_to_0,tail_q_raw_29_to_0,sample_M,tail_M,sample_N,tail_N,sample_rail_unresolved_taps,tail_rail_unresolved_taps,logic_mismatch_taps,vdd_safe_bad_taps,g_hold_bad_taps,source_free_post_close_q_events,digital_code,M,N,logical_capture_stable,digital_idle_code,old_unstable_tail_taps,old_mid_rail_taps,old_safe_supply_bad_taps,old_g_not_closed_taps,old_source_free_post_close_events
16,41534.524618567,41635.0,42535.0,41000.0,rise,534.5246185669967,True,000000000000001111111111111100,000000000000001111111111111100,001111111111111100000000000000,001111111111111100000000000000,287,287,14,14,[],[],[],[],[],[],000000000000001111111111111100,287,14,True,False,[],[],[],[],[]
