seed,temperature_c,event_index,polarity,m_ff,calibration,alarm_a18,alarm_b18,alarm_a19,alarm_b19,sticky_a18,sticky_b18,sticky_a19,sticky_b19,before_a18_rise,before_a18_fall,before_b18_rise,before_b18_fall,before_a19_rise,before_a19_fall,before_b19_rise,before_b19_fall,after_a18_rise,after_a18_fall,after_b18_rise,after_b18_fall,after_a19_rise,after_a19_fall,after_b19_rise,after_b19_fall,lock_a18,lock_b18,lock_a19,lock_b19,event_count
41009,-40,1,1,135,0,0,0,0,0,0,0,0,0,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,521
41009,-40,2,0,182,0,0,0,0,0,0,0,0,0,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,522
41009,-40,3,1,135,0,0,0,0,0,0,0,0,0,187,159,187,159,187,159,187,159,187,159,186,159,187,159,186,159,1,1,1,1,523
41009,-40,4,0,182,0,0,0,0,0,0,0,0,0,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,524
41009,-40,5,1,135,0,0,0,0,0,0,0,0,0,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,525
41009,-40,6,0,159,0,1,1,1,1,0,0,0,0,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,526
41009,-40,7,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,527
41009,-40,8,0,182,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,528
41009,-40,9,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,529
41009,-40,10,0,182,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,530
41009,-40,11,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,531
41009,-40,12,0,159,0,1,1,1,1,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,532
41009,-40,13,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,533
41009,-40,14,0,182,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,534
41009,-40,15,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,535
41009,-40,16,0,159,0,1,1,1,1,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,536
41009,-40,17,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,537
41009,-40,18,0,159,0,1,1,1,1,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,538
41009,-40,19,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,539
41009,-40,20,0,159,0,1,1,1,1,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,540
41009,-40,21,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,541
41009,-40,22,0,182,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,542
41009,-40,23,1,135,0,0,0,0,0,1,1,1,1,187,159,186,159,187,159,186,159,187,159,186,159,187,159,186,159,1,1,1,1,543
41009,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
41009,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545
41009,125,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
41009,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,0,187,0,187,0,0,0,0,0,547
41009,125,-1,1,159,1,0,0,0,0,0,0,0,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,0,0,0,0,548
41009,125,-1,1,159,1,0,0,0,0,0,0,0,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,0,0,0,0,549
41009,125,-1,1,159,1,0,0,0,0,0,0,0,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,0,0,0,0,550
41009,125,-1,1,159,1,0,0,0,0,0,0,0,0,187,0,187,0,187,0,187,0,187,159,187,159,187,159,187,159,1,1,1,1,551
41009,125,0,0,204,0,0,0,0,0,0,0,0,0,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,552
41009,125,1,1,204,0,1,1,1,1,0,0,0,0,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,553
41009,125,2,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,554
41009,125,3,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,555
41009,125,4,0,225,0,1,1,1,1,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,556
41009,125,5,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,557
41009,125,6,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,558
41009,125,7,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,559
41009,125,8,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,560
41009,125,9,1,204,0,1,1,1,1,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,561
41009,125,10,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,562
41009,125,11,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,563
41009,125,12,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,564
41009,125,13,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,565
41009,125,14,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,566
41009,125,15,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,567
41009,125,16,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,568
41009,125,17,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,569
41009,125,18,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,570
41009,125,19,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,571
41009,125,20,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,572
41009,125,21,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,573
41009,125,22,0,204,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,574
41009,125,23,1,182,0,0,0,0,0,1,1,1,1,187,159,187,159,187,159,187,159,187,159,187,159,187,159,187,159,1,1,1,1,575
41010,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576
41010,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
41010,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
41010,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,0,0,0,0,579
41010,-40,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,580
41010,-40,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,581
41010,-40,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,582
41010,-40,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,159,182,159,182,159,182,159,1,1,1,1,583
41010,-40,0,0,159,0,1,1,1,1,0,0,0,0,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,584
41010,-40,1,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,585
41010,-40,2,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,586
41010,-40,3,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,587
41010,-40,4,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,588
41010,-40,5,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,589
41010,-40,6,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,590
41010,-40,7,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,591
41010,-40,8,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,592
41010,-40,9,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,593
41010,-40,10,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,594
41010,-40,11,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,595
41010,-40,12,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,596
41010,-40,13,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,597
41010,-40,14,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,598
41010,-40,15,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,599
41010,-40,16,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,600
41010,-40,17,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,601
41010,-40,18,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,602
41010,-40,19,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,603
41010,-40,20,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,604
41010,-40,21,1,110,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,605
41010,-40,22,0,159,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,606
41010,-40,23,1,135,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,607
41010,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
41010,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
41010,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
41010,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,0,0,0,0,611
41010,125,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,612
41010,125,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,613
41010,125,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,0,0,0,0,614
41010,125,-1,1,159,1,0,0,0,0,0,0,0,0,182,0,182,0,182,0,182,0,182,159,182,159,182,159,182,159,1,1,1,1,615
41010,125,0,0,204,0,1,1,1,1,0,0,0,0,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,616
41010,125,1,1,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,617
41010,125,2,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,618
41010,125,3,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,619
41010,125,4,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,620
41010,125,5,1,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,621
41010,125,6,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,622
41010,125,7,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,623
41010,125,8,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,624
41010,125,9,1,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,625
41010,125,10,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,626
41010,125,11,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,627
41010,125,12,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,628
41010,125,13,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,629
41010,125,14,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,630
41010,125,15,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,631
41010,125,16,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,632
41010,125,17,1,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,633
41010,125,18,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,634
41010,125,19,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,635
41010,125,20,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,636
41010,125,21,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,637
41010,125,22,0,204,0,1,1,1,1,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,638
41010,125,23,1,182,0,0,0,0,0,1,1,1,1,182,159,182,159,182,159,182,159,182,159,182,159,182,159,182,159,1,1,1,1,639
41011,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
41011,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641
41011,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642
41011,-40,-1,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,0,0,0,0,643
41011,-40,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,644
41011,-40,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,645
41011,-40,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,646
41011,-40,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,159,176,159,176,159,176,159,1,1,1,1,647
41011,-40,0,0,159,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,648
41011,-40,1,1,135,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,649
41011,-40,2,0,159,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,650
41011,-40,3,1,135,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,651
41011,-40,4,0,159,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,652
41011,-40,5,1,135,0,0,0,0,0,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,653
41011,-40,6,0,135,0,1,1,1,1,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,654
41011,-40,7,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,655
41011,-40,8,0,159,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,656
41011,-40,9,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,657
41011,-40,10,0,159,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,658
41011,-40,11,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,659
41011,-40,12,0,135,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,660
41011,-40,13,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,661
41011,-40,14,0,159,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,662
41011,-40,15,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,663
41011,-40,16,0,135,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,664
41011,-40,17,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,665
41011,-40,18,0,135,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,666
41011,-40,19,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,667
41011,-40,20,0,135,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,668
41011,-40,21,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,669
41011,-40,22,0,159,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,670
41011,-40,23,1,135,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,671
41011,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
41011,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673
41011,125,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674
41011,125,-1,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,0,0,0,0,675
41011,125,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,676
41011,125,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,677
41011,125,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,0,0,0,0,678
41011,125,-1,1,159,1,0,0,0,0,0,0,0,0,176,0,176,0,176,0,176,0,176,159,176,159,176,159,176,159,1,1,1,1,679
41011,125,0,0,204,0,1,1,1,1,0,0,0,0,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,680
41011,125,1,1,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,681
41011,125,2,0,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,682
41011,125,3,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,683
41011,125,4,0,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,684
41011,125,5,1,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,685
41011,125,6,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,686
41011,125,7,1,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,687
41011,125,8,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,688
41011,125,9,1,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,689
41011,125,10,0,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,690
41011,125,11,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,691
41011,125,12,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,692
41011,125,13,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,693
41011,125,14,0,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,694
41011,125,15,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,695
41011,125,16,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,696
41011,125,17,1,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,697
41011,125,18,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,698
41011,125,19,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,699
41011,125,20,0,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,700
41011,125,21,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,701
41011,125,22,0,204,0,1,1,1,1,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,702
41011,125,23,1,182,0,0,0,0,0,1,1,1,1,176,159,176,159,176,159,176,159,176,159,176,159,176,159,176,159,1,1,1,1,703
41012,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704
41012,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
41012,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706
41012,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,204,0,204,0,204,0,0,0,0,0,707
41012,-40,-1,1,182,1,0,0,0,0,0,0,0,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,0,0,0,0,708
41012,-40,-1,1,182,1,0,0,0,0,0,0,0,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,0,0,0,0,709
41012,-40,-1,1,182,1,0,0,0,0,0,0,0,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,204,0,0,0,0,0,710
41012,-40,-1,1,182,1,0,0,0,0,0,0,0,0,204,0,204,0,204,0,204,0,204,182,204,182,204,182,204,182,1,1,1,1,711
