seed,temperature_c,event_index,polarity,m_ff,calibration,alarm_a18,alarm_b18,alarm_a19,alarm_b19,sticky_a18,sticky_b18,sticky_a19,sticky_b19,before_a18_rise,before_a18_fall,before_b18_rise,before_b18_fall,before_a19_rise,before_a19_fall,before_b19_rise,before_b19_fall,after_a18_rise,after_a18_fall,after_b18_rise,after_b18_fall,after_a19_rise,after_a19_fall,after_b19_rise,after_b19_fall,lock_a18,lock_b18,lock_a19,lock_b19,event_count
41001,125,4,0,225,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,44
41001,125,5,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,45
41001,125,6,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,46
41001,125,7,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,47
41001,125,8,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,48
41001,125,9,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,49
41001,125,10,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,50
41001,125,11,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,51
41001,125,12,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,52
41001,125,13,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,53
41001,125,14,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,54
41001,125,15,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,55
41001,125,16,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,56
41001,125,17,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,57
41001,125,18,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,58
41001,125,19,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,59
41001,125,20,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,60
41001,125,21,1,182,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,61
41001,125,22,0,204,0,0,0,0,0,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,62
41001,125,23,1,204,0,1,1,1,1,1,1,1,1,198,176,198,176,198,176,198,176,198,176,198,176,198,176,198,176,1,1,1,1,63
41002,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
41002,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
41002,-40,-1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
41002,-40,-1,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,198,0,198,0,0,0,0,0,67
41002,-40,-1,1,182,1,0,0,0,0,0,0,0,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,0,0,0,0,68
41002,-40,-1,1,182,1,0,0,0,0,0,0,0,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,0,0,0,0,69
41002,-40,-1,1,182,1,0,0,0,0,0,0,0,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,0,0,0,0,70
41002,-40,-1,1,182,1,0,0,0,0,0,0,0,0,198,0,198,0,198,0,198,0,198,182,198,182,198,182,198,182,1,1,1,1,71
41002,-40,0,0,182,0,0,0,0,0,0,0,0,0,198,182,198,182,198,182,198,182,198,182,198,182,198,182,198,182,1,1,1,1,72
41002,-40,1,1,159,0,0,0,0,0,0,0,0,0,198,182,198,182,198,182,198,182,198,182,198,182,198,182,198,182,1,1,1,1,73
41002,-40,2,0,182,0,0,0,0,0,0,0,0,0,198,182,198,182,198,182,198,182,198,182,198,182,198,182,198,182,1,1,1,1,74
