vdd_v,t_fast_rise_ps,t_slow_rise_ps,Delta_unit_rise_ps,slow_fast_ratio,fast_rise_time_ps,fast_fall_time_ps,slow_rise_time_ps,slow_fall_time_ps,fast_output_logic_high,fast_output_logic_low,slow_output_logic_high,slow_output_logic_low,fast_valid,slow_valid,valid
1.1,14.74834899999992,25.61305099999996,10.86470200000004,1.736672423469237,7.069980999999912,7.413883000000029,7.189390000000026,7.35797899999981,1.1000514673,-2.584099331e-05,1.0997495788,-5.590484781e-06,1,1,0
0.95,19.498003,33.550369,14.052366000000003,1.720707961733312,8.818864000000044,9.806241999999669,9.145874999999837,10.811071000000043,0.9501457675,1.511390863e-07,0.9497547906,-1.264864202e-05,1,1,0
0.8,30.05466499999991,50.709926999999986,20.655262000000075,1.6872564375613615,12.861274999999884,14.370505000000723,13.523154999999859,15.894717999999669,0.8000554161,2.830186187e-06,0.8000213942,9.646421091e-06,1,1,0
