mode,point_kind,vdd_v,droop_mv,raw_thermometer_word,normalized_raw_word,corrected_thermometer_word,sensor_code,raw_bubble_count,bubble_count,code_valid,reset_failure_count,rvt_031_cross_s,lvt_031_cross_s,rvt_lvt_diff_031_s,final_taps_arrived,residual_code,measurement_file
rvt_lvt,grid,9.500000000000e-01,1.500000000000e+02,11110100000000000000000000000000,00001011111111111111111111111111,00000111111111111111111111111111,5,1,0,1,0,1.884200573000e-09,1.901127507000e-09,1.692693436000e-11,1,1,scenarios/v0p950000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.550000000000e-01,1.450000000000e+02,11110100000000000000000000000000,00001011111111111111111111111111,00000111111111111111111111111111,5,1,0,1,0,1.871910024000e-09,1.888450874000e-09,1.654084929000e-11,1,1,scenarios/v0p955000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.600000000000e-01,1.400000000000e+02,11110100000000000000000000000000,00001011111111111111111111111111,00000111111111111111111111111111,5,1,0,1,0,1.859778222000e-09,1.876605854000e-09,1.682763187000e-11,1,1,scenarios/v0p960000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.650000000000e-01,1.350000000000e+02,11110100000000000000000000000000,00001011111111111111111111111111,00000111111111111111111111111111,5,1,0,1,0,1.848130215000e-09,1.864977337000e-09,1.684712221000e-11,1,1,scenarios/v0p965000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.700000000000e-01,1.300000000000e+02,11110100000000000000000000000000,00001011111111111111111111111111,00000111111111111111111111111111,5,1,0,1,0,1.836524562000e-09,1.853561488000e-09,1.703692570000e-11,1,1,scenarios/v0p970000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.750000000000e-01,1.250000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.825328004000e-09,1.842510863000e-09,1.718285904000e-11,1,0,scenarios/v0p975000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.800000000000e-01,1.200000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.814414057000e-09,1.831841029000e-09,1.742697119000e-11,1,0,scenarios/v0p980000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.850000000000e-01,1.150000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.803849801000e-09,1.821343757000e-09,1.749395611000e-11,1,0,scenarios/v0p985000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.900000000000e-01,1.100000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.793510962000e-09,1.811044765000e-09,1.753380338000e-11,1,0,scenarios/v0p990000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,9.950000000000e-01,1.050000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.783425992000e-09,1.800837895000e-09,1.741190311000e-11,1,0,scenarios/v0p995000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.000000000000e+00,1.000000000000e+02,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.774482248000e-09,1.791304715000e-09,1.682246759000e-11,1,0,scenarios/v1p000000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.005000000000e+00,9.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.764867787000e-09,1.782006171000e-09,1.713838406000e-11,1,0,scenarios/v1p005000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.010000000000e+00,9.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.755606695000e-09,1.772864285000e-09,1.725758990000e-11,1,0,scenarios/v1p010000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.015000000000e+00,8.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.746566956000e-09,1.763790834000e-09,1.722387837000e-11,1,0,scenarios/v1p015000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.020000000000e+00,8.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.737672545000e-09,1.755106395000e-09,1.743384986000e-11,1,0,scenarios/v1p020000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.025000000000e+00,7.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.729168919000e-09,1.746257270000e-09,1.708835075000e-11,1,0,scenarios/v1p025000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.030000000000e+00,7.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.720813735000e-09,1.737934700000e-09,1.712096444000e-11,1,0,scenarios/v1p030000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.035000000000e+00,6.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.712695328000e-09,1.729831337000e-09,1.713600901000e-11,1,0,scenarios/v1p035000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.040000000000e+00,6.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.704911273000e-09,1.721991739000e-09,1.708046574000e-11,1,0,scenarios/v1p040000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.045000000000e+00,5.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.697214609000e-09,1.714301476000e-09,1.708686682000e-11,1,0,scenarios/v1p045000000000/phase3_voltage_code.mt0.csv
rvt_lvt,first_violation_anchor,1.047473942801e+00,5.252605719900e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.693466095000e-09,1.710562977000e-09,1.709688200000e-11,1,0,scenarios/v1p047473942801/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.050000000000e+00,5.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.689693593000e-09,1.706795589000e-09,1.710199627000e-11,1,0,scenarios/v1p050000000000/phase3_voltage_code.mt0.csv
rvt_lvt,last_pass_anchor,1.054061327707e+00,4.593867229300e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.683558743000e-09,1.701075054000e-09,1.751631086000e-11,1,0,scenarios/v1p054061327707/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.055000000000e+00,4.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.682163544000e-09,1.699723642000e-09,1.756009759000e-11,1,0,scenarios/v1p055000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.060000000000e+00,4.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.674880536000e-09,1.692739702000e-09,1.785916619000e-11,1,0,scenarios/v1p060000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.065000000000e+00,3.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.667808423000e-09,1.685938953000e-09,1.813053023000e-11,1,0,scenarios/v1p065000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.070000000000e+00,3.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.660957372000e-09,1.679044309000e-09,1.808693704000e-11,1,0,scenarios/v1p070000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.075000000000e+00,2.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.654167102000e-09,1.672294670000e-09,1.812756856000e-11,1,0,scenarios/v1p075000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.080000000000e+00,2.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.647620013000e-09,1.665720843000e-09,1.810083014000e-11,1,0,scenarios/v1p080000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.085000000000e+00,1.500000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.641320788000e-09,1.659183424000e-09,1.786263616000e-11,1,0,scenarios/v1p085000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.090000000000e+00,1.000000000000e+01,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.635001289000e-09,1.652998885000e-09,1.799759648000e-11,1,0,scenarios/v1p090000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.095000000000e+00,5.000000000000e+00,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.628888303000e-09,1.646865923000e-09,1.797761980000e-11,1,0,scenarios/v1p095000000000/phase3_voltage_code.mt0.csv
rvt_lvt,grid,1.100000000000e+00,0.000000000000e+00,11110000000000000000000000000000,00001111111111111111111111111111,00001111111111111111111111111111,4,0,0,1,0,1.622957245000e-09,1.640816395000e-09,1.785914929000e-11,1,0,scenarios/v1p100000000000/phase3_voltage_code.mt0.csv
