policy,t_pos_rise,delta_r,healthy_positive_false_alarms,d01_coverage,d02_coverage,d04_coverage,d01_min_signed_headroom,d02_min_signed_headroom,d04_min_signed_headroom,effective_threshold_min,effective_threshold_max,safe_combined_criterion
A_TRACK_SOURCE,18,141,0,0/30,0/30,0/30,-139,-118,-139,18,18,0
A_TRACK_SOURCE,18,142,0,0/30,0/30,0/30,-140,-119,-140,18,18,0
A_TRACK_SOURCE,18,143,0,0/30,0/30,0/30,-141,-120,-141,18,18,0
A_TRACK_SOURCE,18,144,0,0/30,0/30,0/30,-142,-121,-142,18,18,0
A_TRACK_SOURCE,18,145,0,0/30,0/30,0/30,-143,-122,-143,18,18,0
A_TRACK_SOURCE,18,146,0,0/30,0/30,0/30,-144,-123,-144,18,18,0
A_TRACK_SOURCE,18,147,0,0/30,0/30,0/30,-145,-124,-145,18,18,0
A_TRACK_SOURCE,18,148,0,0/30,0/30,0/30,-146,-125,-146,18,18,0
A_TRACK_SOURCE,18,149,0,0/30,0/30,0/30,-147,-126,-147,18,18,0
A_TRACK_SOURCE,18,150,0,0/30,0/30,0/30,-148,-127,-148,18,18,0
A_TRACK_SOURCE,18,151,0,0/30,0/30,0/30,-149,-128,-149,18,18,0
A_TRACK_SOURCE,18,152,0,0/30,0/30,0/30,-150,-129,-150,18,18,0
A_TRACK_SOURCE,18,153,0,0/30,0/30,0/30,-151,-130,-151,18,18,0
A_TRACK_SOURCE,18,154,0,0/30,0/30,0/30,-152,-131,-152,18,18,0
A_TRACK_SOURCE,18,155,0,0/30,0/30,0/30,-153,-132,-153,18,18,0
A_TRACK_SOURCE,18,156,0,0/30,0/30,0/30,-154,-133,-154,18,18,0
A_TRACK_SOURCE,18,157,0,0/30,0/30,0/30,-155,-134,-155,18,18,0
A_TRACK_SOURCE,18,158,0,0/30,0/30,0/30,-156,-135,-156,18,18,0
A_TRACK_SOURCE,18,159,0,0/30,0/30,0/30,-157,-136,-157,18,18,0
A_TRACK_SOURCE,18,160,0,0/30,0/30,0/30,-158,-137,-158,18,18,0
A_TRACK_SOURCE,18,161,0,0/30,0/30,0/30,-159,-138,-159,18,18,0
A_TRACK_SOURCE,18,162,0,0/30,0/30,0/30,-160,-139,-160,18,18,0
A_TRACK_SOURCE,18,163,0,0/30,0/30,0/30,-161,-140,-161,18,18,0
A_TRACK_SOURCE,18,164,0,0/30,0/30,0/30,-162,-141,-162,18,18,0
A_TRACK_SOURCE,18,165,0,0/30,0/30,0/30,-163,-142,-163,18,18,0
A_TRACK_SOURCE,18,166,0,0/30,0/30,0/30,-164,-143,-164,18,18,0
A_TRACK_SOURCE,18,167,0,0/30,0/30,0/30,-165,-144,-165,18,18,0
A_TRACK_SOURCE,18,168,0,0/30,0/30,0/30,-166,-145,-166,18,18,0
A_TRACK_SOURCE,18,169,0,0/30,0/30,0/30,-167,-146,-167,18,18,0
A_TRACK_SOURCE,18,170,0,0/30,0/30,0/30,-168,-147,-168,18,18,0
A_TRACK_SOURCE,18,171,0,0/30,0/30,0/30,-169,-148,-169,18,18,0
A_TRACK_SOURCE,18,172,0,0/30,0/30,0/30,-170,-149,-170,18,18,0
A_TRACK_SOURCE,18,173,0,0/30,0/30,0/30,-171,-150,-171,18,18,0
A_TRACK_SOURCE,18,174,0,0/30,0/30,0/30,-172,-151,-172,18,18,0
A_TRACK_SOURCE,18,175,0,0/30,0/30,0/30,-173,-152,-173,18,18,0
A_TRACK_SOURCE,18,176,0,0/30,0/30,0/30,-174,-153,-174,18,18,0
A_TRACK_SOURCE,18,177,0,0/30,0/30,0/30,-175,-154,-175,18,18,0
A_TRACK_SOURCE,18,178,0,0/30,0/30,0/30,-176,-155,-176,18,18,0
A_TRACK_SOURCE,18,179,0,0/30,0/30,0/30,-177,-156,-177,18,18,0
A_TRACK_SOURCE,18,180,0,0/30,0/30,0/30,-178,-157,-178,18,18,0
A_TRACK_SOURCE,18,181,0,0/30,0/30,0/30,-179,-158,-179,18,18,0
A_TRACK_SOURCE,18,182,0,0/30,0/30,0/30,-180,-159,-180,18,18,0
A_TRACK_SOURCE,18,183,0,0/30,0/30,0/30,-181,-160,-181,18,18,0
A_TRACK_SOURCE,18,184,0,0/30,0/30,0/30,-182,-161,-182,18,18,0
A_TRACK_SOURCE,18,185,0,0/30,0/30,0/30,-183,-162,-183,18,18,0
A_TRACK_SOURCE,18,186,0,0/30,0/30,0/30,-184,-163,-184,18,18,0
A_TRACK_SOURCE,18,187,0,0/30,0/30,0/30,-185,-164,-185,18,18,0
A_TRACK_SOURCE,18,188,0,0/30,0/30,0/30,-186,-165,-186,18,18,0
A_TRACK_SOURCE,18,189,0,0/30,0/30,0/30,-187,-166,-187,18,18,0
A_TRACK_SOURCE,18,190,0,0/30,0/30,0/30,-188,-167,-188,18,18,0
A_TRACK_SOURCE,18,191,0,0/30,0/30,0/30,-189,-168,-189,18,18,0
A_TRACK_SOURCE,18,192,0,0/30,0/30,0/30,-190,-169,-190,18,18,0
A_TRACK_SOURCE,18,193,0,0/30,0/30,0/30,-191,-170,-191,18,18,0
A_TRACK_SOURCE,18,194,0,0/30,0/30,0/30,-192,-171,-192,18,18,0
A_TRACK_SOURCE,18,195,0,0/30,0/30,0/30,-193,-172,-193,18,18,0
A_TRACK_SOURCE,18,196,0,0/30,0/30,0/30,-194,-173,-194,18,18,0
A_TRACK_SOURCE,18,197,0,0/30,0/30,0/30,-195,-174,-195,18,18,0
A_TRACK_SOURCE,18,198,0,0/30,0/30,0/30,-196,-175,-196,18,18,0
A_TRACK_SOURCE,18,199,0,0/30,0/30,0/30,-197,-176,-197,18,18,0
A_TRACK_SOURCE,18,200,0,0/30,0/30,0/30,-198,-177,-198,18,18,0
A_TRACK_SOURCE,19,-153,360,30/30,30/30,30/30,154,175,154,19,19,0
A_TRACK_SOURCE,19,-152,360,30/30,30/30,30/30,153,174,153,19,19,0
A_TRACK_SOURCE,19,-151,360,30/30,30/30,30/30,152,173,152,19,19,0
A_TRACK_SOURCE,19,-150,360,30/30,30/30,30/30,151,172,151,19,19,0
A_TRACK_SOURCE,19,-149,360,30/30,30/30,30/30,150,171,150,19,19,0
A_TRACK_SOURCE,19,-148,360,30/30,30/30,30/30,149,170,149,19,19,0
A_TRACK_SOURCE,19,-147,360,30/30,30/30,30/30,148,169,148,19,19,0
A_TRACK_SOURCE,19,-146,360,30/30,30/30,30/30,147,168,147,19,19,0
A_TRACK_SOURCE,19,-145,360,30/30,30/30,30/30,146,167,146,19,19,0
A_TRACK_SOURCE,19,-144,360,30/30,30/30,30/30,145,166,145,19,19,0
A_TRACK_SOURCE,19,-143,360,30/30,30/30,30/30,144,165,144,19,19,0
A_TRACK_SOURCE,19,-142,360,30/30,30/30,30/30,143,164,143,19,19,0
A_TRACK_SOURCE,19,-141,360,30/30,30/30,30/30,142,163,142,19,19,0
A_TRACK_SOURCE,19,-140,360,30/30,30/30,30/30,141,162,141,19,19,0
A_TRACK_SOURCE,19,-139,360,30/30,30/30,30/30,140,161,140,19,19,0
A_TRACK_SOURCE,19,-138,360,30/30,30/30,30/30,139,160,139,19,19,0
A_TRACK_SOURCE,19,-137,360,30/30,30/30,30/30,138,159,138,19,19,0
A_TRACK_SOURCE,19,-136,360,30/30,30/30,30/30,137,158,137,19,19,0
A_TRACK_SOURCE,19,-135,360,30/30,30/30,30/30,136,157,136,19,19,0
A_TRACK_SOURCE,19,-134,360,30/30,30/30,30/30,135,156,135,19,19,0
A_TRACK_SOURCE,19,-133,360,30/30,30/30,30/30,134,155,134,19,19,0
A_TRACK_SOURCE,19,-132,360,30/30,30/30,30/30,133,154,133,19,19,0
A_TRACK_SOURCE,19,-131,360,30/30,30/30,30/30,132,153,132,19,19,0
A_TRACK_SOURCE,19,-130,360,30/30,30/30,30/30,131,152,131,19,19,0
A_TRACK_SOURCE,19,-129,360,30/30,30/30,30/30,130,151,130,19,19,0
A_TRACK_SOURCE,19,-128,360,30/30,30/30,30/30,129,150,129,19,19,0
A_TRACK_SOURCE,19,-127,360,30/30,30/30,30/30,128,149,128,19,19,0
A_TRACK_SOURCE,19,-126,360,30/30,30/30,30/30,127,148,127,19,19,0
A_TRACK_SOURCE,19,-125,360,30/30,30/30,30/30,126,147,126,19,19,0
A_TRACK_SOURCE,19,-124,360,30/30,30/30,30/30,125,146,125,19,19,0
A_TRACK_SOURCE,19,-123,360,30/30,30/30,30/30,124,145,124,19,19,0
A_TRACK_SOURCE,19,-122,360,30/30,30/30,30/30,123,144,123,19,19,0
A_TRACK_SOURCE,19,-121,360,30/30,30/30,30/30,122,143,122,19,19,0
A_TRACK_SOURCE,19,-120,360,30/30,30/30,30/30,121,142,121,19,19,0
A_TRACK_SOURCE,19,-119,360,30/30,30/30,30/30,120,141,120,19,19,0
A_TRACK_SOURCE,19,-118,360,30/30,30/30,30/30,119,140,119,19,19,0
A_TRACK_SOURCE,19,-117,360,30/30,30/30,30/30,118,139,118,19,19,0
A_TRACK_SOURCE,19,-116,360,30/30,30/30,30/30,117,138,117,19,19,0
A_TRACK_SOURCE,19,-115,360,30/30,30/30,30/30,116,137,116,19,19,0
A_TRACK_SOURCE,19,-114,360,30/30,30/30,30/30,115,136,115,19,19,0
A_TRACK_SOURCE,19,-113,360,30/30,30/30,30/30,114,135,114,19,19,0
A_TRACK_SOURCE,19,-112,360,30/30,30/30,30/30,113,134,113,19,19,0
A_TRACK_SOURCE,19,-111,360,30/30,30/30,30/30,112,133,112,19,19,0
A_TRACK_SOURCE,19,-110,360,30/30,30/30,30/30,111,132,111,19,19,0
A_TRACK_SOURCE,19,-109,360,30/30,30/30,30/30,110,131,110,19,19,0
A_TRACK_SOURCE,19,-108,360,30/30,30/30,30/30,109,130,109,19,19,0
A_TRACK_SOURCE,19,-107,360,30/30,30/30,30/30,108,129,108,19,19,0
A_TRACK_SOURCE,19,-106,360,30/30,30/30,30/30,107,128,107,19,19,0
A_TRACK_SOURCE,19,-105,360,30/30,30/30,30/30,106,127,106,19,19,0
A_TRACK_SOURCE,19,-104,360,30/30,30/30,30/30,105,126,105,19,19,0
A_TRACK_SOURCE,19,-103,360,30/30,30/30,30/30,104,125,104,19,19,0
A_TRACK_SOURCE,19,-102,360,30/30,30/30,30/30,103,124,103,19,19,0
A_TRACK_SOURCE,19,-101,360,30/30,30/30,30/30,102,123,102,19,19,0
A_TRACK_SOURCE,19,-100,360,30/30,30/30,30/30,101,122,101,19,19,0
A_TRACK_SOURCE,19,-99,360,30/30,30/30,30/30,100,121,100,19,19,0
A_TRACK_SOURCE,19,-98,360,30/30,30/30,30/30,99,120,99,19,19,0
A_TRACK_SOURCE,19,-97,360,30/30,30/30,30/30,98,119,98,19,19,0
A_TRACK_SOURCE,19,-96,360,30/30,30/30,30/30,97,118,97,19,19,0
A_TRACK_SOURCE,19,-95,360,30/30,30/30,30/30,96,117,96,19,19,0
A_TRACK_SOURCE,19,-94,360,30/30,30/30,30/30,95,116,95,19,19,0
A_TRACK_SOURCE,19,-93,360,30/30,30/30,30/30,94,115,94,19,19,0
A_TRACK_SOURCE,19,-92,360,30/30,30/30,30/30,93,114,93,19,19,0
A_TRACK_SOURCE,19,-91,360,30/30,30/30,30/30,92,113,92,19,19,0
A_TRACK_SOURCE,19,-90,360,30/30,30/30,30/30,91,112,91,19,19,0
A_TRACK_SOURCE,19,-89,360,30/30,30/30,30/30,90,111,90,19,19,0
A_TRACK_SOURCE,19,-88,360,30/30,30/30,30/30,89,110,89,19,19,0
A_TRACK_SOURCE,19,-87,360,30/30,30/30,30/30,88,109,88,19,19,0
A_TRACK_SOURCE,19,-86,360,30/30,30/30,30/30,87,108,87,19,19,0
A_TRACK_SOURCE,19,-85,360,30/30,30/30,30/30,86,107,86,19,19,0
A_TRACK_SOURCE,19,-84,360,30/30,30/30,30/30,85,106,85,19,19,0
A_TRACK_SOURCE,19,-83,360,30/30,30/30,30/30,84,105,84,19,19,0
A_TRACK_SOURCE,19,-82,360,30/30,30/30,30/30,83,104,83,19,19,0
A_TRACK_SOURCE,19,-81,360,30/30,30/30,30/30,82,103,82,19,19,0
A_TRACK_SOURCE,19,-80,360,30/30,30/30,30/30,81,102,81,19,19,0
A_TRACK_SOURCE,19,-79,360,30/30,30/30,30/30,80,101,80,19,19,0
A_TRACK_SOURCE,19,-78,360,30/30,30/30,30/30,79,100,79,19,19,0
A_TRACK_SOURCE,19,-77,360,30/30,30/30,30/30,78,99,78,19,19,0
A_TRACK_SOURCE,19,-76,360,30/30,30/30,30/30,77,98,77,19,19,0
A_TRACK_SOURCE,19,-75,360,30/30,30/30,30/30,76,97,76,19,19,0
A_TRACK_SOURCE,19,-74,360,30/30,30/30,30/30,75,96,75,19,19,0
A_TRACK_SOURCE,19,-73,360,30/30,30/30,30/30,74,95,74,19,19,0
A_TRACK_SOURCE,19,-72,360,30/30,30/30,30/30,73,94,73,19,19,0
A_TRACK_SOURCE,19,-71,360,30/30,30/30,30/30,72,93,72,19,19,0
A_TRACK_SOURCE,19,-70,360,30/30,30/30,30/30,71,92,71,19,19,0
A_TRACK_SOURCE,19,-69,360,30/30,30/30,30/30,70,91,70,19,19,0
A_TRACK_SOURCE,19,-68,360,30/30,30/30,30/30,69,90,69,19,19,0
A_TRACK_SOURCE,19,-67,360,30/30,30/30,30/30,68,89,68,19,19,0
A_TRACK_SOURCE,19,-66,360,30/30,30/30,30/30,67,88,67,19,19,0
A_TRACK_SOURCE,19,-65,360,30/30,30/30,30/30,66,87,66,19,19,0
A_TRACK_SOURCE,19,-64,360,30/30,30/30,30/30,65,86,65,19,19,0
A_TRACK_SOURCE,19,-63,360,30/30,30/30,30/30,64,85,64,19,19,0
A_TRACK_SOURCE,19,-62,360,30/30,30/30,30/30,63,84,63,19,19,0
A_TRACK_SOURCE,19,-61,360,30/30,30/30,30/30,62,83,62,19,19,0
A_TRACK_SOURCE,19,-60,360,30/30,30/30,30/30,61,82,61,19,19,0
A_TRACK_SOURCE,19,-59,360,30/30,30/30,30/30,60,81,60,19,19,0
A_TRACK_SOURCE,19,-58,360,30/30,30/30,30/30,59,80,59,19,19,0
A_TRACK_SOURCE,19,-57,360,30/30,30/30,30/30,58,79,58,19,19,0
A_TRACK_SOURCE,19,-56,360,30/30,30/30,30/30,57,78,57,19,19,0
A_TRACK_SOURCE,19,-55,360,30/30,30/30,30/30,56,77,56,19,19,0
A_TRACK_SOURCE,19,-54,360,30/30,30/30,30/30,55,76,55,19,19,0
A_TRACK_SOURCE,19,-53,360,30/30,30/30,30/30,54,75,54,19,19,0
A_TRACK_SOURCE,19,-52,360,30/30,30/30,30/30,53,74,53,19,19,0
A_TRACK_SOURCE,19,-51,360,30/30,30/30,30/30,52,73,52,19,19,0
A_TRACK_SOURCE,19,-50,360,30/30,30/30,30/30,51,72,51,19,19,0
A_TRACK_SOURCE,19,-49,360,30/30,30/30,30/30,50,71,50,19,19,0
A_TRACK_SOURCE,19,-48,360,30/30,30/30,30/30,49,70,49,19,19,0
A_TRACK_SOURCE,19,-47,360,30/30,30/30,30/30,48,69,48,19,19,0
A_TRACK_SOURCE,19,-46,360,30/30,30/30,30/30,47,68,47,19,19,0
A_TRACK_SOURCE,19,-45,360,30/30,30/30,30/30,46,67,46,19,19,0
A_TRACK_SOURCE,19,-44,360,30/30,30/30,30/30,45,66,45,19,19,0
A_TRACK_SOURCE,19,-43,360,30/30,30/30,30/30,44,65,44,19,19,0
A_TRACK_SOURCE,19,-42,360,30/30,30/30,30/30,43,64,43,19,19,0
A_TRACK_SOURCE,19,-41,354,30/30,30/30,30/30,42,63,42,19,19,0
A_TRACK_SOURCE,19,-40,352,30/30,30/30,30/30,41,62,41,19,19,0
A_TRACK_SOURCE,19,-39,352,30/30,30/30,30/30,40,61,40,19,19,0
A_TRACK_SOURCE,19,-38,352,30/30,30/30,30/30,39,60,39,19,19,0
A_TRACK_SOURCE,19,-37,347,30/30,30/30,30/30,38,59,38,19,19,0
A_TRACK_SOURCE,19,-36,340,30/30,30/30,30/30,37,58,37,19,19,0
A_TRACK_SOURCE,19,-35,315,30/30,30/30,30/30,36,57,36,19,19,0
A_TRACK_SOURCE,19,-34,308,30/30,30/30,30/30,35,56,35,19,19,0
A_TRACK_SOURCE,19,-33,308,30/30,30/30,30/30,34,55,34,19,19,0
A_TRACK_SOURCE,19,-32,308,30/30,30/30,30/30,33,54,33,19,19,0
A_TRACK_SOURCE,19,-31,308,30/30,30/30,30/30,32,53,32,19,19,0
A_TRACK_SOURCE,19,-30,308,30/30,30/30,30/30,31,52,31,19,19,0
A_TRACK_SOURCE,19,-29,300,30/30,30/30,30/30,30,51,30,19,19,0
A_TRACK_SOURCE,19,-28,300,30/30,30/30,30/30,29,50,29,19,19,0
A_TRACK_SOURCE,19,-27,300,30/30,30/30,30/30,28,49,28,19,19,0
A_TRACK_SOURCE,19,-26,300,30/30,30/30,30/30,27,48,27,19,19,0
A_TRACK_SOURCE,19,-25,300,30/30,30/30,30/30,26,47,26,19,19,0
A_TRACK_SOURCE,19,-24,234,30/30,30/30,30/30,25,46,25,19,19,0
A_TRACK_SOURCE,19,-23,234,30/30,30/30,30/30,24,45,24,19,19,0
A_TRACK_SOURCE,19,-22,234,30/30,30/30,30/30,23,44,23,19,19,0
A_TRACK_SOURCE,19,-21,234,30/30,30/30,30/30,22,43,22,19,19,0
A_TRACK_SOURCE,19,-20,234,30/30,30/30,30/30,21,42,21,19,19,0
A_TRACK_SOURCE,19,-19,50,30/30,30/30,30/30,20,41,20,19,19,0
A_TRACK_SOURCE,19,-18,50,30/30,30/30,30/30,19,40,19,19,19,0
A_TRACK_SOURCE,19,-17,50,30/30,30/30,30/30,18,39,18,19,19,0
A_TRACK_SOURCE,19,-16,50,30/30,30/30,30/30,17,38,17,19,19,0
A_TRACK_SOURCE,19,-15,50,30/30,30/30,30/30,16,37,16,19,19,0
A_TRACK_SOURCE,19,-14,50,30/30,30/30,30/30,15,36,15,19,19,0
A_TRACK_SOURCE,19,-13,10,30/30,30/30,30/30,14,35,14,19,19,0
A_TRACK_SOURCE,19,-12,10,30/30,30/30,30/30,13,34,13,19,19,0
A_TRACK_SOURCE,19,-11,10,30/30,30/30,30/30,12,33,12,19,19,0
A_TRACK_SOURCE,19,-10,10,30/30,30/30,30/30,11,32,11,19,19,0
A_TRACK_SOURCE,19,-9,6,30/30,30/30,30/30,10,31,10,19,19,0
A_TRACK_SOURCE,19,-8,6,30/30,30/30,30/30,9,30,9,19,19,0
A_TRACK_SOURCE,19,-7,6,30/30,30/30,30/30,8,29,8,19,19,0
A_TRACK_SOURCE,19,-6,6,30/30,30/30,30/30,7,28,7,19,19,0
A_TRACK_SOURCE,19,-5,6,30/30,30/30,30/30,6,27,6,19,19,0
A_TRACK_SOURCE,19,-4,6,30/30,30/30,30/30,5,26,5,19,19,0
A_TRACK_SOURCE,19,-3,5,30/30,30/30,30/30,4,25,4,19,19,0
A_TRACK_SOURCE,19,-2,2,30/30,30/30,30/30,3,24,3,19,19,0
A_TRACK_SOURCE,19,-1,0,30/30,30/30,30/30,2,23,2,19,19,1
A_TRACK_SOURCE,19,0,0,30/30,30/30,30/30,1,22,1,19,19,1
A_TRACK_SOURCE,19,1,0,29/30,30/30,29/30,0,21,0,19,19,0
A_TRACK_SOURCE,19,2,0,23/30,30/30,25/30,-1,20,-1,19,19,0
A_TRACK_SOURCE,19,3,0,22/30,30/30,24/30,-2,19,-2,19,19,0
A_TRACK_SOURCE,19,4,0,21/30,30/30,23/30,-3,18,-3,19,19,0
A_TRACK_SOURCE,19,5,0,21/30,30/30,23/30,-4,17,-4,19,19,0
A_TRACK_SOURCE,19,6,0,21/30,30/30,23/30,-5,16,-5,19,19,0
A_TRACK_SOURCE,19,7,0,20/30,30/30,22/30,-6,15,-6,19,19,0
A_TRACK_SOURCE,19,8,0,16/30,30/30,18/30,-7,14,-7,19,19,0
A_TRACK_SOURCE,19,9,0,15/30,30/30,17/30,-8,13,-8,19,19,0
A_TRACK_SOURCE,19,10,0,13/30,30/30,15/30,-9,12,-9,19,19,0
A_TRACK_SOURCE,19,11,0,13/30,30/30,15/30,-10,11,-10,19,19,0
A_TRACK_SOURCE,19,12,0,13/30,30/30,15/30,-11,10,-11,19,19,0
A_TRACK_SOURCE,19,13,0,13/30,30/30,15/30,-12,9,-12,19,19,0
A_TRACK_SOURCE,19,14,0,13/30,30/30,15/30,-13,8,-13,19,19,0
A_TRACK_SOURCE,19,15,0,13/30,30/30,15/30,-14,7,-14,19,19,0
A_TRACK_SOURCE,19,16,0,13/30,30/30,15/30,-15,6,-15,19,19,0
A_TRACK_SOURCE,19,17,0,12/30,30/30,14/30,-16,5,-16,19,19,0
A_TRACK_SOURCE,19,18,0,12/30,30/30,14/30,-17,4,-17,19,19,0
A_TRACK_SOURCE,19,19,0,9/30,30/30,11/30,-18,3,-18,19,19,0
A_TRACK_SOURCE,19,20,0,9/30,30/30,11/30,-19,2,-19,19,19,0
A_TRACK_SOURCE,19,21,0,7/30,30/30,9/30,-20,1,-20,19,19,0
A_TRACK_SOURCE,19,22,0,7/30,29/30,7/30,-21,0,-21,19,19,0
A_TRACK_SOURCE,19,23,0,7/30,29/30,7/30,-22,-1,-22,19,19,0
A_TRACK_SOURCE,19,24,0,2/30,29/30,2/30,-23,-2,-23,19,19,0
A_TRACK_SOURCE,19,25,0,2/30,29/30,2/30,-24,-3,-24,19,19,0
A_TRACK_SOURCE,19,26,0,0/30,28/30,0/30,-25,-4,-25,19,19,0
A_TRACK_SOURCE,19,27,0,0/30,28/30,0/30,-26,-5,-26,19,19,0
A_TRACK_SOURCE,19,28,0,0/30,24/30,0/30,-27,-6,-27,19,19,0
A_TRACK_SOURCE,19,29,0,0/30,24/30,0/30,-28,-7,-28,19,19,0
A_TRACK_SOURCE,19,30,0,0/30,24/30,0/30,-29,-8,-29,19,19,0
A_TRACK_SOURCE,19,31,0,0/30,24/30,0/30,-30,-9,-30,19,19,0
A_TRACK_SOURCE,19,32,0,0/30,24/30,0/30,-31,-10,-31,19,19,0
A_TRACK_SOURCE,19,33,0,0/30,24/30,0/30,-32,-11,-32,19,19,0
A_TRACK_SOURCE,19,34,0,0/30,24/30,0/30,-33,-12,-33,19,19,0
A_TRACK_SOURCE,19,35,0,0/30,24/30,0/30,-34,-13,-34,19,19,0
A_TRACK_SOURCE,19,36,0,0/30,23/30,0/30,-35,-14,-35,19,19,0
A_TRACK_SOURCE,19,37,0,0/30,23/30,0/30,-36,-15,-36,19,19,0
A_TRACK_SOURCE,19,38,0,0/30,22/30,0/30,-37,-16,-37,19,19,0
A_TRACK_SOURCE,19,39,0,0/30,19/30,0/30,-38,-17,-38,19,19,0
A_TRACK_SOURCE,19,40,0,0/30,19/30,0/30,-39,-18,-39,19,19,0
A_TRACK_SOURCE,19,41,0,0/30,14/30,0/30,-40,-19,-40,19,19,0
A_TRACK_SOURCE,19,42,0,0/30,12/30,0/30,-41,-20,-41,19,19,0
A_TRACK_SOURCE,19,43,0,0/30,12/30,0/30,-42,-21,-42,19,19,0
A_TRACK_SOURCE,19,44,0,0/30,6/30,0/30,-43,-22,-43,19,19,0
A_TRACK_SOURCE,19,45,0,0/30,6/30,0/30,-44,-23,-44,19,19,0
A_TRACK_SOURCE,19,46,0,0/30,6/30,0/30,-45,-24,-45,19,19,0
A_TRACK_SOURCE,19,47,0,0/30,2/30,0/30,-46,-25,-46,19,19,0
A_TRACK_SOURCE,19,48,0,0/30,2/30,0/30,-47,-26,-47,19,19,0
A_TRACK_SOURCE,19,49,0,0/30,2/30,0/30,-48,-27,-48,19,19,0
A_TRACK_SOURCE,19,50,0,0/30,1/30,0/30,-49,-28,-49,19,19,0
A_TRACK_SOURCE,19,51,0,0/30,1/30,0/30,-50,-29,-50,19,19,0
A_TRACK_SOURCE,19,52,0,0/30,1/30,0/30,-51,-30,-51,19,19,0
A_TRACK_SOURCE,19,53,0,0/30,0/30,0/30,-52,-31,-52,19,19,0
A_TRACK_SOURCE,19,54,0,0/30,0/30,0/30,-53,-32,-53,19,19,0
A_TRACK_SOURCE,19,55,0,0/30,0/30,0/30,-54,-33,-54,19,19,0
A_TRACK_SOURCE,19,56,0,0/30,0/30,0/30,-55,-34,-55,19,19,0
A_TRACK_SOURCE,19,57,0,0/30,0/30,0/30,-56,-35,-56,19,19,0
A_TRACK_SOURCE,19,58,0,0/30,0/30,0/30,-57,-36,-57,19,19,0
A_TRACK_SOURCE,19,59,0,0/30,0/30,0/30,-58,-37,-58,19,19,0
A_TRACK_SOURCE,19,60,0,0/30,0/30,0/30,-59,-38,-59,19,19,0
A_TRACK_SOURCE,19,61,0,0/30,0/30,0/30,-60,-39,-60,19,19,0
A_TRACK_SOURCE,19,62,0,0/30,0/30,0/30,-61,-40,-61,19,19,0
A_TRACK_SOURCE,19,63,0,0/30,0/30,0/30,-62,-41,-62,19,19,0
A_TRACK_SOURCE,19,64,0,0/30,0/30,0/30,-63,-42,-63,19,19,0
A_TRACK_SOURCE,19,65,0,0/30,0/30,0/30,-64,-43,-64,19,19,0
A_TRACK_SOURCE,19,66,0,0/30,0/30,0/30,-65,-44,-65,19,19,0
A_TRACK_SOURCE,19,67,0,0/30,0/30,0/30,-66,-45,-66,19,19,0
A_TRACK_SOURCE,19,68,0,0/30,0/30,0/30,-67,-46,-67,19,19,0
A_TRACK_SOURCE,19,69,0,0/30,0/30,0/30,-68,-47,-68,19,19,0
A_TRACK_SOURCE,19,70,0,0/30,0/30,0/30,-69,-48,-69,19,19,0
A_TRACK_SOURCE,19,71,0,0/30,0/30,0/30,-70,-49,-70,19,19,0
A_TRACK_SOURCE,19,72,0,0/30,0/30,0/30,-71,-50,-71,19,19,0
A_TRACK_SOURCE,19,73,0,0/30,0/30,0/30,-72,-51,-72,19,19,0
A_TRACK_SOURCE,19,74,0,0/30,0/30,0/30,-73,-52,-73,19,19,0
A_TRACK_SOURCE,19,75,0,0/30,0/30,0/30,-74,-53,-74,19,19,0
A_TRACK_SOURCE,19,76,0,0/30,0/30,0/30,-75,-54,-75,19,19,0
A_TRACK_SOURCE,19,77,0,0/30,0/30,0/30,-76,-55,-76,19,19,0
A_TRACK_SOURCE,19,78,0,0/30,0/30,0/30,-77,-56,-77,19,19,0
A_TRACK_SOURCE,19,79,0,0/30,0/30,0/30,-78,-57,-78,19,19,0
A_TRACK_SOURCE,19,80,0,0/30,0/30,0/30,-79,-58,-79,19,19,0
A_TRACK_SOURCE,19,81,0,0/30,0/30,0/30,-80,-59,-80,19,19,0
A_TRACK_SOURCE,19,82,0,0/30,0/30,0/30,-81,-60,-81,19,19,0
A_TRACK_SOURCE,19,83,0,0/30,0/30,0/30,-82,-61,-82,19,19,0
A_TRACK_SOURCE,19,84,0,0/30,0/30,0/30,-83,-62,-83,19,19,0
A_TRACK_SOURCE,19,85,0,0/30,0/30,0/30,-84,-63,-84,19,19,0
A_TRACK_SOURCE,19,86,0,0/30,0/30,0/30,-85,-64,-85,19,19,0
A_TRACK_SOURCE,19,87,0,0/30,0/30,0/30,-86,-65,-86,19,19,0
A_TRACK_SOURCE,19,88,0,0/30,0/30,0/30,-87,-66,-87,19,19,0
A_TRACK_SOURCE,19,89,0,0/30,0/30,0/30,-88,-67,-88,19,19,0
A_TRACK_SOURCE,19,90,0,0/30,0/30,0/30,-89,-68,-89,19,19,0
A_TRACK_SOURCE,19,91,0,0/30,0/30,0/30,-90,-69,-90,19,19,0
A_TRACK_SOURCE,19,92,0,0/30,0/30,0/30,-91,-70,-91,19,19,0
A_TRACK_SOURCE,19,93,0,0/30,0/30,0/30,-92,-71,-92,19,19,0
A_TRACK_SOURCE,19,94,0,0/30,0/30,0/30,-93,-72,-93,19,19,0
A_TRACK_SOURCE,19,95,0,0/30,0/30,0/30,-94,-73,-94,19,19,0
