vdd_v,tap_index,rvt_cross_s,lvt_cross_s,delta_signed_ps,xor_width_proxy_ps,lead_path
0.98,2,1.138880125e-09,1.043496624e-09,95.383501,95.383501,LVT
0.98,3,1.164063937e-09,1.059108095e-09,104.955842,104.955842,LVT
0.98,4,1.189302361e-09,1.074716209e-09,114.586152,114.586152,LVT
0.98,5,1.214494387e-09,1.090373826e-09,124.120561,124.120561,LVT
0.98,6,1.239625737e-09,1.105919385e-09,133.706352,133.706352,LVT
0.98,7,1.264792343e-09,1.121511408e-09,143.280935,143.280935,LVT
0.98,8,1.289941811e-09,1.13717579e-09,152.766021,152.766021,LVT
0.98,9,1.315139367e-09,1.152758036e-09,162.381331,162.381331,LVT
0.98,10,1.340356819e-09,1.168406359e-09,171.95046,171.95046,LVT
0.98,11,1.365466049e-09,1.183996576e-09,181.469473,181.469473,LVT
0.98,12,1.390684163e-09,1.199574829e-09,191.109334,191.109334,LVT
0.98,13,1.415824308e-09,1.215236851e-09,200.587457,200.587457,LVT
0.98,14,1.441085536e-09,1.230800641e-09,210.284895,210.284895,LVT
0.98,15,1.466179584e-09,1.246413208e-09,219.766376,219.766376,LVT
0.98,16,1.491424742e-09,1.261920574e-09,229.504168,229.504168,LVT
0.98,17,1.516626444e-09,1.277549045e-09,239.077399,239.077399,LVT
0.98,18,1.541762504e-09,1.29315322e-09,248.609284,248.609284,LVT
0.98,19,1.566959221e-09,1.308689084e-09,258.270137,258.270137,LVT
0.98,20,1.592222922e-09,1.324309615e-09,267.913307,267.913307,LVT
0.98,21,1.617299185e-09,1.33998407e-09,277.315115,277.315115,LVT
0.98,22,1.642523964e-09,1.35556977e-09,286.954194,286.954194,LVT
0.98,23,1.66751226e-09,1.37112839e-09,296.38387,296.38387,LVT
0.98,24,1.692607964e-09,1.386748427e-09,305.859537,305.859537,LVT
0.98,25,1.717806884e-09,1.402359775e-09,315.447109,315.447109,LVT
0.98,26,1.743018071e-09,1.417914236e-09,325.103835,325.103835,LVT
0.98,27,1.768259511e-09,1.43342967e-09,334.829841,334.829841,LVT
0.98,28,1.793426934e-09,1.449019757e-09,344.407177,344.407177,LVT
0.98,29,1.817024631e-09,1.463206614e-09,353.818017,353.818017,LVT
0.97,0,1.091108053e-09,1.012581821e-09,78.526232,78.526232,LVT
0.97,1,1.116872388e-09,1.028509687e-09,88.362701,88.362701,LVT
0.97,2,1.142683536e-09,1.044473611e-09,98.209925,98.209925,LVT
0.97,3,1.168570673e-09,1.06041503e-09,108.155643,108.155643,LVT
0.97,4,1.194442341e-09,1.076300363e-09,118.141978,118.141978,LVT
0.97,5,1.220233548e-09,1.09228255e-09,127.950998,127.950998,LVT
0.97,6,1.246115829e-09,1.108151318e-09,137.964511,137.964511,LVT
0.97,7,1.271975095e-09,1.124103114e-09,147.871981,147.871981,LVT
0.97,8,1.297793292e-09,1.139992073e-09,157.801219,157.801219,LVT
0.97,9,1.323738609e-09,1.155924099e-09,167.81451,167.81451,LVT
0.97,10,1.349588416e-09,1.171838492e-09,177.749924,177.749924,LVT
0.97,11,1.375472784e-09,1.187711581e-09,187.761203,187.761203,LVT
0.97,12,1.401365083e-09,1.203670521e-09,197.694562,197.694562,LVT
0.97,13,1.427245944e-09,1.219508817e-09,207.737127,207.737127,LVT
0.97,14,1.453054002e-09,1.235383228e-09,217.670774,217.670774,LVT
0.97,15,1.478894463e-09,1.251362956e-09,227.531507,227.531507,LVT
0.97,16,1.50473493e-09,1.267220967e-09,237.513963,237.513963,LVT
0.97,17,1.53070998e-09,1.283046067e-09,247.663913,247.663913,LVT
0.97,18,1.556476429e-09,1.298972755e-09,257.503674,257.503674,LVT
0.97,19,1.582335149e-09,1.314898461e-09,267.436688,267.436688,LVT
0.97,20,1.608271804e-09,1.330823856e-09,277.447948,277.447948,LVT
0.97,21,1.63404974e-09,1.34677883e-09,287.27091,287.27091,LVT
0.97,22,1.659863518e-09,1.362676098e-09,297.18742,297.18742,LVT
0.97,23,1.685783534e-09,1.378650664e-09,307.13287,307.13287,LVT
0.97,24,1.711669521e-09,1.39452638e-09,317.143141,317.143141,LVT
0.97,25,1.737470257e-09,1.41042668e-09,327.043577,327.043577,LVT
0.97,26,1.763386153e-09,1.426407115e-09,336.979038,336.979038,LVT
0.97,27,1.789338697e-09,1.442197702e-09,347.140995,347.140995,LVT
0.97,28,1.814904227e-09,1.458021404e-09,356.882823,356.882823,LVT
0.97,29,1.839213247e-09,1.472461808e-09,366.751439,366.751439,LVT
0.96,0,1.093448124e-09,1.01274023e-09,80.707894,80.707894,LVT
0.96,1,1.119877683e-09,1.028986856e-09,90.890827,90.890827,LVT
0.96,2,1.146443635e-09,1.045278347e-09,101.165288,101.165288,LVT
0.96,3,1.172981357e-09,1.061548611e-09,111.432746,111.432746,LVT
0.96,4,1.199594471e-09,1.077744435e-09,121.850036,121.850036,LVT
0.96,5,1.226145687e-09,1.094054705e-09,132.090982,132.090982,LVT
0.96,6,1.25274829e-09,1.110256609e-09,142.491681,142.491681,LVT
0.96,7,1.27927254e-09,1.126541475e-09,152.731065,152.731065,LVT
0.96,8,1.305846559e-09,1.142721434e-09,163.125125,163.125125,LVT
0.96,9,1.332474929e-09,1.159036922e-09,173.438007,173.438007,LVT
0.96,10,1.359046444e-09,1.175214731e-09,183.831713,183.831713,LVT
0.96,11,1.385658369e-09,1.191471163e-09,194.187206,194.187206,LVT
0.96,12,1.412277689e-09,1.207696554e-09,204.581135,204.581135,LVT
0.96,13,1.438771e-09,1.223995942e-09,214.775058,214.775058,LVT
0.96,14,1.465316399e-09,1.240230785e-09,225.085614,225.085614,LVT
0.96,15,1.4919278e-09,1.256436644e-09,235.491156,235.491156,LVT
0.96,16,1.518490959e-09,1.272758671e-09,245.732288,245.732288,LVT
0.96,17,1.545100734e-09,1.288979637e-09,256.121097,256.121097,LVT
0.96,18,1.571602902e-09,1.305120862e-09,266.48204,266.48204,LVT
0.96,19,1.598179088e-09,1.321445673e-09,276.733415,276.733415,LVT
0.96,20,1.624814858e-09,1.337719453e-09,287.095405,287.095405,LVT
0.96,21,1.651329215e-09,1.35394985e-09,297.379365,297.379365,LVT
0.96,22,1.677856325e-09,1.370169625e-09,307.6867,307.6867,LVT
0.96,23,1.704459684e-09,1.386280512e-09,318.179172,318.179172,LVT
0.96,24,1.731043483e-09,1.402558705e-09,328.484778,328.484778,LVT
0.96,25,1.757583203e-09,1.418795677e-09,338.787526,338.787526,LVT
0.96,26,1.784129184e-09,1.435014972e-09,349.114212,349.114212,LVT
0.96,27,1.810810254e-09,1.451255517e-09,359.554737,359.554737,LVT
0.96,28,1.837155087e-09,1.467477588e-09,369.677499,369.677499,LVT
0.96,29,1.862049858e-09,1.482076938e-09,379.97292,379.97292,LVT
0.95,0,1.095891858e-09,1.012927351e-09,82.964507,82.964507,LVT
0.95,1,1.123069275e-09,1.02949334e-09,93.575935,93.575935,LVT
0.95,2,1.150357289e-09,1.04613312e-09,104.224169,104.224169,LVT
0.95,3,1.177683904e-09,1.062772055e-09,114.911849,114.911849,LVT
0.95,4,1.205068462e-09,1.07928958e-09,125.778882,125.778882,LVT
0.95,5,1.232319447e-09,1.095930244e-09,136.389203,136.389203,LVT
0.95,6,1.259646822e-09,1.112457602e-09,147.18922,147.18922,LVT
0.95,7,1.286963307e-09,1.129084503e-09,157.878804,157.878804,LVT
0.95,8,1.314334239e-09,1.145662485e-09,168.671754,168.671754,LVT
0.95,9,1.341698213e-09,1.162261038e-09,179.437175,179.437175,LVT
0.95,10,1.369010705e-09,1.178845723e-09,190.164982,190.164982,LVT
0.95,11,1.396267455e-09,1.195429711e-09,200.837744,200.837744,LVT
0.95,12,1.423572795e-09,1.211999758e-09,211.573037,211.573037,LVT
0.95,13,1.450907006e-09,1.22861214e-09,222.294866,222.294866,LVT
0.95,14,1.478211794e-09,1.245181608e-09,233.030186,233.030186,LVT
0.95,15,1.505484775e-09,1.261782358e-09,243.702417,243.702417,LVT
0.95,16,1.532885158e-09,1.278317122e-09,254.568036,254.568036,LVT
0.95,17,1.560180064e-09,1.29491382e-09,265.266244,265.266244,LVT
0.95,18,1.587574068e-09,1.311486418e-09,276.08765,276.08765,LVT
0.95,19,1.614746586e-09,1.328076632e-09,286.669954,286.669954,LVT
0.95,20,1.642019776e-09,1.344737087e-09,297.282689,297.282689,LVT
0.95,21,1.669374638e-09,1.361233732e-09,308.140906,308.140906,LVT
0.95,22,1.69677374e-09,1.377917291e-09,318.856449,318.856449,LVT
0.95,23,1.724124287e-09,1.394471371e-09,329.652916,329.652916,LVT
0.95,24,1.751452689e-09,1.411004276e-09,340.448413,340.448413,LVT
0.95,25,1.778753953e-09,1.427578292e-09,351.175661,351.175661,LVT
0.95,26,1.806053256e-09,1.444179168e-09,361.874088,361.874088,LVT
0.95,27,1.833498168e-09,1.460726806e-09,372.771362,372.771362,LVT
0.95,28,1.860573768e-09,1.477386381e-09,383.187387,383.187387,LVT
0.95,29,1.886246094e-09,1.492458455e-09,393.787639,393.787639,LVT
0.94,0,1.098668294e-09,1.013223175e-09,85.445119,85.445119,LVT
0.94,1,1.126646768e-09,1.030173876e-09,96.472892,96.472892,LVT
0.94,2,1.154774371e-09,1.047174656e-09,107.599715,107.599715,LVT
0.94,3,1.182851611e-09,1.064069243e-09,118.782368,118.782368,LVT
0.94,4,1.210972424e-09,1.081028819e-09,129.943605,129.943605,LVT
0.94,5,1.239133183e-09,1.098041406e-09,141.091777,141.091777,LVT
0.94,6,1.267238052e-09,1.114921449e-09,152.316603,152.316603,LVT
0.94,7,1.29537996e-09,1.131896726e-09,163.483234,163.483234,LVT
0.94,8,1.3235594e-09,1.148861383e-09,174.698017,174.698017,LVT
0.94,9,1.351723495e-09,1.16578612e-09,185.937375,185.937375,LVT
0.94,10,1.379825142e-09,1.182747326e-09,197.077816,197.077816,LVT
0.94,11,1.407973313e-09,1.199715508e-09,208.257805,208.257805,LVT
0.94,12,1.436080187e-09,1.216631706e-09,219.448481,219.448481,LVT
0.94,13,1.464220757e-09,1.233609357e-09,230.6114,230.6114,LVT
0.94,14,1.492316889e-09,1.250529396e-09,241.787493,241.787493,LVT
0.94,15,1.520489556e-09,1.267506747e-09,252.982809,252.982809,LVT
0.94,16,1.548698978e-09,1.284357227e-09,264.341751,264.341751,LVT
0.94,17,1.576739757e-09,1.301262224e-09,275.477533,275.477533,LVT
0.94,18,1.604847338e-09,1.318347242e-09,286.500096,286.500096,LVT
0.94,19,1.633025045e-09,1.335256178e-09,297.768867,297.768867,LVT
0.94,20,1.66126482e-09,1.352255471e-09,309.009349,309.009349,LVT
0.94,21,1.689246297e-09,1.369161898e-09,320.084399,320.084399,LVT
0.94,22,1.7171762e-09,1.386147277e-09,331.028923,331.028923,LVT
0.94,23,1.745282625e-09,1.403063248e-09,342.219377,342.219377,LVT
0.94,24,1.773438975e-09,1.419896727e-09,353.542248,353.542248,LVT
0.94,25,1.80163577e-09,1.436847159e-09,364.788611,364.788611,LVT
0.94,26,1.829794442e-09,1.453819566e-09,375.974876,375.974876,LVT
0.94,27,1.857899243e-09,1.47075667e-09,387.142573,387.142573,LVT
0.94,28,1.886029629e-09,1.487667736e-09,398.361893,398.361893,LVT
0.94,29,1.912467492e-09,1.503049239e-09,409.418253,409.418253,LVT
0.93,0,1.101542029e-09,1.013490409e-09,88.05162,88.05162,LVT
0.93,1,1.130377733e-09,1.030833478e-09,99.544255,99.544255,LVT
0.93,2,1.159414676e-09,1.048209708e-09,111.204968,111.204968,LVT
0.93,3,1.188286641e-09,1.065484138e-09,122.802503,122.802503,LVT
0.93,4,1.217307991e-09,1.082826199e-09,134.481792,134.481792,LVT
0.93,5,1.246330504e-09,1.100225493e-09,146.105011,146.105011,LVT
0.93,6,1.275204609e-09,1.117494813e-09,157.709796,157.709796,LVT
0.93,7,1.304198372e-09,1.134817854e-09,169.380518,169.380518,LVT
0.93,8,1.333300114e-09,1.152127333e-09,181.172781,181.172781,LVT
0.93,9,1.362218015e-09,1.169478678e-09,192.739337,192.739337,LVT
0.93,10,1.391192954e-09,1.186815902e-09,204.377052,204.377052,LVT
0.93,11,1.420187563e-09,1.204127583e-09,216.05998,216.05998,LVT
0.93,12,1.449196188e-09,1.221479076e-09,227.717112,227.717112,LVT
0.93,13,1.478224666e-09,1.238785207e-09,239.439459,239.439459,LVT
0.93,14,1.507169997e-09,1.256128545e-09,251.041452,251.041452,LVT
0.93,15,1.536182067e-09,1.273464126e-09,262.717941,262.717941,LVT
0.93,16,1.565142983e-09,1.290731111e-09,274.411872,274.411872,LVT
0.93,17,1.594149013e-09,1.307997107e-09,286.151906,286.151906,LVT
0.93,18,1.623098226e-09,1.325346313e-09,297.751913,297.751913,LVT
0.93,19,1.652157283e-09,1.34274687e-09,309.410413,309.410413,LVT
0.93,20,1.680981083e-09,1.359979818e-09,321.001265,321.001265,LVT
0.93,21,1.709979996e-09,1.377372445e-09,332.607551,332.607551,LVT
0.93,22,1.739044988e-09,1.394644916e-09,344.400072,344.400072,LVT
0.93,23,1.768056526e-09,1.41199037e-09,356.066156,356.066156,LVT
0.93,24,1.797060978e-09,1.429294161e-09,367.766817,367.766817,LVT
0.93,25,1.826011905e-09,1.446558689e-09,379.453216,379.453216,LVT
0.93,26,1.854995065e-09,1.463805208e-09,391.189857,391.189857,LVT
0.93,27,1.883941805e-09,1.481119986e-09,402.821819,402.821819,LVT
0.93,28,1.913039572e-09,1.498425732e-09,414.61384,414.61384,LVT
0.93,29,1.940107123e-09,1.514111278e-09,425.995845,425.995845,LVT
0.92,0,1.104579496e-09,1.013823531e-09,90.755965,90.755965,LVT
0.92,1,1.134338733e-09,1.031561614e-09,102.777119,102.777119,LVT
0.92,2,1.164327389e-09,1.049349614e-09,114.977775,114.977775,LVT
0.92,3,1.194103798e-09,1.067045524e-09,127.058274,127.058274,LVT
0.92,4,1.22397856e-09,1.084764966e-09,139.213594,139.213594,LVT
0.92,5,1.253875946e-09,1.102539717e-09,151.336229,151.336229,LVT
0.92,6,1.283739713e-09,1.120233749e-09,163.505964,163.505964,LVT
0.92,7,1.313597883e-09,1.137901857e-09,175.696026,175.696026,LVT
0.92,8,1.34349034e-09,1.15563734e-09,187.853,187.853,LVT
0.92,9,1.373408298e-09,1.17332645e-09,200.081848,200.081848,LVT
0.92,10,1.403301354e-09,1.191085014e-09,212.21634,212.21634,LVT
0.92,11,1.433169635e-09,1.208780363e-09,224.389272,224.389272,LVT
0.92,12,1.463022628e-09,1.226516773e-09,236.505855,236.505855,LVT
0.92,13,1.492943106e-09,1.244225094e-09,248.718012,248.718012,LVT
0.92,14,1.522825148e-09,1.261900564e-09,260.924584,260.924584,LVT
0.92,15,1.552820423e-09,1.279546501e-09,273.273922,273.273922,LVT
0.92,16,1.58268285e-09,1.297288698e-09,285.394152,285.394152,LVT
0.92,17,1.612535218e-09,1.315026419e-09,297.508799,297.508799,LVT
0.92,18,1.642483317e-09,1.332761774e-09,309.721543,309.721543,LVT
0.92,19,1.672339681e-09,1.350513374e-09,321.826307,321.826307,LVT
0.92,20,1.702206885e-09,1.36820063e-09,334.006255,334.006255,LVT
0.92,21,1.732205045e-09,1.38594598e-09,346.259065,346.259065,LVT
0.92,22,1.762000859e-09,1.403649605e-09,358.351254,358.351254,LVT
0.92,23,1.791725838e-09,1.421295951e-09,370.429887,370.429887,LVT
0.92,24,1.821423356e-09,1.439012766e-09,382.41059,382.41059,LVT
0.92,25,1.851329424e-09,1.456847628e-09,394.481796,394.481796,LVT
0.92,26,1.881296722e-09,1.474518327e-09,406.778395,406.778395,LVT
0.92,27,1.911186317e-09,1.492213334e-09,418.972983,418.972983,LVT
0.92,28,1.940998698e-09,1.509915194e-09,431.083504,431.083504,LVT
0.92,29,1.969020454e-09,1.526163168e-09,442.857286,442.857286,LVT
0.91,0,1.107940169e-09,1.014017855e-09,93.922314,93.922314,LVT
0.91,1,1.138653718e-09,1.032156594e-09,106.497124,106.497124,LVT
0.91,2,1.169546061e-09,1.05035407e-09,119.191991,119.191991,LVT
0.91,3,1.200378732e-09,1.068516589e-09,131.862143,131.862143,LVT
0.91,4,1.231231466e-09,1.086555483e-09,144.675983,144.675983,LVT
0.91,5,1.26201977e-09,1.10477384e-09,157.24593,157.24593,LVT
0.91,6,1.292953695e-09,1.122866006e-09,170.087689,170.087689,LVT
0.91,7,1.323789411e-09,1.141044664e-09,182.744747,182.744747,LVT
0.91,8,1.354588175e-09,1.159134952e-09,195.453223,195.453223,LVT
0.91,9,1.385512352e-09,1.177313156e-09,208.199196,208.199196,LVT
0.91,10,1.416330556e-09,1.195440226e-09,220.89033,220.89033,LVT
0.91,11,1.447149829e-09,1.213584578e-09,233.565251,233.565251,LVT
0.91,12,1.478032882e-09,1.23171258e-09,246.320302,246.320302,LVT
0.91,13,1.50884236e-09,1.24972179e-09,259.12057,259.12057,LVT
0.91,14,1.539695793e-09,1.267919812e-09,271.775981,271.775981,LVT
0.91,15,1.570599598e-09,1.286053529e-09,284.546069,284.546069,LVT
0.91,16,1.601503058e-09,1.30403522e-09,297.467838,297.467838,LVT
0.91,17,1.632289245e-09,1.322358076e-09,309.931169,309.931169,LVT
0.91,18,1.663094561e-09,1.340432915e-09,322.661646,322.661646,LVT
0.91,19,1.694024938e-09,1.358564436e-09,335.460502,335.460502,LVT
0.91,20,1.724794749e-09,1.376677868e-09,348.116881,348.116881,LVT
0.91,21,1.75567829e-09,1.394772875e-09,360.905415,360.905415,LVT
0.91,22,1.786563063e-09,1.412971555e-09,373.591508,373.591508,LVT
0.91,23,1.817444254e-09,1.431050565e-09,386.393689,386.393689,LVT
0.91,24,1.848200644e-09,1.449109833e-09,399.090811,399.090811,LVT
0.91,25,1.879052145e-09,1.467214384e-09,411.837761,411.837761,LVT
0.91,26,1.910027881e-09,1.48535541e-09,424.672471,424.672471,LVT
0.91,27,1.940670229e-09,1.503431247e-09,437.238982,437.238982,LVT
0.91,28,1.971571889e-09,1.521655722e-09,449.916167,449.916167,LVT
0.91,29,2.000543302e-09,1.538222045e-09,462.321257,462.321257,LVT
0.9,0,1.111377152e-09,1.014358427e-09,97.018725,97.018725,LVT
0.9,1,1.143216705e-09,1.03293924e-09,110.277465,110.277465,LVT
0.9,2,1.175040573e-09,1.051581662e-09,123.458911,123.458911,LVT
0.9,3,1.206903529e-09,1.070175496e-09,136.728033,136.728033,LVT
0.9,4,1.238832643e-09,1.088715042e-09,150.117601,150.117601,LVT
0.9,5,1.270618807e-09,1.107331078e-09,163.287729,163.287729,LVT
0.9,6,1.302479088e-09,1.125898727e-09,176.580361,176.580361,LVT
0.9,7,1.334448235e-09,1.144485684e-09,189.962551,189.962551,LVT
0.9,8,1.366291953e-09,1.163035444e-09,203.256509,203.256509,LVT
0.9,9,1.398200974e-09,1.181621105e-09,216.579869,216.579869,LVT
0.9,10,1.430151131e-09,1.200263938e-09,229.887193,229.887193,LVT
0.9,11,1.461928536e-09,1.218648216e-09,243.28032,243.28032,LVT
0.9,12,1.493841887e-09,1.237286218e-09,256.555669,256.555669,LVT
0.9,13,1.525672718e-09,1.255880044e-09,269.792674,269.792674,LVT
0.9,14,1.557520696e-09,1.274362147e-09,283.158549,283.158549,LVT
0.9,15,1.589565473e-09,1.292894121e-09,296.671352,296.671352,LVT
0.9,16,1.621398266e-09,1.311495925e-09,309.902341,309.902341,LVT
0.9,17,1.653389994e-09,1.330130766e-09,323.259228,323.259228,LVT
0.9,18,1.685070149e-09,1.348687798e-09,336.382351,336.382351,LVT
0.9,19,1.716960359e-09,1.36722909e-09,349.731269,349.731269,LVT
0.9,20,1.748717149e-09,1.385909349e-09,362.8078,362.8078,LVT
0.9,21,1.780523489e-09,1.40449943e-09,376.024059,376.024059,LVT
0.9,22,1.812435911e-09,1.423000248e-09,389.435663,389.435663,LVT
0.9,23,1.844346078e-09,1.44166453e-09,402.681548,402.681548,LVT
0.9,24,1.876248311e-09,1.460309009e-09,415.939302,415.939302,LVT
0.9,25,1.908060339e-09,1.478797453e-09,429.262886,429.262886,LVT
0.9,26,1.939972436e-09,1.497500873e-09,442.471563,442.471563,LVT
0.9,27,1.971812916e-09,1.515886453e-09,455.926463,455.926463,LVT
0.9,28,2.003802194e-09,1.534519788e-09,469.282406,469.282406,LVT
0.9,29,2.033784808e-09,1.55141782e-09,482.366988,482.366988,LVT
0.89,0,1.115128202e-09,1.014668562e-09,100.45964,100.45964,LVT
0.89,1,1.147986393e-09,1.033738322e-09,114.248071,114.248071,LVT
0.89,2,1.180916975e-09,1.052815404e-09,128.101571,128.101571,LVT
0.89,3,1.213996717e-09,1.071869598e-09,142.127119,142.127119,LVT
0.89,4,1.246885154e-09,1.090905965e-09,155.979189,155.979189,LVT
0.89,5,1.27987088e-09,1.109955439e-09,169.915441,169.915441,LVT
0.89,6,1.312787671e-09,1.12905823e-09,183.729441,183.729441,LVT
0.89,7,1.345787422e-09,1.148058285e-09,197.729137,197.729137,LVT
0.89,8,1.378795124e-09,1.167128744e-09,211.66638,211.66638,LVT
0.89,9,1.411781689e-09,1.186207396e-09,225.574293,225.574293,LVT
0.89,10,1.444777259e-09,1.205190313e-09,239.586946,239.586946,LVT
0.89,11,1.477725869e-09,1.224232274e-09,253.493595,253.493595,LVT
0.89,12,1.510655428e-09,1.243268367e-09,267.387061,267.387061,LVT
0.89,13,1.543633359e-09,1.262246978e-09,281.386381,281.386381,LVT
0.89,14,1.576677851e-09,1.281262599e-09,295.415252,295.415252,LVT
0.89,15,1.609523741e-09,1.300235083e-09,309.288658,309.288658,LVT
0.89,16,1.642412559e-09,1.319361554e-09,323.051005,323.051005,LVT
0.89,17,1.675318671e-09,1.338429416e-09,336.889255,336.889255,LVT
0.89,18,1.708381616e-09,1.357519201e-09,350.862415,350.862415,LVT
0.89,19,1.74129778e-09,1.376516562e-09,364.781218,364.781218,LVT
0.89,20,1.774230889e-09,1.395419334e-09,378.811555,378.811555,LVT
0.89,21,1.807355164e-09,1.414564052e-09,392.791112,392.791112,LVT
0.89,22,1.840043282e-09,1.433545077e-09,406.498205,406.498205,LVT
0.89,23,1.872903049e-09,1.452514301e-09,420.388748,420.388748,LVT
0.89,24,1.905842041e-09,1.471645328e-09,434.196713,434.196713,LVT
0.89,25,1.938560043e-09,1.490662618e-09,447.897425,447.897425,LVT
0.89,26,1.971734326e-09,1.509605513e-09,462.128813,462.128813,LVT
0.89,27,2.004688882e-09,1.528741511e-09,475.947371,475.947371,LVT
0.89,28,2.037598382e-09,1.54769736e-09,489.901022,489.901022,LVT
0.89,29,2.068782607e-09,1.565120739e-09,503.661868,503.661868,LVT
0.88,0,1.119024817e-09,1.014947399e-09,104.077418,104.077418,LVT
0.88,1,1.153103469e-09,1.034464892e-09,118.638577,118.638577,LVT
0.88,2,1.18725113e-09,1.054066473e-09,133.184657,133.184657,LVT
0.88,3,1.221433788e-09,1.073593128e-09,147.84066,147.84066,LVT
0.88,4,1.255538151e-09,1.093124027e-09,162.414124,162.414124,LVT
0.88,5,1.28970944e-09,1.1126526e-09,177.05684,177.05684,LVT
0.88,6,1.323788148e-09,1.132272239e-09,191.515909,191.515909,LVT
0.88,7,1.358026026e-09,1.151775236e-09,206.25079,206.25079,LVT
0.88,8,1.392138151e-09,1.171309219e-09,220.828932,220.828932,LVT
0.88,9,1.426271707e-09,1.190911261e-09,235.360446,235.360446,LVT
0.88,10,1.460474552e-09,1.210353281e-09,250.121271,250.121271,LVT
0.88,11,1.494537099e-09,1.229861089e-09,264.67601,264.67601,LVT
0.88,12,1.52872121e-09,1.249429419e-09,279.291791,279.291791,LVT
0.88,13,1.562898701e-09,1.268933776e-09,293.964925,293.964925,LVT
0.88,14,1.597070855e-09,1.28855674e-09,308.514115,308.514115,LVT
0.88,15,1.631230062e-09,1.307871191e-09,323.358871,323.358871,LVT
0.88,16,1.665309996e-09,1.327458414e-09,337.851582,337.851582,LVT
0.88,17,1.699449793e-09,1.347019954e-09,352.429839,352.429839,LVT
0.88,18,1.733433833e-09,1.366548972e-09,366.884861,366.884861,LVT
0.88,19,1.767541347e-09,1.386090744e-09,381.450603,381.450603,LVT
0.88,20,1.801724084e-09,1.405578021e-09,396.146063,396.146063,LVT
0.88,21,1.835901263e-09,1.425113935e-09,410.787328,410.787328,LVT
0.88,22,1.87007558e-09,1.444590205e-09,425.485375,425.485375,LVT
0.88,23,1.904127422e-09,1.464215599e-09,439.911823,439.911823,LVT
0.88,24,1.938331902e-09,1.483692489e-09,454.639413,454.639413,LVT
0.88,25,1.972488477e-09,1.50309456e-09,469.393917,469.393917,LVT
0.88,26,2.006681192e-09,1.522771916e-09,483.909276,483.909276,LVT
0.88,27,2.040777733e-09,1.542267991e-09,498.509742,498.509742,LVT
0.88,28,2.074915312e-09,1.561884302e-09,513.03101,513.03101,LVT
0.88,29,2.106911271e-09,1.579738333e-09,527.172938,527.172938,LVT
0.87,0,1.123244853e-09,1.015219192e-09,108.025661,108.025661,LVT
0.87,1,1.158463075e-09,1.035308755e-09,123.15432,123.15432,LVT
0.87,2,1.193875956e-09,1.055361337e-09,138.514619,138.514619,LVT
0.87,3,1.229320989e-09,1.075441291e-09,153.879698,153.879698,LVT
0.87,4,1.264776236e-09,1.095573953e-09,169.202283,169.202283,LVT
0.87,5,1.300026802e-09,1.115613132e-09,184.41367,184.41367,LVT
0.87,6,1.335549743e-09,1.135661328e-09,199.888415,199.888415,LVT
0.87,7,1.370977581e-09,1.155710581e-09,215.267,215.267,LVT
0.87,8,1.406507456e-09,1.175736449e-09,230.771007,230.771007,LVT
0.87,9,1.441771653e-09,1.195865699e-09,245.905954,245.905954,LVT
0.87,10,1.477201156e-09,1.215835578e-09,261.365578,261.365578,LVT
0.87,11,1.512491254e-09,1.235933159e-09,276.558095,276.558095,LVT
0.87,12,1.547975598e-09,1.255923539e-09,292.052059,292.052059,LVT
0.87,13,1.583377807e-09,1.276054077e-09,307.32373,307.32373,LVT
0.87,14,1.618790376e-09,1.295938491e-09,322.851885,322.851885,LVT
0.87,15,1.654269066e-09,1.315983809e-09,338.285257,338.285257,LVT
0.87,16,1.689696874e-09,1.336063731e-09,353.633143,353.633143,LVT
0.87,17,1.725146029e-09,1.356170711e-09,368.975318,368.975318,LVT
0.87,18,1.76050061e-09,1.376145024e-09,384.355586,384.355586,LVT
0.87,19,1.79584089e-09,1.396240962e-09,399.599928,399.599928,LVT
0.87,20,1.83120861e-09,1.416253947e-09,414.954663,414.954663,LVT
0.87,21,1.866742899e-09,1.43635426e-09,430.388639,430.388639,LVT
0.87,22,1.902182729e-09,1.456280698e-09,445.902031,445.902031,LVT
0.87,23,1.937629961e-09,1.476278069e-09,461.351892,461.351892,LVT
0.87,24,1.973066642e-09,1.496399133e-09,476.667509,476.667509,LVT
0.87,25,2.008494584e-09,1.516290353e-09,492.204231,492.204231,LVT
0.87,26,2.04380775e-09,1.536369099e-09,507.438651,507.438651,LVT
0.87,27,2.079272855e-09,1.556408021e-09,522.864834,522.864834,LVT
0.87,28,2.1146777e-09,1.576474976e-09,538.202724,538.202724,LVT
0.87,29,2.148235542e-09,1.59486061e-09,553.374932,553.374932,LVT
0.86,0,1.127973929e-09,1.015627594e-09,112.346335,112.346335,LVT
0.86,1,1.164560144e-09,1.036303186e-09,128.256958,128.256958,LVT
0.86,2,1.201373992e-09,1.056941404e-09,144.432588,144.432588,LVT
0.86,3,1.23805024e-09,1.077462403e-09,160.587837,160.587837,LVT
0.86,4,1.274783156e-09,1.098157265e-09,176.625891,176.625891,LVT
0.86,5,1.31150929e-09,1.11869418e-09,192.81511,192.81511,LVT
0.86,6,1.348261369e-09,1.139353498e-09,208.907871,208.907871,LVT
0.86,7,1.385123902e-09,1.159864759e-09,225.259143,225.259143,LVT
0.86,8,1.421847331e-09,1.180528187e-09,241.319144,241.319144,LVT
