vdd_v,tap_index,rvt_cross_s,lvt_cross_s,delta_signed_ps,xor_width_proxy_ps,lead_path
0.86,9,1.458683726e-09,1.201189537e-09,257.494189,257.494189,LVT
0.86,10,1.495421245e-09,1.221705476e-09,273.715769,273.715769,LVT
0.86,11,1.532174311e-09,1.242385426e-09,289.788885,289.788885,LVT
0.86,12,1.568938881e-09,1.262890142e-09,306.048739,306.048739,LVT
0.86,13,1.605750205e-09,1.283527934e-09,322.222271,322.222271,LVT
0.86,14,1.642563623e-09,1.303958483e-09,338.60514,338.60514,LVT
0.86,15,1.67951297e-09,1.324750196e-09,354.762774,354.762774,LVT
0.86,16,1.716330732e-09,1.345334084e-09,370.996648,370.996648,LVT
0.86,17,1.753083932e-09,1.366016882e-09,387.06705,387.06705,LVT
0.86,18,1.7897636e-09,1.386579765e-09,403.183835,403.183835,LVT
0.86,19,1.826610873e-09,1.407194493e-09,419.41638,419.41638,LVT
0.86,20,1.863249434e-09,1.427716471e-09,435.532963,435.532963,LVT
0.86,21,1.899778948e-09,1.448295448e-09,451.4835,451.4835,LVT
0.86,22,1.936440892e-09,1.468993684e-09,467.447208,467.447208,LVT
0.86,23,1.973190348e-09,1.489459631e-09,483.730717,483.730717,LVT
0.86,24,2.009700422e-09,1.510007181e-09,499.693241,499.693241,LVT
0.86,25,2.046634016e-09,1.530705223e-09,515.928793,515.928793,LVT
0.86,26,2.083452538e-09,1.551332017e-09,532.120521,532.120521,LVT
0.86,27,2.120206096e-09,1.57187878e-09,548.327316,548.327316,LVT
0.86,28,2.156949462e-09,1.592493567e-09,564.455895,564.455895,LVT
0.86,29,2.191721366e-09,1.611371283e-09,580.350083,580.350083,LVT
0.85,0,1.132526868e-09,1.015839442e-09,116.687426,116.687426,LVT
0.85,1,1.170572635e-09,1.037023701e-09,133.548934,133.548934,LVT
0.85,2,1.208741281e-09,1.058226633e-09,150.514648,150.514648,LVT
0.85,3,1.247031898e-09,1.079433525e-09,167.598373,167.598373,LVT
0.85,4,1.285195151e-09,1.100714365e-09,184.480786,184.480786,LVT
0.85,5,1.323516489e-09,1.121896818e-09,201.619671,201.619671,LVT
0.85,6,1.361667534e-09,1.143038213e-09,218.629321,218.629321,LVT
0.85,7,1.399849953e-09,1.16431447e-09,235.535483,235.535483,LVT
0.85,8,1.43812321e-09,1.185421857e-09,252.701353,252.701353,LVT
0.85,9,1.476341117e-09,1.206696968e-09,269.644149,269.644149,LVT
0.85,10,1.51457616e-09,1.227791375e-09,286.784785,286.784785,LVT
0.85,11,1.552726958e-09,1.249030324e-09,303.696634,303.696634,LVT
0.85,12,1.590950534e-09,1.270095723e-09,320.854811,320.854811,LVT
0.85,13,1.629257596e-09,1.291452679e-09,337.804917,337.804917,LVT
0.85,14,1.667626474e-09,1.312616088e-09,355.010386,355.010386,LVT
0.85,15,1.705739361e-09,1.333824137e-09,371.915224,371.915224,LVT
0.85,16,1.744033759e-09,1.355090776e-09,388.942983,388.942983,LVT
0.85,17,1.782184845e-09,1.376181849e-09,406.002996,406.002996,LVT
0.85,18,1.820656896e-09,1.39747433e-09,423.182566,423.182566,LVT
0.85,19,1.858709126e-09,1.418535005e-09,440.174121,440.174121,LVT
0.85,20,1.89683495e-09,1.439740038e-09,457.094912,457.094912,LVT
0.85,21,1.935023474e-09,1.460862235e-09,474.161239,474.161239,LVT
0.85,22,1.973472746e-09,1.482022461e-09,491.450285,491.450285,LVT
0.85,23,2.011704865e-09,1.503098804e-09,508.606061,508.606061,LVT
0.85,24,2.049909391e-09,1.524431425e-09,525.477966,525.477966,LVT
0.85,25,2.088121782e-09,1.545528349e-09,542.593433,542.593433,LVT
0.85,26,2.126337392e-09,1.566802032e-09,559.53536,559.53536,LVT
0.85,27,2.16455508e-09,1.587869684e-09,576.685396,576.685396,LVT
0.85,28,2.202772638e-09,1.609124703e-09,593.647935,593.647935,LVT
0.85,29,2.238942897e-09,1.62840287e-09,610.540027,610.540027,LVT
0.84,0,1.137833271e-09,1.016221337e-09,121.611934,121.611934,LVT
0.84,1,1.177383296e-09,1.038060358e-09,139.322938,139.322938,LVT
0.84,2,1.217168049e-09,1.059904967e-09,157.263082,157.263082,LVT
0.84,3,1.256983936e-09,1.081695896e-09,175.28804,175.28804,LVT
0.84,4,1.296880923e-09,1.103598615e-09,193.282308,193.282308,LVT
0.84,5,1.336670834e-09,1.125407081e-09,211.263753,211.263753,LVT
0.84,6,1.376515236e-09,1.147175936e-09,229.3393,229.3393,LVT
0.84,7,1.416230122e-09,1.169015768e-09,247.214354,247.214354,LVT
0.84,8,1.456007631e-09,1.190876606e-09,265.131025,265.131025,LVT
0.84,9,1.495788269e-09,1.212593469e-09,283.1948,283.1948,LVT
0.84,10,1.535580199e-09,1.234351821e-09,301.228378,301.228378,LVT
0.84,11,1.575408368e-09,1.256166016e-09,319.242352,319.242352,LVT
0.84,12,1.615263576e-09,1.277844226e-09,337.41935,337.41935,LVT
0.84,13,1.654992668e-09,1.299603754e-09,355.388914,355.388914,LVT
0.84,14,1.694894406e-09,1.321478824e-09,373.415582,373.415582,LVT
0.84,15,1.734719297e-09,1.343352035e-09,391.367262,391.367262,LVT
0.84,16,1.774534444e-09,1.365048604e-09,409.48584,409.48584,LVT
0.84,17,1.814337124e-09,1.386958099e-09,427.379025,427.379025,LVT
0.84,18,1.854111393e-09,1.408653641e-09,445.457752,445.457752,LVT
0.84,19,1.893921644e-09,1.430549968e-09,463.371676,463.371676,LVT
0.84,20,1.933784206e-09,1.452175974e-09,481.608232,481.608232,LVT
0.84,21,1.973385904e-09,1.474093805e-09,499.292099,499.292099,LVT
0.84,22,2.013068217e-09,1.495819456e-09,517.248761,517.248761,LVT
0.84,23,2.052894595e-09,1.517578944e-09,535.315651,535.315651,LVT
0.84,24,2.09241283e-09,1.539454316e-09,552.958514,552.958514,LVT
0.84,25,2.132334201e-09,1.561245971e-09,571.08823,571.08823,LVT
0.84,26,2.172287919e-09,1.583009243e-09,589.278676,589.278676,LVT
0.84,27,2.212098392e-09,1.604900325e-09,607.198067,607.198067,LVT
0.84,28,2.251894275e-09,1.626611324e-09,625.282951,625.282951,LVT
0.84,29,2.289507691e-09,1.646600187e-09,642.907504,642.907504,LVT
0.83,0,1.143419269e-09,1.016611014e-09,126.808255,126.808255,LVT
0.83,1,1.184896519e-09,1.039167821e-09,145.728698,145.728698,LVT
0.83,2,1.226244858e-09,1.061615079e-09,164.629779,164.629779,LVT
0.83,3,1.267685021e-09,1.0840394e-09,183.645621,183.645621,LVT
0.83,4,1.309099473e-09,1.106594124e-09,202.505349,202.505349,LVT
0.83,5,1.35071674e-09,1.129059321e-09,221.657419,221.657419,LVT
0.83,6,1.392216009e-09,1.151449747e-09,240.766262,240.766262,LVT
0.83,7,1.433774015e-09,1.173999556e-09,259.774459,259.774459,LVT
0.83,8,1.47516459e-09,1.196386191e-09,278.778399,278.778399,LVT
0.83,9,1.516579538e-09,1.218891088e-09,297.68845,297.68845,LVT
0.83,10,1.55804483e-09,1.241289318e-09,316.755512,316.755512,LVT
0.83,11,1.599628723e-09,1.26377678e-09,335.851943,335.851943,LVT
0.83,12,1.641068318e-09,1.286101972e-09,354.966346,354.966346,LVT
0.83,13,1.682584594e-09,1.308493926e-09,374.090668,374.090668,LVT
0.83,14,1.724213187e-09,1.331078506e-09,393.134681,393.134681,LVT
0.83,15,1.765734672e-09,1.353447559e-09,412.287113,412.287113,LVT
0.83,16,1.807486704e-09,1.375993823e-09,431.492881,431.492881,LVT
0.83,17,1.849017903e-09,1.398351686e-09,450.666217,450.666217,LVT
0.83,18,1.890521998e-09,1.420893875e-09,469.628123,469.628123,LVT
0.83,19,1.931902924e-09,1.443310665e-09,488.592259,488.592259,LVT
0.83,20,1.973524002e-09,1.465729776e-09,507.794226,507.794226,LVT
0.83,21,2.014921926e-09,1.488240551e-09,526.681375,526.681375,LVT
0.83,22,2.056179865e-09,1.510577122e-09,545.602743,545.602743,LVT
0.83,23,2.097549762e-09,1.533151952e-09,564.39781,564.39781,LVT
0.83,24,2.138959466e-09,1.555688153e-09,583.271313,583.271313,LVT
0.83,25,2.180413244e-09,1.578017035e-09,602.396209,602.396209,LVT
0.83,26,2.221871532e-09,1.600568243e-09,621.303289,621.303289,LVT
0.83,27,2.263354781e-09,1.623043144e-09,640.311637,640.311637,LVT
0.83,28,2.305097007e-09,1.6454464e-09,659.650607,659.650607,LVT
0.83,29,2.344332075e-09,1.665982294e-09,678.349781,678.349781,LVT
0.82,0,1.149746943e-09,1.017204279e-09,132.542664,132.542664,LVT
0.82,1,1.192966833e-09,1.040413434e-09,152.553399,152.553399,LVT
0.82,2,1.236276275e-09,1.063624964e-09,172.651311,172.651311,LVT
0.82,3,1.27953775e-09,1.086748472e-09,192.789278,192.789278,LVT
0.82,4,1.322904667e-09,1.10988706e-09,213.017607,213.017607,LVT
0.82,5,1.366185257e-09,1.133136888e-09,233.048369,233.048369,LVT
0.82,6,1.409588924e-09,1.156387348e-09,253.201576,253.201576,LVT
0.82,7,1.452845596e-09,1.179415028e-09,273.430568,273.430568,LVT
0.82,8,1.496216891e-09,1.202685724e-09,293.531167,293.531167,LVT
0.82,9,1.539588878e-09,1.225786067e-09,313.802811,313.802811,LVT
0.82,10,1.582859005e-09,1.248961415e-09,333.89759,333.89759,LVT
0.82,11,1.626096954e-09,1.272217219e-09,353.879735,353.879735,LVT
0.82,12,1.669439349e-09,1.295281342e-09,374.158007,374.158007,LVT
0.82,13,1.712770288e-09,1.318452583e-09,394.317705,394.317705,LVT
0.82,14,1.75610261e-09,1.341585656e-09,414.516954,414.516954,LVT
0.82,15,1.799302222e-09,1.364842847e-09,434.459375,434.459375,LVT
0.82,16,1.842391616e-09,1.388032059e-09,454.359557,454.359557,LVT
0.82,17,1.885562124e-09,1.411123528e-09,474.438596,474.438596,LVT
0.82,18,1.928915892e-09,1.434351671e-09,494.564221,494.564221,LVT
0.82,19,1.972156256e-09,1.457403081e-09,514.753175,514.753175,LVT
0.82,20,2.015763077e-09,1.480662002e-09,535.101075,535.101075,LVT
0.82,21,2.059101645e-09,1.503635053e-09,555.466592,555.466592,LVT
0.82,22,2.102436118e-09,1.526948801e-09,575.487317,575.487317,LVT
0.82,23,2.145772237e-09,1.550057244e-09,595.714993,595.714993,LVT
0.82,24,2.189109915e-09,1.57332481e-09,615.785105,615.785105,LVT
0.82,25,2.232448518e-09,1.59641234e-09,636.036178,636.036178,LVT
0.82,26,2.275787736e-09,1.619657744e-09,656.129992,656.129992,LVT
0.82,27,2.319127401e-09,1.642751584e-09,676.375817,676.375817,LVT
0.82,28,2.362467442e-09,1.665876218e-09,696.591224,696.591224,LVT
0.82,29,2.403497341e-09,1.687221759e-09,716.275582,716.275582,LVT
0.81,0,1.156383354e-09,1.01757803e-09,138.805324,138.805324,LVT
0.81,1,1.201518383e-09,1.041617953e-09,159.90043,159.90043,LVT
0.81,2,1.246787608e-09,1.065490927e-09,181.296681,181.296681,LVT
0.81,3,1.292159562e-09,1.089321832e-09,202.83773,202.83773,LVT
0.81,4,1.337329204e-09,1.113274129e-09,224.055075,224.055075,LVT
0.81,5,1.38263338e-09,1.137246282e-09,245.387098,245.387098,LVT
0.81,6,1.427895262e-09,1.161237959e-09,266.657303,266.657303,LVT
0.81,7,1.473206945e-09,1.185023114e-09,288.183831,288.183831,LVT
0.81,8,1.518473276e-09,1.209038001e-09,309.435275,309.435275,LVT
0.81,9,1.563783275e-09,1.232840398e-09,330.942877,330.942877,LVT
0.81,10,1.609165698e-09,1.256819917e-09,352.345781,352.345781,LVT
0.81,11,1.654483528e-09,1.280644792e-09,373.838736,373.838736,LVT
0.81,12,1.699747042e-09,1.304425713e-09,395.321329,395.321329,LVT
0.81,13,1.74512948e-09,1.328496806e-09,416.632674,416.632674,LVT
0.81,14,1.790344156e-09,1.352356194e-09,437.987962,437.987962,LVT
0.81,15,1.835553187e-09,1.376257441e-09,459.295746,459.295746,LVT
0.81,16,1.880833704e-09,1.400259863e-09,480.573841,480.573841,LVT
0.81,17,1.926302372e-09,1.424062566e-09,502.239806,502.239806,LVT
0.81,18,1.971469178e-09,1.448009027e-09,523.460151,523.460151,LVT
0.81,19,2.016905296e-09,1.47200514e-09,544.900156,544.900156,LVT
0.81,20,2.062257123e-09,1.495903072e-09,566.354051,566.354051,LVT
0.81,21,2.107581993e-09,1.519615384e-09,587.966609,587.966609,LVT
0.81,22,2.152918655e-09,1.543560779e-09,609.357876,609.357876,LVT
0.81,23,2.198265065e-09,1.567565316e-09,630.699749,630.699749,LVT
0.81,24,2.243614744e-09,1.591542788e-09,652.071956,652.071956,LVT
0.81,25,2.28896508e-09,1.615313575e-09,673.651505,673.651505,LVT
0.81,26,2.334315527e-09,1.639335572e-09,694.979955,694.979955,LVT
0.81,27,2.379593645e-09,1.663288358e-09,716.305287,716.305287,LVT
0.81,28,2.424947344e-09,1.687040922e-09,737.906422,737.906422,LVT
0.81,29,2.467950748e-09,1.709021421e-09,758.929327,758.929327,LVT
0.8,0,1.163718349e-09,1.01807628e-09,145.642069,145.642069,LVT
0.8,1,1.210954986e-09,1.042782507e-09,168.172479,168.172479,LVT
0.8,2,1.258398913e-09,1.067585437e-09,190.813476,190.813476,LVT
0.8,3,1.305815425e-09,1.092388241e-09,213.427184,213.427184,LVT
0.8,4,1.353365013e-09,1.117050189e-09,236.314824,236.314824,LVT
0.8,5,1.400842738e-09,1.141865749e-09,258.976989,258.976989,LVT
0.8,6,1.448231361e-09,1.166521305e-09,281.710056,281.710056,LVT
0.8,7,1.495628378e-09,1.191340826e-09,304.287552,304.287552,LVT
0.8,8,1.543107595e-09,1.215879905e-09,327.22769,327.22769,LVT
0.8,9,1.590563557e-09,1.240705935e-09,349.857622,349.857622,LVT
0.8,10,1.638012653e-09,1.265488519e-09,372.524134,372.524134,LVT
0.8,11,1.685535035e-09,1.290039328e-09,395.495707,395.495707,LVT
0.8,12,1.73302675e-09,1.314888935e-09,418.137815,418.137815,LVT
0.8,13,1.780629174e-09,1.339662757e-09,440.966417,440.966417,LVT
0.8,14,1.828040398e-09,1.36444302e-09,463.597378,463.597378,LVT
0.8,15,1.875551508e-09,1.389243794e-09,486.307714,486.307714,LVT
0.8,16,1.923032256e-09,1.41382135e-09,509.210906,509.210906,LVT
0.8,17,1.970375477e-09,1.438659802e-09,531.715675,531.715675,LVT
0.8,18,2.017848568e-09,1.46321348e-09,554.635088,554.635088,LVT
0.8,19,2.065245257e-09,1.487972397e-09,577.27286,577.27286,LVT
0.8,20,2.112614154e-09,1.512819318e-09,599.794836,599.794836,LVT
0.8,21,2.160141909e-09,1.537611048e-09,622.530861,622.530861,LVT
0.8,22,2.207886697e-09,1.562329066e-09,645.557631,645.557631,LVT
0.8,23,2.255481214e-09,1.587134969e-09,668.346245,668.346245,LVT
0.8,24,2.303002208e-09,1.611812801e-09,691.189407,691.189407,LVT
0.8,25,2.350528247e-09,1.636487047e-09,714.0412,714.0412,LVT
0.8,26,2.397965559e-09,1.661291364e-09,736.674195,736.674195,LVT
0.8,27,2.445489688e-09,1.685885286e-09,759.604402,759.604402,LVT
0.8,28,2.492894691e-09,1.710702641e-09,782.19205,782.19205,LVT
0.8,29,2.538012685e-09,1.733378048e-09,804.634637,804.634637,LVT
0.79,0,1.171610805e-09,1.018628612e-09,152.982193,152.982193,LVT
0.79,1,1.221243756e-09,1.044197603e-09,177.046153,177.046153,LVT
0.79,2,1.271038352e-09,1.06986175e-09,201.176602,201.176602,LVT
0.79,3,1.320817986e-09,1.095528525e-09,225.289461,225.289461,LVT
0.79,4,1.370659531e-09,1.1210926e-09,249.566931,249.566931,LVT
0.79,5,1.420476971e-09,1.146821888e-09,273.655083,273.655083,LVT
0.79,6,1.470289249e-09,1.172147743e-09,298.141506,298.141506,LVT
0.79,7,1.520087369e-09,1.197821122e-09,322.266247,322.266247,LVT
0.79,8,1.569892013e-09,1.223397369e-09,346.494644,346.494644,LVT
0.79,9,1.619768368e-09,1.248878627e-09,370.889741,370.889741,LVT
0.79,10,1.669546692e-09,1.274542839e-09,395.003853,395.003853,LVT
0.79,11,1.719237453e-09,1.299937261e-09,419.300192,419.300192,LVT
0.79,12,1.769074373e-09,1.325640794e-09,443.433579,443.433579,LVT
0.79,13,1.819065015e-09,1.351206949e-09,467.858066,467.858066,LVT
0.79,14,1.868840039e-09,1.376681855e-09,492.158184,492.158184,LVT
0.79,15,1.918535898e-09,1.402348573e-09,516.187325,516.187325,LVT
0.79,16,1.968540582e-09,1.427862945e-09,540.677637,540.677637,LVT
0.79,17,2.018409545e-09,1.453397717e-09,565.011828,565.011828,LVT
0.79,18,2.068175779e-09,1.478937678e-09,589.238101,589.238101,LVT
0.79,19,2.117801908e-09,1.504380625e-09,613.421283,613.421283,LVT
0.79,20,2.16766453e-09,1.530193583e-09,637.470947,637.470947,LVT
0.79,21,2.217263487e-09,1.555738577e-09,661.52491,661.52491,LVT
0.79,22,2.267154326e-09,1.581422766e-09,685.73156,685.73156,LVT
0.79,23,2.317010168e-09,1.607085056e-09,709.925112,709.925112,LVT
0.79,24,2.366993933e-09,1.63258537e-09,734.408563,734.408563,LVT
0.79,25,2.417035656e-09,1.658264233e-09,758.771423,758.771423,LVT
0.79,26,2.46688444e-09,1.683643611e-09,783.240829,783.240829,LVT
0.79,27,2.516777015e-09,1.709333804e-09,807.443211,807.443211,LVT
0.79,28,2.566618665e-09,1.734891113e-09,831.727552,831.727552,LVT
0.79,29,2.613779405e-09,1.75811086e-09,855.668545,855.668545,LVT
0.78,0,1.180082649e-09,1.019122285e-09,160.960364,160.960364,LVT
0.78,1,1.232229867e-09,1.045643683e-09,186.586184,186.586184,LVT
0.78,2,1.284600325e-09,1.072202196e-09,212.398129,212.398129,LVT
0.78,3,1.336942511e-09,1.098806117e-09,238.136394,238.136394,LVT
0.78,4,1.389389516e-09,1.125376459e-09,264.013057,264.013057,LVT
0.78,5,1.441704558e-09,1.151947761e-09,289.756797,289.756797,LVT
0.78,6,1.494181345e-09,1.178393815e-09,315.78753,315.78753,LVT
0.78,7,1.546501549e-09,1.204808304e-09,341.693245,341.693245,LVT
0.78,8,1.598886346e-09,1.231404395e-09,367.481951,367.481951,LVT
0.78,9,1.651274071e-09,1.257955794e-09,393.318277,393.318277,LVT
0.78,10,1.70359635e-09,1.284329197e-09,419.267153,419.267153,LVT
0.78,11,1.755949952e-09,1.310608623e-09,445.341329,445.341329,LVT
0.78,12,1.808366315e-09,1.337246423e-09,471.119892,471.119892,LVT
0.78,13,1.860903424e-09,1.363790936e-09,497.112488,497.112488,LVT
0.78,14,1.913357944e-09,1.390392516e-09,522.965428,522.965428,LVT
0.78,15,1.9658442e-09,1.416965262e-09,548.878938,548.878938,LVT
0.78,16,2.018286597e-09,1.443402175e-09,574.884422,574.884422,LVT
0.78,17,2.070671011e-09,1.469751817e-09,600.919194,600.919194,LVT
0.78,18,2.123004953e-09,1.4963531e-09,626.651853,626.651853,LVT
0.78,19,2.17529806e-09,1.522726577e-09,652.571483,652.571483,LVT
0.78,20,2.227624755e-09,1.549309154e-09,678.315601,678.315601,LVT
0.78,21,2.279885858e-09,1.575636055e-09,704.249803,704.249803,LVT
0.78,22,2.332413524e-09,1.602185828e-09,730.227696,730.227696,LVT
0.78,23,2.384953362e-09,1.628761184e-09,756.192178,756.192178,LVT
0.78,24,2.437287113e-09,1.655156973e-09,782.13014,782.13014,LVT
0.78,25,2.489701482e-09,1.681637412e-09,808.06407,808.06407,LVT
0.78,26,2.541950568e-09,1.708159158e-09,833.79141,833.79141,LVT
0.78,27,2.594290674e-09,1.73480482e-09,859.485854,859.485854,LVT
0.78,28,2.646714805e-09,1.761080617e-09,885.634188,885.634188,LVT
0.78,29,2.696374386e-09,1.7854603e-09,910.914086,910.914086,LVT
0.77,0,1.189408329e-09,1.019714426e-09,169.693903,169.693903,LVT
0.77,1,1.244321949e-09,1.047291858e-09,197.030091,197.030091,LVT
0.77,2,1.299462176e-09,1.074832429e-09,224.629747,224.629747,LVT
0.77,3,1.354631333e-09,1.10237444e-09,252.256893,252.256893,LVT
0.77,4,1.409855933e-09,1.129958047e-09,279.897886,279.897886,LVT
0.77,5,1.464967005e-09,1.157515519e-09,307.451486,307.451486,LVT
0.77,6,1.520055908e-09,1.185078905e-09,334.977003,334.977003,LVT
0.77,7,1.575234642e-09,1.212352735e-09,362.881907,362.881907,LVT
0.77,8,1.630321361e-09,1.239908771e-09,390.41259,390.41259,LVT
0.77,9,1.685519622e-09,1.267473955e-09,418.045667,418.045667,LVT
0.77,10,1.740658624e-09,1.295036457e-09,445.622167,445.622167,LVT
0.77,11,1.795828132e-09,1.32222819e-09,473.599942,473.599942,LVT
0.77,12,1.851089267e-09,1.349785561e-09,501.303706,501.303706,LVT
0.77,13,1.906306685e-09,1.377338818e-09,528.967867,528.967867,LVT
0.77,14,1.961443309e-09,1.404865015e-09,556.578294,556.578294,LVT
0.77,15,2.016534355e-09,1.432174141e-09,584.360214,584.360214,LVT
0.77,16,2.071574325e-09,1.459739165e-09,611.83516,611.83516,LVT
0.77,17,2.126894538e-09,1.487247915e-09,639.646623,639.646623,LVT
0.77,18,2.182046171e-09,1.514549973e-09,667.496198,667.496198,LVT
0.77,19,2.237372426e-09,1.542146829e-09,695.225597,695.225597,LVT
0.77,20,2.292605054e-09,1.569478388e-09,723.126666,723.126666,LVT
0.77,21,2.347904974e-09,1.597042239e-09,750.862735,750.862735,LVT
0.77,22,2.403153957e-09,1.624589849e-09,778.564108,778.564108,LVT
0.77,23,2.458444734e-09,1.65217161e-09,806.273124,806.273124,LVT
0.77,24,2.51370188e-09,1.679458979e-09,834.242901,834.242901,LVT
0.77,25,2.568986686e-09,1.707059044e-09,861.927642,861.927642,LVT
0.77,26,2.624248809e-09,1.734480209e-09,889.7686,889.7686,LVT
0.77,27,2.679272902e-09,1.761852331e-09,917.420571,917.420571,LVT
0.77,28,2.734427418e-09,1.789424998e-09,945.00242,945.00242,LVT
0.77,29,2.786912386e-09,1.814883072e-09,972.029314,972.029314,LVT
0.76,0,1.199641053e-09,1.02033662e-09,179.304433,179.304433,LVT
0.76,1,1.25762768e-09,1.049062068e-09,208.565612,208.565612,LVT
0.76,2,1.315648326e-09,1.077670786e-09,237.97754,237.97754,LVT
0.76,3,1.373886672e-09,1.106126239e-09,267.760433,267.760433,LVT
0.76,4,1.432112665e-09,1.134771955e-09,297.34071,297.34071,LVT
0.76,5,1.490342477e-09,1.163416036e-09,326.926441,326.926441,LVT
0.76,6,1.54856244e-09,1.192045434e-09,356.517006,356.517006,LVT
0.76,7,1.606606216e-09,1.220661314e-09,385.944902,385.944902,LVT
0.76,8,1.664839084e-09,1.249280944e-09,415.55814,415.55814,LVT
0.76,9,1.723077882e-09,1.277635308e-09,445.442574,445.442574,LVT
0.76,10,1.781291381e-09,1.306133425e-09,475.157956,475.157956,LVT
0.76,11,1.839561255e-09,1.334813291e-09,504.747964,504.747964,LVT
0.76,12,1.897903685e-09,1.363463652e-09,534.440033,534.440033,LVT
0.76,13,1.956273735e-09,1.392125482e-09,564.148253,564.148253,LVT
0.76,14,2.014742302e-09,1.420781574e-09,593.960728,593.960728,LVT
0.76,15,2.073097543e-09,1.449422982e-09,623.674561,623.674561,LVT
0.76,16,2.131325609e-09,1.478051348e-09,653.274261,653.274261,LVT
0.76,17,2.189605572e-09,1.506511464e-09,683.094108,683.094108,LVT
0.76,18,2.247859578e-09,1.535178042e-09,712.681536,712.681536,LVT
0.76,19,2.30625595e-09,1.563806197e-09,742.449753,742.449753,LVT
0.76,20,2.364620044e-09,1.592168491e-09,772.451553,772.451553,LVT
0.76,21,2.422971345e-09,1.620744281e-09,802.227064,802.227064,LVT
0.76,22,2.481330396e-09,1.649399107e-09,831.931289,831.931289,LVT
0.76,23,2.539680709e-09,1.678036813e-09,861.643896,861.643896,LVT
0.76,24,2.598040785e-09,1.70656342e-09,891.477365,891.477365,LVT
0.76,25,2.656147281e-09,1.735119674e-09,921.027607,921.027607,LVT
0.76,26,2.714545004e-09,1.763799625e-09,950.745379,950.745379,LVT
0.76,27,2.772740402e-09,1.792247731e-09,980.492671,980.492671,LVT
0.76,28,2.831013371e-09,1.820627151e-09,1010.38622,1010.38622,LVT
0.76,29,2.886417657e-09,1.847161802e-09,1039.255855,1039.255855,LVT
0.75,0,1.211003633e-09,1.021076496e-09,189.927137,189.927137,LVT
0.75,1,1.272329312e-09,1.050956111e-09,221.373201,221.373201,LVT
0.75,2,1.333999721e-09,1.080661405e-09,253.338316,253.338316,LVT
0.75,3,1.395583561e-09,1.110343317e-09,285.240244,285.240244,LVT
0.75,4,1.457140224e-09,1.139972502e-09,317.167722,317.167722,LVT
0.75,5,1.518651923e-09,1.169744516e-09,348.907407,348.907407,LVT
0.75,6,1.580235317e-09,1.199548577e-09,380.68674,380.68674,LVT
0.75,7,1.641873364e-09,1.229366347e-09,412.507017,412.507017,LVT
0.75,8,1.703484631e-09,1.259187472e-09,444.297159,444.297159,LVT
0.75,9,1.765000963e-09,1.289004799e-09,475.996164,475.996164,LVT
0.75,10,1.826626486e-09,1.31884331e-09,507.783176,507.783176,LVT
0.75,11,1.888242855e-09,1.348644519e-09,539.598336,539.598336,LVT
0.75,12,1.949971667e-09,1.378330508e-09,571.641159,571.641159,LVT
0.75,13,2.011814892e-09,1.407849493e-09,603.965399,603.965399,LVT
0.75,14,2.073692978e-09,1.437642254e-09,636.050724,636.050724,LVT
0.75,15,2.135535547e-09,1.467422457e-09,668.11309,668.11309,LVT
0.75,16,2.196999093e-09,1.497205357e-09,699.793736,699.793736,LVT
0.75,17,2.258763808e-09,1.527022026e-09,731.741782,731.741782,LVT
0.75,18,2.32040087e-09,1.556796069e-09,763.604801,763.604801,LVT
0.75,19,2.382004689e-09,1.586465032e-09,795.539657,795.539657,LVT
0.75,20,2.443784368e-09,1.616249822e-09,827.534546,827.534546,LVT
0.75,21,2.505536894e-09,1.646072188e-09,859.464706,859.464706,LVT
0.75,22,2.567284919e-09,1.67589987e-09,891.385049,891.385049,LVT
0.75,23,2.629032183e-09,1.705725312e-09,923.306871,923.306871,LVT
0.75,24,2.690779315e-09,1.73554735e-09,955.231965,955.231965,LVT
0.75,25,2.752526425e-09,1.765366331e-09,987.160094,987.160094,LVT
0.75,26,2.813990258e-09,1.795194859e-09,1018.795399,1018.795399,LVT
0.75,27,2.875752399e-09,1.824948512e-09,1050.803887,1050.803887,LVT
0.75,28,2.937384468e-09,1.854762182e-09,1082.622286,1082.622286,LVT
0.75,29,2.996056207e-09,1.882094345e-09,1113.961862,1113.961862,LVT
