dataset,seed,polarity,m_ff,m_ref,arch0_margin,signed_e,abs_e,expected_arch0_alarm,expected_sign0_t18_alarm,expected_sign0_t19_alarm,source_artifact,source_sha256
healthy_fpr,41022,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,RISE,204,209,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,RISE,204,209,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,RISE,204,209,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,RISE,204,209,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41023,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,FALL,135,147,24,-12,12,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,FALL,135,147,24,-12,12,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,FALL,135,147,24,-12,12,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41024,FALL,135,147,24,-12,12,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,RISE,225,225,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,FALL,204,204,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,RISE,225,225,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,FALL,204,204,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,RISE,204,225,22,-21,21,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,FALL,182,204,24,-22,22,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,RISE,225,225,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41025,FALL,204,204,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,FALL,135,153,24,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,RISE,159,164,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41026,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,RISE,135,153,22,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,FALL,135,135,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,RISE,135,153,22,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,FALL,135,135,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,RISE,135,153,22,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,FALL,135,135,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,RISE,159,153,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41027,FALL,135,135,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,FALL,182,176,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,FALL,182,176,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,FALL,159,176,24,-17,17,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41028,FALL,182,176,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,FALL,135,153,24,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41029,FALL,159,153,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41030,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_signed_rise,41001,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41001,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41002,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41002,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41002,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
healthy_signed_rise,41002,RISE,182,198,22,-16,16,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/arch1_signed_error_separability_audit/ARCH1_SIGNED_ERROR_PER_SAMPLE.csv,cb659cdf09c65219e76d90376ac58e9cd2b2da57d8667241d69a03ae86fdca3f
