dataset,seed,polarity,m_ff,m_ref,arch0_margin,signed_e,abs_e,expected_arch0_alarm,expected_sign0_t18_alarm,expected_sign0_t19_alarm,source_artifact,source_sha256
healthy_fpr,41002,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41002,RISE,204,198,22,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41002,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,FALL,135,128,24,7,7,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,FALL,110,128,24,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,FALL,110,128,24,-18,18,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,RISE,159,159,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41003,FALL,135,128,24,7,7,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,FALL,135,159,24,-24,24,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41004,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,FALL,182,176,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,FALL,159,176,24,-17,17,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,FALL,159,176,24,-17,17,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41005,FALL,182,176,24,6,6,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,FALL,159,182,24,-23,23,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41006,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,RISE,182,204,22,-22,22,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,FALL,159,182,24,-23,23,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,RISE,204,204,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41007,FALL,182,182,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41008,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,RISE,182,187,22,-5,5,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41009,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,FALL,135,159,24,-24,24,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,RISE,182,182,22,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41010,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41011,RISE,159,176,22,-17,17,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
healthy_fpr,41011,FALL,159,159,24,0,0,0,0,0,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/analysis/b_fe_frontend/bfe8_d02_arch0_pilot/BFE8_D02_HEALTHY_FPR.csv,4a50c05e752ff384a586bdb682af6b2e7c68dba69c92d9251bcfa3332321258a
