scenario,probe_index,medium_code,fine_code,protocol_phase,q_state,reachable,selected_path,counterfactual_only,counterfactual_reason,formal_gate,electrical_valid,reason
1p10_normal,66,3,10,fine_m3_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,67,3,10,fine_m3_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,68,3,9,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,69,3,8,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,70,3,7,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,71,3,6,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,72,3,5,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,73,3,4,branch_cleanup,stable_low,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,74,3,3,branch_cleanup,stable_high,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,75,3,2,branch_cleanup,stable_high,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,76,3,1,branch_cleanup,stable_high,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,77,3,0,branch_cleanup,stable_high,False,False,True,branch_cleanup_not_real_probe,False,1,
1p10_normal,78,4,0,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,79,4,0,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,80,4,1,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,81,4,1,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,82,4,2,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,83,4,2,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,84,4,3,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,85,4,3,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,86,4,4,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,87,4,4,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,88,4,5,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,89,4,5,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,90,4,6,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,91,4,6,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,92,4,7,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,93,4,7,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,94,4,8,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,95,4,8,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,96,4,9,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,97,4,9,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,98,4,10,fine_m4_scan,stable_low,False,False,True,unselected_fine_branch,False,1,
1p10_normal,99,4,10,fine_m4_repeat,stable_low,False,False,True,unselected_fine_branch,False,1,
