episode_id,transition_index,old_M,new_M,update_time_s,quiet_window_start_s,quiet_window_end_s,quiet_xor_v,quiet_medium_v,quiet_ck_v,configuration_ck_edge_count,status,reason
E10,179,5,4,2.210700000000006e-07,2.210800000000006e-07,2.2769000000000074e-07,2.967126694e-05,0.003580661998,6.631395402e-06,0,PASS,
E10,180,4,3,2.210800000000006e-07,2.210900000000006e-07,2.2769000000000074e-07,2.967126694e-05,0.003580661998,6.631395402e-06,0,PASS,
E10,181,3,2,2.210900000000006e-07,2.2110000000000062e-07,2.2769000000000074e-07,2.967126694e-05,0.003580661998,6.631395402e-06,0,PASS,
E10,182,2,1,2.2110000000000062e-07,2.2111000000000063e-07,2.2769000000000074e-07,2.967126694e-05,0.003580661998,6.631395402e-06,0,PASS,
E10,183,1,0,2.2111000000000063e-07,2.2112000000000065e-07,2.2769000000000074e-07,2.967126694e-05,0.003580661998,6.631395402e-06,0,PASS,
E11,184,0,1,2.2612000000000065e-07,2.2613000000000066e-07,2.2769000000000074e-07,2.428622624e-05,0.0002830481383,3.933626362e-06,0,PASS,
E11,185,1,2,2.2613000000000066e-07,2.2614000000000067e-07,2.2769000000000074e-07,1.53108219e-05,0.0002830481383,3.933626362e-06,0,PASS,
E11,186,2,3,2.2614000000000067e-07,2.2615000000000069e-07,2.2769000000000074e-07,8.308642155e-07,0.0002590948824,7.793263694e-07,0,PASS,
E11,187,3,4,2.2615000000000069e-07,2.261600000000007e-07,2.2769000000000074e-07,8.308642155e-07,0.0001188510764,1.989262941e-07,0,PASS,
E11,188,4,5,2.261600000000007e-07,2.261700000000007e-07,2.2769000000000074e-07,8.308642155e-07,5.621552625e-05,1.989262941e-07,0,PASS,
E11,189,5,6,2.261700000000007e-07,2.2618000000000072e-07,2.2769000000000074e-07,8.308642155e-07,2.707356335e-05,1.989262941e-07,0,PASS,
E11,190,6,7,2.2618000000000072e-07,2.2619000000000073e-07,2.2769000000000074e-07,8.308642155e-07,1.321846834e-05,1.989262941e-07,0,PASS,
E11,191,7,8,2.2619000000000073e-07,2.2620000000000074e-07,2.2769000000000074e-07,8.308642155e-07,6.665597504e-06,1.989262941e-07,0,PASS,
E11,192,8,7,2.4160000000000073e-07,2.4161000000000075e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,193,7,6,2.4161000000000075e-07,2.4162000000000076e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,194,6,5,2.4162000000000076e-07,2.4163000000000077e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,195,5,4,2.4163000000000077e-07,2.416400000000008e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,196,4,3,2.416400000000008e-07,2.416500000000008e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,197,3,2,2.416500000000008e-07,2.416600000000008e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,198,2,1,2.416600000000008e-07,2.416700000000008e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E11,199,1,0,2.416700000000008e-07,2.416800000000008e-07,2.482400000000009e-07,3.050354154e-05,0.003580599401,6.50367391e-06,0,PASS,
E12,200,0,1,2.4668000000000083e-07,2.4669000000000084e-07,2.482400000000009e-07,2.612288303e-05,0.0002830481974,3.922048875e-06,0,PASS,
E12,201,1,2,2.4669000000000084e-07,2.4670000000000085e-07,2.482400000000009e-07,1.679773822e-05,0.0002830481974,3.922048875e-06,0,PASS,
E12,202,2,3,2.4670000000000085e-07,2.4671000000000086e-07,2.482400000000009e-07,8.438815723e-07,0.0002590949212,7.71032087e-07,0,PASS,
E12,203,3,4,2.4671000000000086e-07,2.467200000000009e-07,2.482400000000009e-07,8.438815723e-07,0.0001188510835,1.95040021e-07,0,PASS,
E12,204,4,5,2.467200000000009e-07,2.467300000000009e-07,2.482400000000009e-07,8.438815723e-07,5.621553282e-05,1.95040021e-07,0,PASS,
E12,205,5,6,2.467300000000009e-07,2.467400000000009e-07,2.482400000000009e-07,8.438815723e-07,2.707358656e-05,1.95040021e-07,0,PASS,
E12,206,6,7,2.467400000000009e-07,2.467500000000009e-07,2.482400000000009e-07,8.411491106e-07,1.321846577e-05,1.95040021e-07,0,PASS,
E12,207,7,8,2.5444000000000095e-07,2.5445000000000096e-07,2.5645000000000095e-07,-1.350284983e-06,9.109256467e-07,-2.728519982e-08,0,PASS,
E12,208,8,7,2.62650000000001e-07,2.62660000000001e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,209,7,6,2.62660000000001e-07,2.62670000000001e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,210,6,5,2.62670000000001e-07,2.62680000000001e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,211,5,4,2.62680000000001e-07,2.6269000000000104e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,212,4,3,2.6269000000000104e-07,2.6270000000000105e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,213,3,2,2.6270000000000105e-07,2.6271000000000106e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,214,2,1,2.6271000000000106e-07,2.6272000000000107e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E12,215,1,0,2.6272000000000107e-07,2.627300000000011e-07,2.693100000000012e-07,3.076670717e-05,0.003580725203,5.656481426e-06,0,PASS,
E13,216,0,1,2.677300000000011e-07,2.677400000000011e-07,2.693100000000012e-07,2.510032668e-05,0.0002830481472,3.518354936e-06,0,PASS,
E13,217,1,2,2.677400000000011e-07,2.677500000000011e-07,2.693100000000012e-07,1.595806241e-05,0.0002830481472,3.518354936e-06,0,PASS,
E13,218,2,3,2.677500000000011e-07,2.677600000000011e-07,2.693100000000012e-07,8.30505381e-07,0.0002590948234,5.005179671e-07,0,PASS,
E13,219,3,4,2.677600000000011e-07,2.6777000000000113e-07,2.693100000000012e-07,8.30505381e-07,0.000118850913,2.211489558e-07,0,PASS,
E13,220,4,5,2.6777000000000113e-07,2.6778000000000114e-07,2.693100000000012e-07,8.30505381e-07,5.621558191e-05,2.211489558e-07,0,PASS,
E13,221,5,6,2.6778000000000114e-07,2.6779000000000116e-07,2.693100000000012e-07,8.30505381e-07,2.707361003e-05,2.211489558e-07,0,PASS,
E13,222,6,7,2.6779000000000116e-07,2.6780000000000117e-07,2.693100000000012e-07,8.30505381e-07,1.321842751e-05,2.211489558e-07,0,PASS,
E13,223,7,8,2.6780000000000117e-07,2.678100000000012e-07,2.693100000000012e-07,8.30505381e-07,6.665551871e-06,2.211489558e-07,0,PASS,
E13,224,8,9,2.678100000000012e-07,2.678200000000012e-07,2.693100000000012e-07,8.30505381e-07,3.561572116e-06,2.211489558e-07,0,PASS,
E13,225,9,8,2.7551000000000123e-07,2.7552000000000124e-07,2.7752000000000123e-07,3.527393089e-06,2.650235734e-06,8.06382781e-06,0,PASS,
E13,226,8,7,2.8372000000000127e-07,2.837300000000013e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,227,7,6,2.837300000000013e-07,2.837400000000013e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,228,6,5,2.837400000000013e-07,2.837500000000013e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,229,5,4,2.837500000000013e-07,2.837600000000013e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,230,4,3,2.837600000000013e-07,2.8377000000000133e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,231,3,2,2.8377000000000133e-07,2.8378000000000134e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,232,2,1,2.8378000000000134e-07,2.8379000000000135e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E13,233,1,0,2.8379000000000135e-07,2.8380000000000136e-07,2.9037000000000145e-07,2.991015884e-05,0.003580837229,6.384625343e-06,0,PASS,
E14,234,0,1,2.8880000000000137e-07,2.888100000000014e-07,2.9037000000000145e-07,2.550904273e-05,0.0002830485762,3.756489556e-06,0,PASS,
E14,235,1,2,2.888100000000014e-07,2.888200000000014e-07,2.9037000000000145e-07,1.62953954e-05,0.0002830485762,3.756489556e-06,0,PASS,
E14,236,2,3,2.888200000000014e-07,2.888300000000014e-07,2.9037000000000145e-07,8.312165656e-07,0.000259095147,6.644750436e-07,0,PASS,
E14,237,3,4,2.888300000000014e-07,2.888400000000014e-07,2.9037000000000145e-07,8.312165656e-07,0.0001188509756,2.228754817e-07,0,PASS,
E14,238,4,5,2.888400000000014e-07,2.888500000000014e-07,2.9037000000000145e-07,8.312165656e-07,5.621564126e-05,2.228754817e-07,0,PASS,
E14,239,5,6,2.888500000000014e-07,2.8886000000000144e-07,2.9037000000000145e-07,8.312165656e-07,2.70736115e-05,2.228754817e-07,0,PASS,
E14,240,6,7,2.8886000000000144e-07,2.8887000000000145e-07,2.9037000000000145e-07,8.312165656e-07,1.321843842e-05,2.228754817e-07,0,PASS,
E14,241,7,8,2.8887000000000145e-07,2.8888000000000146e-07,2.9037000000000145e-07,8.302181844e-07,6.665581018e-06,2.228754817e-07,0,PASS,
E14,242,8,7,3.0477000000000153e-07,3.0478000000000154e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,243,7,6,3.0478000000000154e-07,3.0479000000000155e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,244,6,5,3.0479000000000155e-07,3.0480000000000156e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,245,5,4,3.0480000000000156e-07,3.048100000000016e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,246,4,3,3.048100000000016e-07,3.048200000000016e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,247,3,2,3.048200000000016e-07,3.048300000000016e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,248,2,1,3.048300000000016e-07,3.048400000000016e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E14,249,1,0,3.048400000000016e-07,3.048500000000016e-07,3.114100000000017e-07,2.66368584e-05,0.003580672392,6.907300176e-06,0,PASS,
E15,250,0,1,3.098500000000016e-07,3.0986000000000164e-07,3.114100000000017e-07,2.471901205e-05,0.0002830481545,3.860164054e-06,0,PASS,
E15,251,1,2,3.0986000000000164e-07,3.0987000000000165e-07,3.114100000000017e-07,1.564859051e-05,0.0002830481545,3.860164054e-06,0,PASS,
E15,252,2,3,3.0987000000000165e-07,3.0988000000000166e-07,3.114100000000017e-07,8.38288388e-07,0.000259094877,7.387284408e-07,0,PASS,
E15,253,3,4,3.0988000000000166e-07,3.0989000000000167e-07,3.114100000000017e-07,8.38288388e-07,0.0001188509421,2.272539355e-07,0,PASS,
E15,254,4,5,3.0989000000000167e-07,3.099000000000017e-07,3.114100000000017e-07,8.38288388e-07,5.621560495e-05,2.272539355e-07,0,PASS,
E15,255,5,6,3.099000000000017e-07,3.099100000000017e-07,3.114100000000017e-07,8.38288388e-07,2.70735793e-05,2.272539355e-07,0,PASS,
E15,256,6,7,3.099100000000017e-07,3.099200000000017e-07,3.114100000000017e-07,8.38288388e-07,1.321846991e-05,2.272539355e-07,0,PASS,
E15,257,7,8,3.1761000000000174e-07,3.1762000000000175e-07,3.1962000000000175e-07,3.126005153e-06,1.12196183e-06,-2.258428998e-08,0,PASS,
E15,258,8,7,3.263300000000018e-07,3.263400000000018e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,259,7,6,3.263400000000018e-07,3.263500000000018e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,260,6,5,3.263500000000018e-07,3.263600000000018e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,261,5,4,3.263600000000018e-07,3.2637000000000183e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,262,4,3,3.2637000000000183e-07,3.2638000000000184e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,263,3,2,3.2638000000000184e-07,3.2639000000000185e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,264,2,1,3.2639000000000185e-07,3.2640000000000186e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E15,265,1,0,3.2640000000000186e-07,3.264100000000019e-07,3.32990000000002e-07,3.064265303e-05,0.003598119235,6.500317526e-06,0,PASS,
E16,266,0,1,3.314100000000019e-07,3.314200000000019e-07,3.32990000000002e-07,2.377658319e-05,0.0002830480545,4.039824834e-06,0,PASS,
E16,267,1,2,3.314200000000019e-07,3.314300000000019e-07,3.32990000000002e-07,1.489105254e-05,0.0002830480545,4.039824834e-06,0,PASS,
E16,268,2,3,3.314300000000019e-07,3.314400000000019e-07,3.32990000000002e-07,8.300278531e-07,0.0002590947951,8.716764938e-07,0,PASS,
E16,269,3,4,3.314400000000019e-07,3.314500000000019e-07,3.32990000000002e-07,8.300278531e-07,0.000118850823,2.545371581e-07,0,PASS,
E16,270,4,5,3.314500000000019e-07,3.3146000000000194e-07,3.32990000000002e-07,8.300278531e-07,5.621541859e-05,2.545371581e-07,0,PASS,
E16,271,5,6,3.3146000000000194e-07,3.3147000000000195e-07,3.32990000000002e-07,8.300278531e-07,2.707354042e-05,2.545371581e-07,0,PASS,
E16,272,6,7,3.3147000000000195e-07,3.3148000000000196e-07,3.32990000000002e-07,8.300278531e-07,1.321847145e-05,2.545371581e-07,0,PASS,
E16,273,7,8,3.3148000000000196e-07,3.3149000000000197e-07,3.32990000000002e-07,8.300278531e-07,6.665598321e-06,2.545371581e-07,0,PASS,
E16,274,8,9,3.3149000000000197e-07,3.31500000000002e-07,3.32990000000002e-07,8.300278531e-07,3.561597709e-06,2.545371581e-07,0,PASS,
E16,275,9,8,3.39190000000002e-07,3.3920000000000203e-07,3.41200000000002e-07,3.078573951e-06,5.118770181e-07,-7.060094104e-08,0,PASS,
E16,276,8,7,3.4791000000000206e-07,3.4792000000000207e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,277,7,6,3.4792000000000207e-07,3.479300000000021e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,278,6,5,3.479300000000021e-07,3.479400000000021e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,279,5,4,3.479400000000021e-07,3.479500000000021e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,280,4,3,3.479500000000021e-07,3.479600000000021e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,281,3,2,3.479600000000021e-07,3.4797000000000213e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,282,2,1,3.4797000000000213e-07,3.4798000000000214e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E16,283,1,0,3.4798000000000214e-07,3.4799000000000215e-07,3.5456000000000224e-07,3.102901883e-05,0.003580605879,6.524908129e-06,0,PASS,
E17,284,0,1,3.5299000000000216e-07,3.5300000000000217e-07,3.5456000000000224e-07,2.360440998e-05,0.0002830482052,4.022326303e-06,0,PASS,
E17,285,1,2,3.5300000000000217e-07,3.530100000000022e-07,3.5456000000000224e-07,1.473237113e-05,0.0002830482052,4.022326303e-06,0,PASS,
E17,286,2,3,3.530100000000022e-07,3.530200000000022e-07,3.5456000000000224e-07,8.182505333e-07,0.0002590949338,8.603029917e-07,0,PASS,
E17,287,3,4,3.530200000000022e-07,3.530300000000022e-07,3.5456000000000224e-07,8.182505333e-07,0.000118850849,2.557486779e-07,0,PASS,
E17,288,4,5,3.530300000000022e-07,3.530400000000022e-07,3.5456000000000224e-07,8.182505333e-07,5.621543136e-05,2.557486779e-07,0,PASS,
E17,289,5,6,3.530400000000022e-07,3.530500000000022e-07,3.5456000000000224e-07,8.182505333e-07,2.707354879e-05,2.557486779e-07,0,PASS,
E17,290,6,7,3.530500000000022e-07,3.5306000000000224e-07,3.5456000000000224e-07,8.182505333e-07,1.321847589e-05,2.557486779e-07,0,PASS,
E17,291,7,8,3.5306000000000224e-07,3.5307000000000225e-07,3.5456000000000224e-07,8.182505333e-07,6.665600518e-06,2.557486779e-07,0,PASS,
E17,292,8,7,3.694700000000023e-07,3.6948000000000233e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,293,7,6,3.6948000000000233e-07,3.6949000000000234e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,294,6,5,3.6949000000000234e-07,3.6950000000000235e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,295,5,4,3.6950000000000235e-07,3.6951000000000236e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,296,4,3,3.6951000000000236e-07,3.6952000000000237e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,297,3,2,3.6952000000000237e-07,3.695300000000024e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,298,2,1,3.695300000000024e-07,3.695400000000024e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E17,299,1,0,3.695400000000024e-07,3.695500000000024e-07,3.761300000000025e-07,3.299907789e-05,0.003580723674,6.318436312e-06,0,PASS,
E18,300,0,1,3.745500000000024e-07,3.745600000000024e-07,3.761300000000025e-07,2.365523874e-05,0.0002830480357,3.530441859e-06,0,PASS,
E18,301,1,2,3.745600000000024e-07,3.7457000000000243e-07,3.761300000000025e-07,1.479133303e-05,0.0002830480357,3.530441859e-06,0,PASS,
E18,302,2,3,3.7457000000000243e-07,3.7458000000000244e-07,3.761300000000025e-07,8.2937591e-07,0.0002590947448,5.214479281e-07,0,PASS,
E18,303,3,4,3.7458000000000244e-07,3.7459000000000246e-07,3.761300000000025e-07,8.2937591e-07,0.0001188509003,2.588538031e-07,0,PASS,
E18,304,4,5,3.7459000000000246e-07,3.7460000000000247e-07,3.761300000000025e-07,8.2937591e-07,5.621555599e-05,2.588538031e-07,0,PASS,
E18,305,5,6,3.7460000000000247e-07,3.746100000000025e-07,3.761300000000025e-07,8.2937591e-07,2.707359939e-05,2.588538031e-07,0,PASS,
E18,306,6,7,3.746100000000025e-07,3.746200000000025e-07,3.761300000000025e-07,8.2937591e-07,1.321839714e-05,2.588538031e-07,0,PASS,
E18,307,7,8,3.746200000000025e-07,3.746300000000025e-07,3.761300000000025e-07,8.2937591e-07,6.665558422e-06,2.588538031e-07,0,PASS,
E18,308,8,9,3.746300000000025e-07,3.746400000000025e-07,3.761300000000025e-07,8.2937591e-07,3.561572118e-06,2.588538031e-07,0,PASS,
E18,309,9,8,3.8233000000000255e-07,3.8234000000000256e-07,3.8434000000000255e-07,3.39843786e-06,8.110158953e-07,-4.43495546e-08,0,PASS,
E18,310,8,7,3.910500000000026e-07,3.910600000000026e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,311,7,6,3.910600000000026e-07,3.910700000000026e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,312,6,5,3.910700000000026e-07,3.910800000000026e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,313,5,4,3.910800000000026e-07,3.9109000000000264e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,314,4,3,3.9109000000000264e-07,3.9110000000000265e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,315,3,2,3.9110000000000265e-07,3.9111000000000266e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,316,2,1,3.9111000000000266e-07,3.9112000000000267e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E18,317,1,0,3.9112000000000267e-07,3.911300000000027e-07,3.9769000000000276e-07,3.192715835e-05,0.003580737616,7.486779159e-06,0,PASS,
E19,318,0,1,3.961300000000027e-07,3.961400000000027e-07,3.9769000000000276e-07,2.266418847e-05,0.0002830483018,3.92977185e-06,0,PASS,
E19,319,1,2,3.961400000000027e-07,3.961500000000027e-07,3.9769000000000276e-07,1.398012476e-05,0.0002830483018,3.92977185e-06,0,PASS,
E19,320,2,3,3.961500000000027e-07,3.961600000000027e-07,3.9769000000000276e-07,8.246366306e-07,0.0002590949831,7.969806217e-07,0,PASS,
E19,321,3,4,3.961600000000027e-07,3.9617000000000273e-07,3.9769000000000276e-07,8.246366306e-07,0.0001188510875,2.563041985e-07,0,PASS,
E19,322,4,5,3.9617000000000273e-07,3.9618000000000274e-07,3.9769000000000276e-07,8.246366306e-07,5.621549714e-05,2.563041985e-07,0,PASS,
E19,323,5,6,3.9618000000000274e-07,3.9619000000000276e-07,3.9769000000000276e-07,8.246366306e-07,2.70735444e-05,2.563041985e-07,0,PASS,
E19,324,6,7,3.9619000000000276e-07,3.9620000000000277e-07,3.9769000000000276e-07,8.246366306e-07,1.32184674e-05,2.563041985e-07,0,PASS,
E19,325,7,8,4.038900000000028e-07,4.039000000000028e-07,4.059000000000028e-07,-2.869616919e-06,8.047942818e-07,2.044374637e-05,0,PASS,
E19,326,8,7,4.1261000000000285e-07,4.1262000000000286e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,327,7,6,4.1262000000000286e-07,4.1263000000000287e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,328,6,5,4.1263000000000287e-07,4.126400000000029e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,329,5,4,4.126400000000029e-07,4.126500000000029e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,330,4,3,4.126500000000029e-07,4.126600000000029e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,331,3,2,4.126600000000029e-07,4.126700000000029e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,332,2,1,4.126700000000029e-07,4.126800000000029e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E19,333,1,0,4.126800000000029e-07,4.1269000000000294e-07,4.1927000000000304e-07,3.034705795e-05,0.003603576696,6.296785809e-06,0,PASS,
E20,334,0,1,4.1769000000000294e-07,4.1770000000000295e-07,4.1927000000000304e-07,2.370625916e-05,0.0002830462018,4.018764708e-06,0,PASS,
E20,335,1,2,4.1770000000000295e-07,4.1771000000000296e-07,4.1927000000000304e-07,1.481350785e-05,0.0002830462018,4.018764708e-06,0,PASS,
E20,336,2,3,4.1771000000000296e-07,4.17720000000003e-07,4.1927000000000304e-07,8.132455469e-07,0.0002590932182,8.59611798e-07,0,PASS,
E20,337,3,4,4.17720000000003e-07,4.17730000000003e-07,4.1927000000000304e-07,8.132455469e-07,0.000118850101,2.615389968e-07,0,PASS,
E20,338,4,5,4.17730000000003e-07,4.17740000000003e-07,4.1927000000000304e-07,8.132455469e-07,5.621507919e-05,2.615389968e-07,0,PASS,
E20,339,5,6,4.17740000000003e-07,4.17750000000003e-07,4.1927000000000304e-07,8.132455469e-07,2.70733793e-05,2.615389968e-07,0,PASS,
E20,340,6,7,4.17750000000003e-07,4.17760000000003e-07,4.1927000000000304e-07,8.132455469e-07,1.321839437e-05,2.615389968e-07,0,PASS,
E20,341,7,8,4.17760000000003e-07,4.1777000000000303e-07,4.1927000000000304e-07,8.132455469e-07,6.665561274e-06,2.615389968e-07,0,PASS,
E20,342,8,9,4.1777000000000303e-07,4.1778000000000304e-07,4.1927000000000304e-07,8.132455469e-07,3.561579771e-06,2.615389968e-07,0,PASS,
E20,343,9,8,4.254700000000031e-07,4.254800000000031e-07,4.274800000000031e-07,-1.545601292e-07,7.17618823e-07,1.296246765e-07,0,PASS,
E20,344,8,7,4.336800000000031e-07,4.3369000000000314e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,345,7,6,4.3369000000000314e-07,4.3370000000000315e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,346,6,5,4.3370000000000315e-07,4.3371000000000316e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,347,5,4,4.3371000000000316e-07,4.3372000000000317e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,348,4,3,4.3372000000000317e-07,4.337300000000032e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,349,3,2,4.337300000000032e-07,4.337400000000032e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,350,2,1,4.337400000000032e-07,4.337500000000032e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E20,351,1,0,4.337500000000032e-07,4.337600000000032e-07,4.403200000000033e-07,2.954125152e-05,0.003580626766,5.717387132e-06,0,PASS,
E21,352,0,1,4.387600000000032e-07,4.3877000000000323e-07,4.403200000000033e-07,2.502331235e-05,0.0002830483588,3.926958971e-06,0,PASS,
E21,353,1,2,4.3877000000000323e-07,4.3878000000000324e-07,4.403200000000033e-07,1.589497644e-05,0.0002830483588,3.926958971e-06,0,PASS,
E21,354,2,3,4.3878000000000324e-07,4.3879000000000326e-07,4.403200000000033e-07,8.315219571e-07,0.0002590950236,7.880939698e-07,0,PASS,
E21,355,3,4,4.3879000000000326e-07,4.3880000000000327e-07,4.403200000000033e-07,8.315219571e-07,0.0001188510951,2.35116613e-07,0,PASS,
E21,356,4,5,4.3880000000000327e-07,4.388100000000033e-07,4.403200000000033e-07,8.315219571e-07,5.621551128e-05,2.35116613e-07,0,PASS,
E21,357,5,6,4.388100000000033e-07,4.388200000000033e-07,4.403200000000033e-07,8.315219571e-07,2.707354148e-05,2.35116613e-07,0,PASS,
E21,358,6,7,4.388200000000033e-07,4.388300000000033e-07,4.403200000000033e-07,8.315219571e-07,1.321846902e-05,2.35116613e-07,0,PASS,
E21,359,7,8,4.4652000000000334e-07,4.4653000000000335e-07,4.4853000000000334e-07,7.62611793e-07,-2.165150865e-06,2.081088989e-07,0,PASS,
E21,360,8,7,4.547300000000034e-07,4.547400000000034e-07,4.613900000000036e-07,3.104338293e-05,0.003580604511,6.71879015e-06,0,PASS,
