scenario,vdd_v,trajectory_kind,probe_index,protocol_phase,medium_code,fine_code,q_read_v,q_read_late_v,q_state,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,active_ck_edge_count,recovery_max_ratio,electrical_valid,reason
1p10_normal,1.1,paired_coarse_bounded_fine_branches,56,fine_m3_scan,3,5,2.096930825e-08,1.936572157e-07,stable_low,4.009465854e-07,4.011863174e-07,4.011868691e-07,1,5.802775581818181e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,57,fine_m3_repeat,3,5,4.401518129e-08,-3.53850816e-07,stable_low,4.071468173e-07,4.073858889e-07,4.073870434e-07,1,1.5525705718181817e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,58,fine_m3_scan,3,6,-5.237189596e-07,-4.520843693e-07,stable_low,4.14856568e-07,4.150961422e-07,4.15103709e-07,1,4.181049698181818e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,59,fine_m3_repeat,3,6,2.506120604e-07,9.020927936e-08,stable_low,4.210566219e-07,4.21296139e-07,4.213036847e-07,1,1.7496543627272726e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,60,fine_m3_scan,3,7,4.069837171e-09,2.026666388e-07,stable_low,4.287666877e-07,4.290063587e-07,4.290208314e-07,1,4.199664002727272e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,61,fine_m3_repeat,3,7,1.512809437e-07,2.502100849e-07,stable_low,4.349665352e-07,4.352061021e-07,4.352206849e-07,1,4.99895893e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,62,fine_m3_scan,3,8,3.204176931e-07,-8.997783347e-08,stable_low,4.426766415e-07,4.429165901e-07,4.429378265e-07,1,5.004399888181818e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,63,fine_m3_repeat,3,8,1.800605853e-07,2.031858064e-07,stable_low,4.488765355e-07,4.491165514e-07,4.491377151e-07,1,2.086218281818182e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,64,fine_m3_scan,3,9,-3.339699469e-08,2.074822437e-07,stable_low,4.565865405e-07,4.568263575e-07,4.568549415e-07,1,1.4667953527272726e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,65,fine_m3_repeat,3,9,-3.587995446e-07,3.993431445e-07,stable_low,4.627865034e-07,4.630265039e-07,4.630547724e-07,1,9.170603209090908e-07,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,66,fine_m3_scan,3,10,-6.494602768e-08,3.953545568e-07,stable_low,4.704965949e-07,4.707365892e-07,4.70772043e-07,1,1.6917895945454543e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,67,fine_m3_repeat,3,10,1.816144171e-07,2.318023297e-07,stable_low,4.766967105e-07,4.769365701e-07,4.769721433e-07,1,5.0837594281818175e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,68,branch_cleanup,3,9,7.58343913e-07,-8.73834712e-07,stable_low,4.844066491e-07,4.846459873e-07,4.846749202e-07,1,8.763113222727272e-07,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,69,branch_cleanup,3,8,1.568963836e-07,2.508612982e-07,stable_low,4.921165905e-07,4.923564851e-07,4.923778315e-07,1,3.585766353636363e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,70,branch_cleanup,3,7,-1.266763364e-07,1.161319873e-06,stable_low,4.998268687e-07,5.000659397e-07,5.000809649e-07,1,5.651028847272726e-07,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,71,branch_cleanup,3,6,1.836555095e-07,1.599032985e-07,stable_low,5.075366562e-07,5.077766189e-07,5.077838889e-07,1,2.2152778063636363e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,72,branch_cleanup,3,5,6.25784596e-08,-5.542223861e-08,stable_low,5.152464708e-07,5.154861696e-07,5.154867384e-07,1,2.41262752e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,73,branch_cleanup,3,4,1.498784309e-07,1.085002699e-07,stable_low,5.229565361e-07,5.231960446e-07,5.231899565e-07,1,3.140966158181818e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,74,branch_cleanup,3,3,1.0999997728,1.0999995123,stable_high,5.306664993e-07,5.309063343e-07,5.308935375e-07,1,1.0321891963636364e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,75,branch_cleanup,3,2,1.0999995324,1.0999999752,stable_high,5.383766795e-07,5.38616586e-07,5.385972419e-07,1,1.1390110818181818e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,76,branch_cleanup,3,1,1.0999996495,1.0999995147,stable_high,5.460865473e-07,5.463263222e-07,5.463012487e-07,1,1.39598609e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,77,branch_cleanup,3,0,1.0999996592,1.0999994935,stable_high,5.537967155e-07,5.540359427e-07,5.540060738e-07,1,2.7530850718181815e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,78,fine_m4_scan,4,0,-7.049489889e-07,-7.09707636e-07,stable_low,5.615066219e-07,5.617461401e-07,5.617490673e-07,1,1.1040477063636363e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,79,fine_m4_repeat,4,0,-1.604899348e-07,7.822659195e-07,stable_low,5.677066642e-07,5.679466689e-07,5.679490177e-07,1,1.8725152609090906e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,80,fine_m4_scan,4,1,-1.623187452e-06,1.915297297e-06,stable_low,5.75416593e-07,5.75656499e-07,5.756644946e-07,1,1.2941176309090908e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,81,fine_m4_repeat,4,1,-5.909827337e-07,1.233663336e-06,stable_low,5.816165132e-07,5.818563817e-07,5.818644705e-07,1,2.5132572854545453e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,82,fine_m4_scan,4,2,-5.397381584e-07,8.218933415e-07,stable_low,5.893267431e-07,5.895664915e-07,5.8958052e-07,1,2.037277135454545e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,83,fine_m4_repeat,4,2,-1.591690602e-07,5.864547685e-07,stable_low,5.955266465e-07,5.957661099e-07,5.957804157e-07,1,1.89385258e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,84,fine_m4_scan,4,3,-1.100000718e-07,9.556479138e-07,stable_low,6.03236593e-07,6.034765016e-07,6.034966516e-07,1,1.4720248609090908e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,85,fine_m4_repeat,4,3,-6.232727919e-09,2.003020397e-07,stable_low,6.094366517e-07,6.09676555e-07,6.096966203e-07,1,5.9277325336363625e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,86,fine_m4_scan,4,4,3.230552236e-08,5.414609371e-07,stable_low,6.171465132e-07,6.173863245e-07,6.174131608e-07,1,3.575116844545454e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,87,fine_m4_repeat,4,4,6.387789158e-07,-7.180161128e-07,stable_low,6.233466288e-07,6.23586346e-07,6.236132617e-07,1,1.2525304772727271e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,88,fine_m4_scan,4,5,-4.275307484e-07,1.033877675e-06,stable_low,6.310566167e-07,6.312961901e-07,6.313300189e-07,1,1.111423240909091e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,89,fine_m4_repeat,4,5,-3.930134315e-07,-4.00727382e-07,stable_low,6.372565887e-07,6.374961215e-07,6.375300575e-07,1,1.16598909e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,90,fine_m4_scan,4,6,2.301753157e-07,4.548714131e-07,stable_low,6.44966526e-07,6.452064509e-07,6.452469533e-07,1,6.6195099699999994e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,91,fine_m4_repeat,4,6,2.233810283e-07,4.3327567e-07,stable_low,6.511665779e-07,6.514059971e-07,6.5144703e-07,1,6.983789932727271e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,92,fine_m4_scan,4,7,1.717137657e-07,2.090780546e-07,stable_low,6.58876513e-07,6.591163232e-07,6.591639082e-07,1,5.775994169090908e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,93,fine_m4_repeat,4,7,2.821993181e-07,-3.155360787e-08,stable_low,6.650766049e-07,6.653161181e-07,6.653639032e-07,1,1.0196360336363636e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,94,fine_m4_scan,4,8,1.494623536e-07,6.90793728e-08,stable_low,6.727865855e-07,6.730263392e-07,6.730810155e-07,1,1.7567950927272727e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,95,fine_m4_repeat,4,8,1.724881601e-07,2.224858598e-07,stable_low,6.789865034e-07,6.792264958e-07,6.792808201e-07,1,2.651219106363636e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,96,fine_m4_scan,4,9,5.118099784e-08,5.314710835e-08,stable_low,6.866967332e-07,6.8693659e-07,6.869982598e-07,1,3.7248143672727273e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,97,fine_m4_repeat,4,9,1.388408763e-07,1.415798494e-07,stable_low,6.928966075e-07,6.931361203e-07,6.931981464e-07,1,2.1519888909090905e-05,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,98,fine_m4_scan,4,10,5.996086803e-07,-3.388488834e-07,stable_low,7.006065352e-07,7.008461229e-07,7.009151639e-07,1,4.5392772218181815e-06,1,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,99,fine_m4_repeat,4,10,3.161868392e-07,9.101890445e-07,stable_low,7.068065779e-07,7.070459978e-07,7.071152887e-07,1,2.1198210136363635e-06,1,
