scenario,vdd_v,trajectory_kind,probe_index,protocol_phase,medium_code,fine_code,q_read_v,q_read_late_v,q_state,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,active_ck_edge_count,recovery_max_ratio,electrical_valid,reason
0p80_normal,0.8,paired_coarse_bounded_fine_branches,0,coarse_scan,0,0,0.7999996341,0.7999996631,stable_high,2.802185581e-09,3.585478042e-09,3.01743614e-09,1,1.0367338437499998e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,1,coarse_repeat,0,0,0.7999996326,0.7999996624,stable_high,9.001457329e-09,9.786566975e-09,9.216680927e-09,1,1.0499563582499999e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,2,coarse_scan,1,0,0.7999996166,0.7999996633,stable_high,1.671178051e-08,1.749710147e-08,1.699373143e-08,1,1.044508164125e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,3,coarse_repeat,1,0,0.7999996059,0.79999966,stable_high,2.291211376e-08,2.369680256e-08,2.319412114e-08,1,1.035221262125e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,4,coarse_scan,2,0,0.7999995975,0.7999997746,stable_high,3.062127476e-08,3.140610709e-08,3.097000218e-08,1,1.0268514608749998e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,5,coarse_repeat,2,0,0.7999995673,0.7999996508,stable_high,3.682187443e-08,3.760654277e-08,3.717086158e-08,1,1.00605196525e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,6,coarse_scan,3,0,0.7999990799,0.7999996371,stable_high,4.453180836e-08,4.531641693e-08,4.494798007e-08,1,3.6958518012499997e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,7,coarse_repeat,3,0,0.7999990534,0.7999996468,stable_high,5.073200978e-08,5.151652634e-08,5.11479578e-08,1,2.17469599625e-05,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,8,coarse_scan,4,0,0.7999963011,0.7999992273,stable_high,5.844214501e-08,5.922573811e-08,5.892498321e-08,1,3.73517485125e-05,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,9,coarse_repeat,4,0,0.7999963611,0.7999987875,stable_high,6.464146949e-08,6.542676776e-08,6.512429137e-08,1,3.8542807125e-05,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,10,coarse_scan,5,0,0.7999527049,0.8000000265,stable_high,7.235158298e-08,7.313628153e-08,7.290131916e-08,1,1.174801433375e-05,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,11,coarse_repeat,5,0,0.7998565955,0.7999995003,stable_high,7.855183607e-08,7.9335509e-08,7.910145454e-08,1,4.5500516337499995e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,12,coarse_scan,6,0,0.7999680058,0.7999986724,stable_high,8.626194226e-08,8.704642066e-08,8.687853835e-08,1,9.190589196249998e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,13,coarse_repeat,6,0,0.7999707005,0.7999986648,stable_high,9.246190613e-08,9.324628126e-08,9.307869281e-08,1,3.07375294125e-06,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,14,coarse_scan,7,0,0.8000037036,0.7999923483,stable_high,1.001718155e-07,1.009564745e-07,1.008552818e-07,1,0.000213855599375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,15,coarse_repeat,7,0,0.8000034201,0.7999936163,stable_high,1.063718594e-07,1.071557733e-07,1.070556056e-07,1,0.000210357584375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,16,coarse_scan,8,0,0.7999999521,0.80032165,stable_high,1.140817847e-07,1.148664081e-07,1.148320766e-07,1,0.0028082909525,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,17,coarse_repeat,8,0,0.7999999828,0.8000761646,stable_high,1.20281361e-07,1.210664636e-07,1.210318243e-07,1,0.0030486613787499995,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,18,coarse_scan,9,0,1.662953425e-07,1.810930647e-06,stable_low,1.279919956e-07,1.287766144e-07,1.288095119e-07,1,0.0406020552875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,19,coarse_repeat,9,0,1.662838003e-07,2.15175514e-06,stable_low,1.341920718e-07,1.349766046e-07,1.350098238e-07,1,0.0434837978375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,20,coarse_scan,10,0,1.66353549e-07,4.127804295e-07,stable_low,1.419020117e-07,1.426861505e-07,1.427865346e-07,1,0.30378660474999997,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,21,coarse_repeat,10,0,1.663307816e-07,3.223533427e-07,stable_low,1.481018154e-07,1.488865996e-07,1.489863068e-07,1,0.296440032125,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,22,coarse_backoff,9,0,1.664271126e-07,3.773578103e-06,stable_low,1.558115833e-07,1.565965727e-07,1.566295056e-07,1,0.044406891587500004,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,23,coarse_backoff,8,0,0.7999998941,0.8001775193,stable_high,1.635216258e-07,1.643071435e-07,1.642721968e-07,1,0.00289424561875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,24,fine_m7_scan,7,0,0.8000027268,0.7999883998,stable_high,1.712319735e-07,1.720171088e-07,1.719153449e-07,1,0.00022832213037499998,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,25,fine_m7_repeat,7,0,0.800003047,0.7999927402,stable_high,1.77431825e-07,1.782166035e-07,1.781158093e-07,1,0.000153327368,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,26,fine_m7_scan,7,1,0.8000024036,0.7999749441,stable_high,1.851414636e-07,1.8592635e-07,1.858304163e-07,1,0.000461540126625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,27,fine_m7_repeat,7,1,0.8000035995,0.7999813645,stable_high,1.913421417e-07,1.921265116e-07,1.92031662e-07,1,0.000400291895375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,28,fine_m7_scan,7,2,0.8000031953,0.7999813182,stable_high,1.990517896e-07,1.998370967e-07,1.997475291e-07,1,0.000995249474875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,29,fine_m7_repeat,7,2,0.800002918,0.7999861364,stable_high,2.052518479e-07,2.060364722e-07,2.05947742e-07,1,0.0009052105318749999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,30,fine_m7_scan,7,3,0.8000023711,0.7999910521,stable_high,2.1296193e-07,2.137462511e-07,2.136642847e-07,1,0.0013315447775,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,31,fine_m7_repeat,7,3,0.8000029661,0.7999923902,stable_high,2.191620011e-07,2.199457276e-07,2.198640354e-07,1,0.001140744105875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,32,fine_m7_scan,7,4,0.8000020884,0.7999942684,stable_high,2.268720503e-07,2.276563146e-07,2.275818239e-07,1,0.00227483754,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,33,fine_m7_repeat,7,4,0.8000024326,0.7999778533,stable_high,2.330721411e-07,2.338566483e-07,2.337815299e-07,1,0.0021723128612499997,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,34,fine_m7_scan,7,5,9.12244754e-07,3.21398539e-06,stable_low,2.407819397e-07,2.415659041e-07,2.414988187e-07,1,0.0033462016449999996,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,35,fine_m7_repeat,7,5,1.006338354e-06,-2.098685852e-07,stable_low,2.469819396e-07,2.477662952e-07,2.476988925e-07,1,0.00375900043,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,36,fine_m7_scan,7,6,8.11287376e-07,-6.807591399e-06,stable_low,2.546919554e-07,2.554762248e-07,2.554170671e-07,1,0.00481482833375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,37,fine_m7_repeat,7,6,9.470957161e-07,-1.731512944e-05,stable_low,2.60891801e-07,2.616761968e-07,2.616170106e-07,1,0.005277465607499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,38,fine_m7_scan,7,7,7.516411637e-07,-2.889321025e-05,stable_low,2.686012858e-07,2.693867399e-07,2.693350357e-07,1,0.007186205554999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,39,fine_m7_repeat,7,7,7.850032961e-07,-2.286778409e-05,stable_low,2.748020752e-07,2.755862788e-07,2.755356419e-07,1,0.007014696669999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,40,fine_m7_scan,7,8,6.382452448e-07,4.080975416e-06,stable_low,2.825120575e-07,2.832969671e-07,2.832554051e-07,1,0.010135168055,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,41,fine_m7_repeat,7,8,7.960714357e-07,-3.169736123e-05,stable_low,2.88712141e-07,2.894966899e-07,2.894553529e-07,1,0.01045609164375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,42,fine_m7_scan,7,9,6.589299326e-07,2.491764657e-05,stable_low,2.964218904e-07,2.972065359e-07,2.971748027e-07,1,0.013840135637499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,43,fine_m7_repeat,7,9,7.139785067e-07,6.286305161e-05,stable_low,3.026217429e-07,3.034058255e-07,3.033749315e-07,1,0.014037135787499998,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,44,fine_m7_scan,7,10,5.925645281e-07,0.0001181967673,stable_low,3.103316018e-07,3.1111594e-07,3.110947254e-07,1,0.0189461799875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,45,fine_m7_repeat,7,10,7.171181096e-07,9.072642242e-05,stable_low,3.165321393e-07,3.173152469e-07,3.172957295e-07,1,0.0199128438625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,46,branch_cleanup,7,9,7.073765874e-07,8.096718542e-06,stable_low,3.242416421e-07,3.250259457e-07,3.249948517e-07,1,0.014480901962499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,47,branch_cleanup,7,8,7.067020691e-07,4.873942742e-05,stable_low,3.319519562e-07,3.327365956e-07,3.326951899e-07,1,0.010421467258749999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,48,branch_cleanup,7,7,7.540112111e-07,-2.896836823e-05,stable_low,3.396618495e-07,3.40446567e-07,3.403959965e-07,1,0.0071305801625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,49,branch_cleanup,7,6,7.245201151e-07,-6.247639122e-06,stable_low,3.473721314e-07,3.481568293e-07,3.480975755e-07,1,0.005351088089999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,50,branch_cleanup,7,5,9.198918031e-07,6.990023668e-06,stable_low,3.550820762e-07,3.558662663e-07,3.557987971e-07,1,0.00366890924625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,51,branch_cleanup,7,4,0.8000025829,0.799982357,stable_high,3.627918067e-07,3.635764495e-07,3.63501474e-07,1,0.0021955984325,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,52,branch_cleanup,7,3,0.8000018181,0.7999681094,stable_high,3.705016947e-07,3.712861802e-07,3.712042012e-07,1,0.0013128188237499997,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,53,branch_cleanup,7,2,0.8000030871,0.7999859923,stable_high,3.782117934e-07,3.789958965e-07,3.789076296e-07,1,0.0008289750739999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,54,branch_cleanup,7,1,0.8000025934,0.7999766383,stable_high,3.859220366e-07,3.867066988e-07,3.866113829e-07,1,0.000489929629375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,55,branch_cleanup,7,0,0.8000036948,0.7999917724,stable_high,3.93632008e-07,3.944163082e-07,3.943155542e-07,1,0.000218239059875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,56,fine_m8_scan,8,0,0.7999985194,0.8000808616,stable_high,4.013417948e-07,4.021265669e-07,4.020927499e-07,1,0.0028108791412499996,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,57,fine_m8_repeat,8,0,0.8000001073,0.8000570736,stable_high,4.075418082e-07,4.083271584e-07,4.082922603e-07,1,0.00317485007,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,58,fine_m8_scan,8,1,4.861677071e-07,9.460371736e-05,stable_low,4.152518274e-07,4.160360136e-07,4.160080536e-07,1,0.00515236701375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,59,fine_m8_repeat,8,1,4.889329808e-07,0.0001309752311,stable_low,4.21451971e-07,4.22235992e-07,4.222086697e-07,1,0.004864749214999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,60,fine_m8_scan,8,2,5.070235081e-07,9.45496862e-05,stable_low,4.291615561e-07,4.299463153e-07,4.299242509e-07,1,0.00806072518625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,61,fine_m8_repeat,8,2,4.469010871e-07,9.521884964e-05,stable_low,4.353622255e-07,4.361462998e-07,4.361247237e-07,1,0.008471696425,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,62,fine_m8_scan,8,3,4.584646896e-07,1.587895376e-05,stable_low,4.430719342e-07,4.438564061e-07,4.438415453e-07,1,0.013001780312499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,63,fine_m8_repeat,8,3,4.765516147e-07,3.926659458e-05,stable_low,4.49271971e-07,4.500561305e-07,4.500411209e-07,1,0.013408761249999998,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,64,fine_m8_scan,8,4,4.561133073e-07,-5.583751513e-05,stable_low,4.569817127e-07,4.577665911e-07,4.57758399e-07,1,0.019343287499999997,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,65,fine_m8_repeat,8,4,5.582789448e-07,-5.221985745e-05,stable_low,4.63181982e-07,4.639657457e-07,4.639580787e-07,1,0.019234265812499998,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,66,fine_m8_scan,8,5,4.92974383e-07,-5.903594334e-05,stable_low,4.708915913e-07,4.716764133e-07,4.716750117e-07,1,0.0288104102375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,67,fine_m8_repeat,8,5,4.917608062e-07,-5.202467449e-05,stable_low,4.770915808e-07,4.77876639e-07,4.778759963e-07,1,0.027806498125,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,68,fine_m8_scan,8,6,5.100013452e-07,-4.802661582e-05,stable_low,4.848020511e-07,4.855864546e-07,4.8559373e-07,1,0.037445106825,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,69,fine_m8_repeat,8,6,5.185499828e-07,-5.208927638e-05,stable_low,4.910017296e-07,4.917867139e-07,4.917944055e-07,1,0.0390484085875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,70,fine_m8_scan,8,7,5.126515878e-07,-3.004330421e-05,stable_low,4.987115831e-07,4.994962323e-07,4.995125306e-07,1,0.050726956224999994,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,71,fine_m8_repeat,8,7,4.908020956e-07,-3.183682196e-05,stable_low,5.049122211e-07,5.056966802e-07,5.057134846e-07,1,0.0517643558,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,72,fine_m8_scan,8,8,5.361006615e-07,-1.537205666e-05,stable_low,5.126217777e-07,5.13406602e-07,5.134315833e-07,1,0.0661947765,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,73,fine_m8_repeat,8,8,4.784679217e-07,-1.365814458e-05,stable_low,5.188221417e-07,5.196064861e-07,5.196328314e-07,1,0.06428161595,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,74,fine_m8_scan,8,9,4.300635791e-07,-9.808591484e-08,stable_low,5.26531588e-07,5.273169382e-07,5.273516003e-07,1,0.07941717614999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,75,fine_m8_repeat,8,9,4.797103318e-07,-2.068107109e-06,stable_low,5.327322588e-07,5.335167711e-07,5.335522666e-07,1,0.08230750517499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,76,fine_m8_scan,8,10,4.886115586e-07,1.966820043e-06,stable_low,5.404414511e-07,5.412262195e-07,5.412716458e-07,1,0.10202677931249998,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,77,fine_m8_repeat,8,10,4.862415776e-07,1.871767389e-06,stable_low,5.466417996e-07,5.474266322e-07,5.474720049e-07,1,0.09769639431249999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,78,branch_cleanup,8,9,4.287513995e-07,-8.128828517e-08,stable_low,5.543521145e-07,5.551370766e-07,5.551719744e-07,1,0.08172846809999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,79,branch_cleanup,8,8,4.809808203e-07,-1.207946893e-05,stable_low,5.620615962e-07,5.628469414e-07,5.628717439e-07,1,0.06471798899999999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,80,branch_cleanup,8,7,4.732170809e-07,-2.937726933e-05,stable_low,5.697718241e-07,5.70556912e-07,5.70572723e-07,1,0.04966899365,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,81,branch_cleanup,8,6,5.23390809e-07,-4.411563057e-05,stable_low,5.774821509e-07,5.782665715e-07,5.782743446e-07,1,0.03717315375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,82,branch_cleanup,8,5,5.518160482e-07,-5.833736337e-05,stable_low,5.851920313e-07,5.859764474e-07,5.859758183e-07,1,0.027025031924999998,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,83,branch_cleanup,8,4,4.735624314e-07,-5.575518788e-05,stable_low,5.929018248e-07,5.936869097e-07,5.936781543e-07,1,0.0190926825875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,84,branch_cleanup,8,3,6.065821687e-07,2.309843788e-05,stable_low,6.006116029e-07,6.013966839e-07,6.013815066e-07,1,0.012945604687499999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,85,branch_cleanup,8,2,5.302500935e-07,7.405773697e-05,stable_low,6.083220102e-07,6.091069832e-07,6.09084716e-07,1,0.00847458836875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,86,branch_cleanup,8,1,4.575800156e-07,0.0001101231651,stable_low,6.160320679e-07,6.168164702e-07,6.167884048e-07,1,0.005573152751249999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,87,branch_cleanup,8,0,-9.654618878e-05,0.0009400490598,stable_low,6.237419575e-07,6.245259353e-07,6.244923857e-07,1,0.00266684037,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,88,fine_m9_scan,9,0,1.664207896e-07,3.762977255e-06,stable_low,6.314515835e-07,6.322364648e-07,6.322695152e-07,1,0.0413838203875,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,89,fine_m9_repeat,9,0,1.66322779e-07,2.665712246e-06,stable_low,6.376523506e-07,6.384365962e-07,6.384700196e-07,1,0.038707526462499996,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,90,fine_m9_scan,9,1,1.610736094e-07,1.984707623e-06,stable_low,6.453617949e-07,6.461466193e-07,6.461856039e-07,1,0.0590956394125,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,91,fine_m9_repeat,9,1,1.664389495e-07,1.985851901e-06,stable_low,6.515618083e-07,6.523469931e-07,6.523847801e-07,1,0.0616689073625,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,92,fine_m9_scan,9,2,1.650625539e-07,1.734679931e-06,stable_low,6.592715983e-07,6.600569315e-07,6.601015066e-07,1,0.0853454083375,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,93,fine_m9_repeat,9,2,1.664194862e-07,9.194066056e-07,stable_low,6.654718092e-07,6.662569918e-07,6.663009321e-07,1,0.08618202458749999,1,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,94,fine_m9_scan,9,3,1.658497246e-07,1.627471253e-08,stable_low,6.73181982e-07,6.739664384e-07,6.740184914e-07,1,0.11158930645,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,95,fine_m9_repeat,9,3,1.657923484e-07,5.949161985e-07,stable_low,6.793819883e-07,6.801664872e-07,6.802186315e-07,1,0.10986415522499998,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,96,fine_m9_scan,9,4,1.650592144e-07,-2.408556243e-07,stable_low,6.870917903e-07,6.878769202e-07,6.8793528e-07,1,0.141397164875,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,97,fine_m9_repeat,9,4,1.66258222e-07,-1.691598655e-07,stable_low,6.932917719e-07,6.940763831e-07,6.941348683e-07,1,0.13793557874999998,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,98,fine_m9_scan,9,5,1.664334837e-07,-1.807739578e-07,stable_low,7.010016662e-07,7.017865774e-07,7.018523328e-07,1,0.170827235,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,99,fine_m9_repeat,9,5,1.663060089e-07,-1.695638512e-07,stable_low,7.072018476e-07,7.079861402e-07,7.080523565e-07,1,0.16981816399999997,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,100,fine_m9_scan,9,6,1.66101407e-07,-4.161292633e-07,stable_low,7.149115136e-07,7.156964761e-07,7.15770503e-07,1,0.195493606,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,101,fine_m9_repeat,9,6,1.663624195e-07,-2.397551859e-07,stable_low,7.211118518e-07,7.218968437e-07,7.219706048e-07,1,0.19638539274999997,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,102,fine_m9_scan,9,7,1.664164573e-07,-4.830170875e-07,stable_low,7.288214374e-07,7.296069435e-07,7.296897996e-07,1,0.228744621875,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,103,fine_m9_repeat,9,7,1.662090535e-07,-2.123724483e-07,stable_low,7.350220719e-07,7.358066133e-07,7.358898407e-07,1,0.225285925,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,104,fine_m9_scan,9,8,1.65720922e-07,-4.790854514e-07,stable_low,7.427318091e-07,7.435167948e-07,7.436092429e-07,1,0.247081299,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,105,fine_m9_repeat,9,8,1.658198878e-07,-4.414919743e-07,stable_low,7.489316467e-07,7.497164619e-07,7.498086696e-07,1,0.25166911025,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,106,fine_m9_scan,9,9,1.657734556e-07,-2.167199538e-07,stable_low,7.566419707e-07,7.574265421e-07,7.575287642e-07,1,0.271937447625,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,107,fine_m9_repeat,9,9,1.661512386e-07,-4.395184129e-08,stable_low,7.628420074e-07,7.636262483e-07,7.637289341e-07,1,0.275676801125,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,108,fine_m9_scan,9,10,1.66150491e-07,-4.598759513e-07,stable_low,7.705521898e-07,7.713370679e-07,7.714500004e-07,1,0.293987319125,0,recovery_tail_not_below_0p1_vdd
0p80_normal,0.8,paired_coarse_bounded_fine_branches,109,fine_m9_repeat,9,10,1.659216934e-07,-2.977587781e-07,stable_low,7.767511613e-07,7.775362893e-07,7.776483267e-07,1,0.2932836495,0,recovery_tail_not_below_0p1_vdd
0p95_normal,0.95,paired_coarse_bounded_fine_branches,0,coarse_scan,0,0,0.9499996984,0.9499996985,stable_high,2.532031196e-09,2.913488112e-09,2.674974688e-09,1,1.1591152842105265e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,1,coarse_repeat,0,0,0.9499996976,0.9499997021,stable_high,8.732000395e-09,9.113331772e-09,8.874833074e-09,1,9.692476918947369e-07,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,2,coarse_scan,1,0,0.9499997013,0.949999697,stable_high,1.64419877e-08,1.682344599e-08,1.662868844e-08,1,9.608574935789475e-07,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,3,coarse_repeat,1,0,0.9499996969,0.9499997052,stable_high,2.264192374e-08,2.30232445e-08,2.282871417e-08,1,9.884079755789474e-07,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,4,coarse_scan,2,0,0.9499997045,0.9499996835,stable_high,3.035206246e-08,3.073341607e-08,3.058249398e-08,1,1.0198396488421053e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,5,coarse_repeat,2,0,0.9499997022,0.9499996945,stable_high,3.655178184e-08,3.693365002e-08,3.678221277e-08,1,1.0231973118947369e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,6,coarse_scan,3,0,0.949999705,0.949999667,stable_high,4.426193597e-08,4.464318439e-08,4.453629056e-08,1,4.381955387368421e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,7,coarse_repeat,3,0,0.9499996985,0.9499997121,stable_high,5.046197365e-08,5.084309092e-08,5.07363015e-08,1,1.0853936315789475e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,8,coarse_scan,4,0,0.9499996914,0.9499997168,stable_high,5.81720393e-08,5.8553655e-08,5.849022671e-08,1,1.8871309073684214e-05,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,9,coarse_repeat,4,0,0.9499997367,0.9499993986,stable_high,6.437206247e-08,6.475317322e-08,6.469012601e-08,1,2.0095844126315793e-05,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,10,coarse_scan,5,0,0.9499992309,0.9500005645,stable_high,7.208206402e-08,7.246383412e-08,7.244409357e-08,1,3.3128258221052635e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,11,coarse_repeat,5,0,0.9499996344,0.9499998393,stable_high,7.82819234e-08,7.86637223e-08,7.864382571e-08,1,3.3808226189473686e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,12,coarse_scan,6,0,2.920282112e-07,1.810883347e-06,stable_low,8.599210445e-08,8.637358568e-08,8.63978795e-08,1,5.816906185263159e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,13,coarse_repeat,6,0,-1.890760391e-07,-1.776344904e-07,stable_low,9.219192814e-08,9.257350656e-08,9.259746699e-08,1,1.125142252631579e-05,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,14,coarse_scan,7,0,-4.762728666e-07,-3.153217415e-06,stable_low,9.990207664e-08,1.002834361e-07,1.003519447e-07,1,6.934168831578948e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,15,coarse_repeat,7,0,-3.821943928e-07,9.819733299e-07,stable_low,1.061019616e-07,1.064833964e-07,1.065517789e-07,1,8.191867125263157e-06,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,16,coarse_backoff,6,0,-3.299072711e-07,4.425132953e-06,stable_low,1.138119704e-07,1.141934223e-07,1.142176796e-07,1,1.732590877894737e-05,1,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,17,coarse_backoff,5,0,0.9499997019,0.9499996872,stable_high,1.215218281e-07,1.21903551e-07,1.218839344e-07,1,9.865023307368422e-07,1,
