episode_id,condition,probe_index,node,rise50_s,fall50_s,quiet_max_v,quiet_min_v,valid,reason
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns_pre,28,nd,2.924917524e-07,2.917157196e-07,0.8265387108,-0.03116239213,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns_pre,28,nm,2.925275883e-07,2.917373128e-07,0.8237613981,-0.02774173886,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns_pre,28,m,2.917856919e-07,2.933821783e-07,0.874139086,-0.02747547647,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns_pre,28,s,2.92832061e-07,2.933823572e-07,0.8287690397,-0.0204601272,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns_pre,28,ns,2.934132841e-07,2.929008172e-07,0.8150751207,-0.001839570141,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,nclk,3.015043386e-07,3.007231481e-07,0.8138452933,-0.01152383677,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,bclk,3.007560618e-07,3.015396412e-07,0.8346136566,-0.007652442447,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,nd,3.006925778e-07,2.99916415e-07,0.8265163887,-0.03154216705,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,nm,3.007278994e-07,2.999379232e-07,0.8231260629,-0.03080809641,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,m,2.999863552e-07,3.008650112e-07,0.8724575999,-0.02692008386,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,s,3.012500636e-07,3.015822603e-07,0.8296432938,-0.02072251564,1,
E14,pred8_arm_0p48999999999999994ns_pad_0p51ns,29,ns,3.016132209e-07,3.013259051e-07,0.8145280725,-0.001144913222,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,nclk,3.142723664e-07,3.134889443e-07,0.8138569885,-0.01225032771,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,bclk,3.135237606e-07,3.143082371e-07,0.8269110664,-0.03171287574,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,nd,3.135268135e-07,3.127556981e-07,0.8264891665,-0.05366883457,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,nm,3.143366268e-07,3.127772442e-07,0.82361147,-0.02550713084,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,m,3.128256578e-07,3.143771257e-07,0.8162565751,-0.027300418,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,s,3.135495601e-07,3.144237918e-07,0.8265744247,-0.02650923698,1,
E15,pred7_arm_1p0ns_pad_0p51ns_pre,30,ns,3.144556236e-07,3.135939011e-07,0.8332926594,-0.001378633241,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,nclk,3.230635367e-07,3.222816795e-07,0.8138440313,-0.01360155898,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,bclk,3.223145791e-07,3.230996755e-07,0.8321732226,-0.007642671079,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,nd,3.222520834e-07,3.214756969e-07,0.8264081126,-0.03276035674,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,nm,3.222875919e-07,3.214972893e-07,0.8234118259,-0.03072784595,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,m,3.21545788e-07,3.231421219e-07,0.8689647649,-0.02768289632,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,s,3.22555497e-07,3.231421896e-07,0.8281072284,-0.02065978562,1,
E15,pred7_arm_1p0ns_pad_0p51ns,31,ns,3.231731825e-07,3.22622704e-07,0.8153519048,-0.001371655764,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,nclk,3.359960283e-07,3.35205773e-07,0.8627319193,-0.009773573996,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,bclk,3.352408705e-07,3.36032613e-07,0.8385543179,-0.03847863937,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,nd,3.351151809e-07,3.34335691e-07,0.826496454,-0.02670530085,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,nm,3.351359136e-07,3.343572468e-07,0.8433201157,-0.02594615863,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,m,3.344056703e-07,3.351784252e-07,0.8242518838,-0.0271182583,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,s,3.44178982e-07,3.447224323e-07,0.02997914906,-0.03707063649,1,
E16,pred9_arm_1p0ns_pad_0p51ns_pre,32,ns,3.447534597e-07,3.442480184e-07,0.8055434943,0.7991785126,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,nclk,3.44643453e-07,3.438622971e-07,0.8138955458,-0.01270883583,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,bclk,3.43895184e-07,3.446768141e-07,0.8177518869,-0.007610860973,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,nd,3.438323088e-07,3.430562304e-07,0.8265691253,-0.03237200651,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,nm,3.438678448e-07,3.430777795e-07,0.8230441523,-0.03019280748,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,m,3.431262961e-07,3.447216533e-07,0.8746249821,-0.02751810414,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,s,3.44178982e-07,3.447224323e-07,0.8209181607,-0.02086521364,1,
E16,pred9_arm_1p0ns_pad_0p51ns,33,ns,3.447534597e-07,3.442480184e-07,0.815053796,-0.001850833985,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,nclk,3.574932366e-07,3.567112747e-07,0.8138904965,-0.01161602887,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,bclk,3.567441886e-07,3.575293724e-07,0.8235947261,-0.00764591535,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,nd,3.566817767e-07,3.559055524e-07,0.8263699758,-0.03218745597,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,nm,3.567177543e-07,3.559271144e-07,0.8239606786,-0.03104556887,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,m,3.559755126e-07,3.575718758e-07,0.8787187308,-0.02677481446,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,s,3.569467287e-07,3.575720053e-07,0.8267190134,-0.01988896683,1,
E17,pred8_arm_1p0ns_pad_0p51ns_pre,34,ns,3.576030932e-07,3.570123144e-07,0.8157398282,-0.002083192437,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,nclk,3.662041099e-07,3.654222581e-07,0.8138726964,-0.0093775025,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,bclk,3.654551606e-07,3.662386522e-07,0.8196453001,-0.007650656585,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,nd,3.653918729e-07,3.646162426e-07,0.8264926943,-0.03246421553,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,nm,3.654273992e-07,3.646377799e-07,0.8239971779,-0.03069259895,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,m,3.646862526e-07,3.662822377e-07,0.8820450808,-0.02768928281,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,s,3.658193619e-07,3.662819965e-07,0.8199354959,-0.02067037289,1,
E17,pred8_arm_1p0ns_pad_0p51ns,35,ns,3.663130367e-07,3.658914631e-07,0.8147585469,-0.001596065594,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,nclk,3.791347396e-07,3.783454061e-07,0.8629613492,-0.01343460296,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,bclk,3.783805014e-07,3.7917175e-07,0.8477143298,-0.03784205827,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,nd,3.782549837e-07,3.774756632e-07,0.826529856,-0.02645324389,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,nm,3.782757948e-07,3.774971562e-07,0.8488199805,-0.02570285217,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,m,3.775455939e-07,3.783183179e-07,0.8240972859,-0.02739912589,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,s,3.876638269e-07,3.878604112e-07,0.02762692048,-0.0369024508,1,
E18,pred9_arm_1p0ns_pad_0p51ns_pre,36,ns,3.87890689e-07,3.877425345e-07,0.8052354366,0.7991952693,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,nclk,3.877810712e-07,3.870026436e-07,0.8138287008,-0.01048344433,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,bclk,3.870355017e-07,3.878174732e-07,0.8599264648,-0.007629752183,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,nd,3.869719964e-07,3.861959984e-07,0.8264724065,-0.03175559942,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,nm,3.870071611e-07,3.862175647e-07,0.8232970477,-0.03164369309,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,m,3.862660808e-07,3.871258937e-07,0.8809284134,-0.02753138143,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,s,3.876638269e-07,3.878604112e-07,0.6834945554,-0.02066303888,1,
E18,pred9_arm_1p0ns_pad_0p51ns,37,ns,3.87890689e-07,3.877425345e-07,0.8144323714,-0.002041029666,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,nclk,4.00551954e-07,3.997688296e-07,0.8138454023,-0.01303297763,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,bclk,3.998036017e-07,4.005867601e-07,0.824759059,-0.03179514974,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,nd,3.998067805e-07,3.99035614e-07,0.8264274668,-0.05313469149,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,nm,4.006150433e-07,3.990571618e-07,0.8233159262,-0.02549327826,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,m,3.991055664e-07,4.006544062e-07,0.8111190739,-0.0269845434,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,s,3.998294158e-07,4.007038562e-07,0.8237039222,-0.02650338884,1,
E19,pred7_arm_1p0ns_pad_0p51ns_pre,38,ns,4.007357005e-07,3.998738319e-07,0.8324516422,-0.001569061612,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,nclk,4.093454703e-07,4.085624666e-07,0.8138320914,-0.01404065493,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,bclk,4.08595365e-07,4.093777866e-07,0.8298615923,-0.007648979942,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,nd,4.085323228e-07,4.077561132e-07,0.8264376833,-0.03181654135,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,nm,4.085682396e-07,4.077776657e-07,0.8239793625,-0.03094752994,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,m,4.078261665e-07,4.094219324e-07,0.8761288211,-0.02748394125,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,s,4.088532796e-07,4.094224128e-07,0.8269022184,-0.02059086455,1,
E19,pred7_arm_1p0ns_pad_0p51ns,39,ns,4.094534181e-07,4.089212177e-07,0.815220422,-0.001517306069,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,nclk,4.22278536e-07,4.214863941e-07,0.8652674941,-0.01182740788,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,bclk,4.215214542e-07,4.223147769e-07,0.8347871526,-0.03751661695,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,nd,4.213944884e-07,4.206159125e-07,0.8262247217,-0.02634649043,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,nm,4.214152106e-07,4.206374813e-07,0.8404243051,-0.02569105567,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,m,4.206858805e-07,4.214577152e-07,0.8244673408,-0.02757498998,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,s,4.304087793e-07,4.304153371e-07,0.02964243785,-0.03677348001,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns_pre,40,ns,4.433656542e-07,4.42503882e-07,0.8055023628,0.7991859943,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,nclk,4.304116165e-07,4.296324492e-07,0.813853169,-0.01042377898,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,bclk,4.296653171e-07,4.304473251e-07,0.8335274093,-0.007629962043,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,nd,4.296015269e-07,4.288259863e-07,0.8265441098,-0.03172003731,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,nm,4.296368728e-07,4.28847485e-07,0.8235821207,-0.03132903208,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,m,4.288959091e-07,4.297463403e-07,0.8104699236,-0.02765985895,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,s,4.304087793e-07,4.304153371e-07,0.4049044746,-0.02101751093,1,
E20,pred9_arm_0p48999999999999994ns_pad_0p51ns,41,ns,4.433656542e-07,4.42503882e-07,0.814350659,0.6843410656,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,nclk,4.431808512e-07,4.423989294e-07,0.8138466307,-0.008779247941,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,bclk,4.424338484e-07,4.432166166e-07,0.8205896801,-0.0317017047,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,nd,4.424369922e-07,4.416656981e-07,0.8264890724,-0.05068622182,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,nm,4.432452356e-07,4.416872441e-07,0.8236113288,-0.02516746957,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,m,4.417356572e-07,4.432840068e-07,0.8102946956,-0.02730006244,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,s,4.424594846e-07,4.433338134e-07,0.8245219191,-0.02597367261,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,42,ns,4.433656542e-07,4.42503882e-07,0.8338075568,-0.001351287632,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,nclk,4.514645164e-07,4.506825217e-07,0.8138654277,-0.01310503266,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,bclk,4.507154249e-07,4.514978212e-07,0.8181151737,-0.007652755472,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,nd,4.506518894e-07,4.498762919e-07,0.8266470358,-0.03233633223,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,nm,4.506876133e-07,4.498978605e-07,0.8236259323,-0.0293683999,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,m,4.499462753e-07,4.515417754e-07,0.8841872594,-0.02754753478,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,s,4.510865725e-07,4.515422944e-07,0.821147876,-0.02079620342,1,
E21,pred7_arm_0p48999999999999994ns_pad_0p51ns,43,ns,4.515733685e-07,4.511589567e-07,0.8147365252,-0.001848890104,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,nclk,4.643954503e-07,4.636059501e-07,0.8632126689,-0.01383087297,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,bclk,4.636410412e-07,4.644320407e-07,0.8398200367,-0.03818147328,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,nd,4.635149391e-07,4.627356606e-07,0.8264913364,-0.02713701162,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,nm,4.635356918e-07,4.62757239e-07,0.8441567737,-0.0260104001,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,m,4.62805605e-07,4.635781993e-07,0.824530043,-0.0277690966,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,s,4.715007043e-07,4.721222296e-07,0.03135564767,-0.03698459014,1,
E22,pred9_arm_0p0ns_pad_0p51ns_pre,44,ns,4.721531865e-07,4.71566257e-07,0.8058751348,0.7991797713,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,nclk,4.720450263e-07,4.712619883e-07,0.8138724903,-0.009668613241,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,bclk,4.712949038e-07,4.720809869e-07,0.8285718279,-0.007624759729,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,nd,4.712326165e-07,4.704562073e-07,0.8265500506,-0.03285436977,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,nm,4.712683725e-07,4.704777809e-07,0.8230874776,-0.03233855661,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,m,4.705259338e-07,4.721225334e-07,0.873875031,-0.02738212437,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,s,4.715007043e-07,4.721222296e-07,0.8272060746,-0.02270701465,1,
E22,pred9_arm_0p0ns_pad_0p51ns,45,ns,4.721531865e-07,4.71566257e-07,0.8156942871,-0.001210707219,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,nclk,4.848108515e-07,4.8402893e-07,0.8138465993,-0.008779196885,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,bclk,4.840638505e-07,4.848466169e-07,0.8205889466,-0.03170103504,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,nd,4.840669923e-07,4.832956982e-07,0.8264891658,-0.05068628773,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,nm,4.848752361e-07,4.833172442e-07,0.8236114729,-0.02516753063,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,m,4.833656578e-07,4.849140073e-07,0.8102948977,-0.02730040905,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,s,4.840894845e-07,4.849638134e-07,0.8245217697,-0.02596794803,1,
E23,pred7_arm_0p0ns_pad_0p51ns_pre,46,ns,4.849956543e-07,4.841338834e-07,0.8338095992,-0.001351305516,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,nclk,4.926048863e-07,4.91822096e-07,0.8138645876,-0.009860119717,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,bclk,4.918549899e-07,4.926406582e-07,0.8224942836,-0.007648504091,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,nd,4.917923474e-07,4.910161108e-07,0.8264072424,-0.02975119226,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,nm,4.918282602e-07,4.910376633e-07,0.8239130538,-0.02734332571,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,m,4.910858812e-07,4.926826506e-07,0.8786187942,-0.02707027748,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,s,4.920727625e-07,4.9268216e-07,0.8257788489,-0.02229334477,1,
E23,pred7_arm_0p0ns_pad_0p51ns,47,ns,4.927132372e-07,4.921389275e-07,0.8155279945,-0.001336688078,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,nclk,5.055368869e-07,5.047466255e-07,0.8649268271,-0.009780734274,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,bclk,5.04781689e-07,5.055736308e-07,0.8372845534,-0.03762045606,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,nd,5.046550052e-07,5.038756488e-07,0.8264213116,-0.02645470705,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,nm,5.046758426e-07,5.038971973e-07,0.8423011751,-0.02517374785,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,m,5.039456152e-07,5.047182338e-07,0.8236642703,-0.02701146296,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,s,5.131961282e-07,5.13752277e-07,0.02984285115,-0.03680569717,1,
E24,pred9_arm_1p0ns_pad_0p0ns_pre,48,ns,5.137832625e-07,5.132646883e-07,0.8055259984,0.7991861615,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,nclk,5.136739153e-07,5.128915639e-07,0.8138269154,-0.01542716227,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,bclk,5.129244811e-07,5.137087925e-07,0.8213083906,-0.007645398736,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,nd,5.12861564e-07,5.12085728e-07,0.8263626134,-0.03247227535,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,nm,5.128972654e-07,5.1210729e-07,0.8239839287,-0.03067948772,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,m,5.121558077e-07,5.137522693e-07,0.8723680543,-0.02679879385,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,s,5.131961282e-07,5.13752277e-07,0.8219519689,-0.02007817704,1,
E24,pred9_arm_1p0ns_pad_0p0ns,49,ns,5.137832625e-07,5.132646883e-07,0.8151451314,-0.001482900633,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,nclk,5.264415311e-07,5.256586161e-07,0.8138370612,-0.0137506072,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,bclk,5.256935998e-07,5.264770335e-07,0.8172583373,-0.03128655964,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,nd,5.256964172e-07,5.249257067e-07,0.8261423027,-0.05425800389,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,nm,5.265045226e-07,5.24947231e-07,0.8236461466,-0.02560281876,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,m,5.249956468e-07,5.265448111e-07,0.8164902177,-0.02767691865,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,s,5.257192451e-07,5.265937514e-07,0.8212654947,-0.02644958539,1,
E25,pred7_arm_1p0ns_pad_0p0ns_pre,50,ns,5.266255889e-07,5.257636453e-07,0.833890254,-0.002140574592,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,nclk,5.347237111e-07,5.339425423e-07,0.8138632039,-0.01404326202,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,bclk,5.339754486e-07,5.347588193e-07,0.8332740377,-0.007633387608,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,nd,5.339119808e-07,5.331360082e-07,0.826533719,-0.03223473454,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,nm,5.339474667e-07,5.331575688e-07,0.8234810433,-0.030624098,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,m,5.332060747e-07,5.348018532e-07,0.8752941415,-0.02773197989,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,s,5.343957237e-07,5.348021459e-07,0.8291653669,-0.02004351272,1,
E25,pred7_arm_1p0ns_pad_0p0ns,51,ns,5.348332262e-07,5.344696815e-07,0.8146629396,-0.001939162727,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,nclk,5.47657463e-07,5.468659728e-07,0.8644318882,-0.01387489965,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,bclk,5.469010296e-07,5.476952012e-07,0.8364249766,-0.03758011191,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,nd,5.467743441e-07,5.459959125e-07,0.8262247265,-0.02604613372,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,nm,5.46794973e-07,5.460174812e-07,0.8414767218,-0.02274023115,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,m,5.460658804e-07,5.468374959e-07,0.8239302793,-0.02757515099,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,s,5.547694165e-07,5.553622195e-07,0.02980560691,-0.03691973456,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,52,ns,5.55393204e-07,5.548362876e-07,0.8054493502,0.7991875134,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,nclk,5.552850056e-07,5.545018614e-07,0.813878372,-0.01236826537,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,bclk,5.545347526e-07,5.55319218e-07,0.8172603792,-0.007656989984,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,nd,5.544720307e-07,5.536955134e-07,0.826500771,-0.03229546126,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,nm,5.545078292e-07,5.537170902e-07,0.8234460745,-0.03086777227,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,m,5.537655026e-07,5.553620942e-07,0.8680566852,-0.02748562609,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,s,5.547694165e-07,5.553622195e-07,0.8248205515,-0.01968600336,1,
E26,pred9_arm_0p48999999999999994ns_pad_0p0ns,53,ns,5.55393204e-07,5.548362876e-07,0.815379759,-0.001887351604,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,nclk,5.680509565e-07,5.672688428e-07,0.8138233146,-0.0135522663,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,bclk,5.6730383e-07,5.680871159e-07,0.8317343329,-0.03146161689,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,nd,5.673068566e-07,5.665357825e-07,0.8264649476,-0.05213272543,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,nm,5.681151043e-07,5.665573407e-07,0.8238086438,-0.02529659011,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,m,5.666057412e-07,5.681528302e-07,0.8093045884,-0.02745238185,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,s,5.673295045e-07,5.682038805e-07,0.8273023082,-0.02617787075,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,54,ns,5.682357331e-07,5.673738599e-07,0.8334116354,-0.001335787056,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,nclk,5.758253835e-07,5.750423756e-07,0.8138426299,-0.01070337791,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,bclk,5.750752892e-07,5.758586949e-07,0.8308026675,-0.007636282546,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,nd,5.75011652e-07,5.742360106e-07,0.8265747936,-0.03220347749,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,nm,5.750470915e-07,5.74257606e-07,0.8236515402,-0.03087800913,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,m,5.743059823e-07,5.751776191e-07,0.8822315599,-0.02768339833,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,s,5.755986925e-07,5.759020516e-07,0.8265578904,-0.02030143142,1,
E27,pred7_arm_0p48999999999999994ns_pad_0p0ns,55,ns,5.759330927e-07,5.756754342e-07,0.8145323055,-0.001724151576,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,nclk,5.887572841e-07,5.879669575e-07,0.8656797114,-0.01390539183,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,bclk,5.880019855e-07,5.887950606e-07,0.8367141289,-0.03673792984,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,nd,5.878743292e-07,5.870959067e-07,0.8261815534,-0.02674339446,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,nm,5.878949959e-07,5.871175013e-07,0.841727291,-0.02594521379,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,m,5.871658958e-07,5.879374689e-07,0.824372886,-0.02692513919,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,s,5.954151477e-07,5.95972274e-07,0.02982134265,-0.03668061867,1,
E28,pred9_arm_0p0ns_pad_0p0ns_pre,56,ns,5.960032473e-07,5.954836723e-07,0.8054503652,0.7991914263,1,
E28,pred9_arm_0p0ns_pad_0p0ns,57,nclk,5.958942877e-07,5.951119268e-07,0.8138270261,-0.01542630096,1,
