scenario,probe_index,protocol_phase,medium_code,fine_code,node,sclk_fall_s,return_rise10_s,return_fall10_s,return_settle_ps,second_rise10_s,second_rise_present,recovery_end_v,recovery_tail_max_v,recovery_tail_min_v,valid,reason
recovery_v4_diagnostic_0p80,37,fine_m7_repeat,7,6,dff_ck,3.481900000000009e-07,3.496570811e-07,3.505786532e-07,2388.6531999990843,3.565997454e-07,False,4.593961181e-06,4.593961181e-06,1.807670419e-06,1,
recovery_v4_diagnostic_0p80,38,fine_m7_scan,7,7,xor_29,3.5820000000000097e-07,3.590231198e-07,3.597860533e-07,1586.0532999990378,3.644655873e-07,False,-4.459319863e-06,-4.459319863e-06,-4.522368792e-06,1,
recovery_v4_diagnostic_0p80,38,fine_m7_scan,7,7,medium_out,3.5820000000000097e-07,3.596149964e-07,3.603594314e-07,2159.431399999042,3.650489584e-07,False,6.116270625e-07,7.17102274e-07,6.116270625e-07,1,
recovery_v4_diagnostic_0p80,38,fine_m7_scan,7,7,dff_ck,3.5820000000000097e-07,3.596660328e-07,3.60599568e-07,2399.5679999990366,3.651000315e-07,False,-8.576097802e-07,6.003246011e-07,-8.576097802e-07,1,
recovery_v4_diagnostic_0p80,39,fine_m7_repeat,7,7,xor_29,3.6670000000000103e-07,3.675240128e-07,3.682856457e-07,1585.6456999989673,3.744752441e-07,False,-2.014752677e-06,-2.014752677e-06,-2.098407031e-06,1,
recovery_v4_diagnostic_0p80,39,fine_m7_repeat,7,7,medium_out,3.6670000000000103e-07,3.681158929e-07,3.688577867e-07,2157.786699998963,3.750584785e-07,False,6.442951193e-07,8.397676492e-07,6.442951193e-07,1,
recovery_v4_diagnostic_0p80,39,fine_m7_repeat,7,7,dff_ck,3.6670000000000103e-07,3.681669732e-07,3.690988495e-07,2398.8494999989716,3.751103979e-07,False,-1.130821792e-06,3.293741403e-06,-1.130821792e-06,1,
recovery_v4_diagnostic_0p80,40,fine_m7_scan,7,8,xor_29,3.767100000000011e-07,3.775340128e-07,3.782956454e-07,1585.6453999989028,3.829758309e-07,False,2.734324651e-07,6.748852795e-07,2.734324651e-07,1,
recovery_v4_diagnostic_0p80,40,fine_m7_scan,7,8,medium_out,3.767100000000011e-07,3.781258929e-07,3.788677872e-07,2157.7871999989115,3.835593593e-07,False,2.811877411e-07,2.811877411e-07,5.964428803e-08,1,
recovery_v4_diagnostic_0p80,40,fine_m7_scan,7,8,dff_ck,3.767100000000011e-07,3.781776346e-07,3.791193815e-07,2409.381499998901,3.836111604e-07,False,-3.66740366e-06,3.940605589e-06,-3.66740366e-06,1,
recovery_v4_diagnostic_0p80,41,fine_m7_repeat,7,8,xor_29,3.8521000000000116e-07,3.860348745e-07,3.867962526e-07,1586.2525999988184,3.92985172e-07,False,-1.085969929e-07,2.397656415e-07,-1.085969929e-07,1,
recovery_v4_diagnostic_0p80,41,fine_m7_repeat,7,8,medium_out,3.8521000000000116e-07,3.866268541e-07,3.873692361e-07,2159.2360999988523,3.935684768e-07,False,3.814467556e-07,5.134370707e-07,3.814467556e-07,1,
recovery_v4_diagnostic_0p80,41,fine_m7_repeat,7,8,dff_ck,3.8521000000000116e-07,3.866785852e-07,3.876190572e-07,2409.0571999988256,3.936210709e-07,False,6.443783117e-07,9.833584059e-07,6.443783117e-07,1,
recovery_v4_diagnostic_0p80,42,fine_m7_scan,7,9,xor_29,3.9522000000000123e-07,3.960440602e-07,3.968058393e-07,1585.839299998791,4.014850217e-07,False,-3.824676501e-06,-3.120965726e-06,-3.824676501e-06,1,
recovery_v4_diagnostic_0p80,42,fine_m7_scan,7,9,medium_out,3.9522000000000123e-07,3.966356785e-07,3.973781706e-07,2158.170599998746,4.02068388e-07,False,5.967806159e-07,5.967806159e-07,5.301981437e-07,1,
recovery_v4_diagnostic_0p80,42,fine_m7_scan,7,9,dff_ck,3.9522000000000123e-07,3.966882214e-07,3.976386928e-07,2418.692799998754,4.021208291e-07,False,-7.375036301e-07,1.873772357e-06,-7.375036301e-07,1,
recovery_v4_diagnostic_0p80,43,fine_m7_repeat,7,9,xor_29,4.037200000000013e-07,4.045443547e-07,4.053057935e-07,1585.7934999987199,4.114955211e-07,False,-2.834552955e-06,-2.834552955e-06,-2.835281132e-06,1,
recovery_v4_diagnostic_0p80,43,fine_m7_repeat,7,9,medium_out,4.037200000000013e-07,4.051360675e-07,4.058774203e-07,2157.4202999987137,4.120789452e-07,False,3.404904166e-07,4.337861498e-07,3.404904166e-07,1,
recovery_v4_diagnostic_0p80,43,fine_m7_repeat,7,9,dff_ck,4.037200000000013e-07,4.051886028e-07,4.061370693e-07,2417.069299998688,4.121319593e-07,False,4.09899084e-06,4.09899084e-06,1.931703142e-06,1,
recovery_v4_diagnostic_0p80,44,fine_m7_scan,7,10,xor_29,4.1373000000000136e-07,4.14554188e-07,4.153158603e-07,1585.8602999986551,4.199955576e-07,False,1.370313057e-06,1.370313057e-06,1.086971006e-06,1,
recovery_v4_diagnostic_0p80,44,fine_m7_scan,7,10,medium_out,4.1373000000000136e-07,4.151454187e-07,4.158884853e-07,2158.4852999986592,4.205783458e-07,False,3.035333255e-07,3.898993854e-07,3.035333255e-07,1,
recovery_v4_diagnostic_0p80,44,fine_m7_scan,7,10,dff_ck,4.1373000000000136e-07,4.151987316e-07,4.161590684e-07,2429.0683999986136,4.206316598e-07,False,7.880873435e-06,7.880873435e-06,4.807756666e-06,1,
recovery_v4_diagnostic_0p80,45,fine_m7_repeat,7,10,xor_29,4.222300000000014e-07,4.230538635e-07,4.23816015e-07,1586.0149999985706,4.300058569e-07,False,-1.323212868e-06,-1.224132461e-06,-1.323212868e-06,1,
recovery_v4_diagnostic_0p80,45,fine_m7_repeat,7,10,medium_out,4.222300000000014e-07,4.236453157e-07,4.24387759e-07,2157.7589999985553,4.305896462e-07,False,8.459256378e-07,8.459256378e-07,8.237033863e-07,1,
recovery_v4_diagnostic_0p80,45,fine_m7_repeat,7,10,dff_ck,4.222300000000014e-07,4.236987447e-07,4.24655601e-07,2425.6009999986036,4.306420159e-07,False,9.894753984e-06,9.894753984e-06,6.311103343e-06,1,
recovery_v4_diagnostic_0p80,46,branch_cleanup,7,9,xor_29,4.322400000000015e-07,4.330637372e-07,4.338258813e-07,1585.8812999985196,4.40015567e-07,False,-3.040413019e-06,-3.010090156e-06,-3.040413019e-06,1,
recovery_v4_diagnostic_0p80,46,branch_cleanup,7,9,medium_out,4.322400000000015e-07,4.336552376e-07,4.34397712e-07,2157.7119999984907,4.40598916e-07,False,1.320880305e-07,1.320880305e-07,9.029565292e-08,1,
recovery_v4_diagnostic_0p80,46,branch_cleanup,7,9,dff_ck,4.322400000000015e-07,4.337076459e-07,4.346562424e-07,2416.2423999985153,4.406507674e-07,False,9.787208507e-07,9.787208507e-07,-1.805056244e-06,1,
recovery_v4_diagnostic_0p80,47,branch_cleanup,7,8,xor_29,4.4225000000000157e-07,4.430742892e-07,4.438359986e-07,1585.9985999984265,4.500250932e-07,False,-3.91442789e-06,-3.91442789e-06,-4.018967667e-06,1,
recovery_v4_diagnostic_0p80,47,branch_cleanup,7,8,medium_out,4.4225000000000157e-07,4.436661504e-07,4.44408183e-07,2158.182999998452,4.506087475e-07,False,4.955065658e-07,6.046359209e-07,4.955065658e-07,1,
recovery_v4_diagnostic_0p80,47,branch_cleanup,7,8,dff_ck,4.4225000000000157e-07,4.437180267e-07,4.446586924e-07,2408.6923999984447,4.506597191e-07,False,-1.840767467e-08,-1.840767467e-08,-1.736550846e-06,1,
recovery_v4_diagnostic_0p80,48,branch_cleanup,7,7,xor_29,4.5226000000000164e-07,4.530835859e-07,4.538458926e-07,1585.8925999983594,4.600354893e-07,False,5.02092507e-07,6.07310611e-07,5.02092507e-07,1,
recovery_v4_diagnostic_0p80,48,branch_cleanup,7,7,medium_out,4.5226000000000164e-07,4.53675429e-07,4.544181726e-07,2158.172599998383,4.606186411e-07,False,7.431122501e-07,7.635641773e-07,7.431122501e-07,1,
recovery_v4_diagnostic_0p80,48,branch_cleanup,7,7,dff_ck,4.5226000000000164e-07,4.537266414e-07,4.546568386e-07,2396.8385999983684,4.606690441e-07,False,-6.643478585e-06,-4.780852289e-06,-6.643478585e-06,1,
recovery_v4_diagnostic_0p80,49,branch_cleanup,7,6,xor_29,4.622700000000017e-07,4.630931883e-07,4.638560417e-07,1586.0416999982863,4.700455669e-07,False,-7.565238414e-07,-7.565238414e-07,-8.140078341e-07,1,
recovery_v4_diagnostic_0p80,49,branch_cleanup,7,6,medium_out,4.622700000000017e-07,4.636851374e-07,4.644277753e-07,2157.775299998307,4.706289159e-07,False,-8.444055843e-07,-7.88692146e-07,-8.444055843e-07,1,
recovery_v4_diagnostic_0p80,49,branch_cleanup,7,6,dff_ck,4.622700000000017e-07,4.637355808e-07,4.646573034e-07,2387.3033999983068,4.706788013e-07,False,4.212277749e-07,4.212277749e-07,-2.277819371e-06,1,
recovery_v4_diagnostic_0p80,50,branch_cleanup,7,5,xor_29,4.722800000000018e-07,4.731037277e-07,4.738655796e-07,1585.57959999823,4.800555899e-07,False,-9.131946822e-07,-9.131946822e-07,-9.565101572e-07,1,
recovery_v4_diagnostic_0p80,50,branch_cleanup,7,5,medium_out,4.722800000000018e-07,4.736957535e-07,4.744391114e-07,2159.111399998199,4.806393377e-07,False,7.935435924e-07,8.312970359e-07,7.935435924e-07,1,
recovery_v4_diagnostic_0p80,50,branch_cleanup,7,5,dff_ck,4.722800000000018e-07,4.737458049e-07,4.746581091e-07,2378.1090999981902,4.806882602e-07,False,3.034266999e-06,3.034266999e-06,-1.047611106e-06,1,
recovery_v4_diagnostic_0p80,51,branch_cleanup,7,4,xor_29,4.822900000000017e-07,4.831136e-07,4.838759184e-07,1585.9183999983577,4.900658447e-07,False,-4.545258908e-06,-4.137612595e-06,-4.545258908e-06,1,
recovery_v4_diagnostic_0p80,51,branch_cleanup,7,4,medium_out,4.822900000000017e-07,4.837050055e-07,4.844471937e-07,2157.193699998294,4.906486392e-07,False,7.536165445e-07,9.126378206e-07,7.536165445e-07,1,
recovery_v4_diagnostic_0p80,51,branch_cleanup,7,4,dff_ck,4.822900000000017e-07,4.83754366e-07,4.846572842e-07,2367.284199998331,4.906974558e-07,False,5.133679984e-07,5.133679984e-07,-1.396211907e-06,1,
recovery_v4_diagnostic_0p80,52,branch_cleanup,7,3,xor_29,4.923000000000015e-07,4.931233847e-07,4.938853682e-07,1585.3681999984371,5.000755307e-07,False,-3.357237254e-06,-3.357237254e-06,-3.371547499e-06,1,
recovery_v4_diagnostic_0p80,52,branch_cleanup,7,3,medium_out,4.923000000000015e-07,4.937153426e-07,4.944571733e-07,2157.173299998453,5.006589869e-07,False,6.799156374e-07,6.842340766e-07,6.799156374e-07,1,
recovery_v4_diagnostic_0p80,52,branch_cleanup,7,3,dff_ck,4.923000000000015e-07,4.937638447e-07,4.946566464e-07,2356.6463999984308,5.007070691e-07,False,-3.322271908e-06,-3.322271908e-06,-3.632227597e-06,1,
recovery_v4_diagnostic_0p80,53,branch_cleanup,7,2,xor_29,5.023100000000014e-07,5.031335291e-07,5.038962686e-07,1586.2685999986118,5.100856044e-07,False,-1.343729197e-06,3.041763318e-07,-1.343729197e-06,1,
recovery_v4_diagnostic_0p80,53,branch_cleanup,7,2,medium_out,5.023100000000014e-07,5.037251573e-07,5.044691691e-07,2159.169099998662,5.106686626e-07,False,8.755045554e-07,1.005566771e-06,8.755045554e-07,1,
recovery_v4_diagnostic_0p80,53,branch_cleanup,7,2,dff_ck,5.023100000000014e-07,5.037733415e-07,5.046570274e-07,2347.027399998584,5.107159752e-07,False,-2.683927916e-06,-2.683927916e-06,-4.325296634e-06,1,
recovery_v4_diagnostic_0p80,54,branch_cleanup,7,1,xor_29,5.123200000000012e-07,5.13144079e-07,5.139052374e-07,1585.2373999987462,5.200959169e-07,False,7.05321935e-07,7.05321935e-07,6.795494813e-07,1,
recovery_v4_diagnostic_0p80,54,branch_cleanup,7,1,medium_out,5.123200000000012e-07,5.137357059e-07,5.14477621e-07,2157.620999998796,5.20679238e-07,False,7.727350405e-07,7.728744324e-07,7.727350405e-07,1,
recovery_v4_diagnostic_0p80,54,branch_cleanup,7,1,dff_ck,5.123200000000012e-07,5.137830224e-07,5.146561218e-07,2336.121799998707,5.207260591e-07,False,-4.038392859e-06,-3.950652413e-06,-4.038392859e-06,1,
recovery_v4_diagnostic_0p80,55,branch_cleanup,7,0,xor_29,5.223300000000011e-07,5.231525597e-07,5.239159728e-07,1585.9727999988515,5.301056546e-07,False,-1.749255822e-06,-1.049050093e-06,-1.749255822e-06,1,
recovery_v4_diagnostic_0p80,55,branch_cleanup,7,0,medium_out,5.223300000000011e-07,5.237442981e-07,5.244877472e-07,2157.7471999988725,5.307564838e-07,False,7.781927826e-07,7.781927826e-07,4.550519805e-07,1,
recovery_v4_diagnostic_0p80,55,branch_cleanup,7,0,dff_ck,5.223300000000011e-07,5.237911212e-07,5.246553494e-07,2325.3493999989328,5.308032826e-07,False,2.280619763e-06,2.280619763e-06,-2.309846939e-06,1,
recovery_v4_diagnostic_0p80,56,fine_m8_scan,8,0,xor_29,5.32340000000001e-07,5.331638637e-07,5.339262098e-07,1586.209799999076,5.386054583e-07,False,-3.120858654e-06,-2.276777342e-06,-3.120858654e-06,1,
recovery_v4_diagnostic_0p80,56,fine_m8_scan,8,0,medium_out,5.32340000000001e-07,5.338220663e-07,5.345713566e-07,2231.3565999990533,5.392561151e-07,False,9.42421657e-07,9.42421657e-07,8.131440668e-07,1,
recovery_v4_diagnostic_0p80,56,fine_m8_scan,8,0,dff_ck,5.32340000000001e-07,5.338691433e-07,5.347384607e-07,2398.460699999033,5.39302957e-07,False,2.296915322e-06,2.296915322e-06,-2.604190766e-06,1,
recovery_v4_diagnostic_0p80,57,fine_m8_repeat,8,0,xor_29,5.408400000000009e-07,5.416640117e-07,5.424260262e-07,1586.02619999913,5.486156244e-07,False,-1.913106135e-06,-1.551505065e-06,-1.913106135e-06,1,
recovery_v4_diagnostic_0p80,57,fine_m8_repeat,8,0,medium_out,5.408400000000009e-07,5.42322665e-07,5.43070673e-07,2230.6729999990935,5.49265422e-07,False,8.572965559e-07,8.688732463e-07,8.572965559e-07,1,
recovery_v4_diagnostic_0p80,57,fine_m8_repeat,8,0,dff_ck,5.408400000000009e-07,5.423693963e-07,5.432384369e-07,2398.4368999990947,5.493130689e-07,False,5.195799002e-06,5.195799002e-06,-6.846349503e-07,1,
recovery_v4_diagnostic_0p80,58,fine_m8_scan,8,1,xor_29,5.508500000000007e-07,5.516744762e-07,5.524356242e-07,1585.6241999992599,5.571155564e-07,False,-3.54162601e-07,-1.723182615e-07,-3.54162601e-07,1,
recovery_v4_diagnostic_0p80,58,fine_m8_scan,8,1,medium_out,5.508500000000007e-07,5.523331196e-07,5.530801836e-07,2230.1835999992454,5.577650987e-07,False,7.991453018e-07,7.991453018e-07,7.893874443e-07,1,
recovery_v4_diagnostic_0p80,58,fine_m8_scan,8,1,dff_ck,5.508500000000007e-07,5.52380457e-07,5.532585609e-07,2408.560899999291,5.578125176e-07,False,-8.202355804e-07,-5.897877288e-07,-8.202355804e-07,1,
recovery_v4_diagnostic_0p80,59,fine_m8_repeat,8,1,xor_29,5.593500000000006e-07,5.601735654e-07,5.609356065e-07,1585.606499999418,5.671258726e-07,False,-5.873495474e-07,-5.873495474e-07,-6.545440315e-07,1,
recovery_v4_diagnostic_0p80,59,fine_m8_repeat,8,1,medium_out,5.593500000000006e-07,5.608320508e-07,5.615824003e-07,2232.400299999335,5.677758816e-07,False,3.826911298e-07,4.241863283e-07,3.826911298e-07,1,
recovery_v4_diagnostic_0p80,59,fine_m8_repeat,8,1,dff_ck,5.593500000000006e-07,5.608793368e-07,5.617595484e-07,2409.548399999326,5.678236924e-07,False,-8.421246029e-06,-4.875121377e-06,-8.421246029e-06,1,
recovery_v4_diagnostic_0p80,60,fine_m8_scan,8,2,xor_29,5.693600000000005e-07,5.701846071e-07,5.709465933e-07,1586.5932999994614,5.756254795e-07,False,3.564956878e-08,3.564956878e-08,-2.046196912e-07,1,
recovery_v4_diagnostic_0p80,60,fine_m8_scan,8,2,medium_out,5.693600000000005e-07,5.708432305e-07,5.715925508e-07,2232.55079999951,5.762756932e-07,False,8.550511221e-07,8.550511221e-07,8.440862428e-07,1,
recovery_v4_diagnostic_0p80,60,fine_m8_scan,8,2,dff_ck,5.693600000000005e-07,5.708912295e-07,5.717808818e-07,2420.8817999995476,5.763234268e-07,False,2.008288601e-06,2.008288601e-06,1.268972183e-06,1,
recovery_v4_diagnostic_0p80,61,fine_m8_repeat,8,2,xor_29,5.778600000000004e-07,5.786834321e-07,5.794454595e-07,1585.459499999626,5.85635537e-07,False,-1.87175196e-06,-1.677708253e-06,-1.87175196e-06,1,
recovery_v4_diagnostic_0p80,61,fine_m8_repeat,8,2,medium_out,5.778600000000004e-07,5.793422022e-07,5.800922464e-07,2232.246399999592,5.862858466e-07,False,4.631588152e-07,5.160352733e-07,4.631588152e-07,1,
recovery_v4_diagnostic_0p80,61,fine_m8_repeat,8,2,dff_ck,5.778600000000004e-07,5.793900271e-07,5.802803277e-07,2420.327699999581,5.863343395e-07,False,-1.143562058e-05,-6.9064385e-06,-1.143562058e-05,1,
recovery_v4_diagnostic_0p80,62,fine_m8_scan,8,3,xor_29,5.878700000000002e-07,5.886931883e-07,5.894562724e-07,1586.272399999748,5.941358397e-07,False,-1.399866126e-06,-1.256245702e-08,-1.399866126e-06,1,
recovery_v4_diagnostic_0p80,62,fine_m8_scan,8,3,medium_out,5.878700000000002e-07,5.893517104e-07,5.901032158e-07,2233.215799999805,5.947863655e-07,False,8.720765453e-07,9.332151349e-07,8.720765453e-07,1,
recovery_v4_diagnostic_0p80,62,fine_m8_scan,8,3,dff_ck,5.878700000000002e-07,5.894004873e-07,5.903031031e-07,2433.1030999997392,5.948350548e-07,False,2.51479936e-06,2.51479936e-06,-6.607972641e-06,1,
recovery_v4_diagnostic_0p80,63,fine_m8_repeat,8,3,xor_29,5.963700000000001e-07,5.971941879e-07,5.979558675e-07,1585.8674999998354,6.041458346e-07,False,2.646047136e-07,2.646047136e-07,8.760564113e-08,1,
recovery_v4_diagnostic_0p80,63,fine_m8_repeat,8,3,medium_out,5.963700000000001e-07,5.97852502e-07,5.986007516e-07,2230.7515999998236,6.047958949e-07,False,4.898056651e-07,5.149992925e-07,4.898056651e-07,1,
recovery_v4_diagnostic_0p80,63,fine_m8_repeat,8,3,dff_ck,5.963700000000001e-07,5.979008666e-07,5.988002341e-07,2430.234099999814,6.048451356e-07,False,1.786533417e-06,1.786533417e-06,1.006156745e-06,1,
recovery_v4_diagnostic_0p80,64,fine_m8_scan,8,4,xor_29,6.0638e-07,6.072045749e-07,6.07965648e-07,1585.6480000000452,6.126458929e-07,False,-4.696350108e-06,-4.69431241e-06,-4.696350108e-06,1,
recovery_v4_diagnostic_0p80,64,fine_m8_scan,8,4,medium_out,6.0638e-07,6.0786334e-07,6.08610763e-07,2230.7629999999494,6.132960006e-07,False,7.111024437e-07,7.111024437e-07,7.10032446e-07,1,
recovery_v4_diagnostic_0p80,64,fine_m8_scan,8,4,dff_ck,6.0638e-07,6.079123045e-07,6.088214659e-07,2441.4658999999633,6.133450154e-07,False,2.369664386e-06,2.369664386e-06,2.335544965e-06,1,
recovery_v4_diagnostic_0p80,65,fine_m8_repeat,8,4,xor_29,6.148799999999999e-07,6.157035237e-07,6.164655438e-07,1585.5438000000483,6.226556134e-07,False,-8.30699753e-07,-6.327589195e-07,-8.30699753e-07,1,
recovery_v4_diagnostic_0p80,65,fine_m8_repeat,8,4,medium_out,6.148799999999999e-07,6.16362295e-07,6.171123701e-07,2232.370100000136,6.233061782e-07,False,1.039056257e-06,1.039056257e-06,7.789381337e-07,1,
recovery_v4_diagnostic_0p80,65,fine_m8_repeat,8,4,dff_ck,6.148799999999999e-07,6.164114361e-07,6.173214565e-07,2441.456500000056,6.233560891e-07,False,1.045737251e-05,1.045737251e-05,-1.139281701e-06,1,
recovery_v4_diagnostic_0p80,66,fine_m8_scan,8,5,xor_29,6.248899999999998e-07,6.257139923e-07,6.264755866e-07,1585.586600000267,6.31155551e-07,False,-3.031423638e-07,-3.031423638e-07,-3.11699547e-07,1,
recovery_v4_diagnostic_0p80,66,fine_m8_scan,8,5,medium_out,6.248899999999998e-07,6.263725024e-07,6.271225094e-07,2232.509400000228,6.318056704e-07,False,6.411080973e-07,6.411080973e-07,6.398589634e-07,1,
recovery_v4_diagnostic_0p80,66,fine_m8_scan,8,5,dff_ck,6.248899999999998e-07,6.264222241e-07,6.273414457e-07,2451.44570000023,6.318554733e-07,False,1.359061368e-06,1.359061368e-06,1.158769304e-06,1,
recovery_v4_diagnostic_0p80,67,fine_m8_repeat,8,5,xor_29,6.333899999999997e-07,6.342143201e-07,6.349760559e-07,1586.0559000002859,6.411656245e-07,False,-1.914107787e-06,-1.77928824e-06,-1.914107787e-06,1,
recovery_v4_diagnostic_0p80,67,fine_m8_repeat,8,5,medium_out,6.333899999999997e-07,6.348728551e-07,6.356215259e-07,2231.5259000003134,6.418154219e-07,False,1.07801264e-07,1.07801264e-07,1.02938408e-07,1,
recovery_v4_diagnostic_0p80,67,fine_m8_repeat,8,5,dff_ck,6.333899999999997e-07,6.349225816e-07,6.358399415e-07,2449.9415000003423,6.418662269e-07,False,4.36669297e-06,4.36669297e-06,2.907252502e-06,1,
recovery_v4_diagnostic_0p80,68,fine_m8_scan,8,6,xor_29,6.433999999999995e-07,6.442242943e-07,6.449862028e-07,1586.202800000427,6.496653822e-07,False,-1.347718262e-08,-1.347718262e-08,-9.952829753e-08,1,
recovery_v4_diagnostic_0p80,68,fine_m8_scan,8,6,medium_out,6.433999999999995e-07,6.448832886e-07,6.456317712e-07,2231.7712000004726,6.503160452e-07,False,8.166820947e-07,8.166820947e-07,7.742470369e-07,1,
recovery_v4_diagnostic_0p80,68,fine_m8_scan,8,6,dff_ck,6.433999999999995e-07,6.449338069e-07,6.458606377e-07,2460.6377000004336,6.503665455e-07,False,3.61000103e-07,4.601830533e-07,3.61000103e-07,1,
recovery_v4_diagnostic_0p80,69,fine_m8_repeat,8,6,xor_29,6.518999999999994e-07,6.527237241e-07,6.534863743e-07,1586.3743000005727,6.596754382e-07,False,-3.638167323e-06,-3.638167323e-06,-3.668184886e-06,1,
recovery_v4_diagnostic_0p80,69,fine_m8_repeat,8,6,medium_out,6.518999999999994e-07,6.533826662e-07,6.541315679e-07,2231.5679000005716,6.603253844e-07,False,6.385831715e-07,6.385831715e-07,6.356920378e-07,1,
recovery_v4_diagnostic_0p80,69,fine_m8_repeat,8,6,dff_ck,6.518999999999994e-07,6.534330884e-07,6.543619003e-07,2461.900300000588,6.603765123e-07,False,-3.270237471e-06,-8.979693233e-07,-3.270237471e-06,1,
recovery_v4_diagnostic_0p80,70,fine_m8_scan,8,7,xor_29,6.619099999999993e-07,6.627339802e-07,6.634958932e-07,1585.893200000765,6.681755219e-07,False,-2.758001468e-06,-2.432679021e-06,-2.758001468e-06,1,
recovery_v4_diagnostic_0p80,70,fine_m8_scan,8,7,medium_out,6.619099999999993e-07,6.633928512e-07,6.641422646e-07,2232.264600000759,6.68826177e-07,False,7.6265023e-07,7.6265023e-07,7.471391093e-07,1,
recovery_v4_diagnostic_0p80,70,fine_m8_scan,8,7,dff_ck,6.619099999999993e-07,6.634440501e-07,6.643806182e-07,2470.6182000006916,6.688772591e-07,False,9.553370064e-06,9.553370064e-06,4.271163613e-06,1,
recovery_v4_diagnostic_0p80,71,fine_m8_repeat,8,7,xor_29,6.704099999999992e-07,6.712334396e-07,6.719963463e-07,1586.3463000007887,6.781853252e-07,False,-2.962842617e-06,-2.962842617e-06,-2.979682718e-06,1,
recovery_v4_diagnostic_0p80,71,fine_m8_repeat,8,7,medium_out,6.704099999999992e-07,6.718912707e-07,6.72642406e-07,2232.406000000827,6.78835684e-07,False,7.786205036e-07,7.787524275e-07,7.786205036e-07,1,
recovery_v4_diagnostic_0p80,71,fine_m8_repeat,8,7,dff_ck,6.704099999999992e-07,6.719426556e-07,6.728825433e-07,2472.543300000867,6.788875263e-07,False,1.123706183e-06,1.123706183e-06,1.045027834e-06,1,
recovery_v4_diagnostic_0p80,72,fine_m8_scan,8,8,xor_29,6.80419999999999e-07,6.812439046e-07,6.820059651e-07,1585.965100000952,6.866858923e-07,False,-6.406029606e-07,-6.406029606e-07,-5.519860898e-06,1,
recovery_v4_diagnostic_0p80,72,fine_m8_scan,8,8,medium_out,6.80419999999999e-07,6.819029452e-07,6.826513307e-07,2231.3307000009395,6.873360015e-07,False,1.00388044e-06,1.00388044e-06,8.051381828e-07,1,
recovery_v4_diagnostic_0p80,72,fine_m8_scan,8,8,dff_ck,6.80419999999999e-07,6.819546811e-07,6.828996845e-07,2479.6845000009794,6.873876136e-07,False,3.692544487e-07,1.375261701e-06,3.692544487e-07,1,
recovery_v4_diagnostic_0p80,73,fine_m8_repeat,8,8,xor_29,6.889199999999989e-07,6.897437593e-07,6.905064767e-07,1586.4767000010288,6.96695172e-07,False,7.873181171e-07,8.146732534e-07,7.873181171e-07,1,
recovery_v4_diagnostic_0p80,73,fine_m8_repeat,8,8,medium_out,6.889199999999989e-07,6.9040237e-07,6.911529674e-07,2232.9674000010427,6.973458297e-07,False,8.953474914e-07,8.953474914e-07,8.67397037e-07,1,
recovery_v4_diagnostic_0p80,73,fine_m8_repeat,8,8,dff_ck,6.889199999999989e-07,6.904542769e-07,6.914020137e-07,2482.0137000011064,6.97398457e-07,False,-1.326194032e-06,1.047272678e-08,-1.326194032e-06,1,
recovery_v4_diagnostic_0p80,74,fine_m8_scan,8,9,xor_29,6.989299999999988e-07,6.997538788e-07,7.005158169e-07,1585.816900001219,7.051957226e-07,False,-2.545746555e-06,-2.545746555e-06,-2.613164607e-06,1,
recovery_v4_diagnostic_0p80,74,fine_m8_scan,8,9,medium_out,6.989299999999988e-07,7.00412887e-07,7.011608957e-07,2230.8957000011615,7.058465622e-07,False,7.673004263e-07,7.678661144e-07,7.673004263e-07,1,
recovery_v4_diagnostic_0p80,74,fine_m8_scan,8,9,dff_ck,6.989299999999988e-07,7.004653986e-07,7.014192001e-07,2489.2001000012137,7.058989672e-07,False,-1.023325879e-06,9.172348688e-07,-1.023325879e-06,1,
recovery_v4_diagnostic_0p80,75,fine_m8_repeat,8,9,xor_29,7.074299999999987e-07,7.082546588e-07,7.090156027e-07,1585.6027000012466,7.152059192e-07,False,6.05392955e-07,6.551150988e-07,6.05392955e-07,1,
recovery_v4_diagnostic_0p80,75,fine_m8_repeat,8,9,medium_out,7.074299999999987e-07,7.089132762e-07,7.096608896e-07,2230.889600001277,7.158560474e-07,False,5.676475152e-07,5.676475152e-07,5.662924807e-07,1,
recovery_v4_diagnostic_0p80,75,fine_m8_repeat,8,9,dff_ck,7.074299999999987e-07,7.089657679e-07,7.099184965e-07,2488.496500001287,7.159090826e-07,False,1.305404969e-06,1.305404969e-06,1.290795559e-06,1,
recovery_v4_diagnostic_0p80,76,fine_m8_scan,8,10,xor_29,7.174399999999986e-07,7.182634703e-07,7.190259737e-07,1585.9737000014277,7.237056267e-07,False,-3.531628365e-06,-2.946826618e-06,-3.531628365e-06,1,
recovery_v4_diagnostic_0p80,76,fine_m8_scan,8,10,medium_out,7.174399999999986e-07,7.189212629e-07,7.196718667e-07,2231.8667000014016,7.243562025e-07,False,4.188824959e-07,4.188824959e-07,3.897676754e-07,1,
recovery_v4_diagnostic_0p80,76,fine_m8_scan,8,10,dff_ck,7.174399999999986e-07,7.189744586e-07,7.199415845e-07,2501.5845000014356,7.244094287e-07,False,-1.003487173e-08,2.101127456e-06,-1.003487173e-08,1,
