episode_id,kind,condition,predecessor_M,M,F,reset_release_s,reset_arm_s,timeline_pad_s,launch_time_s,q_read_time_s,measured_reset_release50_s,measured_sclk_launch50_s,measured_reset_arm_s,q_read_v,q_read_late_v,Q_logic,Q_late_logic,xor_rise50_s,medium_rise50_s,ck_rise50_s,D_medium_ps,D_fine_ps,D_total_ps,W_xor_ps,hold_margin_ps,active_window_start_s,active_window_end_s,extra_ck_edge,valid,reason
E21,predecessor,pred7_arm_0p48999999999999994ns_pad_0p51ns_pre,7,7,0,4.403300000000033e-07,4.9e-10,0.0,4.4082000000000333e-07,4.4312000000000335e-07,4.4033e-07,4.4082e-07,4.899999999999733e-10,0.8000024107,0.8003131817,1,1,4.416220323e-07,4.42177908e-07,4.423057673e-07,555.8757000000102,127.85930000001592,683.735000000026,785.1256000000169,101.39059999999085,4.4082000000000333e-07,4.4332000000000336e-07,False,1,
E21,target,pred7_arm_0p48999999999999994ns_pad_0p51ns,7,8,0,4.4854000000000335e-07,4.9e-10,5.1e-10,4.490300000000034e-07,4.513300000000034e-07,4.4854e-07,4.4903e-07,4.899999999999733e-10,0.799999712,0.8006056295,1,1,4.498325686e-07,4.504553679e-07,4.505832083e-07,622.7992999999625,127.84040000002148,750.639699999984,784.4842999999564,33.84459999997239,4.490300000000034e-07,4.515300000000034e-07,False,1,
E22,predecessor,pred9_arm_0p0ns_pad_0p51ns_pre,9,9,0,4.614000000000036e-07,4.9e-10,0.0,4.618900000000036e-07,4.6419000000000363e-07,4.614e-07,4.6189e-07,4.900000000000262e-10,1.663633936e-07,0.0004424538555,0,0,4.626920435e-07,4.633816279e-07,4.635094551e-07,689.5843999999948,127.82719999998417,817.411599999979,785.1060999999992,-32.305499999979816,4.618900000000036e-07,4.6439000000000364e-07,False,1,
E22,target,pred9_arm_0p0ns_pad_0p51ns,9,8,0,4.6961000000000363e-07,0.0,5.1e-10,4.6961000000000363e-07,4.7191000000000365e-07,4.6961e-07,4.6961e-07,0.0,0.7999998424,0.8005050352,1,1,4.704125153e-07,4.710347863e-07,4.711627023e-07,622.2709999999943,127.91599999999926,750.1869999999935,784.8857999999835,34.69879999999,4.6961000000000363e-07,4.7211000000000366e-07,False,1,
E23,predecessor,pred7_arm_0p0ns_pad_0p51ns_pre,7,7,0,4.819600000000035e-07,4.9e-10,0.0,4.824500000000034e-07,4.847500000000034e-07,4.8196e-07,4.8245e-07,4.900000000000792e-10,0.8000024104,0.8003131837,1,1,4.832520324e-07,4.838079081e-07,4.839357677e-07,555.8756999999572,127.85959999997465,683.7352999999318,785.1254999999425,101.39020000001062,4.824500000000034e-07,4.849500000000034e-07,False,1,
E23,target,pred7_arm_0p0ns_pad_0p51ns,7,8,0,4.901700000000034e-07,0.0,5.1e-10,4.901700000000034e-07,4.924700000000034e-07,4.9017e-07,4.9017e-07,0.0,0.7999999506,0.8005906043,1,1,4.909723765e-07,4.915950639e-07,4.91722854e-07,622.6873999999483,127.79009999998725,750.4774999999356,785.4442999999978,34.96680000006222,4.901700000000034e-07,4.926700000000034e-07,False,1,
E24,predecessor,pred9_arm_1p0ns_pad_0p0ns_pre,9,9,0,5.025400000000028e-07,4.9e-10,0.0,5.030300000000027e-07,5.053300000000027e-07,5.0254e-07,5.0303e-07,4.899999999999733e-10,1.651268931e-07,0.0003983850845,0,0,5.03831918e-07,5.04522206e-07,5.046501527e-07,690.2879999999742,127.94670000004709,818.2347000000213,785.5885000000338,-32.646199999987516,5.030300000000027e-07,5.055300000000027e-07,False,1,
E24,target,pred9_arm_1p0ns_pad_0p0ns,9,8,0,5.102400000000027e-07,1e-09,0.0,5.112400000000027e-07,5.135400000000026e-07,5.1024e-07,5.1124e-07,9.999999999999692e-10,0.8000000539,0.8004455503,1,1,5.120420067e-07,5.126644595e-07,5.1279229e-07,622.4527999999232,127.83050000000674,750.2832999999299,784.7201999999439,34.43690000001402,5.112400000000027e-07,5.137400000000026e-07,False,1,
E25,predecessor,pred7_arm_1p0ns_pad_0p0ns_pre,7,7,0,5.235900000000021e-07,4.9e-10,0.0,5.240800000000021e-07,5.26380000000002e-07,5.2359e-07,5.2408e-07,4.899999999999733e-10,0.8000045297,0.8003141312,1,1,5.248820117e-07,5.254377282e-07,5.255654437e-07,555.7164999999726,127.7155000000131,683.4319999999857,784.4145000000103,100.98250000002463,5.240800000000021e-07,5.265800000000021e-07,False,1,
E25,target,pred7_arm_1p0ns_pad_0p0ns,7,8,0,5.31290000000002e-07,1e-09,0.0,5.32290000000002e-07,5.34590000000002e-07,5.3129e-07,5.3229e-07,9.999999999999692e-10,0.7999972426,0.8004532316,1,1,5.330923517e-07,5.337153256e-07,5.338431975e-07,622.9738999999818,127.87190000002987,750.8458000000116,784.7605999999635,33.91479999995181,5.32290000000002e-07,5.34790000000002e-07,False,1,
E26,predecessor,pred9_arm_0p48999999999999994ns_pad_0p0ns_pre,9,9,0,5.446600000000014e-07,4.9e-10,0.0,5.451500000000014e-07,5.474500000000013e-07,5.4466e-07,5.4515e-07,4.899999999999733e-10,1.659951102e-07,0.0003834277557,0,0,5.459522497e-07,5.466416785e-07,5.467695014e-07,689.4287999999915,127.822899999958,817.2516999999496,784.7737999999479,-32.47790000000168,5.451500000000014e-07,5.476500000000013e-07,False,1,
E26,target,pred9_arm_0p48999999999999994ns_pad_0p0ns,9,8,0,5.523600000000013e-07,4.9e-10,0.0,5.528500000000013e-07,5.551500000000013e-07,5.5236e-07,5.5285e-07,4.900000000000792e-10,0.7999999927,0.8003709223,1,1,5.536518535e-07,5.542746328e-07,5.544025676e-07,622.7792999999958,127.93479999997216,750.714099999968,785.4028000000061,34.688700000038125,5.528500000000013e-07,5.553500000000013e-07,False,1,
E27,predecessor,pred7_arm_0p48999999999999994ns_pad_0p0ns_pre,7,7,0,5.652000000000007e-07,4.9e-10,0.0,5.656900000000007e-07,5.679900000000007e-07,5.652e-07,5.6569e-07,4.899999999999733e-10,0.8000029452,0.8003767243,1,1,5.664921412e-07,5.670478556e-07,5.671756832e-07,555.7143999999968,127.82759999996445,683.5419999999613,784.7335000000028,101.19150000004151,5.656900000000007e-07,5.681900000000007e-07,False,1,
E27,target,pred7_arm_0p48999999999999994ns_pad_0p0ns,7,8,0,5.729000000000007e-07,4.9e-10,0.0,5.733900000000007e-07,5.756900000000006e-07,5.729e-07,5.7339e-07,4.900000000000792e-10,0.1012182458,0.800666773,,1,5.741923127e-07,5.74815202e-07,5.749430391e-07,622.8892999999714,127.83710000005185,750.7264000000232,784.4779000000074,33.75149999998416,5.733900000000007e-07,5.758900000000006e-07,False,0,q_read_unstable
E28,predecessor,pred9_arm_0p0ns_pad_0p0ns_pre,9,9,0,5.8576e-07,4.9e-10,0.0,5.8625e-07,5.8855e-07,5.8576e-07,5.8625e-07,4.899999999999733e-10,1.662757376e-07,0.0003837549342,0,0,5.870523033e-07,5.877425614e-07,5.878705065e-07,690.2581000000457,127.9451000000201,818.2032000000659,784.3002000000087,-33.903000000057204,5.8625e-07,5.8875e-07,False,1,
E28,target,pred9_arm_0p0ns_pad_0p0ns,9,8,0,5.9346e-07,0.0,0.0,5.9346e-07,5.957599999999999e-07,5.9346e-07,5.9346e-07,0.0,0.8000000536,0.8004668386,1,1,5.942623313e-07,5.948848213e-07,5.95012653e-07,622.4899999999947,127.83169999994756,750.3216999999422,784.7667999999225,34.44509999998024,5.9346e-07,5.959599999999999e-07,False,1,
