episode_id,group,condition,probe_index,node,rise10_s,rise50_s,fall10_s,fall50_s,quiet_peak_v,valid
D2,D,active_m7,23,x9,2.341461962e-07,2.34153345e-07,2.34964112e-07,2.34956421e-07,0.8387738004,1
D2,D,active_m7,23,x10,2.341716314e-07,2.341787163e-07,2.349917198e-07,2.349838177e-07,0.8407019784,1
D2,D,active_m7,23,my6,2.342021896e-07,2.342110586e-07,2.350273894e-07,2.350180617e-07,0.8249332129,1
D2,D,active_m7,23,my7,2.341609683e-07,2.341699549e-07,2.349815067e-07,2.349724171e-07,0.8264139017,1
D2,D,active_m7,23,my8,2.341862791e-07,2.341952584e-07,2.350099809e-07,2.349998973e-07,0.8258320203,1
D2,D,active_m7,23,my9,2.342119472e-07,2.342207864e-07,2.350376509e-07,2.350275448e-07,0.8261684453,1
D2,D,active_m7,23,medium_out,2.344489567e-07,2.344575451e-07,2.35300779e-07,2.352911126e-07,0.8238171579,1
D2,D,active_m7,24,x7,2.417955865e-07,2.41802658e-07,2.426083374e-07,2.42600074e-07,0.8453599205,1
D2,D,active_m7,24,x8,2.418212284e-07,2.418283166e-07,2.426361037e-07,2.426277876e-07,0.8438325112,1
D2,D,active_m7,24,x9,2.418467671e-07,2.418539894e-07,2.426634749e-07,2.426557716e-07,0.8440902241,1
D2,D,active_m7,24,x10,2.418725067e-07,2.418794407e-07,2.426914379e-07,2.426833617e-07,0.8442241763,1
D2,D,active_m7,24,my6,2.419697551e-07,2.419785694e-07,2.427997487e-07,2.427908075e-07,0.8246690517,1
D2,D,active_m7,24,my7,2.419285376e-07,2.419374665e-07,2.427543436e-07,2.427451454e-07,0.8247058181,1
D2,D,active_m7,24,my8,2.418872458e-07,2.418962699e-07,2.427085186e-07,2.426995617e-07,0.8262222649,1
D2,D,active_m7,24,my9,2.419129055e-07,2.419215751e-07,2.427368103e-07,2.427272907e-07,0.8262253863,1
D2,D,active_m7,24,medium_out,2.422165623e-07,2.422252805e-07,2.430739732e-07,2.430641138e-07,0.8248859012,1
D3,D,config_only_m9,26,x7,2.603646296e-07,2.603715946e-07,2.611782707e-07,2.611701271e-07,0.8439190144,1
D3,D,config_only_m9,26,x8,2.60390237e-07,2.603975335e-07,2.612059017e-07,2.611978819e-07,0.8426816051,1
D3,D,config_only_m9,26,x9,2.604161484e-07,2.604233141e-07,2.612336448e-07,2.61225896e-07,0.834200804,1
D3,D,config_only_m9,26,x10,2.604418106e-07,2.604487193e-07,2.612612279e-07,2.612531826e-07,0.841609529,1
D3,D,config_only_m9,26,my6,2.60538817e-07,2.605477262e-07,2.613697939e-07,2.613606879e-07,0.8250747579,1
D3,D,config_only_m9,26,my7,2.604977673e-07,2.605066885e-07,2.61324178e-07,2.613150024e-07,0.8247932937,1
D3,D,config_only_m9,26,my8,2.604566985e-07,2.604654883e-07,2.612785298e-07,2.612694836e-07,0.8262982234,1
D3,D,config_only_m9,26,my9,2.604820302e-07,2.604908685e-07,2.613066983e-07,2.612971863e-07,0.8264127228,1
D3,D,config_only_m9,26,medium_out,2.607856964e-07,2.607943779e-07,2.616438091e-07,2.616339265e-07,0.8247312246,1
D4,D,active_m9,27,x7,2.717245058e-07,2.717316883e-07,2.725391456e-07,2.725308386e-07,0.8470393508,1
D4,D,active_m9,27,x8,2.71750586e-07,2.71757476e-07,2.725669755e-07,2.72558593e-07,0.844387369,1
D4,D,active_m9,27,x9,2.717762384e-07,2.717832685e-07,2.725944971e-07,2.7258653e-07,0.8438104199,1
D4,D,active_m9,27,x10,2.718020653e-07,2.71809169e-07,2.726224423e-07,2.726144045e-07,0.8428916673,1
D4,D,active_m9,27,my6,2.719660428e-07,2.719746701e-07,2.728040586e-07,2.727947824e-07,0.8253580087,1
D4,D,active_m9,27,my7,2.719248538e-07,2.719335361e-07,2.727585764e-07,2.72749252e-07,0.8249529954,1
D4,D,active_m9,27,my8,2.718836861e-07,2.718923407e-07,2.727128836e-07,2.727038635e-07,0.8247962466,1
D4,D,active_m9,27,my9,2.718421477e-07,2.718511664e-07,2.726679426e-07,2.726583211e-07,0.8264343543,1
D4,D,active_m9,27,medium_out,2.722122497e-07,2.722209585e-07,2.730771967e-07,2.730679838e-07,0.8250575446,1
D4,D,active_m9,28,x7,2.794251367e-07,2.79432186e-07,2.802378513e-07,2.802295523e-07,0.8468017329,1
D4,D,active_m9,28,x8,2.794509933e-07,2.794580746e-07,2.802656895e-07,2.80257298e-07,0.8443707075,1
D4,D,active_m9,28,x9,2.794766941e-07,2.794838967e-07,2.802929756e-07,2.802852723e-07,0.8437516475,1
D4,D,active_m9,28,x10,2.795025489e-07,2.795094379e-07,2.803209515e-07,2.803128853e-07,0.8437559226,1
D4,D,active_m9,28,my6,2.795996915e-07,2.79608337e-07,2.804294876e-07,2.804203362e-07,0.8251210185,1
D4,D,active_m9,28,my7,2.79558521e-07,2.795672024e-07,2.803838844e-07,2.803746459e-07,0.8248426671,1
D4,D,active_m9,28,my8,2.795170814e-07,2.795261139e-07,2.803381371e-07,2.803290787e-07,0.8261802154,1
D4,D,active_m9,28,my9,2.795426616e-07,2.795516407e-07,2.803662949e-07,2.803567884e-07,0.8263152868,1
D4,D,active_m9,28,medium_out,2.798462557e-07,2.798549983e-07,2.807048965e-07,2.806949376e-07,0.8247717814,1
E1,E,m7_to_m8_settle_1p5,29,x7,2.907649468e-07,2.907720617e-07,2.915787765e-07,2.915709084e-07,0.8353669676,1
E1,E,m7_to_m8_settle_1p5,29,x8,2.907908191e-07,2.907980652e-07,2.916060069e-07,2.915983422e-07,0.8402539688,1
E1,E,m7_to_m8_settle_1p5,29,x9,2.908165036e-07,2.90823441e-07,2.916336777e-07,2.916259708e-07,0.8387758579,1
E1,E,m7_to_m8_settle_1p5,29,x10,2.908419527e-07,2.908489789e-07,2.91661208e-07,2.916538085e-07,0.8415054592,1
E1,E,m7_to_m8_settle_1p5,29,my6,2.908723011e-07,2.908811875e-07,2.916973687e-07,2.916879348e-07,0.8251006551,1
E1,E,m7_to_m8_settle_1p5,29,my7,2.908312246e-07,2.908401018e-07,2.916514256e-07,2.916423169e-07,0.8264138794,1
E1,E,m7_to_m8_settle_1p5,29,my8,2.908567969e-07,2.908656173e-07,2.91679408e-07,2.916698858e-07,0.8264184275,1
E1,E,m7_to_m8_settle_1p5,29,my9,2.908822854e-07,2.908910957e-07,2.917070478e-07,2.916974971e-07,0.8259854827,1
E1,E,m7_to_m8_settle_1p5,29,medium_out,2.911193444e-07,2.911278465e-07,2.919717026e-07,2.919618092e-07,0.8239532635,1
E1,E,m7_to_m8_settle_1p5,30,x7,2.9846502e-07,2.984720313e-07,2.992774808e-07,2.992696788e-07,0.8351049596,1
E1,E,m7_to_m8_settle_1p5,30,x8,2.98490784e-07,2.98497815e-07,2.993055508e-07,2.99297788e-07,0.8388235371,1
E1,E,m7_to_m8_settle_1p5,30,x9,2.985164747e-07,2.985237263e-07,2.99333299e-07,2.993255864e-07,0.8353878948,1
E1,E,m7_to_m8_settle_1p5,30,x10,2.985418946e-07,2.98549091e-07,2.993606563e-07,2.993527513e-07,0.8412328688,1
E1,E,m7_to_m8_settle_1p5,30,my6,2.986393724e-07,2.986479816e-07,2.994693096e-07,2.994602651e-07,0.8249155304,1
E1,E,m7_to_m8_settle_1p5,30,my7,2.985978865e-07,2.986067764e-07,2.994239471e-07,2.994147884e-07,0.8247788493,1
E1,E,m7_to_m8_settle_1p5,30,my8,2.985568145e-07,2.985656748e-07,2.993785671e-07,2.993692547e-07,0.826484954,1
E1,E,m7_to_m8_settle_1p5,30,my9,2.985823786e-07,2.985911295e-07,2.994064488e-07,2.993967203e-07,0.8264285631,1
E1,E,m7_to_m8_settle_1p5,30,medium_out,2.988855743e-07,2.988943159e-07,2.997433019e-07,2.997339963e-07,0.8232724495,1
E2,E,m7_to_m8_settle_3p3,31,x7,3.116048373e-07,3.116119055e-07,3.124181556e-07,3.12410287e-07,0.8353608458,1
E2,E,m7_to_m8_settle_3p3,31,x8,3.116307169e-07,3.116378201e-07,3.124453854e-07,3.12437721e-07,0.8402587633,1
E2,E,m7_to_m8_settle_3p3,31,x9,3.116561574e-07,3.116633236e-07,3.124730564e-07,3.124653496e-07,0.8387725447,1
E2,E,m7_to_m8_settle_3p3,31,x10,3.116819404e-07,3.116888643e-07,3.125005868e-07,3.124931872e-07,0.8415054015,1
E2,E,m7_to_m8_settle_3p3,31,my6,3.117123749e-07,3.117210434e-07,3.125367475e-07,3.125273136e-07,0.8251006387,1
E2,E,m7_to_m8_settle_3p3,31,my7,3.116710734e-07,3.116798836e-07,3.124908043e-07,3.124816957e-07,0.8264139185,1
E2,E,m7_to_m8_settle_3p3,31,my8,3.116964862e-07,3.117054121e-07,3.125187868e-07,3.125092645e-07,0.8264184201,1
E2,E,m7_to_m8_settle_3p3,31,my9,3.117222749e-07,3.117310215e-07,3.125464265e-07,3.125368758e-07,0.8259854781,1
E2,E,m7_to_m8_settle_3p3,31,medium_out,3.119589427e-07,3.119675303e-07,3.128109081e-07,3.128010307e-07,0.8238710217,1
E2,E,m7_to_m8_settle_3p3,32,x7,3.211050281e-07,3.211121012e-07,3.219183277e-07,3.219101253e-07,0.8403028967,1
E2,E,m7_to_m8_settle_3p3,32,x8,3.211308752e-07,3.211379505e-07,3.219462202e-07,3.219379535e-07,0.8419677073,1
E2,E,m7_to_m8_settle_3p3,32,x9,3.211566569e-07,3.211637633e-07,3.219732979e-07,3.219657346e-07,0.8438154609,1
E2,E,m7_to_m8_settle_3p3,32,x10,3.211823456e-07,3.211892652e-07,3.220010409e-07,3.219933379e-07,0.837784341,1
E2,E,m7_to_m8_settle_3p3,32,my6,3.212793006e-07,3.212880288e-07,3.221098971e-07,3.221009432e-07,0.8249764725,1
E2,E,m7_to_m8_settle_3p3,32,my7,3.212380145e-07,3.212468568e-07,3.220647309e-07,3.220553147e-07,0.8250855963,1
E2,E,m7_to_m8_settle_3p3,32,my8,3.211968315e-07,3.212058869e-07,3.220188893e-07,3.220096944e-07,0.8264337333,1
E2,E,m7_to_m8_settle_3p3,32,my9,3.212226503e-07,3.212313846e-07,3.220467953e-07,3.220372534e-07,0.8264129422,1
E2,E,m7_to_m8_settle_3p3,32,medium_out,3.215260915e-07,3.21534616e-07,3.223853948e-07,3.223752017e-07,0.8235748493,1
E3,E,m9_to_m8_settle_1p5,33,x7,3.324645058e-07,3.324716883e-07,3.332791456e-07,3.332708386e-07,0.8470393534,1
E3,E,m9_to_m8_settle_1p5,33,x8,3.32490586e-07,3.32497476e-07,3.333069755e-07,3.33298593e-07,0.8443873692,1
E3,E,m9_to_m8_settle_1p5,33,x9,3.325162384e-07,3.325232686e-07,3.333344971e-07,3.3332653e-07,0.84381042,1
E3,E,m9_to_m8_settle_1p5,33,x10,3.325420654e-07,3.325491691e-07,3.333624423e-07,3.333544045e-07,0.8428916673,1
E3,E,m9_to_m8_settle_1p5,33,my6,3.327060428e-07,3.327146702e-07,3.335440586e-07,3.335347824e-07,0.8253580087,1
E3,E,m9_to_m8_settle_1p5,33,my7,3.326648539e-07,3.326735361e-07,3.334985764e-07,3.33489252e-07,0.8249529954,1
E3,E,m9_to_m8_settle_1p5,33,my8,3.326236861e-07,3.326323408e-07,3.334528836e-07,3.334438635e-07,0.8247962466,1
E3,E,m9_to_m8_settle_1p5,33,my9,3.325821478e-07,3.325911665e-07,3.334079426e-07,3.333983211e-07,0.8264343543,1
E3,E,m9_to_m8_settle_1p5,33,medium_out,3.329522498e-07,3.329609586e-07,3.338171966e-07,3.338079838e-07,0.8250575446,1
E3,E,m9_to_m8_settle_1p5,34,x7,3.401649861e-07,3.401719356e-07,3.409781235e-07,3.409703807e-07,0.8390589726,1
E3,E,m9_to_m8_settle_1p5,34,x8,3.401906683e-07,3.401977619e-07,3.410060072e-07,3.409981438e-07,0.8358401037,1
E3,E,m9_to_m8_settle_1p5,34,x9,3.402165966e-07,3.402237613e-07,3.410332411e-07,3.410255935e-07,0.8401795675,1
E3,E,m9_to_m8_settle_1p5,34,x10,3.402422068e-07,3.402491469e-07,3.410609253e-07,3.410532163e-07,0.8385862436,1
E3,E,m9_to_m8_settle_1p5,34,my6,3.403392471e-07,3.403479854e-07,3.411697912e-07,3.411608117e-07,0.8249998631,1
E3,E,m9_to_m8_settle_1p5,34,my7,3.402980284e-07,3.403068502e-07,3.411246185e-07,3.41115182e-07,0.8251031646,1
E3,E,m9_to_m8_settle_1p5,34,my8,3.402567904e-07,3.402657737e-07,3.410787695e-07,3.410695642e-07,0.8264164271,1
E3,E,m9_to_m8_settle_1p5,34,my9,3.402823869e-07,3.402913163e-07,3.411066438e-07,3.41097131e-07,0.8264203265,1
E3,E,m9_to_m8_settle_1p5,34,medium_out,3.405857067e-07,3.405943627e-07,3.414433481e-07,3.414341943e-07,0.8252817393,1
E4,E,m9_to_m8_settle_3p3,35,x7,3.533252936e-07,3.533323657e-07,3.541383153e-07,3.541300099e-07,0.8436697418,1
E4,E,m9_to_m8_settle_3p3,35,x8,3.533507417e-07,3.53357967e-07,3.541661578e-07,3.541578248e-07,0.8442785049,1
E4,E,m9_to_m8_settle_3p3,35,x9,3.533762588e-07,3.53383599e-07,3.541937725e-07,3.541857304e-07,0.8438990651,1
E4,E,m9_to_m8_settle_3p3,35,x10,3.534023773e-07,3.534094982e-07,3.542216463e-07,3.542135724e-07,0.8437593206,1
E4,E,m9_to_m8_settle_3p3,35,my6,3.535662624e-07,3.535750831e-07,3.544033441e-07,3.543940429e-07,0.8253599611,1
E4,E,m9_to_m8_settle_3p3,35,my7,3.535251474e-07,3.53533937e-07,3.543577593e-07,3.543484455e-07,0.8250526153,1
E4,E,m9_to_m8_settle_3p3,35,my8,3.53483909e-07,3.534927941e-07,3.543121349e-07,3.543030487e-07,0.8249096995,1
E4,E,m9_to_m8_settle_3p3,35,my9,3.534427831e-07,3.534516686e-07,3.542666164e-07,3.542575177e-07,0.8263710352,1
E4,E,m9_to_m8_settle_3p3,35,medium_out,3.53813114e-07,3.538217783e-07,3.546784412e-07,3.54668554e-07,0.8247529817,1
E4,E,m9_to_m8_settle_3p3,36,x7,3.628251927e-07,3.628324392e-07,3.636374866e-07,3.636295481e-07,0.8439014113,1
E4,E,m9_to_m8_settle_3p3,36,x8,3.62850993e-07,3.628581115e-07,3.636652078e-07,3.636573909e-07,0.8340511392,1
E4,E,m9_to_m8_settle_3p3,36,x9,3.628768599e-07,3.628839909e-07,3.636930145e-07,3.636848928e-07,0.8396060159,1
E4,E,m9_to_m8_settle_3p3,36,x10,3.629023232e-07,3.629093606e-07,3.637205581e-07,3.637125953e-07,0.8462461008,1
E4,E,m9_to_m8_settle_3p3,36,my6,3.629995507e-07,3.630082707e-07,3.63829022e-07,3.638197732e-07,0.825220537,1
E4,E,m9_to_m8_settle_3p3,36,my7,3.629583713e-07,3.629670673e-07,3.637834324e-07,3.637741224e-07,0.825164067,1
E4,E,m9_to_m8_settle_3p3,36,my8,3.629169126e-07,3.629258419e-07,3.637378771e-07,3.637287845e-07,0.8260860977,1
E4,E,m9_to_m8_settle_3p3,36,my9,3.629424542e-07,3.629513335e-07,3.637661207e-07,3.637564364e-07,0.826539982,1
E4,E,m9_to_m8_settle_3p3,36,medium_out,3.632461909e-07,3.632549133e-07,3.641024272e-07,3.640931464e-07,0.8252504778,1
F1,F,m7_to_m8_reset_0p49,37,x7,3.741646996e-07,3.74171799e-07,3.749784267e-07,3.749704763e-07,0.8465211005,1
F1,F,m7_to_m8_reset_0p49,37,x8,3.741905689e-07,3.741976128e-07,3.750057692e-07,3.74998246e-07,0.8405988105,1
F1,F,m7_to_m8_reset_0p49,37,x9,3.742159606e-07,3.74223037e-07,3.750336782e-07,3.750257137e-07,0.8387290054,1
F1,F,m7_to_m8_reset_0p49,37,x10,3.742415726e-07,3.742486448e-07,3.750611297e-07,3.750535718e-07,0.83915525,1
F1,F,m7_to_m8_reset_0p49,37,my6,3.742722569e-07,3.742810233e-07,3.750971086e-07,3.750875363e-07,0.8251501924,1
F1,F,m7_to_m8_reset_0p49,37,my7,3.742310149e-07,3.742397974e-07,3.750511538e-07,3.750419451e-07,0.8265685071,1
F1,F,m7_to_m8_reset_0p49,37,my8,3.742563838e-07,3.742651962e-07,3.750794497e-07,3.750697033e-07,0.8260406859,1
F1,F,m7_to_m8_reset_0p49,37,my9,3.742818786e-07,3.742905831e-07,3.751070903e-07,3.750974364e-07,0.8267253639,1
F1,F,m7_to_m8_reset_0p49,37,medium_out,3.745187015e-07,3.745276215e-07,3.753706023e-07,3.753616913e-07,0.8250635231,1
F1,F,m7_to_m8_reset_0p49,38,x7,3.818654982e-07,3.818725006e-07,3.826772223e-07,3.826693011e-07,0.8427159105,1
F1,F,m7_to_m8_reset_0p49,38,x8,3.818909583e-07,3.818981264e-07,3.827053897e-07,3.826971518e-07,0.8413889213,1
F1,F,m7_to_m8_reset_0p49,38,x9,3.819169348e-07,3.819240439e-07,3.827325465e-07,3.827250332e-07,0.8429304114,1
F1,F,m7_to_m8_reset_0p49,38,x10,3.819423438e-07,3.819494145e-07,3.827605449e-07,3.827525523e-07,0.8429665476,1
F1,F,m7_to_m8_reset_0p49,38,my6,3.820396847e-07,3.820483469e-07,3.828692043e-07,3.828601384e-07,0.8244985795,1
F1,F,m7_to_m8_reset_0p49,38,my7,3.819983473e-07,3.820072807e-07,3.828239019e-07,3.828145447e-07,0.8256567505,1
F1,F,m7_to_m8_reset_0p49,38,my8,3.819571885e-07,3.819661039e-07,3.827784448e-07,3.827688892e-07,0.8262048435,1
F1,F,m7_to_m8_reset_0p49,38,my9,3.81982786e-07,3.819915849e-07,3.828066105e-07,3.827964785e-07,0.8264311562,1
F1,F,m7_to_m8_reset_0p49,38,medium_out,3.822860749e-07,3.822948294e-07,3.831422024e-07,3.831332469e-07,0.8253608486,1
F2,F,m7_to_m8_reset_1p00,39,x7,3.937150901e-07,3.937220466e-07,3.945293787e-07,3.945214326e-07,0.8414814721,1
F2,F,m7_to_m8_reset_1p00,39,x8,3.937407059e-07,3.937480224e-07,3.945569343e-07,3.945491073e-07,0.8407615748,1
F2,F,m7_to_m8_reset_1p00,39,x9,3.937663754e-07,3.937734519e-07,3.94585171e-07,3.945770252e-07,0.8439756765,1
F2,F,m7_to_m8_reset_1p00,39,x10,3.937920063e-07,3.937988921e-07,3.946126132e-07,3.946046647e-07,0.8443960021,1
F2,F,m7_to_m8_reset_1p00,39,my6,3.938222875e-07,3.938311665e-07,3.946481861e-07,3.946386257e-07,0.8250119744,1
F2,F,m7_to_m8_reset_1p00,39,my7,3.93781159e-07,3.937900489e-07,3.946020822e-07,3.94593009e-07,0.8265754432,1
F2,F,m7_to_m8_reset_1p00,39,my8,3.938068549e-07,3.938155931e-07,3.946304385e-07,3.946207363e-07,0.8259736924,1
F2,F,m7_to_m8_reset_1p00,39,my9,3.938322861e-07,3.93841051e-07,3.946581164e-07,3.946484613e-07,0.826670271,1
F2,F,m7_to_m8_reset_1p00,39,medium_out,3.940691127e-07,3.940775476e-07,3.949224578e-07,3.949122721e-07,0.8236699218,1
F2,F,m7_to_m8_reset_1p00,40,x7,4.019255483e-07,4.019328007e-07,4.027382691e-07,4.027304003e-07,0.8353570073,1
F2,F,m7_to_m8_reset_1p00,40,x8,4.01951425e-07,4.019585721e-07,4.027656148e-07,4.027578004e-07,0.8402672212,1
F2,F,m7_to_m8_reset_1p00,40,x9,4.019773116e-07,4.019842953e-07,4.027931999e-07,4.027856641e-07,0.8376342173,1
F2,F,m7_to_m8_reset_1p00,40,x10,4.02002775e-07,4.020098431e-07,4.028212842e-07,4.028135933e-07,0.834673759,1
F2,F,m7_to_m8_reset_1p00,40,my6,4.021001969e-07,4.02108958e-07,4.029301026e-07,4.029209135e-07,0.8255347061,1
F2,F,m7_to_m8_reset_1p00,40,my7,4.020591897e-07,4.020677996e-07,4.028846618e-07,4.028752014e-07,0.8251196907,1
F2,F,m7_to_m8_reset_1p00,40,my8,4.020176056e-07,4.020265262e-07,4.028389827e-07,4.028295963e-07,0.8262576915,1
F2,F,m7_to_m8_reset_1p00,40,my9,4.020430285e-07,4.020519494e-07,4.028668066e-07,4.02857094e-07,0.8260263818,1
F2,F,m7_to_m8_reset_1p00,40,medium_out,4.023468711e-07,4.02355602e-07,4.03203329e-07,4.031940113e-07,0.8247393917,1
F3,F,m9_to_m8_reset_0p49,41,x7,4.132845607e-07,4.132916623e-07,4.140982645e-07,4.140902917e-07,0.8411027717,1
F3,F,m9_to_m8_reset_0p49,41,x8,4.133104937e-07,4.133176007e-07,4.141258882e-07,4.141179238e-07,0.8410434897,1
F3,F,m9_to_m8_reset_0p49,41,x9,4.13336216e-07,4.133432693e-07,4.141534765e-07,4.141456805e-07,0.8348468934,1
F3,F,m9_to_m8_reset_0p49,41,x10,4.133619716e-07,4.133690397e-07,4.141812654e-07,4.141738055e-07,0.8390665297,1
F3,F,m9_to_m8_reset_0p49,41,my6,4.135258868e-07,4.135346938e-07,4.143632442e-07,4.143539725e-07,0.8254934809,1
F3,F,m9_to_m8_reset_0p49,41,my7,4.134847705e-07,4.134936894e-07,4.143176287e-07,4.143083689e-07,0.8252307677,1
F3,F,m9_to_m8_reset_0p49,41,my8,4.134437762e-07,4.134525386e-07,4.142720373e-07,4.142627209e-07,0.8251645557,1
F3,F,m9_to_m8_reset_0p49,41,my9,4.134024172e-07,4.134112602e-07,4.142265224e-07,4.142174185e-07,0.8261323111,1
F3,F,m9_to_m8_reset_0p49,41,medium_out,4.137727153e-07,4.137814112e-07,4.146369475e-07,4.146277975e-07,0.8253359231,1
F3,F,m9_to_m8_reset_0p49,42,x7,4.209856177e-07,4.209927235e-07,4.217974373e-07,4.217894944e-07,0.8438604477,1
F3,F,m9_to_m8_reset_0p49,42,x8,4.210112532e-07,4.210184146e-07,4.218251331e-07,4.218173345e-07,0.8340073166,1
F3,F,m9_to_m8_reset_0p49,42,x9,4.210367273e-07,4.21044203e-07,4.21852964e-07,4.218448368e-07,0.8393678129,1
F3,F,m9_to_m8_reset_0p49,42,x10,4.210623906e-07,4.210695625e-07,4.218805113e-07,4.218725428e-07,0.8462590514,1
F3,F,m9_to_m8_reset_0p49,42,my6,4.21159762e-07,4.21168485e-07,4.219889688e-07,4.219797206e-07,0.8252198388,1
F3,F,m9_to_m8_reset_0p49,42,my7,4.211186113e-07,4.211272904e-07,4.219433793e-07,4.219340695e-07,0.8251584339,1
F3,F,m9_to_m8_reset_0p49,42,my8,4.210772784e-07,4.210861069e-07,4.21897829e-07,4.218887313e-07,0.8260902447,1
F3,F,m9_to_m8_reset_0p49,42,my9,4.211027035e-07,4.211116363e-07,4.21926067e-07,4.219163854e-07,0.826549271,1
F3,F,m9_to_m8_reset_0p49,42,medium_out,4.214064076e-07,4.21415142e-07,4.222623149e-07,4.222530521e-07,0.8252332273,1
F4,F,m9_to_m8_reset_1p00,43,x7,4.328552568e-07,4.328623449e-07,4.336675406e-07,4.336597848e-07,0.8390002366,1
F4,F,m9_to_m8_reset_1p00,43,x8,4.328809148e-07,4.328880148e-07,4.336954291e-07,4.336875626e-07,0.8355590543,1
F4,F,m9_to_m8_reset_1p00,43,x9,4.329068366e-07,4.329137395e-07,4.33723096e-07,4.337150273e-07,0.8402317929,1
F4,F,m9_to_m8_reset_1p00,43,x10,4.329325353e-07,4.329396355e-07,4.337507714e-07,4.337429803e-07,0.8420295622,1
F4,F,m9_to_m8_reset_1p00,43,my6,4.33096504e-07,4.331052213e-07,4.339325898e-07,4.33923304e-07,0.8254878665,1
F4,F,m9_to_m8_reset_1p00,43,my7,4.330552814e-07,4.330640818e-07,4.338869885e-07,4.338776959e-07,0.8252539884,1
F4,F,m9_to_m8_reset_1p00,43,my8,4.330140723e-07,4.330229439e-07,4.338413972e-07,4.338320506e-07,0.8252244917,1
F4,F,m9_to_m8_reset_1p00,43,my9,4.329728171e-07,4.329818373e-07,4.337957341e-07,4.337867298e-07,0.8264662606,1
F4,F,m9_to_m8_reset_1p00,43,medium_out,4.333432086e-07,4.333520216e-07,4.342054735e-07,4.341963407e-07,0.8223048474,1
F4,F,m9_to_m8_reset_1p00,44,x7,4.410653765e-07,4.410724605e-07,4.418774789e-07,4.418692246e-07,0.8441423181,1
F4,F,m9_to_m8_reset_1p00,44,x8,4.410910369e-07,4.410981699e-07,4.419052524e-07,4.418969335e-07,0.8438413732,1
F4,F,m9_to_m8_reset_1p00,44,x9,4.411169268e-07,4.411240638e-07,4.419326238e-07,4.419249177e-07,0.8440732307,1
F4,F,m9_to_m8_reset_1p00,44,x10,4.411425582e-07,4.411496576e-07,4.41960587e-07,4.419525121e-07,0.8441480495,1
F4,F,m9_to_m8_reset_1p00,44,my6,4.412398053e-07,4.412485519e-07,4.420692244e-07,4.42059799e-07,0.8252653946,1
F4,F,m9_to_m8_reset_1p00,44,my7,4.411987482e-07,4.412073744e-07,4.420237702e-07,4.420141554e-07,0.8249968979,1
F4,F,m9_to_m8_reset_1p00,44,my8,4.411572751e-07,4.411661478e-07,4.4197794e-07,4.419687459e-07,0.8262152407,1
F4,F,m9_to_m8_reset_1p00,44,my9,4.411825328e-07,4.411914544e-07,4.420061566e-07,4.419964672e-07,0.826684286,1
F4,F,m9_to_m8_reset_1p00,44,medium_out,4.414867093e-07,4.41495376e-07,4.423420553e-07,4.423327118e-07,0.8248714794,1
G1,G,ascending,45,x7,4.524048121e-07,4.524118319e-07,4.532196562e-07,4.532116018e-07,0.8441591372,1
G1,G,ascending,45,x8,4.524305095e-07,4.524376392e-07,4.532475174e-07,4.532394373e-07,0.8438990737,1
G1,G,ascending,45,x9,4.524561655e-07,4.524632321e-07,4.532748863e-07,4.532673136e-07,0.8447967443,1
G1,G,ascending,45,x10,4.524815309e-07,4.524886025e-07,4.53302381e-07,4.532946838e-07,0.839755718,1
G1,G,ascending,45,my6,4.525122813e-07,4.525210206e-07,4.533379114e-07,4.533289163e-07,0.8249157012,1
G1,G,ascending,45,my7,4.524709804e-07,4.524798203e-07,4.532924787e-07,4.532833827e-07,0.8263530116,1
G1,G,ascending,45,my8,4.524963117e-07,4.525052095e-07,4.533210276e-07,4.533109437e-07,0.8264206081,1
G1,G,ascending,45,my9,4.525219881e-07,4.525307697e-07,4.533484605e-07,4.533383971e-07,0.8263512697,1
G1,G,ascending,45,medium_out,4.527589538e-07,4.527676178e-07,4.536124727e-07,4.536028916e-07,0.8252386511,1
G1,G,ascending,46,x7,4.601050873e-07,4.601120278e-07,4.609171472e-07,4.609092739e-07,0.8431013781,1
G1,G,ascending,46,x8,4.601307981e-07,4.601378864e-07,4.609453628e-07,4.609371385e-07,0.8471942217,1
G1,G,ascending,46,x9,4.601565587e-07,4.60163582e-07,4.609729698e-07,4.609648459e-07,0.8444162492,1
G1,G,ascending,46,x10,4.601820306e-07,4.60189074e-07,4.610002703e-07,4.609925823e-07,0.8443622422,1
G1,G,ascending,46,my6,4.602791173e-07,4.602878532e-07,4.611093817e-07,4.611001436e-07,0.8255927903,1
G1,G,ascending,46,my7,4.602378421e-07,4.602466837e-07,4.610639598e-07,4.610544466e-07,0.8249230418,1
G1,G,ascending,46,my8,4.601968373e-07,4.60205631e-07,4.610178803e-07,4.610087989e-07,0.8262516772,1
G1,G,ascending,46,my9,4.602224362e-07,4.602312062e-07,4.610458824e-07,4.610363394e-07,0.8260275098,1
G1,G,ascending,46,medium_out,4.605253858e-07,4.605341669e-07,4.613832045e-07,4.613731972e-07,0.8244808924,1
G1,G,ascending,47,x7,4.678049953e-07,4.678121143e-07,4.686181965e-07,4.686104056e-07,0.833988755,1
G1,G,ascending,47,x8,4.678309016e-07,4.678379766e-07,4.686462379e-07,4.686378686e-07,0.8392747873,1
G1,G,ascending,47,x9,4.678566453e-07,4.678637424e-07,4.686740381e-07,4.686657599e-07,0.8456111845,1
