repeat_spread_ps,history_effect_ps,history_gate_pass,condition_spreads_ps
0.48210000008918996,0.19710999991707467,False,"{'isolated_m8': 0.19501999995918595, 'm7_to_m8_2p7': 0.39592000008121886, 'm9_to_m8_2p7': 0.48210000008918996}"
