scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b1p1__L3__dv170p0__h3000p0__pm500p0__1ca7812755bf63955994,1.1,L3,3,10,170.0,0.93,1.0,3000.0,1.0,-500.0,0.93,2.047064439e-09,2.459326744e-09,2.407735951e-09,5.194946672e-09,412.2623050000002,360.67151199999995,51.59079300000025,0.9299997705,0.9299996263,0.93,0.93,0.9999997532258065,0.999999598172043,1,stable_high,1,2.5321945129032256e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r338/scenarios/t0__b1p1__L3__dv170p0__h3000p0__pm500p0__1ca7812755bf63955994,31686caa50be3cdb9ea4cb586dc711f18ea0a78e1253e9f6467b0d36089fd546,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h2000p0__pm500p0__620db27c146a022d9efe,1.1,L3,3,10,170.0,0.93,1.0,2000.0,1.0,-500.0,0.93,2.047064439e-09,2.459326744e-09,2.407735951e-09,5.195490846e-09,412.2623050000002,360.67151199999995,51.59079300000025,1.0999926476,1.0999947087,1.1,1.1,0.9999933159999999,0.9999951897272726,1,stable_high,1,3.6393593956989246e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r339/scenarios/t0__b1p1__L3__dv170p0__h2000p0__pm500p0__620db27c146a022d9efe,65cd8e493824940f636ed36e89d363c8717dc064a6274d6929bcf8d356b74df1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1500p0__pm500p0__41756d3cb88f225445fe,1.1,L3,3,10,170.0,0.93,1.0,1500.0,1.0,-500.0,0.93,2.047064439e-09,2.459326744e-09,2.407735951e-09,5.195121697e-09,412.2623050000002,360.67151199999995,51.59079300000025,1.0999996836,1.0999995496,1.1,1.1,0.9999997123636362,0.9999995905454544,1,stable_high,1,2.412195631182796e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r340/scenarios/t0__b1p1__L3__dv170p0__h1500p0__pm500p0__41756d3cb88f225445fe,7e0eebe3f5d332dfcb757b10d88a7c7aa3e36da42a104ee45a3a9333937257a7,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1250p0__pm500p0__08db08e67364591e8230,1.1,L3,3,10,170.0,0.93,1.0,1250.0,1.0,-500.0,0.93,2.047064439e-09,2.385728531e-09,2.361241909e-09,5.195381644e-09,338.66409199999987,314.17746999999997,24.486621999999898,1.0999996793,1.0999996655,1.1,1.1,0.9999997084545453,0.9999996959090908,1,stable_high,1,4.056375044086022e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r341/scenarios/t0__b1p1__L3__dv170p0__h1250p0__pm500p0__08db08e67364591e8230,03a9b715769e48f7f732499673256ccc4cef3d8fa989356c8694b908d0b4c3bb,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1125p0__pm500p0__b337b3e9b219d2ee7c61,1.1,L3,3,10,170.0,0.93,1.0,1125.0,1.0,-500.0,0.93,2.047064439e-09,2.343902103e-09,2.341776996e-09,5.195096719e-09,296.8376640000001,294.7125569999999,2.1251070000001846,-2.932082682e-07,-1.018807632e-07,1.1,1.1,-2.665529710909091e-07,-9.261887563636362e-08,0,stable_low,1,2.594921455913978e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r342/scenarios/t0__b1p1__L3__dv170p0__h1125p0__pm500p0__b337b3e9b219d2ee7c61,8346cea68c92cc5dcaf44746ca7adcda5f923c2e44c8319f2c68b6afb03eb3bf,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1188p0__pm500p0__f4650a8492d134f480af,1.1,L3,3,10,170.0,0.93,1.0,1188.0,1.0,-500.0,0.93,2.047064439e-09,2.364878429e-09,2.356639006e-09,5.195589119e-09,317.81398999999993,309.57456700000006,8.239422999999874,3.368518015e-07,9.147971199e-08,1.1,1.1,3.0622891045454543e-07,8.316337453636364e-08,0,stable_low,1,4.168357373118279e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r343/scenarios/t0__b1p1__L3__dv170p0__h1188p0__pm500p0__f4650a8492d134f480af,04afb5056bd185fb3418f6e5d7f5ee8682a506b66f915fcf021c42f44ef7e3f6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1219p0__pm500p0__2a2ecf6c585c9992e701,1.1,L3,3,10,170.0,0.93,1.0,1219.0,1.0,-500.0,0.93,2.047064439e-09,2.375378431e-09,2.360925269e-09,5.195137638e-09,328.31399200000016,313.8608300000002,14.453161999999963,-1.920605758e-06,-1.792108237e-06,1.1,1.1,-1.7460052345454543e-06,-1.6291893063636363e-06,0,stable_low,1,3.3986431075268813e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r344/scenarios/t0__b1p1__L3__dv170p0__h1219p0__pm500p0__2a2ecf6c585c9992e701,b122c2180bc611563d750f5748f502c9bdd00031b4b3d8582af6a5ffb2bf0bf7,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1234p0__pm500p0__db93c97f1e7b75899dfe,1.1,L3,3,10,170.0,0.93,1.0,1234.0,1.0,-500.0,0.93,2.047064439e-09,2.38027967e-09,2.361606759e-09,5.195088606e-09,333.215231,314.54232,18.672911,1.0999996383,1.0999996507,1.1,1.1,0.999999671181818,0.9999996824545454,1,stable_high,1,3.1648721548387095e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r345/scenarios/t0__b1p1__L3__dv170p0__h1234p0__pm500p0__db93c97f1e7b75899dfe,51892accf4b81605fc0393527c11d6278228c47f73838bb81c6ad04e511d1277,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L3__dv180p0__h1p0__pm500p0__3b3dac20700a43c2c5e8,1.1,L3,3,10,180.0,0.92,1.0,1.0,1.0,-500.0,0.92,1.896734633e-09,2.136318818e-09,2.172190043e-09,5.195125641e-09,239.58418500000005,275.4554099999998,-35.871224999999754,-7.598718861e-08,-2.762684983e-09,1.1,1.1,-6.907926237272727e-08,-2.5115318027272725e-09,0,stable_low,1,4.030040068478261e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r346/scenarios/t0__b1p1__L3__dv180p0__h1p0__pm500p0__3b3dac20700a43c2c5e8,7e9459f9471703d3fa617059400673520b0af3ae08e2f5b07b21aa9adac6fefc,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h10p0__pm500p0__6fd69165057630a5e2cc,1.1,L3,3,10,180.0,0.92,1.0,10.0,1.0,-500.0,0.92,1.896831705e-09,2.136503781e-09,2.172252617e-09,5.195136633e-09,239.67207599999983,275.4209119999999,-35.74883600000004,-2.580783219e-07,-1.913961382e-07,1.1,1.1,-2.3461665627272728e-07,-1.7399648927272724e-07,0,stable_low,1,3.436304445652174e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r347/scenarios/t0__b1p1__L3__dv180p0__h10p0__pm500p0__6fd69165057630a5e2cc,e58de551da33410110fa09ed26f069b9da5273e8460ac5c65b5aad3e605654db,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h100p0__pm500p0__1cab01a58c96804d6214,1.1,L3,3,10,180.0,0.92,1.0,100.0,1.0,-500.0,0.92,1.896719093e-09,2.136345741e-09,2.172104497e-09,5.195588892e-09,239.62664800000022,275.38540400000016,-35.75875599999995,-4.165862676e-07,1.567393897e-08,1.1,1.1,-3.787147887272727e-07,1.4249035427272728e-08,0,stable_low,1,4.213137670652174e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r348/scenarios/t0__b1p1__L3__dv180p0__h100p0__pm500p0__1cab01a58c96804d6214,3c1813a55c1a814e2efa0446319e8b83c5383c7b31bff96485c392b49d8ae962,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1000p0__pm500p0__1047a671ccec55bd7de3,1.1,L3,3,10,180.0,0.92,1.0,1000.0,1.0,-500.0,0.92,2.037176047e-09,2.312219073e-09,2.312619545e-09,5.194698021e-09,275.04302599999977,275.44349800000003,-0.4004720000002635,-5.198225096e-07,-3.868960731e-07,1.1,1.1,-4.725659178181818e-07,-3.517237028181818e-07,0,stable_low,1,2.6692433282608695e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r349/scenarios/t0__b1p1__L3__dv180p0__h1000p0__pm500p0__1047a671ccec55bd7de3,ad826f09d02a1e934f7baad6b15a159b842818a240f1fcf6bee440c7351910fc,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h3000p0__pm500p0__2398deac7f2fcbacb18b,1.1,L3,3,10,180.0,0.92,1.0,3000.0,1.0,-500.0,0.92,2.060209365e-09,2.48940287e-09,2.4289523e-09,5.194967636e-09,429.1935050000001,368.74293500000005,60.45057000000003,0.9199997904,0.9199995992,0.92,0.92,0.999999772173913,0.999999564347826,1,stable_high,1,2.5538462869565217e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r350/scenarios/t0__b1p1__L3__dv180p0__h3000p0__pm500p0__2398deac7f2fcbacb18b,a1a3b83cdb64a79abbbf574390da8bca9f21f218dd78ff52be9b0c9201cd12a7,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h2000p0__pm500p0__582769626449987ac221,1.1,L3,3,10,180.0,0.92,1.0,2000.0,1.0,-500.0,0.92,2.060209365e-09,2.48940287e-09,2.4289523e-09,5.194834577e-09,429.1935050000001,368.74293500000005,60.45057000000003,1.0999962639,1.1000068343,1.1,1.1,0.9999966035454545,1.000006213,1,stable_high,1,2.567974052173913e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r351/scenarios/t0__b1p1__L3__dv180p0__h2000p0__pm500p0__582769626449987ac221,4ea67d589c5a0d35d25a187b50f50a313e723eb98b87bb31a10a11b05a0e2494,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1500p0__pm500p0__2cbd7d7e81bae746e386,1.1,L3,3,10,180.0,0.92,1.0,1500.0,1.0,-500.0,0.92,2.060209365e-09,2.48940287e-09,2.4289523e-09,5.195104215e-09,429.1935050000001,368.74293500000005,60.45057000000003,1.0999997442,1.0999996089,1.1,1.1,0.9999997674545454,0.9999996444545453,1,stable_high,1,2.438506339130435e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r352/scenarios/t0__b1p1__L3__dv180p0__h1500p0__pm500p0__2cbd7d7e81bae746e386,6a6c3dc69a4565e4099eea1c42873c45c7529cd54a31259df5a26dfba49f78de,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1250p0__pm500p0__f833071ed5484629cbb5,1.1,L3,3,10,180.0,0.92,1.0,1250.0,1.0,-500.0,0.92,2.060209365e-09,2.400624073e-09,2.379317215e-09,5.195273858e-09,340.4147080000003,319.10785000000027,21.306858000000034,1.0999996448,1.0999996487,1.1,1.1,0.999999677090909,0.9999996806363637,1,stable_high,1,4.186010711956521e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r353/scenarios/t0__b1p1__L3__dv180p0__h1250p0__pm500p0__f833071ed5484629cbb5,7f3cb95055b2814df25e477e9faced421c0c03337d46a23dace0b710d1d8e418,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1125p0__pm500p0__637163863bc265ce4aa4,1.1,L3,3,10,180.0,0.92,1.0,1125.0,1.0,-500.0,0.92,2.060209365e-09,2.356335965e-09,2.353214198e-09,5.195055061e-09,296.12660000000005,293.00483300000036,3.121766999999693,-1.71150344e-07,-5.432921163e-08,1.1,1.1,-1.555912218181818e-07,-4.939019239090908e-08,0,stable_low,1,2.6084641760869566e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r354/scenarios/t0__b1p1__L3__dv180p0__h1125p0__pm500p0__637163863bc265ce4aa4,b6e8acf23f5dfc8c3e3cefe6055d51cd05f551cf54505d45d1e0badf6ff14c3a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1188p0__pm500p0__a0767d4dff142e7ace64,1.1,L3,3,10,180.0,0.92,1.0,1188.0,1.0,-500.0,0.92,2.060209365e-09,2.378611415e-09,2.369888034e-09,5.195440799e-09,318.4020500000003,309.678669,8.723381000000302,-7.578216444e-07,-7.615553627e-07,1.1,1.1,-6.889287676363636e-07,-6.923230569999999e-07,0,stable_low,1,3.689330160869565e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r355/scenarios/t0__b1p1__L3__dv180p0__h1188p0__pm500p0__a0767d4dff142e7ace64,aa3c28b99fc9030d1a241ebac610c33149af80b5d70e00d2ea497b9768a01a7b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1219p0__pm500p0__cb743caa818513c44cfe,1.1,L3,3,10,180.0,0.92,1.0,1219.0,1.0,-500.0,0.92,2.060209365e-09,2.389632866e-09,2.37628602e-09,5.195107665e-09,329.42350100000033,316.0766550000001,13.346846000000255,3.345266408e-08,3.319250016e-08,1.1,1.1,3.04115128e-08,3.0175000145454546e-08,0,stable_low,1,2.997263125e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r356/scenarios/t0__b1p1__L3__dv180p0__h1219p0__pm500p0__cb743caa818513c44cfe,d5eff02a48787289ef3ea7f934eef17b352cdf8d7907e81a965d563eed3332ba,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv180p0__h1234p0__pm500p0__6cd54ab6354f5a65670c,1.1,L3,3,10,180.0,0.92,1.0,1234.0,1.0,-500.0,0.92,2.060209365e-09,2.394849029e-09,2.378085051e-09,5.195220759e-09,334.6396640000003,317.875686,16.76397800000035,-4.121803432e-07,-3.710561422e-07,1.1,1.1,-3.7470940290909087e-07,-3.3732376563636363e-07,0,stable_low,1,2.945728635869565e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r357/scenarios/t0__b1p1__L3__dv180p0__h1234p0__pm500p0__6cd54ab6354f5a65670c,070a210d6c91d22574eaaec0337b6d22640da055ddf43bec91b12cc4d379b1e6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L3__dv190p0__h1p0__pm500p0__e81fb70193538f006821,1.1,L3,3,10,190.0,0.91,1.0,1.0,1.0,-500.0,0.91,1.896701911e-09,2.136438215e-09,2.172079028e-09,5.195166699e-09,239.73630400000008,275.3771169999999,-35.64081299999981,4.834734962e-08,5.42171929e-07,1.1,1.1,4.395213601818181e-08,4.928835718181818e-07,0,stable_low,1,3.575961314285714e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r358/scenarios/t0__b1p1__L3__dv190p0__h1p0__pm500p0__e81fb70193538f006821,b2bb5ae159845a761173b7f4f668aa26ec37d8c7067edeb854c9b4d14e2f83d4,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h10p0__pm500p0__912803e801c11aa4dc64,1.1,L3,3,10,190.0,0.91,1.0,10.0,1.0,-500.0,0.91,1.896843871e-09,2.13643971e-09,2.172229661e-09,5.195588914e-09,239.5958389999998,275.3857899999999,-35.78995100000006,-4.152419673e-07,1.57905303e-08,1.1,1.1,-3.774926975454545e-07,1.4355027545454545e-08,0,stable_low,1,4.2594391659340655e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r359/scenarios/t0__b1p1__L3__dv190p0__h10p0__pm500p0__912803e801c11aa4dc64,3cc4b324c4ca2e72e537787a0f66824a16c7b4baca183e3de0456d2e7b9d673d,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h100p0__pm500p0__d6a1d39f7e3a5febc3f4,1.1,L3,3,10,190.0,0.91,1.0,100.0,1.0,-500.0,0.91,1.896968748e-09,2.136691061e-09,2.172381441e-09,5.195096739e-09,239.72231299999984,275.4126929999998,-35.690379999999976,1.244005916e-07,1.042271918e-07,1.1,1.1,1.130914469090909e-07,9.475199254545454e-08,0,stable_low,1,2.6522605846153844e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r360/scenarios/t0__b1p1__L3__dv190p0__h100p0__pm500p0__d6a1d39f7e3a5febc3f4,83d0208e5491e98e0853b4ddee7e0d08b2d77ec023a7aa97f458a385c099a32a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1000p0__pm500p0__1c20fe352355340705c3,1.1,L3,3,10,190.0,0.91,1.0,1000.0,1.0,-500.0,0.91,2.045581386e-09,2.322420373e-09,2.321070068e-09,5.194803485e-09,276.83898700000026,275.48868200000004,1.350305000000219,-1.635723889e-06,-1.671665656e-06,1.1,1.1,-1.4870217172727273e-06,-1.5196960509090907e-06,0,stable_low,1,2.672145954945055e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r361/scenarios/t0__b1p1__L3__dv190p0__h1000p0__pm500p0__1c20fe352355340705c3,f20121beb7480158f6f015afcc687afe5e13067edd2f365eeee6dd2337084a04,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h3000p0__pm500p0__a3b157668780007718b2,1.1,L3,3,10,190.0,0.91,1.0,3000.0,1.0,-500.0,0.91,2.073969744e-09,2.521548605e-09,2.45040042e-09,5.195390019e-09,447.57886100000024,376.43067600000006,71.14818500000018,0.9099997742,0.9099996413,0.91,0.91,0.9999997518681318,0.9999996058241758,1,stable_high,1,4.071089993406593e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r362/scenarios/t0__b1p1__L3__dv190p0__h3000p0__pm500p0__a3b157668780007718b2,c79dd1f031630470ddcd3c9969958d3546acc2e61486100c21532b553fb45787,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h2000p0__pm500p0__69958fda30fdcf403e0d,1.1,L3,3,10,190.0,0.91,1.0,2000.0,1.0,-500.0,0.91,2.073969744e-09,2.521548605e-09,2.45040042e-09,5.195193943e-09,447.57886100000024,376.43067600000006,71.14818500000018,1.1000071167,1.1000047214,1.1,1.1,1.0000064697272728,1.000004292181818,1,stable_high,1,3.346173598901099e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r363/scenarios/t0__b1p1__L3__dv190p0__h2000p0__pm500p0__69958fda30fdcf403e0d,b97e37dd27bb3ca33c7b18ef298db385dc4cec705fae8f96d195129e42c645aa,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1500p0__pm500p0__f69bb7791734767de5b2,1.1,L3,3,10,190.0,0.91,1.0,1500.0,1.0,-500.0,0.91,2.073969744e-09,2.508500886e-09,2.45040042e-09,5.194944017e-09,434.53114200000016,376.43067600000006,58.1004660000001,1.0999996611,1.0999996396,1.1,1.1,0.9999996919090909,0.9999996723636363,1,stable_high,1,3.544302379120879e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r364/scenarios/t0__b1p1__L3__dv190p0__h1500p0__pm500p0__f69bb7791734767de5b2,e770d64c28c739b0c09d457535dbfcb1eb49e33b59f18179fcae150f549effef,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1250p0__pm500p0__e46ac91e2217ddbccfe0,1.1,L3,3,10,190.0,0.91,1.0,1250.0,1.0,-500.0,0.91,2.073969744e-09,2.416001301e-09,2.395319805e-09,5.19521738e-09,342.0315570000002,321.3500609999999,20.681496000000266,1.0999996458,1.0999995179,1.1,1.1,0.999999678,0.9999995617272726,1,stable_high,1,3.1289832747252746e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r365/scenarios/t0__b1p1__L3__dv190p0__h1250p0__pm500p0__e46ac91e2217ddbccfe0,2ad2df76cd38f90dfdb2c1fdaaa9f53e6584e614557cd983543c997774167912,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1125p0__pm500p0__f1d4fe835d35755767ec,1.1,L3,3,10,190.0,0.91,1.0,1125.0,1.0,-500.0,0.91,2.073969744e-09,2.369201942e-09,2.363989746e-09,5.19511696e-09,295.23219800000004,290.0200020000001,5.212195999999949,3.707426938e-08,1.106699975e-07,1.1,1.1,3.370388125454545e-08,1.0060908863636362e-07,0,stable_low,1,2.34029850989011e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r366/scenarios/t0__b1p1__L3__dv190p0__h1125p0__pm500p0__f1d4fe835d35755767ec,d701b5795c9bff4852bc7a580f2473732dffad940c2586857f7d5087f1a7453f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1188p0__pm500p0__24fbb9b5d406e4b69877,1.1,L3,3,10,190.0,0.91,1.0,1188.0,1.0,-500.0,0.91,2.073969744e-09,2.392816663e-09,2.381919267e-09,5.194843337e-09,318.8469190000002,307.94952299999994,10.897396000000242,-8.71490924e-08,-1.558680355e-06,1.1,1.1,-7.922644763636363e-08,-1.4169821409090908e-06,0,stable_low,1,3.0622158967032967e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r367/scenarios/t0__b1p1__L3__dv190p0__h1188p0__pm500p0__24fbb9b5d406e4b69877,c7893aff69dd3710d284775be46a8f545a94bbaf663b3092ce1c03c82cc0615b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1219p0__pm500p0__14659a52a502df11f58d,1.1,L3,3,10,190.0,0.91,1.0,1219.0,1.0,-500.0,0.91,2.073969744e-09,2.404374533e-09,2.389789739e-09,5.195101706e-09,330.40478900000033,315.81999499999995,14.584794000000386,3.155251396e-07,4.871125061e-08,1.1,1.1,2.8684103599999994e-07,4.42829551e-08,0,stable_low,1,2.3420137637362637e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r368/scenarios/t0__b1p1__L3__dv190p0__h1219p0__pm500p0__14659a52a502df11f58d,7474e15d42d79b5598b61457368d49575f46a14dad0cf8bd20c3cf61bd421482,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv190p0__h1234p0__pm500p0__01584e3e93071459241b,1.1,L3,3,10,190.0,0.91,1.0,1234.0,1.0,-500.0,0.91,2.073969744e-09,2.410138086e-09,2.39311974e-09,5.195063494e-09,336.16834200000005,319.14999600000033,17.018345999999724,3.580028121e-08,1.039851022e-07,1.1,1.1,3.254571019090909e-08,9.453191109090909e-08,0,stable_low,1,3.6620543868131868e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r369/scenarios/t0__b1p1__L3__dv190p0__h1234p0__pm500p0__01584e3e93071459241b,2f06ff8a90118d44457f8ea173b2e1f27a1e8ccc7ed506e7ae929168421bf0fc,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
