scenario,mode,vdd_v,initial_rvt_stages,initial_lvt_stages,capture_phase_s,sample_time_s,rvt_crossings_s,lvt_crossings_s,vdd_a_min_v,raw_xor_word,latch_word,captured_xor_word,corrected_xor_word,raw_bubble_count,start_index,end_index,one_run_length,valid,run_count,bubble_count,touches_left_boundary,touches_right_boundary,phase_id,phase_multiplier
scenarios/020_coarse_phi_m02_v0p900000000000,capture,0.9,4,0,2.7256313e-10,1.27256313e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270605381e-09,1.302589033e-09,1.334387855e-09,1.366341687e-09,1.398146963e-09,1.430055819e-09,1.461927001e-09,1.493850571e-09,1.525741486e-09,1.557606355e-09,1.589629832e-09,1.621502178e-09,1.653298537e-09,1.6851809e-09,1.716935305e-09,1.748746822e-09,1.780658851e-09,1.812568058e-09,1.844472491e-09,1.876244434e-09,1.908204683e-09,1.940055662e-09,1.972017903e-09,2.00369094e-09,2.033736081e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274254215e-09,1.292982353e-09,1.311521754e-09,1.330175223e-09,1.348680291e-09,1.36733806e-09,1.385837684e-09,1.404291813e-09,1.42294287e-09,1.441489548e-09,1.460042226e-09,1.478508659e-09,1.497148295e-09,1.515695215e-09,1.534345302e-09,1.551302256e-09]",0.9,000001111111000000000000000000,000111111000000000000000000000,000111111000000000000000000000,000111111000000000000000000000,0,3,8,6,1,1,0,0,0,phi_m02,-2
scenarios/021_coarse_phi_m02_v0p850000000000,capture,0.85,4,0,2.7256313e-10,1.27256313e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285139509e-09,1.323401519e-09,1.361558266e-09,1.399792996e-09,1.438043534e-09,1.476278782e-09,1.514645717e-09,1.552828388e-09,1.591014723e-09,1.629335679e-09,1.667613846e-09,1.70582538e-09,1.743974628e-09,1.781974261e-09,1.820150396e-09,1.858212163e-09,1.896569762e-09,1.934756967e-09,1.973020887e-09,2.011251269e-09,2.049496132e-09,2.087730307e-09,2.125880435e-09,2.16386689e-09,2.202044234e-09,2.237968956e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291378335e-09,1.312568653e-09,1.333841901e-09,1.354972382e-09,1.376177707e-09,1.397432997e-09,1.418519895e-09,1.439615081e-09,1.460909005e-09,1.482057374e-09,1.503317572e-09,1.524443024e-09,1.545696651e-09,1.56684641e-09,1.588099922e-09,1.609205868e-09,1.62866952e-09]",0.85,000011111100000000000000000000,001111100000000000000000000000,001111100000000000000000000000,001111100000000000000000000000,0,2,6,5,1,1,0,0,0,phi_m02,-2
scenarios/022_coarse_phi_m02_v0p800000000000,capture,0.8,4,0,2.7256313e-10,1.27256313e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305884144e-09,1.353411876e-09,1.400857251e-09,1.448217301e-09,1.495723073e-09,1.543204605e-09,1.590656836e-09,1.638128643e-09,1.68564665e-09,1.732950021e-09,1.780622217e-09,1.828077898e-09,1.875516044e-09,1.923017933e-09,1.970477468e-09,2.017829068e-09,2.065160606e-09,2.112498459e-09,2.159832297e-09,2.207158361e-09,2.254470846e-09,2.301747684e-09,2.349180847e-09,2.396652537e-09,2.444040217e-09,2.491755582e-09,2.536820798e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290015344e-09,1.31481554e-09,1.339509674e-09,1.364167742e-09,1.388976285e-09,1.413541965e-09,1.438364725e-09,1.463088689e-09,1.487687373e-09,1.512502521e-09,1.537141473e-09,1.561850437e-09,1.586656946e-09,1.611328104e-09,1.636010014e-09,1.660848082e-09,1.6854874e-09,1.710154174e-09,1.732809501e-09]",0.8,001111110000000000000000000000,111110000000000000000000000000,011110000000000000000000000000,011110000000000000000000000000,0,1,4,4,1,1,0,0,0,phi_m02,-2
scenarios/023_coarse_phi_m02_v0p750000000000,capture,0.75,4,0,2.7256313e-10,1.27256313e-09,"[1.211003633e-09,1.272266527e-09,1.333902107e-09,1.395528107e-09,1.457065543e-09,1.518585758e-09,1.580214797e-09,1.64185516e-09,1.703503541e-09,1.765010691e-09,1.826656476e-09,1.88817546e-09,1.950028642e-09,2.01157102e-09,2.073233447e-09,2.134893394e-09,2.196303853e-09,2.258112221e-09,2.31965795e-09,2.38134535e-09,2.443037581e-09,2.504786317e-09,2.566533555e-09,2.628280687e-09,2.690027797e-09,2.751774903e-09,2.813417443e-09,2.874995772e-09,2.936659769e-09,2.995340985e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289016558e-09,1.318854518e-09,1.34862124e-09,1.378430941e-09,1.408250435e-09,1.438069455e-09,1.467891521e-09,1.497615159e-09,1.527358907e-09,1.557136812e-09,1.586598075e-09,1.616354942e-09,1.646174162e-09,1.676065471e-09,1.705871806e-09,1.735439734e-09,1.765139462e-09,1.794852135e-09,1.82471623e-09,1.854211679e-09,1.881541518e-09]",0.75,011111000000000000000000000000,110000000000000000000000000000,111000000000000000000000000000,111000000000000000000000000000,0,0,2,3,1,1,0,1,0,phi_m02,-2
scenarios/024_coarse_phi_m01_v1p100000000000,capture,1.1,4,0,2.86281565e-10,1.286281565e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300945788e-09,1.320295049e-09,1.339647034e-09,1.358997616e-09,1.378313569e-09,1.397583195e-09,1.416960668e-09,1.436170942e-09,1.455477818e-09,1.474834964e-09,1.494086143e-09,1.513400128e-09,1.532759277e-09,1.552090715e-09,1.571455197e-09,1.590724071e-09,1.610092938e-09,1.628117131e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290833344e-09,1.303623646e-09,1.31636306e-09,1.329126929e-09,1.341879378e-09,1.354607183e-09,1.367357879e-09,1.378825614e-09]",1.1,000000000001111111110000000000,000000000111111111000000000000,000000000011111111000000000000,000000000011111111000000000000,0,10,17,8,1,1,0,0,0,phi_m01,-1
scenarios/025_coarse_phi_m01_v1p050000000000,capture,1.05,4,0,2.86281565e-10,1.286281565e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289292021e-09,1.310696667e-09,1.332075872e-09,1.353496866e-09,1.37489358e-09,1.396236485e-09,1.417545524e-09,1.438912686e-09,1.460308317e-09,1.481634186e-09,1.502959537e-09,1.524381205e-09,1.545731955e-09,1.566992344e-09,1.588367013e-09,1.609797178e-09,1.631170069e-09,1.65257934e-09,1.673946157e-09,1.693876897e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.286712561e-09,1.300495793e-09,1.314313612e-09,1.328060649e-09,1.341821912e-09,1.355552377e-09,1.369351893e-09,1.383134321e-09,1.39689269e-09,1.40930631e-09]",1.05,000000000011111111000000000000,000000001111111100000000000000,000000001111111100000000000000,000000001111111100000000000000,0,8,15,8,1,1,0,0,0,phi_m01,-1
scenarios/026_coarse_phi_m01_v1p000000000000,capture,1.0,4,0,2.86281565e-10,1.286281565e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.300009525e-09,1.323956286e-09,1.347965219e-09,1.371867174e-09,1.395788929e-09,1.419730386e-09,1.443689314e-09,1.467692836e-09,1.491535379e-09,1.515574277e-09,1.539465555e-09,1.563418348e-09,1.58723837e-09,1.611206462e-09,1.635132283e-09,1.659105974e-09,1.68304814e-09,1.707028536e-09,1.730896625e-09,1.754881914e-09,1.777351654e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.297365432e-09,1.312390145e-09,1.327469829e-09,1.342467838e-09,1.357471653e-09,1.372397651e-09,1.387431516e-09,1.402443144e-09,1.417467278e-09,1.432437155e-09,1.446168536e-09]",1.0,000000001111111110000000000000,000000011111110000000000000000,000000011111110000000000000000,000000011111110000000000000000,0,7,13,7,1,1,0,0,0,phi_m01,-1
scenarios/027_coarse_phi_m01_v0p950000000000,capture,0.95,4,0,2.86281565e-10,1.286281565e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286959655e-09,1.314339538e-09,1.341703982e-09,1.369014294e-09,1.39629271e-09,1.423625418e-09,1.451018862e-09,1.478280332e-09,1.505655139e-09,1.533061313e-09,1.560321453e-09,1.587594991e-09,1.614893208e-09,1.642105005e-09,1.669364311e-09,1.696651454e-09,1.724008061e-09,1.751397299e-09,1.778752696e-09,1.806017108e-09,1.833351885e-09,1.860786883e-09,1.886411284e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.294843998e-09,1.31149889e-09,1.32804763e-09,1.344695095e-09,1.361142386e-09,1.377806599e-09,1.394377818e-09,1.410925579e-09,1.427514078e-09,1.444043828e-09,1.460552857e-09,1.477123242e-09,1.492189791e-09]",0.95,000000011111111000000000000000,000001111111000000000000000000,000001111111000000000000000000,000001111111000000000000000000,0,5,11,7,1,1,0,0,0,phi_m01,-1
scenarios/028_coarse_phi_m01_v0p900000000000,capture,0.9,4,0,2.86281565e-10,1.286281565e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302594809e-09,1.334385445e-09,1.366356846e-09,1.398214591e-09,1.430143054e-09,1.461947863e-09,1.493803956e-09,1.525767913e-09,1.557525376e-09,1.589505314e-09,1.621263478e-09,1.653152578e-09,1.685052001e-09,1.717002905e-09,1.748989336e-09,1.780692714e-09,1.812384018e-09,1.844159766e-09,1.875984215e-09,1.907878256e-09,1.93988526e-09,1.971728948e-09,2.003639801e-09,2.03369379e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292801612e-09,1.311452719e-09,1.330062513e-09,1.348581223e-09,1.367217345e-09,1.385709147e-09,1.404289767e-09,1.422987467e-09,1.441445686e-09,1.460112087e-09,1.478610585e-09,1.497243172e-09,1.515850911e-09,1.534442442e-09,1.551347995e-09]",0.9,000001111111100000000000000000,000111111100000000000000000000,000011111100000000000000000000,000011111100000000000000000000,0,4,9,6,1,1,0,0,0,phi_m01,-1
scenarios/029_coarse_phi_m01_v0p850000000000,capture,0.85,4,0,2.86281565e-10,1.286281565e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285185703e-09,1.323450182e-09,1.361634745e-09,1.399878528e-09,1.438136051e-09,1.476356747e-09,1.514568414e-09,1.552825175e-09,1.591056326e-09,1.629303976e-09,1.667493287e-09,1.705673392e-09,1.743890721e-09,1.78190088e-09,1.820194886e-09,1.858488255e-09,1.896707988e-09,1.934969733e-09,1.973078777e-09,2.011103864e-09,2.049248167e-09,2.087462131e-09,2.125433435e-09,2.16381294e-09,2.202114554e-09,2.238189948e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291289982e-09,1.312582683e-09,1.333851936e-09,1.355068562e-09,1.376189545e-09,1.397445355e-09,1.418523026e-09,1.439598491e-09,1.460725781e-09,1.481955252e-09,1.503103525e-09,1.524352043e-09,1.545516706e-09,1.566682422e-09,1.587898652e-09,1.609002783e-09,1.628403429e-09]",0.85,000011111110000000000000000000,001111110000000000000000000000,001111110000000000000000000000,001111110000000000000000000000,0,2,7,6,1,1,0,0,0,phi_m01,-1
scenarios/030_coarse_phi_m01_v0p800000000000,capture,0.8,4,0,2.86281565e-10,1.286281565e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305860962e-09,1.353316389e-09,1.400778324e-09,1.448248111e-09,1.495597485e-09,1.543066463e-09,1.590510743e-09,1.637953196e-09,1.685448791e-09,1.732916263e-09,1.780545637e-09,1.828002073e-09,1.87542974e-09,1.922829757e-09,1.970166184e-09,2.017683976e-09,2.065018947e-09,2.112352001e-09,2.159689148e-09,2.207019389e-09,2.254340389e-09,2.301640319e-09,2.34888448e-09,2.396383317e-09,2.443835133e-09,2.491212565e-09,2.536443324e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.289973791e-09,1.314986359e-09,1.339607024e-09,1.36441953e-09,1.388981807e-09,1.413788153e-09,1.438597268e-09,1.463187349e-09,1.487759486e-09,1.512802577e-09,1.537297664e-09,1.56212408e-09,1.58692626e-09,1.61148889e-09,1.636302619e-09,1.661062688e-09,1.685703883e-09,1.710546577e-09,1.733193096e-09]",0.8,001111111000000000000000000000,111110000000000000000000000000,011111000000000000000000000000,011111000000000000000000000000,0,1,5,5,1,1,0,0,0,phi_m01,-1
scenarios/031_coarse_phi_m01_v0p750000000000,capture,0.75,4,0,2.86281565e-10,1.286281565e-09,"[1.211003633e-09,1.272329312e-09,1.333904651e-09,1.395424633e-09,1.457020909e-09,1.518626898e-09,1.580247263e-09,1.6418628e-09,1.703454543e-09,1.764994267e-09,1.826660981e-09,1.888271247e-09,1.950121474e-09,2.011927378e-09,2.073688671e-09,2.135334015e-09,2.196913803e-09,2.258578716e-09,2.320196645e-09,2.381971629e-09,2.44372287e-09,2.505470693e-09,2.567217922e-09,2.628965048e-09,2.690712157e-09,2.752354698e-09,2.813933027e-09,2.875596969e-09,2.937218341e-09,2.996015438e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.288901921e-09,1.318969745e-09,1.348519308e-09,1.378339183e-09,1.408109512e-09,1.437876365e-09,1.467640001e-09,1.497199341e-09,1.527018383e-09,1.556779524e-09,1.586531666e-09,1.616300546e-09,1.645792827e-09,1.675511131e-09,1.705329661e-09,1.735156641e-09,1.764981786e-09,1.794842502e-09,1.824484841e-09,1.854311867e-09,1.881865262e-09]",0.75,011111100000000000000000000000,111000000000000000000000000000,111000000000000000000000000000,111000000000000000000000000000,0,0,2,3,1,1,0,1,0,phi_m01,-1
scenarios/032_coarse_phi_p00_v1p100000000000,capture,1.1,4,0,3e-10,1.3e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300948554e-09,1.320312367e-09,1.339647566e-09,1.358983608e-09,1.378311366e-09,1.397629271e-09,1.416992927e-09,1.436376043e-09,1.455650451e-09,1.474995948e-09,1.494388778e-09,1.513709711e-09,1.533111566e-09,1.552438259e-09,1.571716952e-09,1.590927392e-09,1.610288725e-09,1.628390173e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303574622e-09,1.316385506e-09,1.329155226e-09,1.341877345e-09,1.354592825e-09,1.3673704e-09,1.378848127e-09]",1.1,000000000000111111111000000000,000000000011111111100000000000,000000000011111111100000000000,000000000011111111100000000000,0,10,18,9,1,1,0,0,0,phi_p00,0
scenarios/033_coarse_phi_p00_v1p050000000000,capture,1.05,4,0,3e-10,1.3e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289325209e-09,1.310663934e-09,1.332064516e-09,1.353478646e-09,1.374878564e-09,1.396219885e-09,1.417534307e-09,1.438923785e-09,1.460274444e-09,1.481627807e-09,1.502995264e-09,1.524471204e-09,1.54570901e-09,1.567103362e-09,1.588431026e-09,1.609787927e-09,1.63118151e-09,1.652581129e-09,1.673955104e-09,1.693968459e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.28673594e-09,1.3004973e-09,1.314337122e-09,1.32808817e-09,1.341845188e-09,1.355607571e-09,1.369394771e-09,1.383163592e-09,1.396926294e-09,1.409307149e-09]",1.05,000000000011111111100000000000,000000000111111110000000000000,000000000111111110000000000000,000000000111111110000000000000,0,9,16,8,1,1,0,0,0,phi_p00,0
scenarios/034_coarse_phi_p00_v1p000000000000,capture,1.0,4,0,3e-10,1.3e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.299949202e-09,1.323967073e-09,1.347881304e-09,1.37186917e-09,1.395801697e-09,1.419743226e-09,1.443706922e-09,1.467753962e-09,1.491648187e-09,1.515625377e-09,1.539566871e-09,1.563489287e-09,1.587447213e-09,1.611423583e-09,1.635341319e-09,1.659209361e-09,1.683191712e-09,1.70713827e-09,1.731116997e-09,1.755015621e-09,1.777246189e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.297371897e-09,1.312362929e-09,1.327436244e-09,1.342427134e-09,1.357472776e-09,1.37252097e-09,1.387508372e-09,1.402589974e-09,1.417552859e-09,1.43254277e-09,1.446209456e-09]",1.0,000000000111111111000000000000,000000011111111000000000000000,000000011111111000000000000000,000000011111111000000000000000,0,7,14,8,1,1,0,0,0,phi_p00,0
scenarios/035_coarse_phi_p00_v0p950000000000,capture,0.95,4,0,3e-10,1.3e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286963307e-09,1.314334239e-09,1.341698213e-09,1.369010705e-09,1.396267455e-09,1.423572795e-09,1.450907006e-09,1.478211794e-09,1.505484775e-09,1.532885158e-09,1.560180064e-09,1.587574068e-09,1.614746586e-09,1.642019776e-09,1.669374638e-09,1.69677374e-09,1.724124287e-09,1.751452689e-09,1.778753953e-09,1.806053256e-09,1.833498168e-09,1.860573768e-09,1.886246094e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.29491382e-09,1.311486418e-09,1.328076632e-09,1.344737087e-09,1.361233732e-09,1.377917291e-09,1.394471371e-09,1.411004276e-09,1.427578292e-09,1.444179168e-09,1.460726806e-09,1.477386381e-09,1.492458455e-09]",0.95,000000011111111100000000000000,000001111111100000000000000000,000000111111100000000000000000,000000111111100000000000000000,0,6,12,7,1,1,0,0,0,phi_p00,0
scenarios/036_coarse_phi_p00_v0p900000000000,capture,0.9,4,0,3e-10,1.3e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302479088e-09,1.334448235e-09,1.366291953e-09,1.398200974e-09,1.430151131e-09,1.461928536e-09,1.493841887e-09,1.525672718e-09,1.557520696e-09,1.589565473e-09,1.621398266e-09,1.653389994e-09,1.685070149e-09,1.716960359e-09,1.748717149e-09,1.780523489e-09,1.812435911e-09,1.844346078e-09,1.876248311e-09,1.908060339e-09,1.939972436e-09,1.971812916e-09,2.003802194e-09,2.033784808e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292894121e-09,1.311495925e-09,1.330130766e-09,1.348687798e-09,1.36722909e-09,1.385909349e-09,1.40449943e-09,1.423000248e-09,1.44166453e-09,1.460309009e-09,1.478797453e-09,1.497500873e-09,1.515886453e-09,1.534519788e-09,1.55141782e-09]",0.9,000000111111110000000000000000,000011111110000000000000000000,000011111110000000000000000000,000011111110000000000000000000,0,4,10,7,1,1,0,0,0,phi_p00,0
scenarios/037_coarse_phi_p00_v0p850000000000,capture,0.85,4,0,3e-10,1.3e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285195151e-09,1.323516489e-09,1.361667534e-09,1.399849953e-09,1.43812321e-09,1.476341117e-09,1.51457616e-09,1.552726958e-09,1.590950534e-09,1.629257596e-09,1.667626474e-09,1.705739361e-09,1.744033759e-09,1.782184845e-09,1.820656896e-09,1.858709126e-09,1.89683495e-09,1.935023474e-09,1.973472746e-09,2.011704865e-09,2.049909391e-09,2.088121782e-09,2.126337392e-09,2.16455508e-09,2.202772638e-09,2.238942897e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291452679e-09,1.312616088e-09,1.333824137e-09,1.355090776e-09,1.376181849e-09,1.39747433e-09,1.418535005e-09,1.439740038e-09,1.460862235e-09,1.482022461e-09,1.503098804e-09,1.524431425e-09,1.545528349e-09,1.566802032e-09,1.587869684e-09,1.609124703e-09,1.62840287e-09]",0.85,000011111110000000000000000000,001111110000000000000000000000,000111111000000000000000000000,000111111000000000000000000000,0,3,8,6,1,1,0,0,0,phi_p00,0
scenarios/038_coarse_phi_p00_v0p800000000000,capture,0.8,4,0,3e-10,1.3e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305815425e-09,1.353365013e-09,1.400842738e-09,1.448231361e-09,1.495628378e-09,1.543107595e-09,1.590563557e-09,1.638012653e-09,1.685535035e-09,1.73302675e-09,1.780629174e-09,1.828040398e-09,1.875551508e-09,1.923032256e-09,1.970375477e-09,2.017848568e-09,2.065245257e-09,2.112614154e-09,2.160141909e-09,2.207886697e-09,2.255481214e-09,2.303002208e-09,2.350528247e-09,2.397965559e-09,2.445489688e-09,2.492894691e-09,2.538012685e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290039328e-09,1.314888935e-09,1.339662757e-09,1.36444302e-09,1.389243794e-09,1.41382135e-09,1.438659802e-09,1.46321348e-09,1.487972397e-09,1.512819318e-09,1.537611048e-09,1.562329066e-09,1.587134969e-09,1.611812801e-09,1.636487047e-09,1.661291364e-09,1.685885286e-09,1.710702641e-09,1.733378048e-09]",0.8,000111111000000000000000000000,011111000000000000000000000000,011111000000000000000000000000,011111000000000000000000000000,0,1,5,5,1,1,0,0,0,phi_p00,0
scenarios/039_coarse_phi_p00_v0p750000000000,capture,0.75,4,0,3e-10,1.3e-09,"[1.211003633e-09,1.272329312e-09,1.333999721e-09,1.395583561e-09,1.457140224e-09,1.518651923e-09,1.580235317e-09,1.641873364e-09,1.703484631e-09,1.765000963e-09,1.826626486e-09,1.888242855e-09,1.949971667e-09,2.011814892e-09,2.073692978e-09,2.135535547e-09,2.196999093e-09,2.258763808e-09,2.32040087e-09,2.382004689e-09,2.443784368e-09,2.505536894e-09,2.567284919e-09,2.629032183e-09,2.690779315e-09,2.752526425e-09,2.813990258e-09,2.875752399e-09,2.937384468e-09,2.996056207e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289004799e-09,1.31884331e-09,1.348644519e-09,1.378330508e-09,1.407849493e-09,1.437642254e-09,1.467422457e-09,1.497205357e-09,1.527022026e-09,1.556796069e-09,1.586465032e-09,1.616249822e-09,1.646072188e-09,1.67589987e-09,1.705725312e-09,1.73554735e-09,1.765366331e-09,1.795194859e-09,1.824948512e-09,1.854762182e-09,1.882094345e-09]",0.75,011111100000000000000000000000,111000000000000000000000000000,111100000000000000000000000000,111100000000000000000000000000,0,0,3,4,1,1,0,1,0,phi_p00,0
