scenario,mode,vdd_v,initial_rvt_stages,initial_lvt_stages,capture_phase_s,sample_time_s,rvt_crossings_s,lvt_crossings_s,vdd_a_min_v,raw_xor_word,latch_word,captured_xor_word,corrected_xor_word,raw_bubble_count,start_index,end_index,one_run_length,valid,run_count,bubble_count,touches_left_boundary,touches_right_boundary,phase_id,phase_multiplier
scenarios/040_coarse_phi_p01_v1p100000000000,capture,1.1,4,0,3.13718435e-10,1.313718435e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320233643e-09,1.339564171e-09,1.358909574e-09,1.378241697e-09,1.397614213e-09,1.416946962e-09,1.436224904e-09,1.455603672e-09,1.474925357e-09,1.494096559e-09,1.513425981e-09,1.532755027e-09,1.552112353e-09,1.571516114e-09,1.590836944e-09,1.610161054e-09,1.628259259e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.31635355e-09,1.329178946e-09,1.341895109e-09,1.354634594e-09,1.367404902e-09,1.378871811e-09]",1.1,000000000000011111111100000000,000000000001111111110000000000,000000000001111111110000000000,000000000001111111110000000000,0,11,19,9,1,1,0,0,0,phi_p01,1
scenarios/041_coarse_phi_p01_v1p050000000000,capture,1.05,4,0,3.13718435e-10,1.313718435e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289325209e-09,1.310709277e-09,1.33211115e-09,1.35345066e-09,1.374823203e-09,1.396185146e-09,1.417527831e-09,1.438882913e-09,1.46026695e-09,1.481619332e-09,1.503024535e-09,1.524368573e-09,1.545770039e-09,1.567002977e-09,1.588331078e-09,1.609592717e-09,1.630856086e-09,1.652336247e-09,1.673620922e-09,1.693640396e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.28673594e-09,1.300529302e-09,1.314164802e-09,1.327953681e-09,1.341771837e-09,1.355533048e-09,1.369261738e-09,1.383080137e-09,1.396873423e-09,1.409314044e-09]",1.05,000000000001111111110000000000,000000000111111111000000000000,000000000011111111000000000000,000000000011111111000000000000,0,10,17,8,1,1,0,0,0,phi_p01,1
scenarios/042_coarse_phi_p01_v1p000000000000,capture,1.0,4,0,3.13718435e-10,1.313718435e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.299952848e-09,1.323888295e-09,1.347805923e-09,1.371798252e-09,1.395732365e-09,1.419697088e-09,1.443650974e-09,1.467666626e-09,1.491615229e-09,1.515259227e-09,1.53930813e-09,1.563260625e-09,1.587245032e-09,1.611164568e-09,1.635090219e-09,1.65907299e-09,1.682823238e-09,1.7068224e-09,1.730808012e-09,1.754773503e-09,1.777190581e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.29737144e-09,1.31238365e-09,1.327377467e-09,1.342371198e-09,1.357451799e-09,1.372476085e-09,1.387462769e-09,1.402544891e-09,1.417541169e-09,1.432490927e-09,1.446219208e-09]",1.0,000000000111111111000000000000,000000001111111100000000000000,000000001111111100000000000000,000000001111111100000000000000,0,8,15,8,1,1,0,0,0,phi_p01,1
scenarios/043_coarse_phi_p01_v0p950000000000,capture,0.95,4,0,3.13718435e-10,1.313718435e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286963307e-09,1.314251536e-09,1.341619429e-09,1.368992453e-09,1.396305598e-09,1.423638366e-09,1.451023107e-09,1.478345913e-09,1.505678792e-09,1.532987072e-09,1.560360714e-09,1.58767817e-09,1.615085177e-09,1.64224647e-09,1.669626738e-09,1.696876168e-09,1.72423593e-09,1.751597225e-09,1.778836495e-09,1.806180558e-09,1.833592006e-09,1.860846822e-09,1.886561611e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.29491382e-09,1.311534706e-09,1.32805598e-09,1.344647235e-09,1.361253021e-09,1.37782954e-09,1.394458571e-09,1.411012349e-09,1.427625025e-09,1.444188258e-09,1.460676928e-09,1.47733927e-09,1.492407053e-09]",0.95,000000001111111100000000000000,000000111111110000000000000000,000000111111110000000000000000,000000111111110000000000000000,0,6,13,8,1,1,0,0,0,phi_p01,1
scenarios/044_coarse_phi_p01_v0p900000000000,capture,0.9,4,0,3.13718435e-10,1.313718435e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302564607e-09,1.334429401e-09,1.366312004e-09,1.398214909e-09,1.430109998e-09,1.461988207e-09,1.493899531e-09,1.525789896e-09,1.557655899e-09,1.589630687e-09,1.621408629e-09,1.653362608e-09,1.685275943e-09,1.717069765e-09,1.749081857e-09,1.780647849e-09,1.812433007e-09,1.844150659e-09,1.87604569e-09,1.908025359e-09,1.939906103e-09,1.971817136e-09,2.003716332e-09,2.033711166e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292894121e-09,1.311414763e-09,1.330000717e-09,1.348652866e-09,1.367170767e-09,1.385788487e-09,1.404333969e-09,1.422953059e-09,1.441522543e-09,1.4601342e-09,1.478638135e-09,1.497103914e-09,1.515627166e-09,1.534386365e-09,1.55139597e-09]",0.9,000000111111110000000000000000,000011111111000000000000000000,000001111111000000000000000000,000001111111000000000000000000,0,5,11,7,1,1,0,0,0,phi_p01,1
scenarios/045_coarse_phi_p01_v0p850000000000,capture,0.85,4,0,3.13718435e-10,1.313718435e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285195151e-09,1.323377596e-09,1.361614484e-09,1.399834447e-09,1.438114757e-09,1.476299368e-09,1.514454383e-09,1.552726816e-09,1.590940839e-09,1.629274554e-09,1.667574909e-09,1.705771358e-09,1.744028407e-09,1.78222632e-09,1.820548176e-09,1.858838428e-09,1.89691311e-09,1.935263917e-09,1.973632647e-09,2.011854753e-09,2.0500694e-09,2.088286743e-09,2.126504534e-09,2.164720608e-09,2.202935374e-09,2.239145117e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291452679e-09,1.312639053e-09,1.333847463e-09,1.355029872e-09,1.376304155e-09,1.397472245e-09,1.418628011e-09,1.43989422e-09,1.461023953e-09,1.482297759e-09,1.503351473e-09,1.524602098e-09,1.545849902e-09,1.567115347e-09,1.588247555e-09,1.609435336e-09,1.628906655e-09]",0.85,000001111111000000000000000000,000111111000000000000000000000,000111111000000000000000000000,000111111000000000000000000000,0,3,8,6,1,1,0,0,0,phi_p01,1
scenarios/046_coarse_phi_p01_v0p800000000000,capture,0.8,4,0,3.13718435e-10,1.313718435e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305913946e-09,1.353412324e-09,1.400899492e-09,1.448286413e-09,1.495610169e-09,1.543028393e-09,1.590492151e-09,1.638015703e-09,1.685375e-09,1.732852498e-09,1.780375393e-09,1.828079353e-09,1.875540211e-09,1.923073279e-09,1.970495616e-09,2.017915193e-09,2.065590795e-09,2.113022706e-09,2.160438436e-09,2.207763756e-09,2.255101177e-09,2.302436312e-09,2.349689481e-09,2.397193316e-09,2.444621431e-09,2.492230321e-09,2.537352486e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290039328e-09,1.314741903e-09,1.339704304e-09,1.364338268e-09,1.389094824e-09,1.41389807e-09,1.438446927e-09,1.463273161e-09,1.487909563e-09,1.512589571e-09,1.537464834e-09,1.562146755e-09,1.58690048e-09,1.611702533e-09,1.636359444e-09,1.66104511e-09,1.685840465e-09,1.710556566e-09,1.733162615e-09]",0.8,000111111100000000000000000000,011111100000000000000000000000,011111100000000000000000000000,011111100000000000000000000000,0,1,6,6,1,1,0,0,0,phi_p01,1
scenarios/047_coarse_phi_p01_v0p750000000000,capture,0.75,4,0,3.13718435e-10,1.313718435e-09,"[1.211003633e-09,1.272329312e-09,1.333826676e-09,1.395345631e-09,1.457061027e-09,1.518552729e-09,1.580191281e-09,1.641847148e-09,1.703444098e-09,1.765032347e-09,1.826666818e-09,1.888169833e-09,1.949916423e-09,2.011655017e-09,2.073423909e-09,2.135366665e-09,2.196844009e-09,2.258609029e-09,2.320248254e-09,2.381851492e-09,2.443630989e-09,2.505383442e-09,2.567131456e-09,2.628878718e-09,2.690625851e-09,2.752372961e-09,2.813836793e-09,2.875598934e-09,2.937231003e-09,2.995902743e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289004799e-09,1.318740331e-09,1.348595044e-09,1.378356671e-09,1.40810824e-09,1.437802407e-09,1.467324421e-09,1.497130979e-09,1.526745639e-09,1.556567805e-09,1.586230293e-09,1.616026326e-09,1.645851807e-09,1.675678672e-09,1.705502491e-09,1.735322956e-09,1.765140133e-09,1.794894426e-09,1.824597079e-09,1.854213599e-09,1.881700567e-09]",0.75,001111110000000000000000000000,111100000000000000000000000000,111100000000000000000000000000,111100000000000000000000000000,0,0,3,4,1,1,0,1,0,phi_p01,1
scenarios/048_coarse_phi_p02_v1p100000000000,capture,1.1,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339660123e-09,1.359020254e-09,1.378372104e-09,1.397705941e-09,1.417043569e-09,1.436322714e-09,1.455696251e-09,1.475020443e-09,1.494216562e-09,1.513572878e-09,1.532877517e-09,1.552230442e-09,1.571488648e-09,1.590840249e-09,1.610135258e-09,1.628156255e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329086842e-09,1.341923152e-09,1.354648641e-09,1.367390392e-09,1.37885432e-09]",1.1,000000000000011111111110000000,000000000000111111111000000000,000000000000111111111000000000,000000000000111111111000000000,0,12,20,9,1,1,0,0,0,phi_p02,2
scenarios/049_coarse_phi_p02_v1p050000000000,capture,1.05,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289325209e-09,1.310709277e-09,1.332043759e-09,1.353463724e-09,1.374834517e-09,1.396196443e-09,1.417540675e-09,1.438895952e-09,1.460276963e-09,1.481628978e-09,1.50303439e-09,1.524455381e-09,1.545742836e-09,1.567105958e-09,1.588409666e-09,1.609798526e-09,1.631139651e-09,1.652536779e-09,1.6739407e-09,1.693845548e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.28673594e-09,1.300529302e-09,1.314217366e-09,1.327954072e-09,1.341756409e-09,1.355559293e-09,1.369287072e-09,1.383105939e-09,1.396898281e-09,1.409338915e-09]",1.05,000000000000111111111000000000,000000000011111111100000000000,000000000011111111100000000000,000000000011111111100000000000,0,10,18,9,1,1,0,0,0,phi_p02,2
scenarios/050_coarse_phi_p02_v1p000000000000,capture,1.0,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.299952848e-09,1.323931589e-09,1.347901376e-09,1.371865655e-09,1.395830803e-09,1.419765656e-09,1.443692572e-09,1.4677399e-09,1.491622851e-09,1.515666267e-09,1.539571451e-09,1.563562181e-09,1.587517721e-09,1.611538484e-09,1.635354878e-09,1.659262952e-09,1.683113003e-09,1.70704275e-09,1.731026485e-09,1.755045812e-09,1.777562084e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.29737144e-09,1.312382137e-09,1.327391217e-09,1.342389905e-09,1.357467033e-09,1.372444891e-09,1.387470661e-09,1.40250404e-09,1.417552148e-09,1.432503236e-09,1.446095654e-09]",1.0,000000000011111111100000000000,000000001111111110000000000000,000000000111111110000000000000,000000000111111110000000000000,0,9,16,8,1,1,0,0,0,phi_p02,2
scenarios/051_coarse_phi_p02_v0p950000000000,capture,0.95,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286963307e-09,1.314288798e-09,1.341644079e-09,1.369015901e-09,1.396297527e-09,1.42364906e-09,1.450991787e-09,1.478314016e-09,1.505660392e-09,1.532923081e-09,1.560343479e-09,1.587601192e-09,1.614985625e-09,1.642150847e-09,1.669532947e-09,1.696822057e-09,1.724123997e-09,1.751575994e-09,1.77864556e-09,1.805886174e-09,1.833149261e-09,1.860506008e-09,1.88624037e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.29491382e-09,1.311534706e-09,1.328028458e-09,1.344738381e-09,1.361268221e-09,1.377930917e-09,1.394467239e-09,1.411030871e-09,1.427649692e-09,1.444183762e-09,1.460842084e-09,1.477299307e-09,1.492295359e-09]",0.95,000000001111111110000000000000,000000111111111000000000000000,000000011111111000000000000000,000000011111111000000000000000,0,7,14,8,1,1,0,0,0,phi_p02,2
scenarios/052_coarse_phi_p02_v0p900000000000,capture,0.9,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302564607e-09,1.334321701e-09,1.366262226e-09,1.39810693e-09,1.430062078e-09,1.461865498e-09,1.493672239e-09,1.525688277e-09,1.557467987e-09,1.589413866e-09,1.621233674e-09,1.652965301e-09,1.684766696e-09,1.716590301e-09,1.748499945e-09,1.780286062e-09,1.812158444e-09,1.844175366e-09,1.875744575e-09,1.907505023e-09,1.939230967e-09,1.971126384e-09,2.003103693e-09,2.033239409e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292894121e-09,1.311414763e-09,1.329994001e-09,1.348718524e-09,1.367298117e-09,1.385898222e-09,1.404440526e-09,1.423098664e-09,1.441614731e-09,1.460174406e-09,1.478719749e-09,1.497253138e-09,1.515751994e-09,1.534189311e-09,1.551251924e-09]",0.9,000000011111111000000000000000,000001111111000000000000000000,000001111111000000000000000000,000001111111000000000000000000,0,5,11,7,1,1,0,0,0,phi_p02,2
scenarios/053_coarse_phi_p02_v0p850000000000,capture,0.85,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285195151e-09,1.323487483e-09,1.361665927e-09,1.399871685e-09,1.438171754e-09,1.476327471e-09,1.514624783e-09,1.552834091e-09,1.591052668e-09,1.629316526e-09,1.667559712e-09,1.705976992e-09,1.74419255e-09,1.78240619e-09,1.820622412e-09,1.858803997e-09,1.897109823e-09,1.935239673e-09,1.973328247e-09,2.011400333e-09,2.04949503e-09,2.087648399e-09,2.125771361e-09,2.164220452e-09,2.202447888e-09,2.238538359e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291452679e-09,1.312661938e-09,1.333690304e-09,1.355007559e-09,1.376136522e-09,1.397406e-09,1.418463325e-09,1.439742623e-09,1.460842627e-09,1.481990147e-09,1.503164541e-09,1.524413465e-09,1.545441472e-09,1.566641366e-09,1.587911e-09,1.609065363e-09,1.628525896e-09]",0.85,000001111111100000000000000000,000111111100000000000000000000,000111111100000000000000000000,000111111100000000000000000000,0,3,9,7,1,1,0,0,0,phi_p02,2
scenarios/054_coarse_phi_p02_v0p800000000000,capture,0.8,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305913946e-09,1.353383764e-09,1.400864132e-09,1.44838586e-09,1.495773112e-09,1.543093368e-09,1.590568379e-09,1.638030947e-09,1.68551469e-09,1.732994383e-09,1.780675964e-09,1.828034061e-09,1.875533623e-09,1.922864466e-09,1.970340105e-09,2.017745185e-09,2.065181866e-09,2.112751246e-09,2.160446559e-09,2.207961832e-09,2.255461713e-09,2.302985223e-09,2.350510383e-09,2.398035749e-09,2.445561084e-09,2.493064529e-09,2.538072814e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290039328e-09,1.314873e-09,1.339478347e-09,1.364303671e-09,1.389110548e-09,1.413684811e-09,1.438504794e-09,1.463079947e-09,1.487665641e-09,1.512585441e-09,1.537253033e-09,1.562078826e-09,1.586832771e-09,1.611455834e-09,1.636258329e-09,1.660897765e-09,1.685601046e-09,1.710405433e-09,1.733112057e-09]",0.8,000111111100000000000000000000,011111100000000000000000000000,001111100000000000000000000000,001111100000000000000000000000,0,2,6,5,1,1,0,0,0,phi_p02,2
scenarios/055_coarse_phi_p02_v0p750000000000,capture,0.75,4,0,3.2743686999999997e-10,1.32743687e-09,"[1.211003633e-09,1.272329312e-09,1.333787911e-09,1.395520507e-09,1.457039999e-09,1.518629257e-09,1.580175975e-09,1.641810695e-09,1.70342225e-09,1.765046704e-09,1.826831414e-09,1.888302354e-09,1.950115642e-09,2.011811764e-09,2.0733878e-09,2.134922779e-09,2.196642582e-09,2.258145776e-09,2.31981839e-09,2.381415381e-09,2.442982359e-09,2.504543003e-09,2.566101815e-09,2.627660055e-09,2.689218112e-09,2.750776116e-09,2.812091518e-09,2.873904106e-09,2.935282215e-09,2.993769373e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289004799e-09,1.318821483e-09,1.348623419e-09,1.378433429e-09,1.408195131e-09,1.438002631e-09,1.46782205e-09,1.497641288e-09,1.527433077e-09,1.557452707e-09,1.586982578e-09,1.616639931e-09,1.646430531e-09,1.676356413e-09,1.706220815e-09,1.735724108e-09,1.765313999e-09,1.795019181e-09,1.824991425e-09,1.854399314e-09,1.881560306e-09]",0.75,001111110000000000000000000000,111100000000000000000000000000,111100000000000000000000000000,111100000000000000000000000000,0,0,3,4,1,1,0,1,0,phi_p02,2
scenarios/056_coarse_phi_p03_v1p100000000000,capture,1.1,4,0,3.41155305e-10,1.341155305e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.358889413e-09,1.37822637e-09,1.397579566e-09,1.416978478e-09,1.436321132e-09,1.45566794e-09,1.474975156e-09,1.49430147e-09,1.513686472e-09,1.532918186e-09,1.552270914e-09,1.571672405e-09,1.590914271e-09,1.610269194e-09,1.62825385e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341817117e-09,1.354579857e-09,1.36737433e-09,1.378867917e-09]",1.1,000000000000001111111111000000,000000000000111111111100000000,000000000000011111111100000000,000000000000011111111100000000,0,13,21,9,1,1,0,0,0,phi_p03,3
scenarios/057_coarse_phi_p03_v1p050000000000,capture,1.05,4,0,3.41155305e-10,1.341155305e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289325209e-09,1.310709277e-09,1.332138876e-09,1.353486715e-09,1.374911351e-09,1.396254304e-09,1.417591979e-09,1.438950148e-09,1.4603538e-09,1.481706038e-09,1.503105096e-09,1.524525373e-09,1.545662049e-09,1.567086537e-09,1.588424856e-09,1.609769699e-09,1.631138197e-09,1.652528435e-09,1.673827572e-09,1.693845667e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.28673594e-09,1.300529302e-09,1.314217366e-09,1.328006022e-09,1.341721563e-09,1.355503062e-09,1.369279977e-09,1.383071541e-09,1.396829566e-09,1.40928494e-09]",1.05,000000000000111111111100000000,000000000001111111110000000000,000000000001111111110000000000,000000000001111111110000000000,0,11,19,9,1,1,0,0,0,phi_p03,3
scenarios/058_coarse_phi_p03_v1p000000000000,capture,1.0,4,0,3.41155305e-10,1.341155305e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.299952848e-09,1.323931589e-09,1.347831808e-09,1.371811038e-09,1.3958297e-09,1.419744448e-09,1.443687907e-09,1.467738042e-09,1.491604559e-09,1.515590683e-09,1.539551047e-09,1.563572857e-09,1.587452294e-09,1.611382819e-09,1.635300329e-09,1.659184031e-09,1.683144999e-09,1.707087726e-09,1.73097796e-09,1.755003355e-09,1.777318305e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.29737144e-09,1.312382137e-09,1.327426289e-09,1.342381292e-09,1.35747776e-09,1.372484164e-09,1.387498453e-09,1.402510752e-09,1.41758043e-09,1.432506565e-09,1.446143971e-09]",1.0,000000000001111111110000000000,000000000111111111000000000000,000000000111111111000000000000,000000000111111111000000000000,0,9,17,9,1,1,0,0,0,phi_p03,3
scenarios/059_coarse_phi_p03_v0p950000000000,capture,0.95,4,0,3.41155305e-10,1.341155305e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286963307e-09,1.314288798e-09,1.341616067e-09,1.369019491e-09,1.396308128e-09,1.423637965e-09,1.451074081e-09,1.478366404e-09,1.50561591e-09,1.533048647e-09,1.560391833e-09,1.587757323e-09,1.615009389e-09,1.642344419e-09,1.66974517e-09,1.6969413e-09,1.724373029e-09,1.751541514e-09,1.77870036e-09,1.80602239e-09,1.833377661e-09,1.860775759e-09,1.886456184e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.29491382e-09,1.311534706e-09,1.328068454e-09,1.344611938e-09,1.36127656e-09,1.377846695e-09,1.394496391e-09,1.411049511e-09,1.427671427e-09,1.44425131e-09,1.460763985e-09,1.47745931e-09,1.492410127e-09]",0.95,000000000111111111000000000000,000000011111111000000000000000,000000011111111100000000000000,000000011111111100000000000000,0,7,15,9,1,1,0,0,0,phi_p03,3
