driver_cell,driver_size_tier,driver_total_width_m,stage,candidate_id,medium_code,fine_code,K,vdd_v,control_value,D_rise_ps,D_fall_ps,output_rise_time_ps,output_fall_time_ps,output_logic_high,output_logic_low,unexpected_transition_count,valid,scenario
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,0,8,0.95,0,456.63862499999993,469.3556869999997,136.15891799999994,69.09090199999999,0.9500029434,-3.859852007e-07,0,True,scenarios/phase2_fine8__m08__k08__f00__v0p95__f2e4c6c00bafe252c7ed
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,1,8,0.95,0,460.99100799999997,469.28128899999945,139.49564,75.69309399999986,0.9500011289,2.670856909e-06,0,True,scenarios/phase2_fine8__m08__k08__f01__v0p95__612fe85e00681549752e
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,2,8,0.95,0,465.842401,470.54675999999984,151.59826199999998,82.9775589999998,0.9500018446,8.279091425e-07,0,True,scenarios/phase2_fine8__m08__k08__f02__v0p95__61c3ae5aba9b7ad207f3
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,3,8,0.95,0,470.9605329999999,470.73970699999967,161.639157,89.06352100000022,0.9500002839,7.230068392e-07,0,True,scenarios/phase2_fine8__m08__k08__f03__v0p95__02ab94328cd2fa097780
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,4,8,0.95,0,476.3026760000001,472.4495380000001,173.35057399999985,95.42645499999956,0.9500001,1.64386718e-06,0,True,scenarios/phase2_fine8__m08__k08__f04__v0p95__5ecb14f15c47a156df3c
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,5,8,0.95,0,481.737792,473.4417309999993,181.39701999999997,102.44142599999968,0.9499977856,3.470068162e-06,0,True,scenarios/phase2_fine8__m08__k08__f05__v0p95__bc7a40bc06a9e04dd948
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,6,8,0.95,0,487.76094,474.40787699999987,191.05958400000014,108.9473790000003,0.9499979572,3.531720635e-06,0,True,scenarios/phase2_fine8__m08__k08__f06__v0p95__61857feb01b4915df3a0
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,7,8,0.95,0,494.7079699999999,475.2158100000001,199.9805969999999,113.96141000000017,0.949994375,-2.003430214e-06,0,True,scenarios/phase2_fine8__m08__k08__f07__v0p95__b05d5b22dd9ab3c6d698
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,8,8,0.95,0,501.84315399999997,475.9563319999995,210.02206799999988,120.2275440000001,0.9499913932,7.588141134e-07,0,True,scenarios/phase2_fine8__m08__k08__f08__v0p95__904ee3a46ccc972080fa
BUF_X1M_A9TL40,1,9.849999999999999e-07,phase2_fine8,NOR2_X4A_A9TL40__signal_A,8,0,8,1.1,0,348.8217399999999,348.05567999999994,104.05046499999997,56.924845000000225,1.1000018498,4.973788021e-07,0,True,scenarios/phase2_fine8__m08__k08__f00__v1p10__02aba0e171526496238e
