driver_cell,driver_size_tier,driver_total_width_m,stage,candidate_id,medium_code,fine_code,K,vdd_v,control_value,D_rise_ps,D_fall_ps,output_rise_time_ps,output_fall_time_ps,output_logic_high,output_logic_low,unexpected_transition_count,valid,scenario
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,0,10,1.1,0,101.43337999999989,87.0077139999998,149.49102400000004,79.6467519999999,1.1000056296,-6.428527225e-07,0,True,scenarios/phase5_coupled_coverage__m00__k10__f00__v1p10__e7da0dc27b7f089b3d22
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,10,10,1.1,0,167.51616100000007,95.90499099999947,246.41428299999984,142.9190939999998,1.0999937109,1.551308213e-06,0,True,scenarios/phase5_coupled_coverage__m00__k10__f10__v1p10__1737c70cfc12abb90416
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,1,0,10,1.1,0,134.54697199999995,121.05282999999969,149.50729900000005,79.65146100000027,1.1000058166,-9.635692322e-07,0,True,scenarios/phase5_coupled_coverage__m01__k10__f00__v1p10__0e0e24b9b373818db1c3
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,0,10,1.1,0,333.06523000000004,325.60492099999954,150.0722080000001,82.68620800000024,1.1000054275,-1.29666017e-06,0,True,scenarios/phase5_coupled_coverage__m07__k10__f00__v1p10__67a437d164a02178ffa4
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,10,10,1.1,0,398.8326799999999,336.00660999999997,249.29817800000004,144.07128099999954,1.099987626,3.654476357e-06,0,True,scenarios/phase5_coupled_coverage__m07__k10__f10__v1p10__6178bac36bb72d2f7e74
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,8,0,10,1.1,0,367.18592599999994,360.29623600000014,151.37627100000003,81.61877200000038,1.1000078349,-5.041700128e-07,0,True,scenarios/phase5_coupled_coverage__m08__k10__f00__v1p10__a5a384def0fda6c98aec
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,0,10,1.1,0,599.9973090000001,599.3133189999994,157.12612699999994,81.77657200000021,1.1000026237,-9.357285682e-07,0,True,scenarios/phase5_coupled_coverage__m15__k10__f00__v1p10__da0768abcd1176e31784
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,10,10,1.1,0,665.282615,608.8603079999996,249.407577,143.83921099999952,1.0999953335,1.600112802e-06,0,True,scenarios/phase5_coupled_coverage__m15__k10__f10__v1p10__12ce3887e7ca806f1082
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,16,0,10,1.1,0,610.013038,611.8177080000002,156.44625700000006,80.4700019999993,1.1000056963,-1.147739602e-06,0,True,scenarios/phase5_coupled_coverage__m16__k10__f00__v1p10__3ac29cc9c7ce2b3abb68
BUF_X0P8M_A9TL40,0P8,8.699999999999999e-07,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,0,10,0.95,0,128.7039229999999,111.47972399999946,185.29525400000009,96.46837800000011,0.9500055909,3.094009059e-08,0,True,scenarios/phase5_coupled_coverage__m00__k10__f00__v0p95__12df46ba4aa7ffdb7df2
