driver_cell,driver_size_tier,driver_total_width_m,stage,candidate_id,medium_code,fine_code,K,vdd_v,control_value,D_rise_ps,D_fall_ps,output_rise_time_ps,output_fall_time_ps,output_logic_high,output_logic_low,unexpected_transition_count,valid,scenario
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,0,21,0.95,0,455.48062400000003,452.97229599999963,233.70091600000012,119.70842599999985,0.9500045968,-7.701867235e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f00__v0p95__b33ad7436cf08b2fbd79
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,1,21,0.95,0,458.30086400000005,453.22403899999944,235.22503500000013,123.68276900000012,0.9500073202,-5.166256997e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f01__v0p95__b43baf2fbb7103e5d9fb
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,2,21,0.95,0,461.72290499999997,453.79210199999966,243.29099300000019,128.6705709999997,0.9500068859,-3.812752566e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f02__v0p95__4e9cd1a0ef4907274690
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,3,21,0.95,0,465.1241519999999,454.5137609999994,249.54233100000013,131.36346400000014,0.9500044614,-1.010704564e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f03__v0p95__9c5b8ba3d2c13f02ccc9
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,4,21,0.95,0,468.921794,455.0380239999997,255.47831900000006,135.9090859999999,0.950004707,3.221712957e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f04__v0p95__18a5890aab2b2ec37a9a
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,5,21,0.95,0,472.881575,455.55016999999947,261.9727140000001,140.4215000000003,0.9500041149,5.455776663e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f05__v0p95__4d3565ca790080e73250
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,6,21,0.95,0,476.972859,456.1312049999996,268.95159700000005,144.67769700000002,0.9500037109,9.106654661e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f06__v0p95__b4835df8cf8e9b775706
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,7,21,0.95,0,481.1621819999999,456.761946,276.291366,148.84451999999996,0.9500029361,6.990152413e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f07__v0p95__944ecf449b66518dcf3d
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,8,21,0.95,0,485.415669,457.4065349999995,284.2186710000001,153.20137700000018,0.9500020201,8.773243453e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f08__v0p95__b6deba4456d3cceff367
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,9,21,0.95,0,489.696367,458.0648549999998,292.49911299999997,157.57009199999956,0.9500015686,8.894645819e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f09__v0p95__8ebb9c1e7bff79694ec2
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,10,21,0.95,0,494.176894,459.38861999999966,295.451635,162.11643600000036,0.9500011503,2.395731054e-06,0,True,scenarios/phase4_final_monotonicity__m07__k21__f10__v0p95__730d444dd11e7ecefd3e
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,11,21,0.95,0,497.9636539999999,459.41415599999993,305.744906,166.92808499999958,0.9500006186,1.416895536e-06,0,True,scenarios/phase4_final_monotonicity__m07__k21__f11__v0p95__80a606a2f4ff2da9ab14
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,12,21,0.95,0,502.893097,460.1020919999996,307.87556199999995,171.1048039999996,0.9499986477,1.971533137e-06,0,True,scenarios/phase4_final_monotonicity__m07__k21__f12__v0p95__779222ef71eba42a8f24
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,13,21,0.95,0,507.723239,460.79684799999944,314.992639,175.23084200000034,0.949999838,2.336170731e-06,0,True,scenarios/phase4_final_monotonicity__m07__k21__f13__v0p95__360b3adbcff1156d7b7b
BUF_X1P4M_A9TL40,1P4,1.32e-06,phase4_final_monotonicity,NOR2_X4A_A9TL40__signal_A,7,14,21,0.95,0,512.542733,461.6702909999997,322.2153150000001,179.90563099999997,0.9500000671,5.675867797e-07,0,True,scenarios/phase4_final_monotonicity__m07__k21__f14__v0p95__0cf036954b9f8c704d70
