driver_cell,driver_size_tier,driver_total_width_m,stage,candidate_id,medium_code,fine_code,K,vdd_v,control_value,D_rise_ps,D_fall_ps,output_rise_time_ps,output_fall_time_ps,output_logic_high,output_logic_low,unexpected_transition_count,valid,scenario
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,1.1,0,354.083751,343.13994099999957,196.6240359999999,103.54057899999978,1.1000077935,-1.827612663e-06,0,True,scenarios/phase4_initial_coverage__m07__k30__f00__v1p10__1f8f12e72538053fe877
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,1.1,0,439.30910900000003,355.5609439999998,314.89830100000006,183.6481450000006,1.0999897919,4.088325603e-06,0,True,scenarios/phase4_initial_coverage__m07__k30__f30__v1p10__21cfa833a78184f7e15f
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,1.1,0,387.66100499999993,377.5641799999997,198.7761880000001,103.53541199999974,1.1000130289,-1.326204986e-06,0,True,scenarios/phase4_initial_coverage__m08__k30__f00__v1p10__9832a9b8e4338ef7eb81
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,0.95,0,461.53232299999996,457.6387529999993,250.68414499999997,126.56408099999975,0.9500072319,1.010717251e-06,0,True,scenarios/phase4_initial_coverage__m07__k30__f00__v0p95__2cbbd7d1fbb8e5e95d82
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,0.95,0,556.8561349999999,471.20802499999945,387.8364399999998,219.98636799999963,0.9499938682,1.637211483e-06,0,True,scenarios/phase4_initial_coverage__m07__k30__f30__v0p95__9598310bd7c8f1071b86
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,0.95,0,505.64758099999995,504.0475689999997,244.5757529999999,127.62434200000021,0.9500241043,-1.14054015e-06,0,True,scenarios/phase4_initial_coverage__m08__k30__f00__v0p95__808ceb58b52b520aedc4
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,0.8,0,690.4367330000001,706.5857599999995,330.35705199999984,172.76822000000035,0.7997917787,2.840744869e-07,0,True,scenarios/phase4_initial_coverage__m07__k30__f00__v0p80__09f7ec6299a772b00462
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,0.8,0,799.7385899999999,722.8914229999995,542.7933769999999,299.70770400000026,0.7976741099,1.805838528e-06,0,True,scenarios/phase4_initial_coverage__m07__k30__f30__v0p80__f1db819859a0af6ff055
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase4_initial_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,0.8,0,757.957816,778.8681239999995,338.0056589999999,170.6108760000001,0.7996894113,2.326810065e-07,0,True,scenarios/phase4_initial_coverage__m08__k30__f00__v0p80__0a9acc005b0e7432b32c
