driver_cell,driver_size_tier,driver_total_width_m,stage,candidate_id,medium_code,fine_code,K,vdd_v,control_value,D_rise_ps,D_fall_ps,output_rise_time_ps,output_fall_time_ps,output_logic_high,output_logic_low,unexpected_transition_count,valid,scenario
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,0,30,1.1,0,121.69026299999997,104.09482999999959,190.111779,101.9116630000001,1.1000092277,-1.419512411e-06,0,True,scenarios/phase5_coupled_coverage__m00__k30__f00__v1p10__9bd4f572ea70a980b82b
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,30,30,1.1,0,207.80337799999992,116.35674299999937,315.3197989999999,182.47951399999982,1.0999936239,2.229717587e-06,0,True,scenarios/phase5_coupled_coverage__m00__k30__f30__v1p10__ba1322bb47aee0c0cd0d
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,1,0,30,1.1,0,154.78560699999989,138.13887699999964,190.0079880000001,101.91530399999992,1.1000090582,-1.37725998e-06,0,True,scenarios/phase5_coupled_coverage__m01__k30__f00__v1p10__40417b73d05f2bc80f3d
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,1.1,0,354.083751,343.13994099999957,196.6240359999999,103.54057899999978,1.1000077935,-1.827612663e-06,0,True,scenarios/phase5_coupled_coverage__m07__k30__f00__v1p10__9bdeb226d0c946ffde44
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,1.1,0,439.30910900000003,355.5609439999998,314.89830100000006,183.6481450000006,1.0999897919,4.088325603e-06,0,True,scenarios/phase5_coupled_coverage__m07__k30__f30__v1p10__acebd88b849ffefe9154
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,1.1,0,387.66100499999993,377.5641799999997,198.7761880000001,103.53541199999974,1.1000130289,-1.326204986e-06,0,True,scenarios/phase5_coupled_coverage__m08__k30__f00__v1p10__79e763c8cd38f72f637c
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,0,30,1.1,0,620.2926679999999,616.2990779999998,206.76691600000007,106.17108800000007,1.1000078382,-1.700231386e-06,0,True,scenarios/phase5_coupled_coverage__m15__k30__f00__v1p10__a8169b0e1ec4f38b084a
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,30,30,1.1,0,705.5807380000001,627.8489609999997,315.26974699999977,183.59114100000005,1.0999956032,2.515484037e-06,0,True,scenarios/phase5_coupled_coverage__m15__k30__f30__v1p10__ed678aeaaceee391d80c
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,16,0,30,1.1,0,630.320059,629.1157199999996,189.40669,107.31980700000015,1.1000083587,-1.630909945e-06,0,True,scenarios/phase5_coupled_coverage__m16__k30__f00__v1p10__6e9f7eea40cb533d3558
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,0,30,0.95,0,153.946751,132.62676699999963,235.38846099999986,123.68290599999989,0.9500077891,-4.328449955e-07,0,True,scenarios/phase5_coupled_coverage__m00__k30__f00__v0p95__88135ea98a1c20e2d348
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,30,30,0.95,0,250.4237409999999,145.55623399999936,387.8827330000001,219.06153800000064,0.9499965933,1.657402373e-06,0,True,scenarios/phase5_coupled_coverage__m00__k30__f30__v0p95__9fe3c9127cb2570182e5
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,1,0,30,0.95,0,197.73281799999995,179.0597359999999,235.95195400000017,123.69615299999953,0.9500077297,-7.57723877e-07,0,True,scenarios/phase5_coupled_coverage__m01__k30__f00__v0p95__0a4d024d6b38c36174a8
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,0.95,0,461.53232299999996,457.6387529999993,250.68414499999997,126.56408099999975,0.9500072319,1.010717251e-06,0,True,scenarios/phase5_coupled_coverage__m07__k30__f00__v0p95__fa0eed82daa375134f20
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,0.95,0,556.8561349999999,471.20802499999945,387.8364399999998,219.98636799999963,0.9499938682,1.637211483e-06,0,True,scenarios/phase5_coupled_coverage__m07__k30__f30__v0p95__247f8954d9ffb54062f4
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,0.95,0,505.64758099999995,504.0475689999997,244.5757529999999,127.62434200000021,0.9500241043,-1.14054015e-06,0,True,scenarios/phase5_coupled_coverage__m08__k30__f00__v0p95__81d2672a7be04e0c5fe4
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,0,30,0.95,0,814.491877,830.3556900000001,251.7909520000002,126.5970669999999,0.9499699994,-6.228993596e-07,0,True,scenarios/phase5_coupled_coverage__m15__k30__f00__v0p95__73d2e64b197e88cb6ea9
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,30,30,0.95,0,909.5222669999999,844.107902,388.38461200000023,219.49010600000014,0.9492850536,3.16941003e-06,0,True,scenarios/phase5_coupled_coverage__m15__k30__f30__v0p95__7d59acc8763ae8e8c18e
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,16,0,30,0.95,0,827.6420330000001,846.7423919999994,237.278219,126.619758,0.9499664853,9.564729849e-07,0,True,scenarios/phase5_coupled_coverage__m16__k30__f00__v0p95__5f18af5c3bce8ba79aa9
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,0,30,0.8,0,222.12737499999992,191.89154499999958,328.3916449999999,169.88606200000024,0.8000088214,-2.108352521e-08,0,True,scenarios/phase5_coupled_coverage__m00__k30__f00__v0p80__813402cc260e19e51050
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,0,30,30,0.8,0,332.32804600000003,205.23781900000006,540.3007040000001,298.6051449999998,0.7999895469,1.01919296e-06,0,True,scenarios/phase5_coupled_coverage__m00__k30__f30__v0p80__95410d7717dbffde0f26
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,1,0,30,0.8,0,288.7818199999999,265.50656299999986,328.38727600000004,169.89089500000009,0.8000092187,-3.057108316e-07,0,True,scenarios/phase5_coupled_coverage__m01__k30__f00__v0p80__aa9c1cdde62681baf7df
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,0,30,0.8,0,690.4367330000001,706.5857599999995,330.35705199999984,172.76822000000035,0.7997917787,2.840744869e-07,0,True,scenarios/phase5_coupled_coverage__m07__k30__f00__v0p80__0feb7e0b411edb40a3b1
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,7,30,30,0.8,0,799.7385899999999,722.8914229999995,542.7933769999999,299.70770400000026,0.7976741099,1.805838528e-06,0,True,scenarios/phase5_coupled_coverage__m07__k30__f30__v0p80__3dce42d58b9bbbbfebe1
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,8,0,30,0.8,0,757.957816,778.8681239999995,338.0056589999999,170.6108760000001,0.7996894113,2.326810065e-07,0,True,scenarios/phase5_coupled_coverage__m08__k30__f00__v0p80__3e9a7224d55aee5bb51b
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,0,30,0.8,0,1227.996658,1292.2906309999998,335.8962639999997,172.27496199999993,0.752958847,0.002671571859,0,True,scenarios/phase5_coupled_coverage__m15__k30__f00__v0p80__c0b9b81ae74a15eaa985
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,15,30,30,0.8,0,1335.657489,1307.7567809999998,540.41659,299.2861359999997,0.5417883611,0.117377286,0,False,scenarios/phase5_coupled_coverage__m15__k30__f30__v0p80__0f139250460b24b27bc2
BUF_X2M_A9TL40,2,1.8299999999999998e-06,phase5_coupled_coverage,NOR2_X4A_A9TL40__signal_A,16,0,30,0.8,0,1248.6925390000001,1318.6563469999992,339.1982429999999,171.47167700000003,0.7352416799,0.008329033326,0,True,scenarios/phase5_coupled_coverage__m16__k30__f00__v0p80__48e79338464de9aa0159
