scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,scenario_key,scenario_family,scan_stage,t0_5_state,time_axis_shift_s,recovery_start_s,recovery_end_s,recovery_model_status,evidence_source,reuse_reason,electrical_projection_sha256,normalized_deck_sha256
t0__b1p1__L2__dv140p0__h3000p0__pm2000p0__7c2cedce09a68f598084,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2000.0,0.96,3.52166488e-09,3.888806009e-09,3.846206937e-09,6.690872432e-09,367.14112900000015,324.54205699999983,42.59907200000032,1.0999995125,1.0999996107,1.1,1.1,0.9999995568181816,0.9999996460909091,1,stable_high,1,1.4544809052083336e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r433/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2000p0__7c2cedce09a68f598084,3f58da88a880863aa690b62b40c5bf395ebf46afa61804c2e110581ff8bba4ab,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,CLEAN_Q1,1.5100000000000002e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,3e00877943904a247ed1fd960141f464358071d746b31f08611f957f41cf277b,3f58da88a880863aa690b62b40c5bf395ebf46afa61804c2e110581ff8bba4ab
t0__b1p1__L2__dv140p0__h3000p0__pm1750p0__b0de09b76ada0539ec93,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-1750.0,0.96,3.270895755e-09,3.638684406e-09,3.595758902e-09,6.44092066e-09,367.78865099999973,324.8631469999998,42.92550399999993,1.0999996479,1.099999644,1.1,1.1,0.9999996799090909,0.9999996763636362,1,stable_high,1,1.3553626541666669e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r432/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm1750p0__b0de09b76ada0539ec93,d45c44e2719cf54bc7d9a0815a7c4112c7142722ff3c33bce61aab5159c09a95,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,CLEAN_Q1,1.26e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,0a2730232751f5523492b3db6a39422b2c53c36c15b09f64195b2ca4091dada3,d45c44e2719cf54bc7d9a0815a7c4112c7142722ff3c33bce61aab5159c09a95
t0__b1p1__L2__dv140p0__h3000p0__pm1500p0__24ae1fbe5aa4bf02d053,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-1500.0,0.96,3.020479586e-09,3.388750075e-09,3.345332057e-09,6.190799862e-09,368.27048899999977,324.852471,43.41801799999979,1.1000164872,1.0999958889,1.1,1.1,1.0000149883636362,0.9999962626363637,1,stable_high,1,1.5496771302083333e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r431/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm1500p0__24ae1fbe5aa4bf02d053,71c61eda7eb1d75a02e66db9c4ccdef92ad8d4be9990dc67a89bc11684214835,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,CLEAN_Q1,1.01e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,77419f3547b03ba62343be13d814681e72358503659f7ac8e64c46a3d2ecc89b,71c61eda7eb1d75a02e66db9c4ccdef92ad8d4be9990dc67a89bc11684214835
t0__b1p1__L2__dv140p0__h3000p0__pm1250p0__020f04d85c896679dcf3,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-1250.0,0.96,2.011064541e-09,2.378874148e-09,2.335723559e-09,5.180987374e-09,367.80960699999986,324.6590179999999,43.15058899999997,1.0999945189,1.1000018944,1.1,1.1,0.999995017181818,1.0000017221818183,1,stable_high,1,2.003718835416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r430/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm1250p0__020f04d85c896679dcf3,2da45aad131aec5dbd88948b891c74ac002effecf0fa48e780ad233834c8fbd2,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,CLEAN_Q1,0.0,3.241e-09,3.2419999999999998e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,35d658467b8c09993cbc0cd81d9aefc06e0bd1255f33303cce5663d6b64d6831,2da45aad131aec5dbd88948b891c74ac002effecf0fa48e780ad233834c8fbd2
t0__b1p1__L2__dv140p0__h3000p0__pm1000p0__2fe5bf157f9cdab7420a,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-1000.0,0.96,2.011110625e-09,2.378850279e-09,2.335841876e-09,5.180882506e-09,367.7396540000003,324.7312510000001,43.008403000000214,1.0999824098,1.1000087468,1.1,1.1,0.9999840089090908,1.0000079516363636,1,stable_high,1,2.6773351375000002e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r101/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm1000p0__2fe5bf157f9cdab7420a,51b7234290d87fe002ecd9be0a9a943043d8c8364622fd1caab1bbc272c3a317,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,3.4909999999999996e-09,3.4919999999999995e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,6790cdd10c2c40d4f5a67d8c48bb77fb1302cf7d3e812f4947ec9a65f9597c46,51b7234290d87fe002ecd9be0a9a943043d8c8364622fd1caab1bbc272c3a317
t0__b1p1__L2__dv140p0__h3000p0__pm750p0__e4d8a0611a106ab7d7a6,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-750.0,0.96,2.011549162e-09,2.378730997e-09,2.336491821e-09,5.180899942e-09,367.181835,324.94265900000005,42.23917599999993,1.0999809754,1.1000143191,1.1,1.1,0.9999827049090909,1.0000130173636363,1,stable_high,1,2.2203649520833335e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r102/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm750p0__e4d8a0611a106ab7d7a6,25be37c1c10432f0d9e52d4dffb055d3987cf82fdf556efd1e62b6278dff90b7,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,3.741e-09,3.7420000000000005e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,9f0590d4e6557d7ee18d1df79b1ad57f7e9e055f9b9aeec4c8101a8b7c2f9961,25be37c1c10432f0d9e52d4dffb055d3987cf82fdf556efd1e62b6278dff90b7
t0__b1p1__L2__dv140p0__h3000p0__pm500p0__4c0063ee674ca863a637,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-500.0,0.96,2.011327428e-09,2.378783857e-09,2.336248153e-09,5.181176592e-09,367.4564290000002,324.92072499999995,42.53570400000024,0.9599995002,0.9600000084,0.96,0.96,0.9999994793750001,1.00000000875,1,stable_high,1,1.8071492250000002e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r103/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm500p0__4c0063ee674ca863a637,fc7fa01f6a308bdb401a54c801e0546149b3ff57576985cf04482c72cb2c853a,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,3.991e-09,3.992e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,5ea7f007717cd085712e1d9e8e104718944447e6e8a3a5850886c22b203385cd,fc7fa01f6a308bdb401a54c801e0546149b3ff57576985cf04482c72cb2c853a
t0__b1p1__L2__dv140p0__h3000p0__pm250p0__ccaacf3a722354187147,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-250.0,0.96,2.011239981e-09,2.379004064e-09,2.335980753e-09,5.181072449e-09,367.76408299999997,324.74077200000005,43.02331099999992,0.9599996233,0.9599997579,0.96,0.96,0.9999996076041667,0.9999997478125001,1,stable_high,1,1.639535553125e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r104/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm250p0__ccaacf3a722354187147,13fedf8b2039fcac76817d798dd24a172bb78b9b74256d9a51c165b217618229,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,4.241e-09,4.242e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,50e663fd897123c9c3f3da5c97747516792ae1e664f0271493952e8e22a2739d,13fedf8b2039fcac76817d798dd24a172bb78b9b74256d9a51c165b217618229
t0__b1p1__L2__dv140p0__h3000p0__p0p0__5c391a5be9ac16defe29,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,0.0,0.96,2.011960328e-09,2.378682589e-09,2.336895689e-09,5.180165223e-09,366.72226100000006,324.93536100000006,41.7869,0.9599996082,0.9599996956,0.96,0.96,0.999999591875,0.9999996829166666,1,stable_high,1,1.2983346177083334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r105/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p0p0__5c391a5be9ac16defe29,dd2f41921a952c0d9f8b694a8499ba50426744ac3f5131ebd2b7861ef0fcd813,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,4.491e-09,4.492000000000001e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,9fbee1f60a6e5c438eb775d2117ad490b94dd42a9cb5609e09367041b7983bcb,dd2f41921a952c0d9f8b694a8499ba50426744ac3f5131ebd2b7861ef0fcd813
t0__b1p1__L2__dv140p0__h3000p0__p25p0__073a532822215d35adf2,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,25.0,0.96,2.00481621e-09,2.369818189e-09,2.329285809e-09,5.186086903e-09,365.00197899999984,324.46959899999996,40.532379999999876,0.9599996959,0.9599997023,0.96,0.96,0.9999996832291667,0.9999996898958333,1,stable_high,1,1.4746171760416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r123/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p25p0__073a532822215d35adf2,815989f0ac234653f0df4284bf7d85704e6f7378ad18c2f31f03a883b0b018b8,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,CLEAN_Q1,0.0,4.516e-09,4.517e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,e04e795559ec6b5f806cb52b1dfef7afdf8422cf6f129615ea1c27c77789e01d,815989f0ac234653f0df4284bf7d85704e6f7378ad18c2f31f03a883b0b018b8
t0__b1p1__L2__dv140p0__h3000p0__p50p0__e976924797b859596dc1,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,50.0,0.96,1.998232503e-09,2.360678459e-09,2.323152911e-09,5.191856626e-09,362.44595600000014,324.92040799999984,37.5255480000003,1.469491872e-07,1.691330632e-07,0.96,0.96,1.5307207000000002e-07,1.7618027416666667e-07,0,stable_low,1,1.3633929770833334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r124/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p50p0__e976924797b859596dc1,bcea0835aee7602155a6461909340e29ff8f0d13d525196d9cfc2b19a826c928,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.541e-09,4.542e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,dfbbd6dcd0b68e7a2ecc231bee2451c18cee33422b280d155cca500753ce3ee6,bcea0835aee7602155a6461909340e29ff8f0d13d525196d9cfc2b19a826c928
t0__b1p1__L2__dv140p0__h3000p0__p75p0__ae698b2d0678b3942fdc,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,75.0,0.96,1.991369363e-09,2.351860795e-09,2.316007394e-09,5.197798662e-09,360.4914320000001,324.63803100000007,35.85340100000002,1.455233615e-07,1.83290684e-07,0.96,0.96,1.5158683489583335e-07,1.9092779583333333e-07,0,stable_low,1,1.2427705583333332e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r125/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p75p0__ae698b2d0678b3942fdc,c7fc06e90d34a2d097064fc66d837af1e4bd91299c3071868fc9e20705876a61,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.566e-09,4.5670000000000005e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,658317110a6bd3b4666b9baaa7467612fa487ced72e6e7658c60198eecc22db3,c7fc06e90d34a2d097064fc66d837af1e4bd91299c3071868fc9e20705876a61
t0__b1p1__L2__dv140p0__h3000p0__p100p0__34e01a2aef494ecc2455,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,100.0,0.96,1.984085701e-09,2.342125933e-09,2.309053733e-09,5.202844143e-09,358.040232,324.968032,33.07220000000001,-2.514550075e-07,-2.523047301e-07,0.96,0.96,-2.619322994791667e-07,-2.628174271875e-07,0,stable_low,1,1.288490784375e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r126/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p100p0__34e01a2aef494ecc2455,7b32110b8a40f58cacdada8659c0ac678d30b90719598a7a9fe8592e129fb7a9,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.5909999999999996e-09,4.592e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,80fb444b6f3976b726d764d8f6f6e7f0a9470b4419b07368b0795009107ead26,7b32110b8a40f58cacdada8659c0ac678d30b90719598a7a9fe8592e129fb7a9
t0__b1p1__L2__dv140p0__h3000p0__p125p0__a5c46a3bdb076a90d154,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,125.0,0.96,1.976830897e-09,2.333090545e-09,2.30169055e-09,5.208467794e-09,356.2596480000002,324.859653,31.399995000000217,-6.167594207e-08,-1.240775766e-07,0.96,0.96,-6.424577298958334e-08,-1.29247475625e-07,0,stable_low,1,1.2864428781250002e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r127/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p125p0__a5c46a3bdb076a90d154,15caaf4bff2ba16dcad34ffd15c6dfa4901dc2f40e1f11b02c92bb342722e8a5,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.616e-09,4.617e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,371ff1922509e88f4399d65771d8182eb1eaea0074d2ba42afaa5b0a3e795833,15caaf4bff2ba16dcad34ffd15c6dfa4901dc2f40e1f11b02c92bb342722e8a5
t0__b1p1__L2__dv140p0__h3000p0__p150p0__479389361637dae56652,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,150.0,0.96,1.970517165e-09,2.323328e-09,2.295302599e-09,5.214439651e-09,352.8108349999998,324.78543399999995,28.025400999999874,-5.841746394e-07,-7.361565639e-07,0.96,0.96,-6.08515249375e-07,-7.668297540625e-07,0,stable_low,1,1.3217897302083335e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r128/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p150p0__479389361637dae56652,9a487c003ad9d79203859091cc2788b9aa8854f169fc8257d49a1fef5548f77d,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.641e-09,4.642e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,72d017d51a2994aa9f926d41bb1ee8989e7a3a7b07c083a03c89e17b787ebdc4,9a487c003ad9d79203859091cc2788b9aa8854f169fc8257d49a1fef5548f77d
t0__b1p1__L2__dv140p0__h3000p0__p175p0__3a6ffe5a26d72b4290ef,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,175.0,0.96,1.963953917e-09,2.314377289e-09,2.288799631e-09,5.219581032e-09,350.4233719999999,324.84571400000004,25.57765799999987,-1.739075737e-07,2.383155094e-07,0.96,0.96,-1.8115372260416666e-07,2.482453222916667e-07,0,stable_low,1,1.3900138739583334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r129/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p175p0__3a6ffe5a26d72b4290ef,aae505b8b1df13e76097f0e3b960c1b6f043b3cf7bf31a5c8204a34cfa60263a,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.666e-09,4.6670000000000005e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,1971b001a4669f3d4a2cae4f81cb1f4a5b3c2fadba6617fd63a4a6d8a8ebdb01,aae505b8b1df13e76097f0e3b960c1b6f043b3cf7bf31a5c8204a34cfa60263a
t0__b1p1__L2__dv140p0__h3000p0__p200p0__c870d0cd2ed42ffd9c2b,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,200.0,0.96,1.956797779e-09,2.305075943e-09,2.281498461e-09,5.225711321e-09,348.2781639999998,324.7006819999999,23.57748199999986,-2.385905903e-08,-3.56768867e-08,0.96,0.96,-2.4853186489583334e-08,-3.716342364583333e-08,0,stable_low,1,2.7561143083333333e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r130/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p200p0__c870d0cd2ed42ffd9c2b,8bf918c346ae32843cd63124e0cb4d0c74e953b77503637ac21601a0cf3920a7,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.691e-09,4.692e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,3119be9f893beecb830f5acf6fd87c084ef58ddcafe683eebaf69bb0c7560b76,8bf918c346ae32843cd63124e0cb4d0c74e953b77503637ac21601a0cf3920a7
t0__b1p1__L2__dv140p0__h3000p0__p225p0__4facd8551b6055378991,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,225.0,0.96,1.95010705e-09,2.295461015e-09,2.275049036e-09,5.231147326e-09,345.353965,324.9419860000001,20.411978999999917,8.245433623e-08,2.580936024e-07,0.96,0.96,8.588993357291667e-08,2.6884750249999997e-07,0,stable_low,1,1.3217790270833335e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r131/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p225p0__4facd8551b6055378991,46ec5c3bed1d03785ddf152d6f720c1cefbb7231fc790be7111b1a1988a014f7,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.716e-09,4.717e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,23fde969b05f8b98a86db7562dc7f003fd867c84b65f528d5c2550ac996d0703,46ec5c3bed1d03785ddf152d6f720c1cefbb7231fc790be7111b1a1988a014f7
t0__b1p1__L2__dv140p0__h3000p0__p250p0__a64b4fc9366e483edb0f,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,250.0,0.96,1.943140037e-09,2.286028115e-09,2.268032912e-09,5.236593477e-09,342.88807800000006,324.8928749999998,17.995203000000288,1.607642059e-08,-1.397436631e-07,0.96,0.96,1.6746271447916667e-08,-1.4556631572916667e-07,0,stable_low,1,2.1148460427083334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r106/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p250p0__a64b4fc9366e483edb0f,3406aaf4dac86abce89b1554bfa266133278779d4ed31a038ef24a06246afdaa,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.741e-09,4.742e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,ca34ae6750c313dcc6d74de256bbe60163e868ade69ccf0b7c9f5874f5eab816,3406aaf4dac86abce89b1554bfa266133278779d4ed31a038ef24a06246afdaa
t0__b1p1__L2__dv140p0__h3000p0__p500p0__6345dc6b3dc87ba7811b,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,500.0,0.96,1.89673728e-09,2.191478842e-09,2.194677334e-09,5.292879362e-09,294.741562,297.9400540000001,-3.198492000000101,5.116045355e-07,2.354199728e-07,0.96,0.96,5.329213911458333e-07,2.4522913833333333e-07,0,stable_low,1,1.5993629166666666e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r107/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p500p0__6345dc6b3dc87ba7811b,be40e18a83cbd54d70b3f314d2699f4fe6d754e4a812a27e3037af73c1ab105e,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.991e-09,4.992e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,7ba3e375b5c57b2cafedb2456b42e0bbe37ae83dccc485b1701e5439fd9a8df2,be40e18a83cbd54d70b3f314d2699f4fe6d754e4a812a27e3037af73c1ab105e
t0__b1p1__L2__dv140p0__h3000p0__p750p0__16b211852520823f6bce,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,750.0,0.96,1.89673728e-09,2.135943675e-09,2.157900431e-09,5.340860859e-09,239.20639499999982,261.16315099999986,-21.95675600000004,1.866329915e-07,1.425806696e-07,0.96,0.96,1.9440936614583333e-07,1.4852153083333335e-07,0,stable_low,1,3.0045107364583335e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r108/scenarios/t0__b1p1__L2__dv140p0__h3000p0__p750p0__16b211852520823f6bce,36d0b8b63df4c500306769e1c477c0b00a1e29e2df306b6d10279032e416f2e1,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,5.241e-09,5.242000000000001e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,d12dea8b33ecd73ca0e08f8b8ea295791284717aaa979d53fd6bc935e2057378,36d0b8b63df4c500306769e1c477c0b00a1e29e2df306b6d10279032e416f2e1
