scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,scenario_key,scenario_family,scan_stage,t0_5_state,time_axis_shift_s,recovery_start_s,recovery_end_s,recovery_model_status,evidence_source,reuse_reason,electrical_projection_sha256,normalized_deck_sha256
t0__b0p95__L2__dv90p0__h3000p0__p250p0__16448f4b2bce5c10a61e,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,250.0,0.86,2.095160395e-09,2.633665018e-09,2.590449991e-09,5.511377431e-09,538.504623,495.28959600000036,43.21502699999968,-1.167454564e-07,1.871211839e-07,0.86,0.86,-1.357505306976744e-07,2.175827719767442e-07,0,stable_low,1,3.316444153488372e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r93/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p250p0__16448f4b2bce5c10a61e,3723bb22517f99f0ce51632c2b634049ba4f995d41a2669712433b537a417f5d,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.741e-09,4.742e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,e490eda045fa53e20d65ed527bb2a69a739e1cb6141ecb7739cffaaf1e3b50aa,3723bb22517f99f0ce51632c2b634049ba4f995d41a2669712433b537a417f5d
t0__b0p95__L2__dv90p0__h3000p0__p500p0__ca5ccfb75a20efbdad1c,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,500.0,0.86,2.035127244e-09,2.547824318e-09,2.530279919e-09,5.562371573e-09,512.6970739999998,495.15267499999993,17.544398999999885,1.29618167e-08,3.15445601e-07,0.86,0.86,1.507187988372093e-08,3.667972104651163e-07,0,stable_low,1,3.214636380232558e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r94/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p500p0__ca5ccfb75a20efbdad1c,a50c062e873ab07d276918bf9e9c19083122753d1bab7b847ba978486890cd25,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,4.991e-09,4.992e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,02f1b3a6e8a84fb6f532ffe788b7dee2d07961dc527572c899fbc0924acbcdbd,a50c062e873ab07d276918bf9e9c19083122753d1bab7b847ba978486890cd25
t0__b0p95__L2__dv90p0__h3000p0__p750p0__5a803d340fb248eeef17,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,750.0,0.86,2.022448913e-09,2.461389667e-09,2.460802668e-09,5.617061832e-09,438.94075399999974,438.3537549999997,0.5869990000000485,-4.388986154e-07,1.019983035e-06,0.86,0.86,-5.103472272093023e-07,1.1860267848837208e-06,0,stable_low,1,2.887484848837209e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r95/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p750p0__5a803d340fb248eeef17,bbba6f50902316fd4bc6f67e2963cc08e620dd17a50a66a130fe0579dea0bae0,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,5.241e-09,5.242000000000001e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,2025b580c2af3cca4a2d9cd4c361f44216bf1a1bf2897b802e486f32ea9024fc,bbba6f50902316fd4bc6f67e2963cc08e620dd17a50a66a130fe0579dea0bae0
t0__b0p95__L2__dv90p0__h3000p0__p1000p0__aceb64e9c497b563690b,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,1000.0,0.86,2.022448913e-09,2.40343136e-09,2.425115752e-09,5.666806187e-09,380.982447,402.66683900000004,-21.68439200000006,1.598782498e-07,1.736965237e-07,0.86,0.86,1.8590494162790697e-07,2.019727019767442e-07,0,stable_low,1,3.0403810488372095e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r96/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p1000p0__aceb64e9c497b563690b,02ea01af7a3f42aabe3d6bf96e5a1cbc247e5b0356beacb2ba9681b7479b02ae,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,5.491e-09,5.4920000000000005e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,52a41fe2f1036bd4527b0d7126c7d3a146f485ed22f9dffcdc9eff8eb594701d,02ea01af7a3f42aabe3d6bf96e5a1cbc247e5b0356beacb2ba9681b7479b02ae
t0__b0p95__L2__dv90p0__h3000p0__p1250p0__9ea3f2c7a7147d5e191b,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,1250.0,0.86,2.022448913e-09,2.40343136e-09,2.425115752e-09,5.701613752e-09,380.982447,402.66683900000004,-21.68439200000006,3.059054949e-08,-2.250993588e-08,0.86,0.86,3.557040638372093e-08,-2.617434404651163e-08,0,stable_low,1,1.2270458709302326e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r97/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p1250p0__9ea3f2c7a7147d5e191b,1383539c659e1158177cafde8ebd68b59cfe0bc81901bb64476e385e90c74c11,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,5.741e-09,5.742e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,cb2567ccac219a60423d517bf051a86ed7c34414d46bd3117729bbf7ca7a7949,1383539c659e1158177cafde8ebd68b59cfe0bc81901bb64476e385e90c74c11
t0__b0p95__L2__dv90p0__h3000p0__p1500p0__a94101f78dcbc5c82228,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,1500.0,0.86,2.022448913e-09,2.40343136e-09,2.425115752e-09,5.701173906e-09,380.982447,402.66683900000004,-21.68439200000006,-2.296358268e-06,-2.471603907e-06,0.86,0.86,-2.6701840325581396e-06,-2.873958031395349e-06,0,stable_low,1,3.3078672639534885e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r98/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p1500p0__a94101f78dcbc5c82228,29c321d069c823f210315ee0b39e7f284a8dec4c7462307bb94de91f3a4cd7d6,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,5.991e-09,5.992e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,d07de594e81b341b685ee87c30e99282847a4c8d413014b63c0360d625c42381,29c321d069c823f210315ee0b39e7f284a8dec4c7462307bb94de91f3a4cd7d6
t0__b0p95__L2__dv90p0__h3000p0__p2000p0__5e593119b194dc9466bd,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,2000.0,0.86,2.022448913e-09,2.40343136e-09,2.425115752e-09,5.7020993e-09,380.982447,402.66683900000004,-21.68439200000006,-1.738014371e-06,-2.227771128e-06,0.86,0.86,-2.020946943023256e-06,-2.5904315441860464e-06,0,stable_low,1,2.093746093023256e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r99/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p2000p0__5e593119b194dc9466bd,444669ab852f92e9ec14789d2a026a9ce909ddb3f46ef05c5db0b26da7e8725f,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,6.491e-09,6.492e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,a48e991c8d3b7856c73302aab1644f5a76c892312f5037638cf7daca432d6790,444669ab852f92e9ec14789d2a026a9ce909ddb3f46ef05c5db0b26da7e8725f
t0__b0p95__L2__dv90p0__h3000p0__p2500p0__3f74a125c622d33082e1,0.95,L2,5,6,90.0,0.86,1.0,3000.0,1.0,2500.0,0.86,2.022448913e-09,2.40343136e-09,2.425115752e-09,5.700598164e-09,380.982447,402.66683900000004,-21.68439200000006,6.677094169e-08,-1.146168329e-06,0.95,0.95,7.028520177894737e-08,-1.2064929778947368e-06,0,stable_low,1,0.05162607645348837,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r100/scenarios/t0__b0p95__L2__dv90p0__h3000p0__p2500p0__3f74a125c622d33082e1,5cece730e615b82ac713bcc0b3a8f63c488eb2938a917f283ec48e6ed27e7e73,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_long,L2_LONG_PULSE,REUSED_T0_3_PHASE_POINT,STABLE_Q0,0.0,6.9909999999999995e-09,6.992e-09,NOT_APPLICABLE,REUSED_T0_3_AUTHORITY_ROW,T0_3_PHASE_WINDOW_CSV_SELECTED_SCENARIO,8341260c11a000157c4b761bc56164dfa7881682dc58a8106e3afd3629bb5e4a,5cece730e615b82ac713bcc0b3a8f63c488eb2938a917f283ec48e6ed27e7e73
t0__b1p1__L2__dv140p0__h1188p0__pm750p0__3b7d24af8ae00bd482b5,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-750.0,0.96,1.991407277e-09,2.25521692e-09,2.252569629e-09,5.180878968e-09,263.8096429999998,261.16235199999977,2.6472910000000525,7.097543335e-08,-1.405431117e-07,1.1,1.1,6.452312122727272e-08,-1.2776646518181816e-07,0,stable_low,1,2.849177129166667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r408/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm750p0__3b7d24af8ae00bd482b5,aecb5327c38114694a097f5efef64ee91ab45c19d0d478ce7ddf80f769a3974a,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,LEFT_COARSE_EXTENSION,STABLE_Q0,0.0,1.929e-09,1.9299999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,e37e77c1e24f501cc1fb16b016c62584f678b8c77d63351ca1253722d45b4637,aecb5327c38114694a097f5efef64ee91ab45c19d0d478ce7ddf80f769a3974a
t0__b1p1__L2__dv140p0__h1188p0__pm725p0__747c37919e27273ef4c2,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-725.0,0.96,1.995898703e-09,2.262099748e-09,2.257244674e-09,5.18101342e-09,266.20104499999974,261.3459709999999,4.855073999999831,1.592229981e-07,1.868456448e-07,1.1,1.1,1.447481800909091e-07,1.6985967709090906e-07,0,stable_low,1,2.51839806875e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r412/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm725p0__747c37919e27273ef4c2,9c123cccaa78376c383c9230080683432ee0216524cd56f04767c27b7910f8c0,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,1.954e-09,1.955e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,758e2e65c255d3940a6a6fb9e40432ff62290cfb4860e598ccbf3893da9c235a,9c123cccaa78376c383c9230080683432ee0216524cd56f04767c27b7910f8c0
t0__b1p1__L2__dv140p0__h1188p0__pm700p0__a02a4e5f41fa00e593b9,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-700.0,0.96,2.000897128e-09,2.26864924e-09,2.262306624e-09,5.180843023e-09,267.752112,261.4094959999999,6.342616000000135,-4.210596448e-07,-6.912779482e-07,1.1,1.1,-3.827814952727272e-07,-6.284344983636363e-07,0,stable_low,1,2.786783057291667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r413/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm700p0__a02a4e5f41fa00e593b9,84120d6b8a052763f6c3eebf7bbcecdc9182e7a7738cc04fa563bbac69527071,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,1.979e-09,1.9799999999999998e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,7d35b3e8cd33267acba10db3a582fe850e6cf479ba44a7b975fc0e23b24cf372,84120d6b8a052763f6c3eebf7bbcecdc9182e7a7738cc04fa563bbac69527071
t0__b1p1__L2__dv140p0__h1188p0__pm675p0__34881027602dce83b754,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-675.0,0.96,2.00921235e-09,2.275587758e-09,2.270015513e-09,5.180804686e-09,266.3754080000002,260.8031630000002,5.572245000000009,-6.416104045e-07,1.307881362e-07,1.1,1.1,-5.832821859090909e-07,1.1889830563636363e-07,0,stable_low,1,1.8984481489583334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r414/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm675p0__34881027602dce83b754,86d366fdf92d4eb553ec763667803ad3f141e538afa0e5a8e5fadff316f5df81,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.004e-09,2.005e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,69879755edb63d38a3af7d132c9e6b88f0f08b97656fdcef0781b3961f273ff3,86d366fdf92d4eb553ec763667803ad3f141e538afa0e5a8e5fadff316f5df81
t0__b1p1__L2__dv140p0__h1188p0__pm650p0__8983d856b678d8697bd3,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-650.0,0.96,2.011578091e-09,2.282473182e-09,2.27786945e-09,5.180527188e-09,270.895091,266.29135900000006,4.603731999999923,-5.609977619e-07,-5.692806007e-07,1.1,1.1,-5.099979653636363e-07,-5.175278188181818e-07,0,stable_low,1,2.907047167708334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r415/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm650p0__8983d856b678d8697bd3,d1615a643fc885b71fac75be1c77fa8c9f8fafae9333abf0f989a5206c561d25,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.029e-09,2.03e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,993439c4d832484cbe4e97c4d8affecc20ddc25fbb32579c50620e8443a3c485,d1615a643fc885b71fac75be1c77fa8c9f8fafae9333abf0f989a5206c561d25
t0__b1p1__L2__dv140p0__h1188p0__pm625p0__5a34df08406e69b04437,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-625.0,0.96,2.011741702e-09,2.289250569e-09,2.283568952e-09,5.18075494e-09,277.5088669999999,271.8272500000002,5.681616999999676,1.339336922e-07,1.211863562e-07,1.1,1.1,1.2175790199999999e-07,1.1016941472727271e-07,0,stable_low,1,2.68177158125e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r416/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm625p0__5a34df08406e69b04437,6a029c3ee748e16b99db1abd26fc601b42fefce9c08a9b4b14829af3d15c87bc,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.0539999999999997e-09,2.0549999999999996e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,7efaa1f841f50246040e772779ec926240e01fa3a5ba0aa49ab16c313f064f0c,6a029c3ee748e16b99db1abd26fc601b42fefce9c08a9b4b14829af3d15c87bc
t0__b1p1__L2__dv140p0__h1188p0__pm600p0__03f0a932e9903d0c72d9,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-600.0,0.96,2.011463148e-09,2.296253793e-09,2.288197154e-09,5.180941187e-09,284.7906450000001,276.73400600000025,8.056638999999848,-4.337168386e-07,-3.975545732e-07,1.1,1.1,-3.9428803509090907e-07,-3.6141324836363636e-07,0,stable_low,1,2.3134344645833336e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r417/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm600p0__03f0a932e9903d0c72d9,84e7f498ddd6c0c07e1263068d7e1461e07e30b857550b9c227f25e2215b90ee,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.079e-09,2.08e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,4abcf1160acb60154ba9e6d8c96b3f49f8cfe40b8dcde4f7b8b7ed343f3b902c,84e7f498ddd6c0c07e1263068d7e1461e07e30b857550b9c227f25e2215b90ee
t0__b1p1__L2__dv140p0__h1188p0__pm575p0__7275573f9fb874bb74dd,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-575.0,0.96,2.01166338e-09,2.302920729e-09,2.293826172e-09,5.18092104e-09,291.2573490000003,282.1627920000003,9.094557000000009,-1.462624737e-07,1.127148176e-07,1.1,1.1,-1.3296588518181817e-07,1.0246801599999999e-07,0,stable_low,1,2.0827569677083335e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r418/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm575p0__7275573f9fb874bb74dd,30e46b48de659530f8966e8263ed23cc45f6f1b45ff0dc0f5888dff5424bcdd2,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.104e-09,2.105e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,fff7745f24473830ce55d05e39106c5e57f16954e4b0ee08622cff1aa65e4243,30e46b48de659530f8966e8263ed23cc45f6f1b45ff0dc0f5888dff5424bcdd2
t0__b1p1__L2__dv140p0__h1188p0__pm550p0__de4b07746dd7b6bc6051,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-550.0,0.96,2.011294747e-09,2.309856624e-09,2.29847933e-09,5.180523787e-09,298.5618770000003,287.184583,11.377294000000347,3.249418456e-07,1.577048201e-07,1.1,1.1,2.954016778181818e-07,1.4336801827272725e-07,0,stable_low,1,2.7517040385416664e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r419/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm550p0__de4b07746dd7b6bc6051,f6b30dc4e36e8eb73ea93a394c9fd6fa9b0ba10092cbaa3a3665fdee9280e3c4,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.129e-09,2.13e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,38a888fb25eb9cfa65b00906952914acbd73211e96767c4c1d59717ddac0777e,f6b30dc4e36e8eb73ea93a394c9fd6fa9b0ba10092cbaa3a3665fdee9280e3c4
t0__b1p1__L2__dv140p0__h1188p0__pm525p0__a1360cffb3c4ffa9e504,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-525.0,0.96,2.01144497e-09,2.316847427e-09,2.3024267e-09,5.181031805e-09,305.40245699999997,290.9817300000002,14.420726999999772,-1.786000272e-06,-6.330211622e-07,1.1,1.1,-1.6236366109090909e-06,-5.754737838181817e-07,0,stable_low,1,2.2050622645833336e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r420/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm525p0__a1360cffb3c4ffa9e504,c441f0810de9e95d5e9623946963d342e8ec694450a21b64b94586b00fa131a5,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.154e-09,2.1549999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,36450e4ba48605f4b7a491c9595442451b1c38ca27965a752c703b7033003ea5,c441f0810de9e95d5e9623946963d342e8ec694450a21b64b94586b00fa131a5
t0__b1p1__L2__dv140p0__h1188p0__pm500p0__e2fed6ee70a144fb2ff8,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-500.0,0.96,2.011327428e-09,2.32372663e-09,2.304156052e-09,5.181005214e-09,312.3992019999999,292.82862399999993,19.570577999999955,1.0999997459,1.0999995948,1.1,1.1,0.9999997689999999,0.9999996316363636,1,stable_high,1,2.832988085416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r302/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm500p0__e2fed6ee70a144fb2ff8,47dc9160b687d059f1b4881883b0d0cf13bc20c7c9c01fae45106dd2106f1f05,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,REPRESENTATIVE_PHASE_SEED,CLEAN_Q1,0.0,2.179e-09,2.18e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,0ea8888d4a371c56fdf3b2a89d9afe4488ecc4eb59b8e299ce5c588d75204127,47dc9160b687d059f1b4881883b0d0cf13bc20c7c9c01fae45106dd2106f1f05
t0__b1p1__L2__dv140p0__h1188p0__pm250p0__cc4868a6d50f491dd66b,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-250.0,0.96,2.011239981e-09,2.379004064e-09,2.335980753e-09,5.180963324e-09,367.76408299999997,324.74077200000005,43.02331099999992,1.0999996632,1.0999996636,1.1,1.1,0.9999996938181818,0.9999996941818181,1,stable_high,1,3.0917527208333337e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r409/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm250p0__cc4868a6d50f491dd66b,147f80a84b6cd6788c00d4f827818a67daf310e3db8a8367aaa850a3fc97ce1e,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,RIGHT_COARSE_EXTENSION,CLEAN_Q1,0.0,2.4289999999999998e-09,2.4299999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,5437038265897045e08775fb5189cb89f4efd5ddf31751d362e6a67ea417fd35,147f80a84b6cd6788c00d4f827818a67daf310e3db8a8367aaa850a3fc97ce1e
t0__b1p1__L2__dv140p0__h1188p0__p0p0__cd9ac746dc3141b216f8,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,0.0,0.96,2.011960328e-09,2.378682589e-09,2.336895689e-09,5.180449554e-09,366.72226100000006,324.93536100000006,41.7869,1.0999996365,1.099999645,1.1,1.1,0.9999996695454545,0.9999996772727272,1,stable_high,1,2.47867000625e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r410/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p0p0__cd9ac746dc3141b216f8,f77a0b8537fcb8489d24973024195e44720cf3e3b8e3216654d1cfa39c9dd9bd,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,RIGHT_COARSE_EXTENSION,CLEAN_Q1,0.0,2.679e-09,2.68e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,7d0d0892195aed1738cfec9e54de07dad98f89be693ea5b1de99a5fac530ae85,f77a0b8537fcb8489d24973024195e44720cf3e3b8e3216654d1cfa39c9dd9bd
